Munic-BR;Populaçăo;1.1_%R.Líquida_Total;2.1_D.Total_Saúde/Hab;2.2_%D.Pessoal/D.Total;2.3_%D.com_Medicamentos;2.4_%D.Serv.Terc/D.Total;2.5_%D.Invest/D.Total;R.Transf.SUS;D.R.Próprios;D.Total_Saúde;cod_municipio
241100 Rodolfo Fernandes;4734;4.63;518.73;24.83;16.11;5.19;1.08;501883.82;1776090.64;2455665.22;241100
241110 Ruy Barbosa;3730;1.72;568.38;55.6;7.02;4.98;7.01;1260074.59;866856.62;2120058.46;241110
241120 Santa Cruz;35095;5.48;273.56;57.93;6.36;4.54;1.22;6293214.15;3307460.86;9600675.01;241120
240933 Santa Maria;4905;2.68;331.6;37.55;23.85;2.99;6.16;538017.6;1041497.24;1626490.14;240933
241140 Santana do Matos;14544;4.31;317.93;28.96;3.41;3.16;8.47;2737366.09;1736416.76;4624039.77;241140
241142 Santana do Seridó;2854;3.1;530.13;48.51;12.04;5.4;3.33;633528.65;879456.64;1512985.29;241142
241150 Santo Antônio;22072;2.62;256.64;69.83;6.3;1.41;0.4;2942859.0;3079552.79;5664479.76;241150
241160 Săo Bento do Norte;3659;1.75;449.44;59.54;8.0;2.41;1.22;428988.16;1194997.55;1644497.55;241160
241170 Săo Bento do Trairí;3882;2.14;379.88;72.95;2.18;2.54;0.26;321748.32;1142464.36;1474701.25;241170
241180 Săo Fernando;3497;1.55;352.77;34.28;4.4;5.71;6.32;335509.13;915606.73;1233647.98;241180
241190 Săo Francisco do Oeste;3809;1.18;366.02;15.72;15.58;7.12;0.0;487760.12;906392.44;1394152.56;241190
241200 Săo Gonçalo do Amarante;80737;10.86;242.14;65.17;1.48;25.34;1.71;10221512.69;9328013.15;19549525.84;241200
241210 Săo Joăo do Sabugi;5945;2.92;278.51;39.24;2.77;5.76;1.94;586793.55;1047671.3;1655729.43;241210
241220 Săo José de Mipibu;38406;3.31;280.6;57.48;1.56;14.78;1.04;6968457.53;3167774.14;10776827.48;241220
241230 Săo José do Campestre;12081;2.81;304.3;56.55;5.44;1.89;1.14;1938781.68;2030272.38;3676260.67;241230
241240 Săo José do Seridó;4066;1.99;420.99;25.38;7.93;4.94;2.99;541975.24;1182421.75;1711753.95;241240
241250 Săo Miguel;23594;2.33;267.9;48.86;7.97;11.51;4.76;3701523.06;2014115.54;6320836.21;241250
241255 Săo Miguel do Gostoso;9239;3.41;302.85;57.47;5.52;4.73;6.81;1435140.1;1294393.88;2798075.47;241255
241260 Săo Paulo do Potengi;15020;2.67;346.4;59.57;6.69;11.48;7.21;2279629.29;2084758.41;5202923.37;241260
241270 Săo Pedro;6578;2.64;274.65;50.38;5.54;3.32;6.08;850063.27;1000000.0;1806675.45;241270
241280 Săo Rafael;8369;1.68;323.95;58.29;5.33;9.43;13.04;1410992.43;1165986.42;2711132.56;241280
241290 Săo Tomé;11499;3.0;305.56;43.13;3.35;3.57;4.56;1813308.64;1525288.95;3513656.71;241290
241300 Săo Vicente;6019;2.87;357.85;50.36;15.5;8.24;3.72;803897.14;1279813.5;2153908.09;241300
241310 Senador Elói de Souza;6197;2.35;379.94;45.12;2.1;5.35;6.57;1006921.61;1556582.09;2354477.05;241310
241320 Senador Georgino Avelino;3846;3.26;470.31;57.96;3.38;5.21;0.04;574741.57;1232384.06;1808815.75;241320
241330 Serra de Săo Bento;5970;2.94;296.36;37.4;9.07;0.26;1.63;728905.33;1093301.38;1769288.21;241330
241335 Serra do Mel;9629;5.07;410.92;66.84;11.24;5.84;0.76;1196140.39;2347906.88;3956780.9;241335
241340 Serra Negra do Norte;7442;2.29;279.1;23.12;8.33;15.71;3.03;1407796.33;983592.54;2077051.27;241340
241350 Serrinha;6885;3.42;360.73;51.41;8.63;4.79;6.06;967605.42;1316024.13;2483620.87;241350
241355 Serrinha dos Pintos;4510;1.5;515.23;34.35;28.43;10.19;7.26;524446.93;1799230.19;2323677.12;241355
241360 Severiano Melo;5227;2.9;510.51;35.59;5.62;4.03;2.17;1330207.65;1552653.34;2668423.6;241360
241370 Sítio Novo;5470;2.07;360.62;50.21;4.24;2.46;3.76;765983.01;1340777.62;1972590.83;241370
241380 Taboleiro Grande;2383;2.41;667.71;23.56;8.38;12.27;11.61;265045.52;1172354.54;1591148.88;241380
241390 Taipu;12163;2.11;325.51;63.46;1.71;3.73;7.85;1659414.64;1856245.46;3959126.2;241390
241400 Tangará;13611;2.1;299.48;60.52;1.83;2.75;1.53;1790695.37;2285473.5;4076168.87;241400
241410 Tenente Ananias;9651;1.62;328.59;55.86;13.9;3.74;1.71;1277676.2;1538241.85;3171220.89;241410
241415 Tenente Laurentino Cruz;5374;3.73;464.85;39.78;4.8;4.36;7.88;741147.93;1756956.22;2498104.15;241415
241420 Tibau do Sul;11707;17.38;308.96;67.33;9.0;5.21;0.14;1140390.14;2476576.05;3616966.19;241420
241430 Timbaúba dos Batistas;2392;4.87;456.95;24.46;4.58;7.76;7.32;225259.12;867767.4;1093026.52;241430
241440 Touros;30550;5.17;283.08;66.33;5.94;5.33;8.41;5814140.52;2434024.4;8648218.46;241440
241445 Triunfo Potiguar;3326;3.75;554.16;22.74;11.88;4.34;5.79;770888.52;1185036.93;1843124.93;241445
241450 Umarizal;10906;3.81;247.02;26.05;3.64;4.56;4.71;1340254.8;1594515.65;2694024.15;241450
241460 Upanema;13336;10.44;394.83;40.3;15.76;4.79;2.79;1415849.5;3392545.85;5265459.36;241460
241470 Várzea;5477;1.47;287.84;60.28;4.14;2.71;16.72;619979.67;922973.01;1576482.63;241470
241475 Venha-Ver;3611;1.87;424.03;33.57;14.21;10.76;0.5;608045.38;922236.48;1531156.67;241475
241480 Vera Cruz;10865;1.46;338.15;59.41;1.09;4.24;15.99;1655393.35;1548739.17;3674012.67;241480
241490 Viçosa;1855;1.81;1243.17;7.62;13.02;2.66;34.47;299562.32;2003174.02;2306083.02;241490
241500 Vila Flor;2740;2.1;603.86;65.42;6.12;6.17;0.37;336104.83;1343838.78;1654573.48;241500
250010 Água Branca;9580;1.49;221.12;79.93;2.61;3.72;0.91;1094041.66;978780.88;2118328.33;250010
250020 Aguiar;5802;1.25;484.81;36.86;16.49;4.91;34.74;681785.45;1178986.62;2812853.62;250020
250030 Alagoa Grande;28113;3.4;262.16;75.09;12.84;3.95;1.49;4839119.97;2594325.58;7370017.0;250030
250040 Alagoa Nova;19798;1.47;283.8;68.04;8.41;3.79;7.08;2521831.77;2312359.87;5618697.07;250040
250050 Alagoinha;13470;1.3;201.8;69.64;3.45;4.76;0.98;1408382.26;1309926.46;2718308.72;250050
250053 Alcantil;5233;2.13;311.99;64.29;20.95;5.79;1.56;610395.97;983463.9;1632626.31;250053
250057 Algodăo de Jandaíra;2417;1.9;603.39;42.44;4.57;4.17;3.43;292385.41;1109916.13;1458401.36;250057
250060 Alhandra;18933;4.88;303.88;52.28;7.96;4.43;2.14;2091385.64;3689240.61;5753377.95;250060
250073 Amparo;2068;1.85;652.08;34.95;25.58;8.33;14.44;279948.65;859335.2;1348508.78;250073
250077 Aparecida;7604;2.37;245.03;66.57;8.65;3.11;2.0;791540.58;1008924.38;1863222.83;250077
250080 Araçagi;17843;2.95;234.86;70.8;2.29;3.73;0.71;2406407.65;1784183.73;4190591.38;250080
250090 Arara;12800;2.18;227.71;67.68;7.78;5.92;2.19;1320921.69;1379930.73;2914733.36;250090
250100 Araruna;20005;2.3;310.34;53.58;2.29;20.31;4.52;4367346.76;1670438.83;6208375.27;250100
250110 Areia;25646;3.19;244.17;77.38;4.88;5.23;1.8;2590305.0;2964566.0;6261859.0;250110
250115 Areia de Baraúnas;2150;1.91;593.33;48.07;4.02;18.48;9.33;274375.46;949854.56;1275660.91;250115
250120 Areial;6438;1.48;254.37;59.14;4.24;3.53;6.1;743548.17;836884.14;1637660.25;250120
250130 Aroeiras;19722;2.47;238.82;63.29;18.51;9.34;2.84;2937788.64;1619670.19;4709949.3;250130
250135 Assunçăo;3484;1.4;404.73;40.92;6.63;11.32;3.3;294435.97;1115627.55;1410063.52;250135
250140 Baía da Traiçăo;7972;1.78;329.0;84.81;2.74;1.7;0.7;1584880.57;976377.32;2622752.91;250140
250150 Bananeiras;22316;2.34;283.49;63.46;6.13;5.2;1.11;4270856.26;1880986.83;6326400.28;250150
250153 Baraúna;4048;1.22;372.43;58.69;8.22;4.38;0.92;337081.52;1144639.72;1507584.68;250153
250160 Barra de Santa Rosa;13268;2.88;253.98;71.98;1.64;2.59;0.52;1639682.22;1543130.43;3369806.47;250160
250157 Barra de Santana;8910;1.95;349.65;61.77;11.79;6.29;6.58;1997460.82;1076825.69;3115421.92;250157
250170 Barra de Săo Miguel;5627;2.19;279.46;49.64;2.54;4.14;13.77;660430.21;912112.95;1572543.16;250170
250180 Bayeux;96197;5.25;195.13;71.7;1.14;9.1;2.2;11749020.0;6214608.0;18770450.0;250180
250190 Belém;17736;2.3;272.52;71.75;7.65;4.83;2.91;2432680.32;1820471.63;4833452.02;250190
250200 Belém do Brejo do Cruz;7258;1.78;194.84;53.39;4.97;6.74;0.65;713958.55;903214.02;1414144.34;250200
250205 Bernardino Batista;3315;2.05;347.2;30.38;19.06;11.31;4.08;323483.97;827489.74;1150973.71;250205
250210 Boa Ventura;5904;0.93;333.25;49.77;3.08;8.38;17.52;832327.63;869385.81;1967487.38;250210
250215 Boa Vista;5907;1.53;388.86;66.25;5.0;7.83;3.56;578627.32;1630224.74;2296972.04;250215
250220 Bom Jesus;2309;1.04;482.22;44.12;8.52;12.15;15.64;275124.01;818361.96;1113450.39;250220
250230 Bom Sucesso;5299;2.56;348.72;58.69;19.24;2.45;4.81;547017.87;1232932.28;1847892.32;250230
250240 Bonito de Santa Fé;10659;2.19;284.4;56.92;4.96;3.6;16.42;1610403.18;1887427.54;3031441.9;250240
250250 Boqueirăo;16368;1.54;376.84;62.79;18.07;8.13;3.45;4068912.89;1716284.3;6168057.76;250250
250270 Borborema;5185;1.18;271.43;63.23;4.67;9.62;4.25;548293.58;848458.14;1407354.76;250270
250280 Brejo do Cruz;12850;1.95;273.01;61.23;5.18;5.59;0.96;1637197.03;2023721.58;3508150.62;250280
250290 Brejo dos Santos;5893;2.32;334.05;52.71;22.1;3.01;2.62;602255.39;1126071.76;1968537.11;250290
250300 Caaporă;20065;4.94;312.66;61.19;3.49;3.51;3.25;3258757.81;3099281.99;6273474.95;250300
250310 Cabaceiras;5113;1.85;342.48;40.16;21.9;7.5;4.32;597065.44;1074867.66;1751120.95;250310
250320 Cabedelo;51863;16.49;647.09;74.78;0.71;9.46;3.6;8150114.32;25410154.27;33560268.59;250320
250330 Cachoeira dos Índios;8691;1.04;297.34;67.05;6.45;4.46;11.49;896601.11;1122654.13;2584194.41;250330
250340 Cacimba de Areia;3606;1.14;367.07;54.33;10.64;2.32;2.98;487882.28;835760.5;1323642.78;250340
250350 Cacimba de Dentro;17660;2.01;227.58;53.85;12.44;4.09;6.03;1821877.25;2197126.29;4019003.54;250350
250355 Cacimbas;7028;1.77;272.73;63.35;7.47;3.15;1.04;696393.84;1212967.55;1916771.99;250355
250360 Caiçara;7543;1.41;260.81;64.26;6.13;3.08;2.65;922809.47;1025079.66;1967325.24;250360
250370 Cajazeiras;57876;5.66;293.89;54.7;7.39;12.79;6.57;13874919.07;4982014.31;17009163.19;250370
250375 Cajazeirinhas;3167;1.62;401.05;38.88;15.58;10.12;1.57;531602.23;822888.16;1270112.73;250375
250380 Caldas Brandăo;5546;1.94;306.07;53.76;29.68;5.77;0.0;568988.75;1008135.34;1697450.13;250380
250390 Camalaú;5966;2.09;309.9;43.87;28.26;10.33;0.3;664197.44;1109810.41;1848839.37;250390
250400 Campina Grande;383767;10.92;434.59;37.3;3.34;48.66;0.85;130041662.36;32105918.75;166780120.12;250400
250403 Capim;5459;1.77;269.98;60.9;13.57;3.71;1.55;549747.5;924087.57;1473835.07;250403
250407 Caraúbas;3959;2.79;400.42;69.19;3.79;2.95;5.65;541434.57;1048632.07;1585252.07;250407
250410 Carrapateira;2342;1.55;736.17;40.17;20.44;7.54;22.79;269555.24;910583.09;1724106.1;250410
250415 Casserengue;6992;1.59;269.98;61.43;2.73;4.8;2.59;790811.26;1023747.85;1887677.95;250415
250420 Catingueira;5008;1.47;274.03;50.31;3.64;1.6;5.5;549872.47;817984.2;1372357.17;250420
250430 Catolé do Rocha;28468;4.39;351.98;68.72;11.78;8.11;1.34;5917497.88;3683903.12;10020090.03;250430
250435 Caturité;4624;1.74;411.08;62.71;0.03;10.15;1.17;596558.46;1071237.86;1900848.95;250435
250440 Conceiçăo;17987;3.14;338.08;74.04;4.3;5.37;1.16;3423523.28;2522496.37;6081112.65;250440
250450 Condado;6925;1.63;274.57;67.58;2.11;2.96;7.89;879806.4;1180230.9;1901397.16;250450
250460 Conde;20847;9.39;303.09;72.96;11.28;4.34;3.38;2775966.86;3406676.83;6318444.5;250460
250470 Congo;4938;1.68;369.31;50.83;6.04;7.02;12.14;535210.63;1288461.77;1823672.4;250470
250480 Coremas;15706;3.89;308.32;30.17;3.98;6.38;4.59;2759722.91;1613375.87;4842468.97;250480
250485 Coxixola;1772;1.64;679.66;51.58;7.03;7.31;0.76;272294.88;930619.54;1204364.61;250485
250490 Cruz do Espírito Santo;15861;1.24;223.54;55.02;7.42;4.12;2.89;1901631.33;1643859.52;3545490.85;250490
250500 Cubati;6560;1.52;373.32;58.22;12.1;3.21;2.53;963675.83;1071655.38;2448971.84;250500
250510 Cuité;20831;3.86;307.95;69.67;3.4;5.5;3.49;4424840.8;2038508.1;6414883.12;250510
250523 Cuité de Mamanguape;6738;1.2;270.19;61.39;1.76;1.96;0.07;772233.39;1048322.04;1820555.43;250523
250520 Cuitegi;7251;1.72;239.12;71.35;3.17;4.0;0.45;810078.81;891438.92;1733833.48;250520
250527 Curral de Cima;5657;1.55;256.24;69.51;4.08;4.79;1.76;567086.57;882445.9;1449532.47;250527
250530 Curral Velho;2880;0.68;405.16;35.82;7.24;9.6;8.74;295385.38;843563.27;1166872.47;250530
250535 Damiăo;4997;1.84;388.64;39.59;10.34;4.41;0.26;606510.05;1165721.1;1942051.88;250535
250540 Desterro;8190;1.48;263.76;70.45;1.46;6.47;4.9;1184289.97;918256.67;2160183.02;250540
250560 Diamante;6743;2.12;272.01;52.86;4.4;9.33;6.54;806503.96;1079049.42;1834132.15;250560
250570 Dona Inês;11140;2.4;287.3;73.63;1.61;3.23;0.4;1356183.91;1844372.58;3200556.49;250570
250580 Duas Estradas;3856;1.83;403.47;49.52;6.43;4.74;6.78;526941.58;1029128.06;1555769.64;250580
250590 Emas;3372;1.56;360.57;68.01;3.68;3.98;1.02;317826.92;851505.3;1215827.36;250590
250600 Esperança;30856;2.93;363.93;70.07;6.28;8.24;0.78;6739115.46;3978880.75;11229295.43;250600
250610 Fagundes;12182;0.94;224.08;55.3;7.84;2.55;8.26;1545534.05;1184238.09;2729772.14;250610
250620 Frei Martinho;3020;1.66;524.83;57.91;4.89;1.57;0.57;323313.82;1124929.27;1584979.5;250620
250625 Gado Bravo;8470;1.31;265.1;53.44;17.15;17.48;6.39;1225987.98;871526.52;2245428.47;250625
250630 Guarabira;56137;3.79;329.21;52.15;2.97;36.43;0.39;14080242.54;5038096.11;18480662.48;250630
250640 Gurinhém;13995;2.32;283.29;64.46;6.12;7.58;2.01;1937719.01;1781191.46;3964709.76;250640
250650 Gurjăo;3096;1.31;371.93;54.88;8.6;2.93;0.73;302600.85;855083.41;1151486.43;250650
250660 Ibiara;6314;2.79;273.66;61.49;5.91;8.72;3.27;790200.0;871877.87;1727873.66;250660
250260 Igaracy;6529;2.19;315.1;56.33;7.77;9.79;0.1;835562.38;1221706.5;2057268.57;250260
250670 Imaculada;11850;1.43;256.17;58.47;5.05;7.71;0.31;1313477.09;1722090.03;3035567.12;250670
250680 Ingá;18782;3.02;218.67;70.27;8.0;4.23;0.04;1860160.03;2490049.35;4107109.01;250680
250690 Itabaiana;25463;3.75;315.29;52.32;4.19;16.81;0.78;5782581.51;2591648.31;8028201.67;250690
250700 Itaporanga;23226;3.58;267.8;73.94;2.98;6.88;1.72;5396252.99;1936459.72;6220000.88;250700
250710 Itapororoca;16578;2.34;207.42;75.69;2.97;3.43;1.27;1921902.72;1428500.78;3438528.75;250710
250720 Itatuba;10186;1.93;220.62;57.26;5.75;1.95;2.72;1069900.86;1081134.16;2247269.93;250720
250730 Jacaraú;14086;2.06;247.39;66.52;2.72;5.4;7.41;1590444.82;1894262.69;3484707.51;250730
250740 Jericó;8101;2.01;298.44;66.9;2.25;3.37;10.01;882783.09;1411135.15;2417682.26;250740
250750 Joăo Pessoa;702234;21.0;512.28;42.11;1.08;39.77;2.48;253697318.57;112613612.52;359742884.44;250750
251365 Joca Claudino;2745;2.68;483.06;38.34;2.46;16.25;13.04;458823.08;901826.77;1325996.78;251365
250760 Juarez Távora;7604;1.98;243.42;60.67;17.66;1.82;2.11;801106.06;942147.33;1850981.94;250760
250770 Juazeirinho;16476;1.6;284.97;49.2;7.21;8.85;1.43;3414824.92;1602331.93;4695121.55;250770
250780 Junco do Seridó;6724;2.0;300.92;62.52;8.73;2.44;0.39;827028.78;1166015.13;2023404.74;250780
250790 Juripiranga;10607;1.48;278.63;63.15;9.02;4.02;5.04;1581508.36;1266075.11;2955439.71;250790
250800 Juru;10550;2.26;270.71;53.99;10.08;6.21;0.19;1211843.06;1341807.76;2855938.08;250800
250810 Lagoa;4949;1.59;356.18;47.99;16.67;2.57;8.34;552151.19;1064859.31;1762726.57;250810
250820 Lagoa de Dentro;7499;1.97;268.21;65.48;4.56;2.5;5.04;822277.54;1188519.58;2011280.37;250820
250830 Lagoa Seca;25771;1.48;244.79;77.13;2.36;3.18;2.85;3563998.64;2536953.67;6308555.3;250830
250840 Lastro;2888;2.4;449.77;52.79;1.17;10.44;2.94;407454.36;891469.91;1298924.27;250840
250850 Livramento;7331;2.5;326.06;54.88;27.41;5.19;2.39;944439.73;1202415.02;2390330.67;250850
250855 Logradouro;3977;1.73;382.21;53.09;6.27;5.51;2.82;543687.89;964730.82;1520033.86;250855
250860 Lucena;11389;5.16;262.56;67.6;0.21;3.29;0.62;1343741.33;1598903.27;2990298.53;250860
250870 Măe d'Água;4127;1.85;412.76;50.83;5.79;3.86;10.18;652740.55;1033075.19;1703480.82;250870
250880 Malta;5796;1.71;455.91;32.7;5.55;2.22;36.17;567954.06;991441.71;2642431.83;250880
250890 Mamanguape;41676;6.96;257.44;68.99;4.84;6.84;2.36;5968956.4;4758950.6;10729136.03;250890
250900 Manaíra;11367;1.01;207.55;56.02;1.99;4.06;3.98;916330.49;1326100.56;2359195.7;250900
250905 Marcaçăo;7608;1.05;371.71;79.66;3.78;3.51;0.97;1565336.41;1013937.11;2828005.13;250905
250910 Mari;21140;1.83;244.84;66.48;4.77;5.27;3.94;3046837.32;2184232.63;5175934.08;250910
250915 Marizópolis;6450;1.76;284.94;55.45;0.29;18.39;0.09;737600.5;1183316.61;1837879.28;250915
250920 Massaranduba;12944;2.76;259.47;50.47;18.46;4.88;0.88;1605964.81;1752620.87;3358585.68;250920
250930 Mataraca;7300;6.98;427.95;70.61;3.9;8.45;1.45;884528.57;2239526.23;3124054.8;250930
250933 Matinhas;4313;2.11;328.13;55.35;2.63;6.52;2.16;556972.82;858253.86;1415226.68;250933
250937 Mato Grosso;2693;1.95;743.14;31.15;16.02;3.03;26.74;289809.21;1667458.57;2001281.54;250937
250939 Maturéia;6028;1.83;314.28;51.21;1.13;3.76;12.5;805011.88;1232375.98;1894489.27;250939
250940 Mogeiro;12496;2.68;222.58;54.41;4.04;3.22;0.74;1643876.98;1234447.22;2781385.98;250940
250950 Montadas;4747;2.22;348.25;52.37;19.11;5.26;0.29;537423.6;1105241.68;1653123.91;250950
250960 Monte Horebe;4507;1.45;437.67;43.27;16.08;5.19;22.96;502039.44;831939.44;1972588.03;250960
250970 Monteiro;31104;4.88;352.88;52.47;5.85;6.39;21.55;9039722.01;2672541.88;10975961.95;250970
250980 Mulungu;9634;1.87;272.77;57.36;5.62;2.59;11.76;1346411.93;1257136.93;2627846.57;250980
250990 Natuba;10500;1.81;259.85;69.48;13.97;10.48;2.96;1259291.69;1167181.06;2728392.68;250990
251000 Nazarezinho;7255;0.92;239.21;56.78;11.78;6.22;2.79;809536.77;925955.75;1735492.52;251000
251010 Nova Floresta;10386;2.11;281.78;72.93;4.12;5.42;0.53;1200128.14;1671074.04;2926609.03;251010
251020 Nova Olinda;6470;1.89;307.51;34.06;6.07;5.61;8.41;836738.39;1341666.59;1989586.22;251020
251030 Nova Palmeira;4097;1.27;428.81;68.02;10.06;3.0;0.33;500999.52;979316.2;1756822.93;251030
251040 Olho d'Água;7642;2.54;256.46;70.97;3.76;1.93;3.58;827782.06;1004713.27;1959857.18;251040
251050 Olivedos;3616;1.66;365.24;48.11;17.02;5.38;2.5;416148.57;904127.67;1320694.36;251050
251060 Ouro Velho;3073;1.95;433.4;63.51;0.87;17.47;0.04;392746.15;879643.38;1331839.75;251060
251065 Parari;1259;2.15;993.08;50.62;12.29;6.1;0.11;237904.35;910797.77;1250284.51;251065
251070 Passagem;2195;1.98;542.55;57.04;13.76;3.55;2.63;318461.75;877815.91;1190890.04;251070
251080 Patos;100734;6.81;324.13;58.17;1.42;3.96;3.29;25734137.29;7653494.54;32650592.24;251080
251090 Paulista;12008;2.63;251.17;57.33;13.68;5.38;3.41;1506378.96;1790282.57;3016000.51;251090
251100 Pedra Branca;3855;1.48;304.14;55.21;0.28;2.75;12.29;351785.1;895906.87;1172449.39;251100
251110 Pedra Lavrada;7035;0.77;325.93;68.51;6.17;4.06;0.61;773077.78;1519838.09;2292915.87;251110
251120 Pedras de Fogo;27117;16.64;387.68;67.01;13.96;8.07;6.45;6398024.49;4770357.27;10512589.45;251120
251272 Pedro Régis;5826;1.42;329.28;68.16;1.63;2.27;1.01;595156.5;1324340.75;1918411.03;251272
251130 Piancó;16453;3.86;806.52;58.19;14.4;5.83;14.43;10126232.06;1924027.91;13269662.13;251130
251140 Picuí;19365;2.45;334.34;49.45;5.84;13.57;10.78;4637231.5;1771672.55;6474546.4;251140
251150 Pilar;11737;2.42;317.52;71.77;10.65;2.82;3.12;2065957.89;1400573.51;3726778.72;251150
251160 Pilơes;7071;3.05;311.15;59.99;4.75;5.62;3.75;1195512.89;1189634.42;2200168.57;251160
251170 Pilơezinhos;5483;1.05;313.8;72.92;3.24;3.2;0.2;585823.9;1122161.96;1720591.16;251170
251180 Pirpirituba;10540;2.4;237.29;72.32;3.25;6.52;2.93;1147094.77;1309366.13;2501084.21;251180
251190 Pitimbu;16829;2.04;205.38;57.85;3.31;14.01;0.67;1633257.55;1704551.34;3456314.55;251190
251200 Pocinhos;16539;4.5;318.45;57.23;8.09;4.97;4.12;2876874.78;2389984.04;5266858.82;251200
251203 Poço Dantas;4055;1.84;341.08;54.54;1.6;6.29;0.98;607484.0;838950.0;1383060.0;251203
251207 Poço de José de Moura;4119;1.09;340.87;59.31;9.26;6.71;1.67;455262.36;948764.26;1404026.62;251207
251210 Pombal;32443;4.32;327.43;52.77;0.29;5.85;27.82;7846815.73;2752500.26;10622662.94;251210
251220 Prata;4060;1.88;393.01;53.73;1.57;13.92;0.42;637867.98;1039558.08;1595613.11;251220
251230 Princesa Isabel;20016;2.18;438.33;34.17;11.98;7.66;13.12;6256484.83;2153727.15;8773689.54;251230
251240 Puxinană;13354;1.69;228.7;62.39;5.99;5.2;9.51;1742550.97;1309101.9;3054124.85;251240
251250 Queimadas;40321;2.11;211.46;78.03;5.74;3.13;1.4;4508312.25;3191848.45;8526267.55;251250
251260 Quixabá;1493;1.7;903.52;53.48;6.75;5.02;9.92;239455.06;1031303.57;1348951.81;251260
251270 Remígio;17423;3.69;248.08;66.16;14.46;4.43;11.94;2447048.8;1864827.42;4322244.02;251270
251274 Riachăo;3569;0.87;344.35;54.98;6.6;4.52;2.16;316611.66;869073.82;1228976.49;251274
251275 Riachăo do Bacamarte;4312;1.86;323.8;53.98;21.36;5.11;4.06;512332.69;883880.08;1396212.77;251275
251276 Riachăo do Poço;4407;2.08;303.21;52.79;5.56;3.89;6.52;521102.27;832604.73;1336227.78;251276
251278 Riacho de Santo Antônio;1575;1.24;891.22;38.66;15.2;8.56;7.39;375806.14;839076.79;1403665.52;251278
251280 Riacho dos Cavalos;8299;3.18;256.94;46.83;6.29;10.73;6.31;880305.91;1129940.72;2132309.69;251280
251290 Rio Tinto;23789;3.23;242.98;69.26;5.31;3.06;2.62;3116892.65;2670159.58;5780289.09;251290
251300 Salgadinho;3516;1.75;330.59;43.5;7.6;6.77;6.09;307489.93;854857.43;1162347.36;251300
251310 Salgado de Săo Félix;12950;2.83;228.86;53.57;16.16;3.98;5.66;1665703.06;1209783.38;2963769.9;251310
251315 Santa Cecília;7247;1.59;294.27;55.98;17.25;1.98;0.0;873463.38;1138439.04;2132594.35;251315
251320 Santa Cruz;6674;2.04;296.9;63.91;9.57;8.68;1.66;997697.0;898925.0;1981505.0;251320
251330 Santa Helena;6184;1.96;305.2;59.86;19.01;9.16;5.06;778667.62;1108675.56;1887343.18;251330
251335 Santa Inês;3825;1.11;237.46;65.09;1.61;3.17;2.9;296189.17;891911.92;908284.54;251335
251340 Santa Luzia;14742;2.74;211.55;71.56;1.98;3.72;5.72;1756349.72;1570872.39;3118673.77;251340
251370 Santa Rita;126776;6.96;250.15;51.29;8.73;28.27;0.53;19829751.71;9550571.69;31712528.52;251370
251380 Santa Teresinha;4768;2.39;306.45;54.76;7.46;4.38;5.97;527502.26;893448.93;1461169.31;251380
251350 Santana de Mangueira;5769;1.76;273.79;56.05;2.37;3.14;4.13;551486.33;1036318.66;1579488.42;251350
251360 Santana dos Garrotes;7809;3.12;281.55;73.88;0.05;5.06;4.9;1069382.23;987192.37;2198605.77;251360
251385 Santo André;2702;1.02;613.06;53.28;7.1;4.12;2.27;335292.07;1281214.05;1656496.14;251385
251392 Săo Bentinho;4210;1.89;363.95;56.93;8.11;10.36;9.84;576262.72;860679.81;1532212.55;251392
251390 Săo Bento;30353;3.36;477.95;34.0;4.97;1.86;29.73;5293392.38;6269001.94;14507162.55;251390
251396 Săo Domingos;2818;1.47;461.06;46.58;17.21;6.38;5.8;353230.82;898202.49;1299262.75;251396
251394 Săo Domingos do Cariri;2348;2.76;486.75;64.69;5.26;5.72;10.5;221809.15;910859.69;1142884.71;251394
251398 Săo Francisco;3542;1.89;428.42;51.63;7.17;15.48;6.53;491252.62;954349.32;1517453.76;251398
251400 Săo Joăo do Cariri;4571;2.16;334.49;60.47;20.51;4.69;0.33;516718.58;1012037.34;1528956.33;251400
250070 Săo Joăo do Rio do Peixe;18319;3.96;245.56;56.88;12.4;6.06;5.73;2605869.13;1728300.34;4498450.96;250070
251410 Săo Joăo do Tigre;4733;2.35;323.09;32.2;5.48;3.62;7.51;712442.37;833050.04;1529202.24;251410
251420 Săo José da Lagoa Tapada;8068;1.68;239.47;57.51;12.66;8.13;0.56;903140.57;843875.29;1932063.96;251420
251430 Săo José de Caiana;6145;2.52;275.19;56.75;0.92;5.11;0.54;755744.23;921381.73;1691023.01;251430
251440 Săo José de Espinharas;5043;2.19;305.83;71.82;3.09;3.01;1.22;510563.53;942034.57;1542281.03;251440
251450 Săo José de Piranhas;19567;7.68;218.98;57.5;7.56;8.35;8.96;1943868.51;1802604.78;4284805.24;251450
251455 Săo José de Princesa;4752;1.71;286.33;56.99;7.35;15.82;6.33;518368.43;842263.42;1360631.85;251455
251460 Săo José do Bonfim;3311;3.48;431.23;30.76;8.21;2.03;19.64;358958.02;987697.21;1427798.57;251460
251465 Săo José do Brejo do Cruz;1703;1.97;1026.46;24.33;7.77;2.73;32.47;288065.32;1451466.1;1748058.62;251465
