Munic-BR;Populaçăo;1.1_%R.Líquida_Total;2.1_D.Total_Saúde/Hab;2.2_%D.Pessoal/D.Total;2.3_%D.com_Medicamentos;2.4_%D.Serv.Terc/D.Total;2.5_%D.Invest/D.Total;R.Transf.SUS;D.R.Próprios;D.Total_Saúde;cod_municipio
210325 Cidelândia;13963;6.42;419.46;95.69;1.12;1.19;0.0;2809219.84;3032437.28;5856913.45;210325
210330 Codó;119079;4.6;341.18;60.17;6.03;10.97;2.82;26774539.41;11685305.69;40627077.54;210330
210340 Coelho Neto;47435;0.95;416.4;51.02;4.44;7.0;0.0;15438291.61;3678987.09;19751955.2;210340
210350 Colinas;39635;4.19;454.89;33.29;2.77;12.91;11.76;11881300.91;2972377.0;18029394.0;210350
210355 Conceiçăo do Lago-Açu;14989;0.25;346.29;50.05;19.34;9.92;10.9;3707642.92;1848338.73;5190569.19;210355
210360 Coroatá;62639;1.23;448.91;59.27;7.11;6.83;0.0;19515423.13;8559247.64;28119537.55;210360
210370 Cururupu;32487;1.53;358.03;61.41;5.49;4.39;10.11;6509034.89;5293235.95;11631285.22;210370
210375 Davinópolis;12625;0.68;312.15;48.46;1.81;11.72;23.55;2593532.03;2040943.8;3940943.8;210375
210380 Dom Pedro;22791;5.3;349.05;24.22;20.74;8.8;10.28;5658530.08;2351745.0;7955286.0;210380
210390 Duque Bacelar;10836;0.93;455.23;44.8;4.08;13.55;18.11;3307097.53;1560590.18;4932898.26;210390
210400 Esperantinópolis;17715;2.74;556.17;19.05;7.62;7.99;16.02;5645730.52;3483951.18;9852536.14;210400
210405 Estreito;37784;16.53;333.57;38.2;0.26;8.88;3.93;5927871.91;6088338.59;12603423.12;210405
210407 Feira Nova do Maranhăo;8215;3.36;313.23;46.49;3.57;4.77;14.51;1356785.85;1201436.85;2573146.14;210407
210408 Fernando Falcăo;9584;2.5;324.77;38.14;12.78;8.08;0.15;1635653.74;1476970.36;3112624.1;210408
210409 Formosa da Serra Negra;17749;1.53;358.2;35.74;13.79;1.17;5.15;2174166.04;2124863.8;6357776.9;210409
210410 Fortaleza dos Nogueiras;12306;0.95;280.86;48.47;9.11;31.52;0.54;2009809.05;1475420.66;3456270.17;210410
210420 Fortuna;15174;1.55;392.49;22.87;14.82;30.79;2.66;2777476.9;3166055.34;5955637.42;210420
210430 Godofredo Viana;10762;17.54;341.29;38.88;17.04;2.47;24.36;1702226.49;1985173.3;3672956.63;210430
210440 Gonçalves Dias;17545;1.68;272.56;51.04;5.57;3.73;3.65;2919600.38;2151929.31;4782065.13;210440
210450 Governador Archer;10372;3.12;371.71;35.27;4.81;5.2;13.76;1611113.54;2242217.18;3855330.72;210450
210455 Governador Edison Lobăo;16651;1.41;193.89;62.08;3.05;0.91;0.0;2114447.32;1713958.5;3228405.82;210455
210460 Governador Eugênio Barros;16197;1.83;309.17;26.55;6.99;3.32;6.52;2403703.88;1992004.75;5007553.41;210460
210462 Governador Luiz Rocha;7462;2.53;299.81;37.98;15.28;1.67;2.77;1425778.45;1112291.29;2237213.7;210462
210465 Governador Newton Bello;10166;4.31;314.91;39.37;5.48;32.29;0.48;1576604.72;1695027.68;3201377.92;210465
210467 Governador Nunes Freire;25323;4.17;550.89;51.07;7.17;19.65;0.0;10858636.1;3023291.6;13950135.37;210467
210480 Grajaú;64510;3.34;369.4;18.46;0.0;31.98;1.9;24541994.67;5123652.0;23829994.67;210480
210490 Guimarăes;11997;3.32;469.84;28.74;2.32;6.88;9.21;4198566.79;1587691.58;5636667.04;210490
210500 Humberto de Campos;26933;5.23;316.8;54.29;4.06;10.88;0.0;3928499.44;4495169.22;8532386.19;210500
210510 Icatu;25698;0.92;237.2;80.78;6.39;8.96;0.9;4276065.77;2026154.13;6095594.04;210510
210520 Igarapé Grande;11289;3.42;634.83;25.72;26.09;10.35;2.03;5627872.29;1305807.17;7166559.1;210520
210530 Imperatriz;250063;13.11;507.26;49.58;10.93;32.59;1.3;102137060.07;34773821.0;126847608.65;210530
210535 Itaipava do Grajaú;13103;1.58;281.13;73.16;10.44;0.29;0.0;2271235.34;1354248.13;3683583.47;210535
210540 Itapecuru Mirim;63907;2.81;265.93;61.79;0.74;20.21;3.8;12179731.12;5674056.52;16995030.48;210540
210542 Itinga do Maranhăo;25125;4.89;305.52;71.34;7.02;9.83;0.64;4980640.83;2631191.12;7676223.21;210542
210545 Jatobá;9051;1.61;522.43;72.87;2.85;11.89;3.75;2362786.94;1462712.2;4728499.14;210545
210547 Jenipapo dos Vieiras;15733;2.63;241.62;33.85;6.76;0.23;6.96;2446777.31;1882972.62;3801398.25;210547
210550 Joăo Lisboa;23561;1.21;383.68;60.8;4.17;6.28;6.77;7027421.78;2012511.87;9039933.65;210550
210560 Joselândia;15688;2.62;330.86;63.59;3.43;4.0;14.77;2175135.81;2620797.18;5190467.69;210560
210565 Junco do Maranhăo;3792;2.91;760.81;53.51;10.0;4.25;0.0;1071087.28;1812734.24;2884979.52;210565
210570 Lago da Pedra;47298;3.36;406.24;28.22;5.14;19.5;4.37;15598470.36;3595376.77;19214269.56;210570
210580 Lago do Junco;10865;1.66;470.47;58.4;12.85;3.65;3.15;4015025.05;1225000.0;5111692.4;210580
210594 Lago dos Rodrigues;7744;1.5;435.46;22.03;16.44;18.29;5.71;2847818.2;1126883.77;3372199.4;210594
210590 Lago Verde;15624;1.32;280.54;53.19;4.0;3.63;14.9;3003821.24;1818139.2;4383216.61;210590
210592 Lagoa do Mato;10955;6.58;314.99;79.54;7.59;0.45;2.15;1400180.49;2160978.5;3450682.5;210592
210596 Lagoa Grande do Maranhăo;12501;3.04;331.39;19.66;14.59;8.45;22.32;1768471.21;1987449.32;4142721.06;210596
210598 Lajeado Novo;7106;4.64;415.16;24.5;1.98;8.55;23.49;1740018.36;1210113.96;2950132.32;210598
210600 Lima Campos;11525;7.15;358.85;68.84;2.65;5.47;10.56;2530917.54;2166564.52;4135799.65;210600
210610 Loreto;11597;2.24;397.81;53.7;7.59;14.4;6.57;2884442.59;1733181.88;4613367.01;210610
210620 Luís Domingues;6629;0.3;344.63;51.34;2.62;3.83;0.5;1198260.55;1122261.5;2284522.05;210620
210630 Magalhăes de Almeida;18277;3.24;345.76;26.81;3.16;8.05;11.92;3860836.52;2518135.94;6319436.1;210630
210635 Marajá do Sena;7751;1.39;259.18;62.95;4.22;3.49;1.86;940498.77;981402.0;2008925.6;210635
210637 Maranhăozinho;14524;3.5;317.17;42.73;10.52;2.0;0.0;2321108.51;2248117.96;4606587.71;210637
210640 Mata Roma;15657;0.59;533.98;25.86;8.67;26.26;16.11;4990990.45;3360628.45;8360457.93;210640
210650 Matinha;22286;1.55;325.03;45.85;2.95;32.07;0.94;4013872.61;3211779.3;7243587.71;210650
210660 Matơes;32216;2.21;274.92;33.77;5.78;9.76;1.49;5705524.26;3314139.09;8856663.35;210660
210663 Matơes do Norte;14755;2.26;222.19;15.47;10.16;64.94;2.22;1592007.38;1813591.38;3278472.38;210663
210667 Milagres do Maranhăo;8195;1.52;320.56;52.57;14.47;3.38;0.47;1327931.0;1359655.68;2627024.98;210667
210670 Mirador;20537;2.01;303.7;45.33;2.0;6.18;0.11;3028388.3;2121980.0;6237102.23;210670
210675 Miranda do Norte;25681;3.48;743.32;56.04;1.66;23.73;11.82;14264237.53;5578473.97;19089147.29;210675
210680 Mirinzal;14402;6.21;291.68;72.85;5.0;0.29;0.0;2315976.92;1867235.45;4200791.89;210680
210690 Monçăo;31717;0.6;175.67;69.34;28.68;0.13;1.48;3403581.61;1981061.92;5571651.08;210690
210700 Montes Altos;9272;1.53;337.02;31.37;32.61;3.72;4.22;1596046.71;1550065.85;3124847.95;210700
210710 Morros;18265;1.59;330.94;46.92;3.57;4.46;5.82;3275866.73;2404549.0;6044617.89;210710
210720 Nina Rodrigues;13095;2.25;292.2;40.16;4.86;1.51;0.47;1763454.27;2052834.15;3826318.42;210720
210725 Nova Colinas;5034;2.04;393.28;58.85;4.26;3.7;14.68;836143.11;1138040.7;1979766.22;210725
210730 Nova Iorque;4598;2.09;569.96;47.05;3.82;17.29;8.79;808015.97;1182133.85;2620659.92;210730
210735 Nova Olinda do Maranhăo;19659;1.29;309.36;34.25;12.8;8.62;0.25;2346930.42;3734731.63;6081662.05;210735
210740 Olho d'Água das Cunhăs;18816;3.26;328.55;56.68;2.94;3.17;6.94;2671521.47;3517358.24;6181984.8;210740
210745 Olinda Nova do Maranhăo;13643;0.86;391.09;38.38;12.21;5.04;13.49;3980434.94;1531789.53;5335698.31;210745
210750 Paço do Lumiar;110321;4.95;195.33;60.65;8.58;10.24;1.82;12320887.04;9640712.68;21549337.03;210750
210760 Palmeirândia;19007;1.11;323.06;46.66;2.44;13.0;5.39;3312098.12;2828389.78;6140487.9;210760
210770 Paraibano;20443;2.19;318.63;52.34;4.48;5.93;5.64;3817526.2;3021082.74;6513774.45;210770
210780 Parnarama;33669;3.1;339.53;29.27;20.52;39.42;0.0;8366470.89;2987789.9;11431619.38;210780
210790 Passagem Franca;17977;1.94;441.36;19.82;13.11;25.57;11.25;2816108.62;4087963.52;7934264.78;210790
210800 Pastos Bons;18461;1.71;426.96;39.09;23.16;11.53;11.26;3263323.66;2985463.48;7882069.23;210800
210805 Paulino Neves;14971;0.15;352.91;41.8;12.16;14.51;4.44;2596939.84;2686424.93;5283364.77;210805
210810 Paulo Ramos;20454;2.3;300.96;34.56;2.55;4.32;12.77;3934390.03;2666303.63;6155898.7;210810
210820 Pedreiras;39391;4.28;463.88;15.46;5.75;16.27;8.67;14154954.84;3692548.93;18272645.51;210820
210825 Pedro do Rosário;23454;1.13;243.73;59.23;6.44;4.26;3.14;3939096.7;1838823.2;5716327.18;210825
210830 Penalva;35996;1.55;304.24;53.85;3.53;5.76;11.87;5450364.66;5489066.93;10951306.86;210830
210840 Peri Mirim;13898;6.09;279.93;66.45;5.4;16.4;2.77;2146714.84;1728582.66;3890410.7;210840
210845 Peritoró;21785;1.14;391.16;37.2;3.72;41.42;2.39;2791583.67;2715788.76;8521368.75;210845
210850 Pindaré-Mirim;31609;1.78;441.67;57.57;16.8;16.78;0.0;5749009.9;2758727.62;13960722.49;210850
210870 Pio XII;21708;2.0;345.21;57.41;10.39;3.86;3.24;4762126.31;2465798.88;7493796.21;210870
210880 Pirapemas;17722;2.58;412.37;44.54;4.07;15.31;0.0;2730953.04;3811609.84;7308072.54;210880
210890 Poçăo de Pedras;19165;4.75;423.26;34.57;5.33;1.79;0.0;5142674.49;3153819.98;8111788.46;210890
210900 Porto Franco;22239;2.82;642.62;68.43;2.4;12.5;5.52;9482542.88;5226006.26;14291158.3;210900
210905 Porto Rico do Maranhăo;5978;2.07;452.22;48.63;2.85;8.12;11.43;1272209.33;1431154.1;2703363.43;210905
210910 Presidente Dutra;45564;3.68;319.21;50.54;2.05;14.77;19.64;11860895.91;2529959.05;14544370.96;210910
210920 Presidente Juscelino;11897;1.43;329.74;72.21;2.87;8.26;5.84;2141357.18;2157391.15;3922891.94;210920
210923 Presidente Médici;6564;1.57;475.66;21.99;17.12;5.29;0.26;2256367.5;1077132.73;3122217.0;210923
210927 Presidente Sarney;17686;1.52;308.56;64.59;3.48;3.74;8.78;3333057.13;1761369.19;5457159.97;210927
210930 Presidente Vargas;10964;0.02;330.54;26.53;11.98;0.97;0.18;2057464.41;1566588.72;3624053.13;210930
210940 Primeira Cruz;14355;0.63;304.25;40.61;13.25;9.42;3.26;1911680.0;2373149.64;4367525.23;210940
210945 Raposa;27723;2.1;271.06;26.79;6.08;11.22;1.89;5098094.87;2521980.33;7514572.78;210945
210950 Riachăo;20093;7.85;360.8;52.7;5.28;7.22;4.83;3998220.21;3220125.96;7249569.18;210950
210955 Ribamar Fiquene;7444;2.07;292.32;45.41;10.57;10.94;0.0;1159607.14;1103404.33;2176062.45;210955
210960 Rosário;40469;3.29;216.41;36.62;3.85;3.66;0.39;5738093.53;3018955.97;8758049.5;210960
210970 Sambaíba;5522;2.12;599.14;48.27;2.64;8.08;4.05;1019248.33;2196123.32;3308438.25;210970
210975 Santa Filomena do Maranhăo;7246;1.96;360.38;24.97;13.45;0.02;5.17;920143.54;1689891.19;2611294.73;210975
210980 Santa Helena;40356;2.3;363.3;41.63;24.54;9.2;12.34;10023346.44;5691990.16;14661252.46;210980
210990 Santa Inês;78733;5.47;427.44;52.77;18.03;23.1;3.59;24397356.18;7545581.58;33653897.38;210990
211000 Santa Luzia;74943;4.2;275.49;37.31;1.77;14.09;0.3;13603904.99;6061205.9;20645862.99;211000
211003 Santa Luzia do Paruá;23035;1.19;292.76;32.41;7.37;6.76;4.21;5084409.99;1805234.52;6743677.42;211003
211010 Santa Quitéria do Maranhăo;28914;5.5;308.04;60.89;0.49;2.65;1.11;5928356.26;3427911.07;8906547.25;211010
211020 Santa Rita;33843;4.05;374.51;49.69;0.86;3.57;15.81;5930054.58;5930054.58;12674391.17;211020
211023 Santana do Maranhăo;12203;0.81;311.46;57.04;6.87;9.25;15.48;2102396.22;1561500.24;3800788.1;211023
211030 Santo Antônio dos Lopes;14294;45.44;648.03;29.24;4.32;49.82;0.47;4138145.6;5124812.97;9262958.57;211030
211040 Săo Benedito do Rio Preto;18004;1.5;296.51;61.56;14.99;2.12;5.75;3299678.39;2747184.67;5338398.45;211040
211050 Săo Bento;42083;2.21;281.72;65.89;1.91;16.26;1.46;7224383.04;4812670.12;11855773.16;211050
211060 Săo Bernardo;27044;1.31;266.56;37.2;16.59;3.5;1.44;4520647.46;2526366.41;7208895.73;211060
211070 Săo Domingos do Maranhăo;33692;2.22;345.65;81.04;10.7;4.65;0.0;6611738.24;4718994.5;11645512.84;211070
211080 Săo Félix de Balsas;4636;2.23;846.13;41.05;12.96;23.64;5.27;2711020.99;1196213.04;3922674.84;211080
211085 Săo Francisco do Brejăo;10745;0.36;326.13;43.44;20.23;9.67;13.12;1145325.81;1584047.88;3504223.48;211085
211090 Săo Francisco do Maranhăo;11932;0.46;369.07;52.89;8.86;11.01;0.0;2540821.12;1300000.0;4403755.83;211090
211100 Săo Joăo Batista;20072;2.39;403.39;41.12;3.54;9.71;17.25;5306706.89;2790171.41;8096878.3;211100
211102 Săo Joăo do Carú;15631;2.37;320.52;44.09;8.73;4.64;3.5;2511283.7;2421097.6;5010064.36;211102
211107 Săo Joăo do Soter;17602;2.08;384.88;45.91;4.73;4.05;32.99;4991881.41;2134751.71;6774579.36;211107
211110 Săo Joăo dos Patos;25056;3.21;432.83;51.95;7.86;7.71;16.91;7184212.61;3660710.95;10844923.56;211110
211120 Săo José de Ribamar;167714;10.64;281.6;50.48;1.83;40.8;2.59;18631377.71;24422108.86;47228135.0;211120
211130 Săo Luís;1039610;26.35;564.43;57.51;2.32;21.56;0.81;250787909.02;276073051.91;586787017.16;211130
211140 Săo Luís Gonzaga do Maranhăo;19758;0.61;390.24;38.79;4.48;6.83;4.45;5396581.16;1821992.79;7710264.91;211140
211150 Săo Mateus do Maranhăo;39733;3.39;337.87;35.39;4.06;2.79;0.69;8058267.45;4752846.13;13424472.69;211150
211153 Săo Pedro da Água Branca;12195;11.05;501.46;42.54;15.3;4.81;9.26;4450755.38;2262844.31;6115308.41;211153
211157 Săo Pedro dos Crentes;4486;6.51;551.08;54.05;3.52;6.84;4.39;673264.86;1789370.84;2472158.54;211157
211160 Săo Raimundo das Mangabeiras;17868;2.18;482.33;55.53;1.49;6.88;22.91;5740030.45;3213968.61;8618196.91;211160
211163 Săo Raimundo do Doca Bezerra;5757;1.38;428.71;43.53;15.77;4.57;2.86;826485.29;1607861.82;2468071.2;211163
211167 Săo Roberto;6193;3.09;357.23;80.79;7.64;0.47;0.0;1063788.2;1238892.18;2212307.46;211167
211172 Satubinha;12600;3.79;267.4;35.34;12.11;3.73;0.13;1831227.19;1590796.89;3369207.55;211172
211174 Senador Alexandre Costa;10511;0.18;372.24;27.83;8.43;11.14;42.11;2765588.2;1224088.43;3912631.36;211174
211178 Serrano do Maranhăo;10545;0.84;277.77;40.33;0.8;6.46;1.07;1655180.07;1357592.7;2929042.77;211178
211180 Sítio Novo;17288;4.81;452.15;49.05;7.08;8.92;10.33;5996698.73;2272765.54;7816835.61;211180
211190 Sucupira do Norte;10454;1.71;306.17;63.03;5.97;8.72;0.19;1644217.4;1552153.82;3200726.36;211190
211195 Sucupira do Riachăo;5466;1.29;541.47;51.1;6.99;12.46;4.24;1709250.87;1050443.3;2959694.17;211195
211200 Tasso Fragoso;8008;4.69;570.37;57.01;0.38;8.27;0.25;1089390.25;3452383.44;4567514.34;211200
211220 Timon;159471;3.29;339.3;66.2;1.59;16.23;4.05;40566018.74;14503801.89;54107981.04;211220
211223 Trizidela do Vale;19339;1.47;307.94;49.4;4.94;18.85;5.12;3734199.06;3295892.71;5955244.35;211223
211227 Tufilândia;5651;2.12;408.96;46.5;13.38;6.05;0.07;1036475.3;1334243.0;2311010.49;211227
211230 Tuntum;39924;1.58;409.69;55.71;13.89;2.45;8.73;13431480.65;5152634.36;16356597.62;211230
211240 Turiaçu;34333;0.15;196.76;40.7;1.43;3.73;0.44;4490271.45;2473573.23;6755197.88;211240
211250 Tutóia;54629;2.44;252.26;54.19;7.26;6.28;6.13;8311403.13;5406094.37;13780923.32;211250
211260 Urbano Santos;25356;1.48;252.24;49.21;3.22;1.21;8.7;3103110.29;3473457.17;6395837.78;211260
211270 Vargem Grande;51633;1.73;191.16;28.64;1.01;0.9;0.0;7610595.62;3125000.0;9870000.0;211270
211280 Viana;50257;4.73;305.64;32.55;6.51;14.72;0.0;11360611.37;4000000.0;15360611.37;211280
211290 Vitória do Mearim;31588;3.36;291.7;62.57;36.26;0.48;0.32;6339957.93;2854342.95;9214358.8;211290
211300 Vitorino Freire;31709;1.05;379.32;51.76;13.03;10.26;0.0;7601396.33;2456543.9;12027825.72;211300
211400 Zé Doca;49355;1.96;303.77;65.74;3.91;7.15;0.0;13476158.27;1496866.83;14992384.26;211400
220005 Acauă;6840;0.73;367.97;53.45;11.04;10.54;1.47;1013385.29;956780.0;2516885.06;220005
220010 Agricolândia;5062;1.32;408.04;52.86;6.43;8.58;1.91;872895.7;1188734.35;2065484.59;220010
220020 Água Branca;16744;5.21;650.85;49.3;0.93;9.93;3.81;8461008.95;2224196.41;10897802.66;220020
220025 Alagoinha do Piauí;7413;1.16;313.7;40.23;5.45;7.41;4.32;1378700.82;873911.65;2325432.85;220025
220027 Alegrete do Piauí;5173;1.68;266.96;39.07;5.77;17.9;0.13;574022.87;802429.89;1380979.58;220027
220030 Alto Longá;13820;2.42;309.3;61.42;8.36;1.51;3.0;2428431.98;1846133.23;4274565.21;220030
220040 Altos;39232;2.13;205.77;45.97;1.68;4.02;0.5;4568560.15;3129359.31;8072669.7;220040
220045 Alvorada do Gurguéia;5177;3.22;393.95;53.07;4.9;8.91;2.76;889002.02;1296957.65;2039482.63;220045
220050 Amarante;17173;2.46;315.66;68.51;2.54;11.68;1.35;3548883.55;2097241.23;5420897.32;220050
220060 Angical do Piauí;6655;1.81;410.16;32.99;4.58;8.1;3.87;1878952.83;889911.51;2729609.41;220060
220070 Anísio de Abreu;9385;2.36;243.91;49.79;1.91;1.41;7.97;1577204.91;860168.86;2289118.15;220070
220080 Antônio Almeida;3068;0.58;570.94;32.55;1.83;5.65;22.47;587843.83;1163510.29;1751650.38;220080
220095 Aroeiras do Itaim;2442;1.34;519.68;49.57;5.79;6.81;0.05;365306.33;916058.87;1269058.94;220095
220100 Arraial;4655;1.07;436.09;52.29;6.57;5.21;13.66;848067.97;980340.6;2030006.66;220100
220105 Assunçăo do Piauí;7590;1.68;305.84;37.07;3.22;7.31;1.55;1377665.24;956238.99;2321312.5;220105
220110 Avelino Lopes;11258;1.72;296.86;46.17;2.28;7.18;0.62;1827907.82;1456455.48;3342104.63;220110
220115 Baixa Grande do Ribeiro;10930;7.96;413.91;33.02;6.21;14.59;0.78;1372561.42;3146380.47;4524002.09;220115
220117 Barra D'Alcântara;3858;3.16;459.18;64.51;3.67;5.7;9.3;591806.64;1184565.45;1771506.13;220117
220130 Barreiras do Piauí;3255;3.04;489.41;57.0;6.63;13.24;1.26;410332.01;1115750.88;1593035.38;220130
220140 Barro Duro;6580;1.55;346.53;52.63;0.62;8.84;0.63;1255953.13;1024198.51;2280151.64;220140
220150 Batalha;26023;2.15;325.92;62.93;4.25;11.02;4.67;6193694.91;2095400.0;8481301.69;220150
220155 Bela Vista do Piauí;3854;1.31;405.02;49.1;2.03;10.1;7.63;618956.85;818053.8;1560937.96;220155
220157 Belém do Piauí;3388;1.44;358.29;43.84;9.65;10.69;1.87;461879.31;876261.11;1213883.63;220157
220160 Beneditinos;9943;2.34;321.14;43.4;4.61;4.91;8.92;1982467.49;945323.66;3193090.78;220160
220173 Betânia do Piauí;6042;4.27;364.61;53.27;4.54;10.31;8.55;1270370.11;1000000.0;2202952.57;220173
220177 Boa Hora;6467;0.33;353.62;51.7;5.41;2.85;5.14;1255115.95;832954.2;2286847.2;220177
220180 Bocaina;4394;1.61;460.36;61.97;3.46;6.25;2.01;1395078.91;860910.82;2022819.13;220180
220190 Bom Jesus;23642;7.38;314.14;48.51;4.46;5.71;2.57;4140266.31;2880562.59;7426961.71;220190
220191 Bom Princípio do Piauí;5407;1.78;339.41;39.9;12.54;6.87;2.29;843798.56;950350.91;1835179.01;220191
220192 Bonfim do Piauí;5471;2.97;285.84;52.21;3.32;12.02;9.03;654307.74;914709.04;1563805.43;220192
220194 Boqueirăo do Piauí;6288;0.94;298.8;51.44;5.24;7.44;5.03;811584.85;1067280.81;1878865.66;220194
220198 Brejo do Piauí;3724;2.02;471.58;44.33;8.61;7.91;0.53;631656.33;1186341.93;1756151.04;220198
220200 Buriti dos Lopes;19212;2.48;403.17;36.51;10.95;6.72;11.57;4821226.12;1862624.04;7745708.14;220200
220202 Buriti dos Montes;8079;2.25;341.61;57.41;3.77;7.42;2.98;1636318.5;1056772.06;2759877.69;220202
220205 Cabeceiras do Piauí;10144;3.49;235.41;57.52;3.63;5.36;1.14;1500531.68;887515.43;2388047.11;220205
220207 Cajazeiras do Piauí;3413;1.71;562.08;30.27;8.96;10.04;11.67;383956.95;980000.0;1918374.54;220207
220208 Cajueiro da Praia;7321;1.92;313.21;61.21;3.25;4.64;10.3;1347138.78;1040024.42;2293027.15;220208
220209 Caldeirăo Grande do Piauí;5700;0.22;306.95;43.73;2.71;8.28;5.15;870722.31;826970.53;1749592.38;220209
220210 Campinas do Piauí;5449;2.14;255.65;47.79;1.73;2.35;1.94;435672.02;868926.85;1393025.58;220210
220211 Campo Alegre do Fidalgo;4815;11.91;324.26;25.2;6.11;1.6;0.19;696799.57;870673.3;1561333.7;220211
220213 Campo Grande do Piauí;5704;1.15;353.22;46.75;7.18;7.36;1.74;1115808.42;855589.09;2014749.82;220213
220217 Campo Largo do Piauí;6964;2.83;264.87;49.66;8.54;8.8;0.92;901589.99;917948.38;1844572.51;220217
220220 Campo Maior;45493;4.95;377.77;36.27;1.56;34.29;2.51;13026502.3;3885514.92;17185776.17;220220
220225 Canavieira;3892;4.72;436.3;39.95;0.21;4.33;0.5;645568.49;1098940.16;1698086.76;220225
220230 Canto do Buriti;20375;3.3;298.34;67.13;6.95;4.51;3.65;3761691.46;2850994.37;6078640.6;220230
220240 Capităo de Campos;11092;0.82;299.06;42.19;12.36;3.76;1.96;2404605.4;983391.43;3317180.75;220240
220245 Capităo Gervásio Oliveira;3946;4.61;398.65;44.23;5.35;1.89;0.53;630384.48;854695.88;1573069.83;220245
220250 Caracol;10448;2.46;344.63;69.76;1.27;5.94;1.32;2419084.97;1784547.46;3600713.77;220250
220253 Caraúbas do Piauí;5634;2.11;295.43;54.98;3.61;2.21;1.16;728816.95;935625.18;1664445.74;220253
220255 Caridade do Piauí;4915;4.29;340.79;62.23;3.0;5.69;10.88;938160.67;861829.55;1674990.22;220255
220260 Castelo do Piauí;18336;2.48;391.7;42.29;1.36;4.03;5.46;4783055.15;2371423.53;7182247.59;220260
220265 Caxingó;5174;1.51;339.45;63.69;6.69;5.77;0.32;855832.58;884477.01;1756327.32;220265
220270 Cocal;27067;0.62;153.34;61.77;5.44;0.56;0.34;2156542.14;1993079.08;4150542.66;220270
220272 Cocal dos Alves;5635;1.0;299.87;55.07;15.27;1.19;17.34;683796.87;797341.77;1689771.89;220272
220273 Coivaras;3872;1.59;349.4;56.69;4.66;5.96;5.84;623413.48;766963.09;1352888.03;220273
220275 Colônia do Gurguéia;6191;2.68;334.05;37.98;7.48;2.81;1.62;867380.98;1017626.6;2068107.58;220275
220277 Colônia do Piauí;7461;2.77;374.38;52.0;4.91;1.91;0.72;1269366.76;955861.12;2793242.53;220277
220280 Conceiçăo do Canindé;4496;3.37;392.94;26.27;8.74;5.79;2.32;870991.22;964347.23;1766663.44;220280
220285 Coronel José Dias;4561;2.64;298.53;54.73;13.59;2.07;0.0;605678.88;849200.0;1361582.36;220285
220290 Corrente;25737;3.78;352.69;37.21;2.76;9.76;9.84;8257852.93;2895179.58;9077179.59;220290
220300 Cristalândia do Piauí;7973;1.55;355.02;38.22;19.94;6.47;2.3;1425794.43;1242788.42;2830596.07;220300
220320 Curimatá;10948;3.28;316.74;62.44;3.19;1.97;2.38;1845756.37;1413937.98;3467636.54;220320
220327 Curral Novo do Piauí;4990;2.19;339.04;36.32;2.58;8.62;9.81;1031843.71;845965.77;1691809.48;220327
220330 Demerval Lobăo;13398;2.14;260.91;70.74;3.34;12.5;4.51;1781551.58;1441350.83;3495634.52;220330
220335 Dirceu Arcoverde;6767;1.22;279.22;58.18;5.19;9.36;3.41;1155724.99;740000.0;1889474.99;220335
220340 Dom Expedito Lopes;6662;2.0;373.37;48.92;14.75;14.73;0.87;1026356.57;1515845.16;2487380.56;220340
220345 Dom Inocêncio;9296;1.15;169.12;48.12;3.5;0.99;0.12;564880.23;961184.97;1572156.98;220345
220342 Domingos Mourăo;4261;1.83;400.76;43.89;2.44;1.47;0.14;687854.74;1008197.91;1707622.06;220342
220350 Elesbăo Veloso;14394;2.6;260.31;64.57;1.94;3.45;2.59;2254287.73;1488533.24;3746868.96;220350
220360 Eliseu Martins;4738;1.12;441.91;65.19;15.45;8.6;0.17;1204897.21;823089.39;2093770.17;220360
220370 Esperantina;38322;2.46;202.64;78.62;2.33;6.54;5.73;4236794.18;3239164.63;7765625.8;220370
220375 Fartura do Piauí;5133;0.93;278.35;47.47;2.23;7.31;8.96;618775.0;810000.0;1428775.0;220375
220380 Flores do Piauí;4366;2.76;414.34;55.65;0.77;7.13;0.41;874995.33;889952.44;1808993.26;220380
220385 Floresta do Piauí;2492;1.98;543.59;29.74;4.59;6.18;0.07;300136.72;1051110.01;1354628.21;220385
220390 Floriano;58158;5.69;566.81;41.92;2.21;37.38;10.01;27787838.9;7006218.1;32964383.71;220390
220400 Francinópolis;5233;1.29;303.69;75.88;3.38;5.16;2.18;788933.51;796108.5;1589232.66;220400
220410 Francisco Ayres;4363;2.17;410.69;70.12;4.15;4.31;0.6;779521.1;931552.39;1791856.65;220410
220415 Francisco Macedo;2961;1.19;401.8;39.31;6.28;13.0;3.95;475397.44;825811.66;1189718.29;220415
220420 Francisco Santos;8857;2.32;281.56;40.94;4.13;9.54;5.33;1687465.92;871386.31;2493803.81;220420
220430 Fronteiras;11284;2.63;596.41;39.88;5.05;7.42;4.3;3220991.84;3071129.14;6729890.07;220430
220435 Geminiano;5237;0.91;357.72;22.8;2.51;1.89;3.34;745101.63;1047881.38;1873384.41;220435
220440 Gilbués;10429;12.01;463.55;30.21;4.4;4.98;5.41;2737663.56;1984633.29;4834311.59;220440
220450 Guadalupe;10268;8.08;689.09;40.76;0.42;10.58;2.79;3696395.57;3365112.93;7075570.75;220450
