Munic-BR;Populaçăo;1.1_%R.Líquida_Total;2.1_D.Total_Saúde/Hab;2.2_%D.Pessoal/D.Total;2.3_%D.com_Medicamentos;2.4_%D.Serv.Terc/D.Total;2.5_%D.Invest/D.Total;R.Transf.SUS;D.R.Próprios;D.Total_Saúde;cod_municipio
130100 Carauari;26130;7.38;195.78;27.16;3.46;6.26;6.7;2497845.78;4016394.01;5115645.2;130100
130110 Careiro;33517;3.43;267.36;41.96;2.33;5.62;4.73;5400860.29;3974596.45;8961130.35;130110
130115 Careiro da Várzea;24937;3.96;239.58;58.4;1.73;3.23;9.17;2709298.66;3024826.8;5974484.21;130115
130120 Coari;77305;15.13;587.21;58.78;0.73;13.99;2.47;12907054.79;26885345.74;45394481.42;130120
130140 Eirunepé;31364;1.43;270.73;32.57;15.81;5.92;0.14;4704983.5;4142675.74;8491258.49;130140
130150 Envira;16923;1.38;315.33;46.21;1.82;1.6;1.08;2423588.12;3530204.65;5336302.07;130150
130160 Fonte Boa;23198;3.53;345.06;56.62;1.62;0.57;0.1;4587099.6;3316022.54;8004635.89;130160
130165 Guajará;14396;2.54;238.85;61.21;10.05;5.51;11.44;2628400.24;2263080.92;3438498.09;130165
130170 Humaitá;45954;5.14;388.39;15.16;3.02;1.14;51.76;7962087.55;9844376.8;17847966.62;130170
130180 Ipixuna;23460;2.26;219.71;45.3;1.96;5.9;0.15;2450827.37;2888460.14;5154458.38;130180
130185 Iranduba;41947;4.21;296.76;22.84;1.68;5.72;66.29;8159705.86;4240682.07;12448377.49;130185
130190 Itacoatiara;89064;4.71;325.89;70.52;0.73;20.9;1.55;15926826.13;10370614.57;29025136.59;130190
130195 Itamarati;7983;2.33;367.91;43.43;14.86;0.45;1.74;1204518.7;1834186.07;2937064.37;130195
130200 Itapiranga;8348;19.56;406.27;60.11;0.49;7.84;4.74;1808522.35;2233278.1;3391511.82;130200
130210 Japurá;7448;1.8;543.82;61.24;0.63;4.08;12.03;2471224.77;2328080.57;4050360.6;130210
130220 Juruá;11439;3.51;282.01;62.48;1.52;2.68;7.5;1256012.71;2099265.99;3225896.34;130220
130240 Lábrea;39022;3.02;282.67;31.39;0.05;2.36;0.04;5089102.2;7128375.64;11030251.17;130240
130250 Manacapuru;86985;2.85;306.25;42.03;4.72;11.37;0.0;16654023.43;9984925.1;26638858.53;130250
130255 Manaquiri;24325;2.11;236.26;53.02;3.56;5.67;21.07;2569835.26;2591199.61;5746965.54;130255
130260 Manaus;1861838;23.92;316.73;66.99;3.16;10.66;4.62;123828736.34;490653229.33;589699179.33;130260
130270 Manicoré;48373;2.85;241.33;48.29;15.35;5.35;4.31;7463379.87;6031053.15;11673683.89;130270
130280 Maraă;17596;1.66;248.36;37.12;1.94;0.1;4.0;2331908.82;2929701.27;4370203.17;130280
130290 Maués;54079;4.09;452.02;28.08;1.49;0.32;46.23;10103200.02;14285922.01;24444874.56;130290
130300 Nhamundá;18720;3.38;265.72;19.43;3.28;9.41;43.12;2038256.76;2922425.88;4974221.05;130300
130310 Nova Olinda do Norte;31749;2.21;305.11;60.35;1.64;6.68;12.64;5045346.62;3774909.16;9686787.56;130310
130320 Novo Airăo;15489;1.64;296.68;76.41;5.88;9.72;1.68;1543936.3;3051332.81;4595269.11;130320
130330 Novo Aripuană;22106;1.82;341.93;27.43;1.43;24.12;3.15;2589858.65;4675210.27;7558659.43;130330
130340 Parintins;103828;5.2;374.6;55.48;2.34;11.83;2.45;19834321.63;19376696.2;38894447.59;130340
130350 Pauini;18329;2.14;314.75;55.53;1.69;4.36;2.56;2441628.76;3411306.52;5769069.78;130350
130353 Presidente Figueiredo;28652;6.62;780.92;77.63;0.73;4.89;5.04;5396949.94;18194070.36;22374949.71;130353
130356 Rio Preto da Eva;26948;5.28;338.71;46.13;1.39;4.21;3.68;5711776.71;4461068.43;9127584.48;130356
130360 Santa Isabel do Rio Negro;19292;1.39;218.86;45.47;26.03;5.29;1.38;1609193.76;2836438.6;4222214.59;130360
130370 Santo Antônio do Içá;24890;1.7;302.97;51.54;2.06;7.14;0.14;3209867.69;4243537.67;7541023.39;130370
130390 Săo Paulo de Olivença;32677;2.25;170.07;67.3;2.38;1.5;0.79;3503822.2;3273913.28;5557426.47;130390
130395 Săo Sebastiăo do Uatumă;11241;6.39;409.12;63.65;1.27;4.18;11.08;1529445.98;2923273.04;4598901.8;130395
130400 Silves;8544;24.33;394.98;56.29;1.1;5.8;20.1;1292205.85;2687960.1;3374725.81;130400
130406 Tabatinga;54440;3.42;33.76;71.39;12.82;2.96;11.29;5882252.03;1706209.55;1837832.9;130406
130410 Tapauá;17903;2.6;446.51;46.02;14.12;1.6;0.61;2806640.09;4665879.3;7993892.41;130410
130420 Tefé;61000;10.12;355.82;51.99;12.12;8.5;2.57;12620402.67;9713285.21;21705030.53;130420
130423 Tonantins;17316;1.28;333.82;57.95;1.67;1.3;1.75;2472539.17;3271016.75;5780396.24;130423
130426 Uarini;12139;0.75;458.82;43.93;22.99;7.67;1.01;1966576.4;3826151.01;5569667.41;130426
130430 Urucará;16902;14.1;437.46;68.65;1.18;3.26;6.62;2603416.85;4553290.62;7393896.28;130430
130440 Urucurituba;18679;1.87;315.36;54.54;2.67;12.37;12.38;2623982.22;2941009.03;5890589.96;130440
140005 Alto Alegre;16228;3.67;281.5;68.84;2.98;3.15;0.54;3803057.74;1158632.68;4568257.39;140005
140002 Amajari;9936;10.08;342.56;67.61;2.21;3.82;20.39;2555833.04;887751.32;3403673.08;140002
140010 Boa Vista;296959;12.23;320.69;86.44;0.11;3.09;0.92;42060326.02;49503597.06;95230351.94;140010
140015 Bonfim;11188;2.33;277.9;63.33;5.17;5.74;2.53;2293283.56;1083761.13;3109192.67;140015
140017 Cantá;14707;4.01;183.56;65.89;6.66;2.25;0.41;2026524.94;1157390.0;2699551.82;140017
140020 Caracaraí;19019;6.14;330.55;71.7;4.09;7.22;1.66;4018461.87;2706479.28;6286815.54;140020
140023 Caroebe;8480;2.53;273.54;79.68;2.38;3.52;2.08;1106381.17;821572.8;2319649.47;140023
140028 Iracema;9288;2.1;242.68;92.47;1.42;0.3;0.07;1846190.36;774979.99;2254020.36;140028
140030 Mucajaí;15328;3.38;251.95;74.43;1.97;3.46;5.94;2616000.79;1325034.09;3861845.47;140030
140040 Normandia;9364;0.16;278.23;42.57;7.24;8.86;1.5;1768330.15;795259.94;2605355.44;140040
140045 Pacaraima;10953;2.23;334.31;64.15;1.94;3.37;10.49;2343886.98;961990.65;3661646.49;140045
140047 Rorainópolis;25319;8.99;225.57;67.38;3.0;9.82;4.37;4424528.23;2065588.67;5711298.47;140047
140050 Săo Joăo da Baliza;7023;8.45;355.43;63.85;1.0;6.18;1.39;1159353.26;833449.54;2496203.67;140050
140060 Săo Luiz;6968;5.56;286.3;70.56;1.53;2.11;1.01;1273610.82;831708.75;1994962.89;140060
140070 Uiramută;8764;4.54;306.94;54.39;1.5;12.36;6.67;1598851.91;782431.18;2690064.0;140070
150010 Abaetetuba;144415;2.94;233.26;40.9;4.77;13.16;1.26;21007792.88;12073900.45;33686656.64;150010
150013 Abel Figueiredo;6905;2.14;513.16;34.06;2.54;7.19;13.98;1947159.13;1260168.15;3543402.29;150013
150020 Acará;53787;5.45;225.45;63.6;9.72;6.81;9.25;8746916.55;4089292.58;12126155.47;150020
150030 Afuá;35879;2.34;162.97;51.62;6.31;4.03;2.97;2653526.3;2830740.3;5847288.13;150030
150034 Água Azul do Norte;25506;2.66;325.82;37.93;4.15;14.28;1.32;5347853.12;3015624.86;8310477.98;150034
150040 Alenquer;53369;1.94;230.6;43.74;10.36;41.58;1.14;10134617.8;4282465.66;12307005.92;150040
150050 Almeirim;33563;20.67;459.09;38.52;2.52;6.38;3.61;7202646.43;7950625.0;15408373.9;150050
150060 Altamira;102343;14.36;325.18;38.27;4.39;9.84;1.02;19690542.93;13699380.56;33279515.52;150060
150080 Ananindeua;483821;10.82;282.43;52.46;2.73;23.0;7.97;99477288.64;34904986.63;136647796.28;150080
150085 Anapu;22225;10.55;287.19;45.64;1.63;4.77;5.97;3452964.61;2934112.37;6382716.22;150085
150090 Augusto Corrêa;41628;2.74;212.55;44.14;13.84;3.3;3.43;5485138.01;3353717.81;8847998.88;150090
150095 Aurora do Pará;27576;0.19;241.82;50.04;20.83;2.02;0.0;4360718.79;2207196.1;6668562.35;150095
150110 Bagre;25398;0.98;186.0;47.01;7.76;2.42;0.42;1817341.25;1947222.19;4724141.08;150110
150120 Baiăo;39263;1.8;275.04;36.41;4.5;26.4;6.7;6211865.28;2962572.56;10798799.79;150120
150125 Bannach;3379;1.81;932.98;51.62;8.59;16.13;13.9;1453875.99;1617216.47;3152554.86;150125
150130 Barcarena;105385;17.1;409.16;62.81;17.08;7.11;8.55;16632461.04;24043964.75;43118948.25;150130
150140 Belém;1410430;20.6;384.96;42.11;5.79;35.31;0.76;312116605.88;241940450.28;542955080.31;150140
150145 Belterra;16579;7.53;341.19;38.65;1.56;6.36;1.16;3226126.34;1817701.18;5656583.66;150145
150150 Benevides;54083;6.6;239.12;16.28;16.63;12.8;1.25;8117250.8;5313554.98;12932284.64;150150
150157 Bom Jesus do Tocantins;15629;5.85;437.95;36.01;2.32;7.3;2.71;6801522.17;2020001.6;6844783.5;150157
150160 Bonito;14207;1.71;341.66;39.37;10.61;6.4;22.1;2991022.86;2394113.7;4853988.14;150160
150170 Bragança;116164;3.93;168.73;62.87;5.11;10.56;8.63;12806613.62;5955578.85;19600477.21;150170
150172 Brasil Novo;15575;3.4;366.66;25.66;4.55;7.2;20.73;4101653.21;2475914.85;5710789.83;150172
150175 Brejo Grande do Araguaia;7295;0.44;460.75;41.39;0.56;6.02;0.41;1873897.92;1487289.1;3361187.02;150175
150178 Breu Branco;55521;4.61;249.98;52.34;3.82;8.21;12.04;7560288.64;6810342.85;13879102.65;150178
150180 Breves;94779;3.02;258.13;58.7;13.02;6.71;9.49;17973870.32;5600300.0;24465695.85;150180
150190 Bujaru;26400;0.65;207.16;60.02;1.26;14.56;1.27;2614827.45;2841354.29;5468969.13;150190
150200 Cachoeira do Arari;21147;1.37;215.72;34.08;16.9;1.33;3.61;2042573.54;1937034.67;4561910.79;150200
150195 Cachoeira do Piriá;28153;1.06;181.63;59.09;4.35;2.64;22.59;2943288.81;2634869.61;5113362.26;150195
150215 Canaă dos Carajás;29101;33.95;946.39;75.29;3.72;5.7;0.76;5363717.78;22177166.19;27540883.97;150215
150220 Capanema;64624;6.38;446.3;20.49;1.83;30.03;8.47;20539692.44;6241037.33;28841943.55;150220
150230 Capităo Poço;52214;3.14;250.36;34.69;1.26;31.04;8.18;8899849.71;3660188.19;13072451.2;150230
150240 Castanhal;178986;3.41;363.16;43.21;3.23;41.36;3.37;48883618.25;15000000.0;65000000.0;150240
150250 Chaves;21557;0.98;179.59;32.03;1.03;3.2;2.1;1735764.84;2135764.0;3871528.8;150250
150270 Conceiçăo do Araguaia;45885;4.02;345.68;61.78;5.41;17.68;4.09;10041576.08;4767055.81;15861663.1;150270
150275 Concórdia do Pará;29313;3.73;236.68;44.91;4.19;4.13;4.08;4009135.07;2627118.67;6937904.78;150275
150276 Cumaru do Norte;11144;3.14;495.46;59.72;3.56;11.56;0.05;2420216.51;2038932.76;5521364.61;150276
150277 Curionópolis;18108;15.96;465.12;37.65;3.64;3.57;1.08;4586814.39;3845819.25;8422469.64;150277
150285 Curuá;12712;0.48;228.2;54.49;19.03;6.39;11.4;1273263.28;1477538.93;2900899.1;150285
150290 Curuçá;35523;0.23;268.83;48.69;1.96;5.73;12.15;7184665.07;2342983.92;9549484.83;150290
150293 Dom Eliseu;53100;5.13;254.54;34.42;7.61;12.88;3.06;9644370.98;4521313.92;13516173.69;150293
150295 Eldorado dos Carajás;32115;2.07;304.32;23.64;17.32;15.75;4.39;5793936.17;3886683.01;9773247.34;150295
150304 Floresta do Araguaia;18295;3.3;377.39;39.47;4.46;4.1;6.68;4400587.74;2670826.19;6904432.08;150304
150307 Garrafăo do Norte;25157;0.42;264.34;48.41;11.87;13.94;1.17;4622793.74;1300128.67;6650117.12;150307
150309 Goianésia do Pará;35299;1.59;238.35;55.94;11.87;8.55;5.59;5102971.7;3294530.81;8413394.51;150309
150310 Gurupá;29963;0.28;287.33;45.51;9.63;19.89;0.0;4304689.79;4304689.79;8609379.58;150310
150320 Igarapé-Açu;36414;3.78;285.56;37.79;2.63;2.14;1.33;7604252.48;2974808.48;10398458.7;150320
150330 Igarapé-Miri;58904;2.98;277.53;48.59;4.45;11.78;0.24;13927687.43;4580356.33;16347586.59;150330
150340 Inhangapi;10393;1.59;269.41;41.56;5.71;7.89;9.61;1395811.96;1350000.0;2800000.0;150340
150360 Itaituba;97908;8.53;273.66;42.57;2.27;8.4;2.69;18302998.59;8756443.49;26793561.94;150360
150370 Itupiranga;51457;3.13;246.77;50.22;2.7;13.48;4.98;8334838.78;5534193.06;12698119.36;150370
150375 Jacareacanga;41487;31.3;224.79;36.11;6.62;4.93;8.51;2738003.74;6395599.82;9325663.78;150375
150380 Jacundá;52993;1.24;270.2;56.8;14.31;18.98;2.07;9084042.78;5473539.18;14318950.39;150380
150390 Juruti;49486;13.69;277.49;62.08;5.31;8.3;6.04;6898493.17;6469095.47;13731823.77;150390
150400 Limoeiro do Ajuru;25846;1.07;299.29;55.86;5.1;1.68;13.63;3718247.07;2646564.22;7735453.93;150400
150405 Măe do Rio;28290;2.96;351.61;60.8;2.01;7.43;1.97;5867751.75;3469627.13;9947122.94;150405
150420 Marabá;243583;21.1;372.38;67.64;3.5;14.58;3.13;43554451.49;46440815.19;90705160.02;150420
150445 Medicilândia;28227;3.87;285.2;40.51;6.08;3.73;9.15;4766557.47;3140142.22;8050357.08;150445
150450 Melgaço;25374;2.84;265.09;71.8;9.77;4.5;1.04;3396942.22;2588432.63;6726464.35;150450
150460 Mocajuba;27666;0.96;285.48;28.84;12.53;2.14;0.0;5963433.23;2295442.49;7898196.09;150460
150470 Moju;72597;3.03;237.08;38.81;3.68;17.53;2.23;10036369.7;5066389.55;17211083.82;150470
150497 Nova Ipixuna;15065;2.33;351.71;59.87;3.74;8.48;4.76;3182499.97;2360379.02;5298494.64;150497
150500 Nova Timboteua;14012;1.18;312.07;37.43;5.85;9.8;16.26;2588975.4;1670010.64;4372719.35;150500
150503 Novo Progresso;25151;7.08;312.89;77.87;9.59;6.49;0.7;4576804.02;3426283.06;7869475.99;150503
150506 Novo Repartimento;65106;3.19;317.51;68.01;2.86;3.6;7.04;9737696.55;10570330.7;20671482.22;150506
150520 Oeiras do Pará;29402;0.49;225.12;44.28;5.22;2.4;0.15;3449772.05;2608898.04;6619089.74;150520
150530 Oriximiná;64978;16.7;498.35;55.7;3.67;16.45;5.06;10463252.21;21803942.99;32381746.06;150530
150540 Ourém;16601;2.56;333.61;49.83;4.59;6.64;3.63;3797041.6;1689988.95;5538250.63;150540
150543 Ourilândia do Norte;28551;37.56;499.39;44.36;1.49;28.35;8.71;5658782.65;8599412.73;14258195.38;150543
150548 Pacajá;41654;6.79;242.84;62.24;3.44;2.16;2.65;6595917.61;3813241.53;10115252.28;150548
150550 Paragominas;101046;9.7;349.35;71.08;0.33;9.01;6.6;17620105.87;17351975.84;35300086.43;150550
150553 Parauapebas;166342;26.84;681.0;44.53;3.78;10.27;9.66;24043418.69;94590749.29;113279437.14;150553
150555 Pau D'Arco;5869;1.29;690.81;40.32;5.34;30.73;5.64;2830469.7;1097889.42;4054334.95;150555
150560 Peixe-Boi;7869;2.67;341.32;51.96;7.14;3.39;14.1;1486586.45;1289613.84;2685880.85;150560
150563 Piçarra;12701;9.34;371.74;59.82;2.43;4.66;8.48;2264499.88;2494856.72;4721526.55;150563
150570 Ponta de Pedras;27103;2.53;208.42;39.06;11.25;6.61;8.95;3427414.75;2273672.21;5648759.88;150570
150580 Portel;54306;4.09;237.77;33.59;3.51;3.28;5.93;8592684.5;4916401.06;12912145.89;150580
150600 Prainha;29325;1.59;269.2;45.49;3.92;8.03;10.48;4926007.65;2968372.41;7894380.06;150600
150610 Primavera;10352;2.95;398.32;72.34;4.82;2.28;3.43;2276635.47;1413137.56;4123389.68;150610
150613 Redençăo;77415;7.29;285.6;42.36;6.87;23.67;6.86;12427618.02;6914577.64;22109478.52;150613
150616 Rio Maria;17728;5.82;393.7;66.95;4.05;14.74;0.91;4337581.3;2872466.63;6979500.42;150616
150618 Rondon do Pará;48036;4.46;270.32;37.92;5.28;4.11;1.99;8332796.72;4632555.17;12985200.92;150618
150619 Rurópolis;42417;4.42;235.63;37.4;2.41;9.56;5.42;4551830.16;5405773.73;9994521.3;150619
150630 Salvaterra;20948;2.59;260.92;47.18;12.43;3.98;0.9;3567450.0;2681665.99;5465841.5;150630
150635 Santa Bárbara do Pará;18012;2.15;286.15;59.25;2.8;3.78;6.35;2503783.67;2686418.44;5154094.78;150635
150640 Santa Cruz do Arari;8593;0.17;245.18;69.25;0.1;9.61;1.57;791126.96;1310640.88;2106799.26;150640
150650 Santa Isabel do Pará;61919;2.7;225.01;65.13;5.92;8.03;5.45;8255474.82;4940997.83;13932437.5;150650
150658 Santa Maria das Barreiras;18150;9.99;422.51;62.92;3.92;13.37;2.02;4840012.29;3174375.59;7668583.26;150658
