Munic-BR;Populaçăo;1.1_%R.Líquida_Total;2.1_D.Total_Saúde/Hab;2.2_%D.Pessoal/D.Total;2.3_%D.com_Medicamentos;2.4_%D.Serv.Terc/D.Total;2.5_%D.Invest/D.Total;R.Transf.SUS;D.R.Próprios;D.Total_Saúde;cod_municipio
220250 Caracol;10838;2.79;227.29;55.47;6.56;5.73;0.24;1251301.32;1390292.65;2463378.78;220250
220253 Caraúbas do Piauí;5595;1.75;241.3;53.07;8.64;12.34;6.04;580053.2;779394.97;1350063.41;220253
220255 Caridade do Piauí;4778;3.22;295.18;51.0;1.53;6.2;1.98;530072.85;920784.36;1410347.59;220255
220260 Castelo do Piauí;19142;2.04;211.35;52.78;4.6;5.72;5.08;2780731.96;1399859.25;4045672.11;220260
220265 Caxingó;5270;3.26;224.59;75.82;5.75;7.09;1.31;537344.64;603786.08;1183571.33;220265
220270 Cocal;27220;2.81;183.15;54.16;5.78;4.82;1.91;3096588.57;2047505.42;4985416.68;220270
220271 Cocal de Telha;4689;1.67;258.42;51.69;13.45;7.14;2.54;529097.32;673252.67;1211717.97;220271
220272 Cocal dos Alves;5525;2.67;210.61;46.69;5.64;5.42;8.52;557981.07;655193.49;1163608.31;220272
220273 Coivaras;3955;1.79;220.82;45.4;1.98;2.97;3.21;319787.1;618989.74;873345.15;220273
220275 Colônia do Gurguéia;5947;2.19;356.0;64.24;10.81;2.08;2.42;815696.5;705890.63;2117150.56;220275
220277 Colônia do Piauí;7940;1.62;213.84;48.46;4.72;1.15;0.13;967884.8;721379.32;1697891.18;220277
220280 Conceiçăo do Canindé;5077;2.46;266.12;42.81;10.37;6.0;3.7;639409.65;738135.04;1351077.33;220280
220285 Coronel José Dias;4484;3.66;152.53;51.9;7.31;11.7;2.92;501405.54;214960.33;683960.33;220285
220290 Corrente;25406;5.32;180.52;59.56;2.19;6.11;1.66;2593137.54;2300146.38;4586168.87;220290
220300 Cristalândia do Piauí;8177;2.89;250.44;51.07;11.55;5.62;1.64;930805.29;968456.21;2047882.53;220300
220320 Curimatá;10765;3.66;205.42;47.05;2.26;2.44;5.64;977745.43;1211623.54;2211396.58;220320
220323 Currais;4710;2.37;270.69;24.79;2.75;5.06;14.01;518033.71;755561.61;1274971.32;220323
220327 Curral Novo do Piauí;5119;3.34;231.36;49.32;6.29;12.79;0.84;542958.59;641389.41;1184348.0;220327
220325 Curralinhos;4242;4.24;263.56;25.66;12.03;5.27;0.76;496691.77;640827.9;1118040.68;220325
220330 Demerval Lobăo;13232;2.56;185.72;52.06;4.22;12.39;7.64;1553967.05;951675.16;2457504.89;220330
220335 Dirceu Arcoverde;6996;1.72;238.61;55.98;7.19;5.24;4.81;774320.24;882864.22;1669291.78;220335
220340 Dom Expedito Lopes;6793;2.57;228.23;48.64;4.01;12.8;1.84;735254.18;744563.18;1550353.36;220340
220345 Dom Inocêncio;10795;1.28;165.04;42.1;24.79;5.01;1.58;840363.25;948906.92;1781591.63;220345
220342 Domingos Mourăo;4447;2.03;283.42;34.52;8.33;2.58;0.19;474569.39;753547.4;1260385.54;220342
220350 Elesbăo Veloso;14490;2.0;177.03;68.79;4.27;2.17;4.76;1540942.46;1070204.37;2565236.9;220350
220360 Eliseu Martins;4923;2.89;280.82;58.34;22.08;5.1;1.0;628043.51;754453.78;1382496.89;220360
220370 Esperantina;37520;3.25;115.86;64.13;3.53;4.07;0.31;2488239.31;2086986.07;4347100.5;220370
220375 Fartura do Piauí;5402;2.8;216.74;24.01;15.39;24.89;10.9;537294.66;625921.52;1170809.75;220375
220380 Flores do Piauí;4615;2.69;294.07;66.97;11.55;2.76;5.34;515722.0;841423.0;1357145.0;220380
220385 Floresta do Piauí;2643;2.93;345.67;25.58;5.99;6.24;0.24;266516.0;657681.29;913598.01;220385
220390 Floriano;57968;5.96;374.94;40.06;2.26;49.32;0.9;19571147.71;4605606.94;21734295.61;220390
220400 Francinópolis;5458;2.16;231.28;61.51;5.03;3.28;0.43;553702.9;661614.4;1262308.48;220400
220410 Francisco Ayres;5147;2.01;271.02;51.93;6.45;9.92;0.46;719187.75;665039.22;1394916.37;220410
220415 Francisco Macedo;2315;2.2;402.41;52.96;6.54;7.71;3.44;258629.34;697808.39;931577.26;220415
220420 Francisco Santos;8315;2.87;191.87;43.63;3.77;6.12;4.51;942792.64;836318.3;1595366.81;220420
220430 Fronteiras;11502;1.97;248.75;42.59;2.62;8.73;1.85;1067587.94;1800000.0;2861169.43;220430
220435 Geminiano;5465;1.09;218.97;21.66;9.54;2.68;0.0;547140.74;641471.44;1196666.11;220435
220440 Gilbués;10681;3.82;226.1;57.82;6.79;3.93;0.05;1205476.79;1207082.53;2415011.12;220440
220450 Guadalupe;9809;13.72;410.38;44.41;2.56;7.6;1.49;1508036.28;1847147.6;4025398.6;220450
220455 Guaribas;4491;1.9;285.53;29.23;14.02;3.52;3.33;558631.2;751441.45;1282301.54;220455
220460 Hugo Napoleăo;3784;1.91;338.71;52.27;4.27;5.99;2.9;538934.18;661662.61;1281662.61;220460
220465 Ilha Grande;8734;2.48;246.63;73.5;5.61;11.22;0.84;1145775.85;731639.61;2154046.27;220465
220470 Inhuma;15490;2.99;225.77;69.92;5.96;5.05;0.97;1486007.05;1670814.95;3497227.57;220470
220480 Ipiranga do Piauí;9739;2.03;195.63;62.97;2.01;2.02;0.29;1240732.77;884540.22;1905272.99;220480
220490 Isaías Coelho;8043;2.85;214.03;44.84;5.6;4.71;0.36;966884.35;754591.08;1721475.43;220490
220500 Itainópolis;11498;1.08;173.46;48.32;5.12;3.02;1.65;1135406.09;940796.48;1994427.57;220500
220510 Itaueira;10904;4.15;260.61;61.27;7.5;2.86;3.47;1657931.83;1134759.93;2841668.23;220510
220515 Jacobina do Piauí;5831;6.57;269.74;56.49;1.97;11.34;4.56;601005.39;909639.9;1572855.46;220515
220520 Jaicós;17786;1.7;249.37;48.49;5.67;5.13;1.0;3049150.34;1417493.82;4435331.62;220520
220525 Jardim do Mulato;4318;2.09;280.82;69.91;3.41;3.08;0.71;502899.52;658748.65;1212574.25;220525
220527 Jatobá do Piauí;4683;2.89;284.24;50.15;7.4;6.55;0.73;545035.81;750156.87;1331090.9;220527
220530 Jerumenha;4490;5.05;293.43;31.62;6.09;5.79;0.0;508953.15;808568.45;1317521.6;220530
220535 Joăo Costa;3315;2.9;291.96;40.46;4.83;1.76;1.23;297183.82;659402.93;967831.96;220535
220540 Joaquim Pires;14276;2.04;242.45;42.68;3.27;4.87;2.15;2021720.88;1392147.41;3461185.98;220540
220545 Joca Marques;5614;2.55;210.69;51.37;5.61;6.8;2.14;582075.22;603816.2;1182825.69;220545
220550 José de Freitas;36485;1.15;169.53;63.94;1.53;4.51;0.27;3383541.82;2801884.55;6185426.37;220550
220551 Juazeiro do Piauí;4941;2.97;240.5;46.71;6.69;9.61;1.05;524186.48;663352.25;1188313.26;220551
220552 Júlio Borges;5444;3.62;238.87;39.23;1.66;7.27;0.77;511852.48;710225.24;1300417.08;220552
220553 Jurema;4559;2.05;337.63;58.62;5.41;2.61;1.34;715291.24;718000.27;1539275.78;220553
220555 Lagoa Alegre;8210;1.64;201.13;67.11;11.32;4.51;0.94;1032132.25;614898.93;1651256.98;220555
220557 Lagoa de Săo Francisco;6796;1.22;205.86;53.03;10.04;3.13;0.86;689142.87;621144.53;1399000.09;220557
220556 Lagoa do Barro do Piauí;4692;1.97;283.73;61.71;7.4;1.58;1.58;594593.34;665735.07;1331249.67;220556
220558 Lagoa do Piauí;3817;3.17;327.72;55.04;20.87;2.99;0.31;547159.69;783740.86;1250900.55;220558
220559 Lagoa do Sítio;5292;1.85;235.94;64.02;2.16;6.91;0.43;574186.67;675598.82;1248589.92;220559
220554 Lagoinha do Piauí;2676;3.05;382.31;37.22;7.0;3.04;5.86;275648.97;686341.99;1023066.64;220554
220560 Landri Sales;5753;3.23;232.52;48.85;2.7;3.44;1.9;544702.03;725757.28;1337714.77;220560
220580 Luzilândia;25099;1.7;175.09;67.35;4.91;4.89;3.6;2782013.2;1491509.76;4394517.01;220580
220585 Madeiro;8012;2.09;186.95;58.5;4.39;8.06;0.9;806679.73;780805.26;1497817.65;220585
220590 Manoel Emídio;5543;2.09;301.35;45.47;12.64;4.5;1.61;862692.4;800178.78;1670409.11;220590
220595 Marcolândia;7477;1.71;203.05;58.43;4.2;4.45;0.32;796738.7;724050.61;1518215.0;220595
220600 Marcos Parente;4297;1.33;274.42;65.76;3.21;4.5;0.16;499798.31;679386.9;1179185.21;220600
220605 Massapê do Piauí;6672;1.61;230.11;36.29;11.6;10.7;2.51;761096.09;773831.72;1535273.67;220605
220610 Matias Olímpio;10863;2.84;213.48;33.2;7.79;5.15;3.99;1307154.85;1010652.99;2319069.24;220610
220620 Miguel Alves;33410;1.56;159.84;35.92;15.37;10.98;0.99;3447638.63;1890659.14;5340168.6;220620
220630 Miguel Leăo;1212;1.85;685.12;38.8;11.83;1.36;3.51;218793.65;611574.71;830368.36;220630
220635 Milton Brandăo;7246;2.25;217.78;47.2;4.81;3.34;0.48;626088.87;945256.26;1578024.93;220635
220640 Monsenhor Gil;10639;2.15;253.17;55.24;1.86;5.03;1.03;1557617.34;1022573.44;2693477.22;220640
220650 Monsenhor Hipólito;7425;1.29;219.12;51.47;18.15;3.86;0.84;951587.99;682079.5;1626982.03;220650
220660 Monte Alegre do Piauí;10663;2.24;184.89;70.61;5.89;1.15;15.44;996078.12;944438.08;1971509.23;220660
220665 Morro Cabeça no Tempo;4378;5.18;279.84;63.84;7.35;8.92;0.01;508114.6;704588.54;1225138.97;220665
220667 Morro do Chapéu do Piauí;6611;1.68;218.36;62.25;3.59;4.7;11.5;790730.19;629318.95;1443598.33;220667
220669 Murici dos Portelas;8024;1.38;179.86;56.56;10.52;4.91;0.13;788144.87;591835.64;1443167.6;220669
220670 Nazaré do Piauí;7070;2.01;243.31;53.72;3.66;11.15;0.12;917499.5;846287.07;1720183.53;220670
220672 Nazária;7895;3.96;127.83;10.79;21.13;6.02;60.54;264899.5;1009225.84;1009225.84;220672
220675 Nossa Senhora de Nazaré;4192;2.85;274.84;59.6;1.28;3.69;3.29;512532.68;659852.73;1152145.87;220675
220680 Nossa Senhora dos Remédios;8378;0.26;199.66;53.27;7.66;10.67;4.1;1076686.59;548456.59;1672790.08;220680
220795 Nova Santa Rita;4199;2.19;306.19;37.05;9.16;13.43;0.68;543364.24;643302.21;1285711.59;220795
220690 Novo Oriente do Piauí;6321;3.25;290.49;52.09;3.61;9.03;1.59;1004968.0;803750.14;1836188.9;220690
220695 Novo Santo Antônio;3547;1.73;273.75;35.17;20.01;7.22;5.27;328329.55;683825.86;970989.82;220695
220700 Oeiras;36293;2.76;163.97;62.6;6.17;10.32;3.73;3531765.86;2070792.16;5950792.16;220700
220710 Olho D'Água do Piauí;2755;1.33;328.32;47.33;17.42;6.29;3.63;244195.4;660333.44;904528.84;220710
220720 Padre Marcos;7582;1.58;225.97;54.28;6.31;4.52;2.79;1089129.42;599045.72;1713308.75;220720
220730 Paes Landim;4562;2.27;268.42;31.22;5.72;6.76;3.45;466580.65;763994.28;1224543.95;220730
220735 Pajeú do Piauí;3802;2.79;273.4;41.34;21.45;14.0;2.14;311804.53;650866.8;1039467.03;220735
220740 Palmeira do Piauí;5116;6.97;244.34;48.7;20.34;6.03;4.92;632258.96;741121.89;1250062.28;220740
220750 Palmeirais;14306;2.01;205.53;42.27;10.05;4.43;0.92;1335565.22;1641761.72;2940326.94;220750
220755 Paquetá;4686;1.81;241.76;52.92;5.61;1.07;0.88;517594.81;615296.14;1132890.95;220755
220760 Parnaguá;10731;3.2;231.67;25.86;21.84;0.92;4.18;1060582.55;1179655.07;2486033.95;220760
220770 Parnaíba;146059;7.52;168.55;62.36;4.66;4.13;4.73;13006714.92;11470761.56;24618135.16;220770
220775 Passagem Franca do Piauí;4246;0.96;271.14;51.68;4.59;8.6;1.28;500445.87;650818.59;1151264.46;220775
220777 Patos do Piauí;6417;7.1;230.5;29.54;4.61;15.9;0.06;540387.93;938723.92;1479111.85;220777
220779 Pau D'Arco do Piauí;3903;1.81;278.27;34.23;17.2;4.31;0.0;317526.3;684012.37;1086093.5;220779
220780 Paulistana;20390;2.81;192.81;66.97;5.71;3.84;5.56;2402962.71;1457681.69;3931490.69;220780
220785 Pavussu;4465;3.84;245.83;36.14;7.07;2.84;2.55;431843.65;665760.44;1097616.59;220785
220790 Pedro II;37850;2.43;176.53;55.03;6.85;4.5;1.72;3359521.52;3094967.65;6681678.47;220790
220793 Pedro Laurentino;2418;3.51;368.77;52.54;6.69;7.0;1.18;266056.62;632260.22;891684.87;220793
220800 Picos;73021;6.12;473.11;26.95;2.84;56.57;1.56;28744639.41;5482591.88;34547123.11;220800
220810 Pimenteiras;12125;2.48;192.89;59.13;5.54;1.23;16.5;1472436.05;855278.9;2338755.69;220810
220820 Pio IX;17714;2.68;198.12;57.84;2.78;4.6;1.61;1580499.54;1911901.88;3509453.0;220820
220830 Piracuruca;26499;2.45;317.58;45.84;6.16;7.02;1.36;5856984.69;2000000.0;8415682.08;220830
220840 Piripiri;62107;5.0;264.44;59.34;2.14;11.06;2.91;12460088.98;4076112.58;16423280.49;220840
220850 Porto;11941;1.79;209.09;18.59;19.34;3.36;1.99;1306349.05;1190441.41;2496790.46;220850
220855 Porto Alegre do Piauí;2567;1.74;432.41;50.88;9.18;11.9;0.97;388635.23;706576.35;1109993.1;220855
220860 Prata do Piauí;3260;2.63;266.59;41.44;12.93;13.36;1.65;294630.3;573982.77;869095.19;220860
220865 Queimada Nova;9116;1.7;212.84;55.67;1.54;6.72;8.39;883789.25;816628.57;1940239.59;220865
220870 Redençăo do Gurguéia;8567;1.92;209.54;61.34;3.92;5.38;1.05;1077203.69;885582.23;1795140.03;220870
220880 Regeneraçăo;18190;2.22;238.0;65.15;2.91;6.39;2.9;2772424.33;1540737.82;4329207.82;220880
220885 Riacho Frio;5093;4.41;228.09;13.53;0.6;1.94;1.07;481507.21;685106.71;1161641.39;220885
220887 Ribeira do Piauí;4252;2.9;274.74;49.88;9.88;9.82;0.0;495624.68;683758.53;1168192.61;220887
220890 Ribeiro Gonçalves;6869;4.15;246.32;39.07;2.76;15.09;0.16;831105.67;865490.0;1691978.18;220890
220900 Rio Grande do Piauí;6650;2.87;231.6;49.31;6.86;7.6;2.8;1004132.43;757922.78;1540146.9;220900
220910 Santa Cruz do Piauí;5969;3.82;196.57;35.43;7.38;2.91;0.18;593232.52;580110.85;1173343.37;220910
220915 Santa Cruz dos Milagres;3457;1.18;296.46;54.3;1.23;6.12;6.54;345106.65;672730.0;1024856.36;220915
220920 Santa Filomena;6180;10.08;252.55;29.86;3.8;5.61;21.66;510019.16;887295.22;1560753.93;220920
220930 Santa Luz;5495;1.92;291.22;38.41;2.61;6.7;5.1;569048.32;958746.49;1600248.28;220930
220937 Santa Rosa do Piauí;5304;2.1;253.11;50.91;9.84;9.57;1.21;676066.62;602987.34;1342473.77;220937
220935 Santana do Piauí;5015;4.09;224.15;42.52;13.95;3.96;3.81;519514.38;590102.39;1124123.27;220935
220940 Santo Antônio de Lisboa;5965;1.98;219.91;51.67;1.87;4.58;0.39;610314.85;701458.76;1311773.61;220940
220945 Santo Antônio dos Milagres;2032;2.08;480.62;47.88;0.05;2.63;3.83;247489.09;705392.42;976620.0;220945
220950 Santo Inácio do Piauí;3756;2.96;326.29;37.06;12.05;9.31;0.25;615930.6;789493.93;1225556.19;220950
220955 Săo Braz do Piauí;4455;2.62;252.3;20.0;16.11;6.85;6.19;580194.5;627715.1;1124009.59;220955
220960 Săo Félix do Piauí;3201;2.44;378.92;31.28;10.39;5.38;1.86;502115.02;714672.06;1212922.32;220960
220965 Săo Francisco de Assis do Piauí;5224;1.2;235.56;58.99;3.5;12.32;2.34;547821.9;662147.57;1230590.64;220965
220970 Săo Francisco do Piauí;6461;1.62;274.08;51.75;3.6;6.78;3.95;948357.94;830483.61;1770815.7;220970
220975 Săo Gonçalo do Gurguéia;2544;2.45;363.04;41.32;2.59;5.62;8.27;272371.73;639688.68;923585.66;220975
220980 Săo Gonçalo do Piauí;4485;0.74;330.56;36.82;19.96;3.16;2.53;541652.9;939705.81;1482567.99;220980
220985 Săo Joăo da Canabrava;4511;1.8;250.31;45.32;7.93;3.32;7.61;498265.01;630863.2;1129128.21;220985
220987 Săo Joăo da Fronteira;5174;3.27;244.15;50.88;8.34;5.95;8.42;460806.92;716534.32;1263210.19;220987
220990 Săo Joăo da Serra;6877;1.41;243.14;51.16;3.44;6.47;7.44;943864.96;728181.81;1672046.77;220990
220995 Săo Joăo da Varjota;4965;1.18;278.9;47.35;1.06;2.08;0.78;519393.09;865345.09;1384738.18;220995
220997 Săo Joăo do Arraial;7440;1.38;205.67;53.9;4.26;6.5;0.28;869395.21;624398.64;1530199.14;220997
221000 Săo Joăo do Piauí;19264;3.53;352.49;26.74;4.2;3.35;0.47;4326760.68;2252539.5;6790332.47;221000
221005 Săo José do Divino;5217;2.98;254.66;54.39;12.99;2.42;1.84;552945.63;754339.84;1328559.84;221005
221010 Săo José do Peixe;3835;1.73;363.2;55.39;8.63;6.57;0.31;710238.39;702303.87;1392861.65;221010
221020 Săo José do Piauí;7028;1.18;224.17;63.09;3.22;7.71;2.58;764770.84;787435.41;1575438.67;221020
221030 Săo Juliăo;6111;5.19;238.73;33.39;0.43;0.67;0.0;544388.12;718999.39;1458898.24;221030
221035 Săo Lourenço do Piauí;5115;1.85;224.33;19.12;28.73;1.73;1.19;509727.76;609970.47;1147448.51;221035
221037 Săo Luis do Piauí;2687;2.31;329.41;23.19;9.99;9.81;2.18;275716.27;595840.6;885123.42;221037
221038 Săo Miguel da Baixa Grande;2153;1.89;375.54;32.16;18.42;4.0;23.19;252312.72;618670.35;808528.93;221038
221039 Săo Miguel do Fidalgo;3182;1.62;337.27;35.07;6.1;18.27;2.37;363613.11;731569.05;1073189.93;221039
221040 Săo Miguel do Tapuio;19831;1.64;182.58;59.4;2.26;12.39;4.41;1991681.79;1500690.0;3620744.3;221040
221050 Săo Pedro do Piauí;13544;2.54;251.87;36.41;11.73;4.87;0.69;1850729.58;1560550.02;3411279.6;221050
221060 Săo Raimundo Nonato;32215;5.42;222.28;72.55;1.77;4.73;1.0;5038490.08;2333374.7;7160809.06;221060
221062 Sebastiăo Barros;4270;1.8;279.36;73.68;2.06;8.55;0.23;520512.26;648418.89;1192873.69;221062
221063 Sebastiăo Leal;4231;5.04;319.17;30.35;1.24;15.55;2.47;470617.76;879801.14;1350418.9;221063
221065 Sigefredo Pacheco;9846;2.37;193.41;61.68;11.0;2.79;0.66;1054654.86;860627.62;1904341.99;221065
221070 Simơes;14167;2.43;246.74;50.91;5.39;3.43;4.59;1586951.78;1071499.35;3495610.41;221070
221080 Simplício Mendes;11886;3.96;319.29;53.97;3.09;13.24;3.18;2682250.23;977134.34;3795063.33;221080
221090 Socorro do Piauí;4733;1.15;285.17;30.65;8.42;4.35;0.16;744849.88;644885.51;1349726.65;221090
221093 Sussuapara;5759;1.37;209.32;77.44;4.69;3.7;1.33;571713.24;641380.68;1205454.05;221093
221095 Tamboril do Piauí;3037;1.99;344.84;21.62;4.07;13.84;3.33;299263.16;748002.11;1047265.27;221095
221097 Tanque do Piauí;2714;3.03;335.06;60.98;8.14;8.25;2.71;272314.14;599685.64;909364.79;221097
221100 Teresina;802537;11.77;513.57;45.61;2.01;40.41;1.5;253908357.77;147886855.91;412158403.91;221100
221110 Uniăo;43135;1.12;200.97;63.09;17.53;7.34;0.24;4462162.29;3148667.95;8668667.95;221110
221120 Uruçuí;19811;6.28;369.92;64.24;8.35;8.67;1.11;2404721.34;4560892.77;7328463.92;221120
221130 Valença do Piauí;20303;3.51;235.0;56.67;2.61;4.14;2.07;2957119.5;1565119.2;4771138.36;221130
221135 Várzea Branca;5338;3.09;224.46;40.5;5.14;7.05;1.77;588092.7;612046.22;1198158.9;221135
221140 Várzea Grande;4560;3.07;285.93;51.92;5.86;2.01;0.35;701142.38;588422.96;1303821.42;221140
221150 Vera Mendes;3212;1.74;291.16;34.6;7.05;9.86;2.0;294495.45;629720.37;935205.24;221150
221160 Vila Nova do Piauí;3136;3.9;280.45;16.34;4.27;6.96;1.05;295247.92;583726.27;879502.76;221160
221170 Wall Ferraz;4636;1.75;239.33;55.72;2.79;21.12;0.06;506914.0;601867.68;1109551.59;221170
230010 Abaiara;11077;1.07;247.3;39.47;6.97;13.85;1.31;1119661.56;1119661.56;2739323.12;230010
230015 Acarape;15627;3.03;230.68;58.07;4.22;8.99;0.73;1420688.54;2160942.56;3604770.89;230015
230020 Acaraú;54753;4.27;245.78;44.0;3.43;40.46;2.88;7015010.03;6439550.02;13457459.36;230020
230030 Acopiara;50784;3.17;235.4;43.23;0.24;32.18;6.84;6495745.08;4224563.36;11954586.54;230030
230040 Aiuaba;16423;3.69;203.56;18.09;5.65;9.64;5.7;1564044.9;1691630.24;3343114.96;230040
230050 Alcântaras;10816;1.23;251.25;57.22;9.07;11.61;3.76;785995.08;1881947.05;2717573.0;230050
230060 Altaneira;6834;3.35;344.7;27.52;3.04;7.13;15.4;1051794.86;1349963.83;2355649.12;230060
230070 Alto Santo;20829;3.59;187.74;7.49;2.84;5.4;7.91;2118064.24;2395104.81;3910460.71;230070
230075 Amontada;40198;2.89;186.96;64.59;7.23;15.19;1.77;3836553.76;3194350.22;7515342.66;230075
230080 Antonina do Norte;7059;3.39;305.62;31.7;1.52;7.91;3.88;699106.86;1464829.69;2157371.11;230080
230090 Apuiarés;14414;1.94;279.27;50.68;5.7;14.12;10.55;2050717.26;1912947.87;4025442.96;230090
230100 Aquiraz;71400;16.03;202.98;71.44;2.21;12.9;2.72;6994658.22;7476912.7;14493110.36;230100
230110 Aracati;69616;9.79;266.55;65.9;0.0;8.74;0.77;9969197.97;7208039.48;18556041.33;230110
230120 Aracoiaba;25351;3.64;337.16;58.84;2.37;11.3;2.81;6412838.85;2216258.33;8547258.94;230120
230125 Ararendá;11186;3.18;285.56;42.34;0.81;15.81;0.27;1264375.45;1873669.22;3194242.04;230125
230130 Araripe;22373;3.23;280.43;67.15;2.0;10.41;1.17;3306097.36;2566658.06;6273991.67;230130
230140 Aratuba;12478;2.7;347.96;34.42;1.05;20.68;8.0;1859034.11;2355776.48;4341851.54;230140
230150 Arneiroz;7486;2.07;333.62;24.61;1.16;9.77;4.17;985232.75;1522816.25;2497492.12;230150
230160 Assaré;22550;4.63;250.31;28.92;3.87;21.06;4.26;3697370.58;2231599.85;5644580.33;230160
230170 Aurora;25113;1.92;256.27;38.04;1.12;31.46;6.57;3093183.85;2797285.61;6435744.79;230170
230180 Baixio;5991;1.06;309.57;26.28;6.54;14.3;5.4;798143.52;1094230.37;1854627.75;230180
230185 Banabuiú;18388;3.32;260.07;62.91;2.04;9.17;2.66;1699100.43;2781759.58;4782155.55;230185
230190 Barbalha;53011;2.65;875.15;19.19;0.62;2.87;0.38;41597635.75;3871834.02;46392360.97;230190
230195 Barreira;19469;2.24;257.39;49.96;5.4;18.62;2.49;2372246.32;2589958.17;5011123.14;230195
230200 Barro;21556;2.94;242.66;45.63;2.3;21.32;1.62;2348755.94;2443515.89;5230876.01;230200
230205 Barroquinha;15558;0.37;246.18;71.89;5.22;9.96;0.56;1374204.4;1690668.47;3830026.32;230205
230210 Baturité;33271;1.97;272.19;41.55;2.48;13.25;0.54;5424089.67;3093832.87;9055978.81;230210
230220 Beberibe;48760;6.97;206.87;59.45;0.16;7.2;1.54;4832582.17;5189464.36;10086903.61;230220
230230 Bela Cruz;30900;2.08;221.92;66.63;2.99;12.28;2.69;3468952.62;3983431.63;6857229.99;230230
230240 Boa Viagem;56236;3.61;163.76;45.69;2.65;11.87;2.31;4976127.97;3512701.75;9209431.28;230240
230250 Brejo Santo;41266;4.58;368.38;10.36;1.93;44.59;1.52;11443070.86;4002936.27;15201619.05;230250
230260 Camocim;61278;4.52;191.05;71.08;5.55;10.23;0.48;7783703.84;4377297.2;11707143.93;230260
230270 Campos Sales;26417;4.2;206.57;26.25;4.78;7.86;1.33;2993649.95;2055451.7;5457040.26;230270
230280 Canindé;77552;3.27;259.08;44.37;1.0;10.53;1.68;14618080.87;7676482.0;20091793.0;230280
230290 Capistrano;17033;1.81;295.54;64.24;1.79;10.4;5.78;2278313.58;2450861.98;5033884.04;230290
230300 Caridade;19233;2.51;219.77;56.5;4.03;8.63;2.06;2348719.11;1985520.96;4226866.41;230300
230310 Cariré;19132;7.31;190.0;49.44;1.93;31.11;5.73;1599736.35;1854097.74;3635168.52;230310
230320 Caririaçu;27380;0.92;211.92;41.37;13.4;7.64;5.61;3918704.16;1883608.67;5802312.83;230320
230330 Cariús;19338;3.4;221.58;38.33;14.05;10.02;6.19;2751041.53;2107530.22;4284842.56;230330
230340 Carnaubal;16755;2.66;274.66;54.71;2.0;8.93;4.33;2315758.34;1695299.52;4601875.73;230340
230350 Cascavel;67956;4.41;202.52;47.14;2.59;34.38;4.68;8879905.98;4792356.94;13762130.53;230350
230360 Catarina;18010;4.29;250.19;55.63;2.32;11.63;4.71;2369917.69;2010568.48;4505983.54;230360
230365 Catunda;11198;2.27;240.3;26.02;2.81;8.2;2.79;1214610.37;1202241.26;2690929.83;230365
230370 Caucaia;334364;6.76;188.15;45.96;1.03;31.07;1.97;33178634.83;24657538.55;62908961.87;230370
230380 Cedro;25591;3.17;273.97;44.25;2.5;20.67;2.03;4696561.43;2872723.34;7011038.58;230380
230390 Chaval;12644;1.99;288.16;62.55;5.56;8.62;1.17;1764551.27;1526419.81;3643436.32;230390
230393 Choró;13439;1.79;287.57;69.57;3.3;10.3;0.38;1621849.61;2192979.91;3864705.18;230393
230395 Chorozinho;18759;3.24;229.57;60.66;3.13;18.04;4.18;2221926.7;1971658.12;4306453.72;230395
230400 Coreaú;22215;2.88;248.49;64.54;2.05;4.46;6.16;2825484.02;1882452.44;5520244.68;230400
230410 Crateús;75249;4.2;261.25;67.99;1.49;16.69;2.42;12927145.5;6418889.77;19659001.49;230410
230420 Crato;116759;4.63;329.77;26.18;5.07;57.16;2.78;30765734.74;6745060.8;38503528.89;230420
230423 Croatá;18246;2.48;266.83;36.46;0.32;9.05;8.99;2437795.68;2692849.1;4868648.52;230423
230425 Cruz;23540;2.19;264.3;58.2;7.23;5.31;2.63;3957607.36;2661771.42;6221539.07;230425
230426 Deputado Irapuan Pinheiro;9615;2.76;296.76;63.33;1.88;9.57;2.76;1420304.44;1275455.76;2853388.94;230426
230427 Ererê;7332;2.56;319.23;54.85;3.16;4.52;1.83;730638.76;1545030.11;2340560.74;230427
230428 Eusébio;41307;15.24;445.29;49.82;7.18;23.79;4.08;8745915.29;8770210.63;18393686.45;230428
230430 Farias Brito;19605;3.6;301.08;64.58;4.02;11.21;0.14;3421489.71;2281362.77;5902726.72;230430
230435 Forquilha;21599;2.5;232.76;70.12;2.2;5.72;4.53;3110625.58;1845746.42;5027298.67;230435
230440 Fortaleza;2505552;18.74;372.02;49.13;0.92;31.32;3.13;505917168.37;393064521.03;932115240.7;230440
230445 Fortim;15095;1.9;216.57;62.74;0.28;8.67;1.34;1499504.26;1655937.58;3269092.82;230445
230450 Frecheirinha;13537;2.99;260.89;45.56;2.42;9.02;1.94;1703998.58;1516360.08;3531719.02;230450
230460 General Sampaio;6654;1.47;305.87;54.79;0.49;8.56;5.64;952055.15;989130.84;2035290.28;230460
230465 Graça;15949;1.18;233.06;44.32;5.6;2.67;20.37;1671062.93;1725740.57;3717073.94;230465
230470 Granja;53952;2.83;131.01;57.5;5.55;11.68;0.91;3053593.05;3692057.53;7068158.53;230470
230480 Granjeiro;4999;2.62;371.03;37.44;10.26;10.1;6.93;705961.49;1022882.91;1854799.16;230480
