Munic-BR;Populaçăo;1.1_%R.Líquida_Total;2.1_D.Total_Saúde/Hab;2.2_%D.Pessoal/D.Total;2.3_%D.com_Medicamentos;2.4_%D.Serv.Terc/D.Total;2.5_%D.Invest/D.Total;R.Transf.SUS;D.R.Próprios;D.Total_Saúde;cod_municipio
320335 Marilândia;10676;4.36;486.99;64.83;7.79;12.23;1.34;1530874.07;3730987.93;5199152.78;320335
320340 Mimoso do Sul;27124;7.24;331.06;49.52;5.26;11.02;2.84;3996526.7;3859201.79;8979602.27;320340
320350 Montanha;18856;3.81;306.42;49.41;1.96;7.85;2.87;1700824.76;4176541.49;5777882.7;320350
320360 Mucurici;5910;2.54;410.3;42.97;3.78;6.65;11.8;806659.93;1774886.51;2424862.12;320360
320370 Muniz Freire;18358;4.35;318.53;52.36;2.05;7.62;1.01;1559319.56;3940174.91;5847645.97;320370
320380 Muqui;14377;2.82;371.45;40.53;1.12;8.44;0.37;1947599.44;2847838.41;5340289.09;320380
320390 Nova Venécia;46354;5.02;332.91;52.67;1.01;26.12;7.58;6065104.04;9091619.86;15431769.28;320390
320400 Pancas;18497;3.91;330.59;61.37;5.62;22.89;1.93;3223032.39;3180387.02;6114967.24;320400
320405 Pedro Canário;24404;5.45;252.22;39.47;3.83;31.3;3.81;2958530.1;3317348.78;6155267.95;320405
320410 Pinheiros;23874;5.7;325.19;61.16;3.33;13.44;7.61;3297810.09;4849429.61;7763663.87;320410
320420 Piúma;17212;19.11;327.02;69.01;4.76;6.17;2.14;1817222.24;3923875.0;5628602.92;320420
320425 Ponto Belo;7247;2.38;395.88;55.45;5.3;15.21;1.67;917084.26;1938572.55;2868946.81;320425
320430 Presidente Kennedy;10903;2.27;913.35;55.84;6.1;14.85;11.76;1331871.93;5324166.54;9958303.09;320430
320435 Rio Bananal;17247;3.08;423.49;76.23;3.99;9.6;5.7;1919645.03;5312443.07;7304014.74;320435
320440 Rio Novo do Sul;11447;3.98;348.08;59.66;2.59;6.09;2.91;1091317.75;2925896.32;3984524.79;320440
320450 Santa Leopoldina;12743;4.87;305.88;59.56;0.36;4.49;2.82;1053978.44;2583455.99;3897776.38;320450
320455 Santa Maria de Jetibá;33921;3.73;327.69;59.05;1.8;16.31;1.63;4243351.2;6696813.59;11115424.45;320455
320460 Santa Teresa;20742;5.09;469.22;35.82;2.74;43.07;4.5;4432892.3;4225716.25;9732616.51;320460
320465 Săo Domingos do Norte;8205;3.17;370.78;57.61;4.23;10.84;12.4;1039764.32;2234217.11;3042252.06;320465
320470 Săo Gabriel da Palha;30604;4.54;268.67;50.32;3.12;22.06;7.39;1945238.05;6033600.68;8222231.08;320470
320480 Săo José do Calçado;10965;5.77;326.91;35.69;14.78;9.84;0.57;2382007.65;1957940.11;3584549.52;320480
320490 Săo Mateus;101613;14.91;222.79;48.53;0.09;8.04;4.55;6630895.28;15667844.63;22638150.4;320490
320495 Săo Roque do Canaă;10817;2.6;427.47;39.59;3.79;41.7;6.32;1738758.06;3207306.64;4623931.38;320495
320500 Serra;404688;21.53;289.61;61.4;5.38;19.18;6.22;21160936.31;80964965.97;117202863.21;320500
320501 Sooretama;23761;2.46;241.52;61.73;1.87;9.99;12.86;1423319.29;3976974.79;5738833.38;320501
320503 Vargem Alta;18637;4.43;383.5;59.44;1.02;23.67;7.06;2690173.12;3750665.91;7147345.09;320503
320506 Venda Nova do Imigrante;20028;5.46;420.61;46.72;3.96;17.32;8.78;3154920.0;5401769.47;8423909.85;320506
320510 Viana;60829;18.49;219.06;69.69;1.26;18.45;4.79;4290412.57;8802766.56;13325137.23;320510
320515 Vila Pavăo;9126;1.7;266.24;62.95;5.55;13.91;1.9;382687.99;1954952.07;2429715.37;320515
320517 Vila Valério;14048;3.44;299.32;44.24;4.08;7.99;13.87;642484.91;3467852.48;4204790.67;320517
320520 Vila Velha;413548;25.11;155.53;45.48;0.14;37.54;1.92;20175130.04;45590099.58;64317768.75;320520
320530 Vitória;320156;33.92;495.87;69.02;5.93;8.89;4.58;19914945.34;131320490.52;158754858.81;320530
330010 Angra dos Reis;168664;20.55;752.58;64.36;2.11;18.52;3.47;25719433.2;103581743.47;126933789.58;330010
330015 Aperibé;9556;2.73;540.36;49.47;9.0;30.22;0.6;1467719.32;3414686.9;5163699.12;330015
330020 Araruama;109705;18.33;193.92;62.74;18.34;11.11;0.63;6482670.72;14703558.15;21274326.42;330020
330022 Areal;11982;12.48;569.96;30.14;1.66;8.99;2.3;2487923.6;3586228.0;6829318.03;330022
330023 Armaçăo dos Búzios;28653;20.67;1001.56;70.07;1.17;21.43;0.19;2372593.95;17290833.67;28697678.56;330023
330025 Arraial do Cabo;26896;17.32;442.12;53.29;5.97;24.74;0.44;4119219.83;6114441.08;11891151.36;330025
330030 Barra do Piraí;103833;13.55;224.06;41.52;2.24;47.08;0.34;15325355.69;11471218.58;23265170.76;330030
330040 Barra Mansa;176899;12.69;316.36;24.55;4.33;54.6;0.72;30061492.96;29312575.02;55964002.17;330040
330045 Belford Roxo;501544;10.75;180.74;44.68;8.01;39.65;0.17;60022778.31;29195531.71;90647736.38;330045
330050 Bom Jardim;26549;6.71;356.14;32.18;4.35;28.99;0.49;2566413.06;7195602.57;9455172.49;330050
330060 Bom Jesus do Itabapoana;35303;7.26;270.19;59.18;10.34;15.01;0.94;5512119.48;4928419.04;9538633.54;330060
330070 Cabo Frio;186004;15.25;442.07;77.91;2.79;7.73;0.42;12768743.59;43076501.93;82227083.66;330070
330080 Cachoeiras de Macacu;57300;20.55;491.86;36.19;6.57;11.57;0.45;5744048.49;20877516.43;28183450.67;330080
330090 Cambuci;14770;2.5;346.16;36.23;9.22;5.39;2.02;1685104.75;3490727.47;5112826.1;330090
330100 Campos dos Goytacazes;434008;5.95;694.89;58.52;7.25;9.92;1.44;20822375.35;271949078.21;301586734.78;330100
330110 Cantagalo;20540;8.58;473.97;57.23;3.21;9.76;2.18;2001748.55;6740750.09;9735417.78;330110
330093 Carapebus;11939;2.66;1146.06;66.72;2.84;18.99;0.01;869344.07;6798386.94;13682836.11;330093
330115 Cardoso Moreira;12481;2.26;450.7;53.44;7.51;26.72;0.0;1346357.67;4119072.5;5625140.12;330115
330120 Carmo;18024;3.29;593.45;46.18;4.74;13.92;1.66;4802465.39;5790642.36;10696297.98;330120
330130 Casimiro de Abreu;30572;12.64;714.35;78.68;3.56;8.53;0.36;4159142.83;20268171.88;21839251.51;330130
330095 Comendador Levy Gasparian;8839;10.15;629.11;48.96;3.54;15.72;4.08;1842932.13;3676149.48;5560686.98;330095
330140 Conceiçăo de Macabu;20687;4.22;359.24;78.24;4.31;4.35;0.92;2175197.6;4909471.13;7431687.0;330140
330150 Cordeiro;19902;7.72;380.91;21.83;2.5;38.76;0.52;1605383.78;4785633.63;7580887.23;330150
330160 Duas Barras;10891;2.84;592.45;55.26;5.06;4.57;10.05;1932413.16;4194713.78;6452398.1;330160
330170 Duque de Caxias;872762;26.53;341.53;48.6;7.77;39.24;0.43;109198407.47;180392233.47;298078145.5;330170
330180 Engenheiro Paulo de Frontin;13214;3.65;503.67;47.13;17.47;19.96;1.04;4790170.25;5135083.15;6655550.44;330180
330185 Guapimirim;49748;11.36;353.11;47.11;12.05;10.89;1.08;4315046.65;8571864.76;17566510.81;330185
330187 Iguaba Grande;22947;13.56;464.43;69.46;4.22;6.26;8.05;2224805.62;7522395.22;10657285.02;330187
330190 Itaboraí;228996;19.36;238.39;51.52;3.37;35.01;0.45;36288115.02;22005509.45;54589740.78;330190
330200 Itaguaí;105633;41.11;445.54;72.19;2.41;8.9;2.76;15954358.6;29876098.94;47064113.22;330200
330205 Italva;14676;3.96;458.99;74.37;3.83;5.76;2.53;1469096.53;4461129.07;6736143.35;330205
330210 Itaocara;22452;6.46;412.32;45.72;10.5;8.24;5.36;3637398.71;4800677.84;9257330.38;330210
330220 Itaperuna;99454;8.66;743.72;12.84;6.62;62.58;0.23;61669681.25;12748774.28;73965815.62;330220
330225 Itatiaia;35577;13.79;327.32;68.18;1.44;11.47;1.03;3581392.09;9074218.68;11644933.53;330225
330227 Japeri;101690;5.26;183.23;65.21;6.04;5.99;5.26;5325984.8;15655924.48;18633041.19;330227
330230 Laje do Muriaé;7997;1.56;563.56;58.08;19.61;5.51;1.26;1572659.41;2753118.75;4506792.3;330230
330240 Macaé;194413;28.57;936.52;57.13;11.58;12.23;1.12;13754901.2;131048300.3;182070737.23;330240
330245 Macuco;5626;4.62;737.0;37.31;2.41;15.08;0.87;786594.66;3102204.77;4146342.43;330245
330250 Magé;244334;15.88;180.49;54.9;6.51;9.63;8.32;23179556.59;21186587.24;44099018.77;330250
330260 Mangaratiba;32533;25.84;712.5;70.64;4.4;6.34;1.91;2421651.68;20949758.26;23179908.1;330260
330270 Maricá;123492;23.78;208.53;31.13;1.58;53.16;0.81;7553234.1;17924816.32;25751556.1;330270
330280 Mendes;17880;3.61;432.7;39.44;6.91;14.29;9.59;3083590.45;4648841.14;7736664.97;330280
330285 Mesquita;190056;8.73;130.68;73.82;4.0;14.33;0.73;15412056.9;13830821.73;24836265.87;330285
330290 Miguel Pereira;25866;11.87;453.73;50.47;4.6;29.52;0.22;6201592.98;5943696.68;11736163.01;330290
330300 Miracema;26824;4.73;326.29;41.62;14.77;32.07;0.59;1808538.16;6599154.11;8752303.8;330300
330310 Natividade;15406;3.38;554.84;25.31;3.8;7.98;2.95;6494601.45;3325416.42;8547915.52;330310
330320 Nilópolis;159408;13.44;147.49;72.99;6.82;9.96;2.49;14432744.54;11760065.42;23511463.69;330320
330330 Niterói;479384;43.02;393.65;49.98;2.08;19.51;0.52;94790454.06;92896611.66;188709705.07;330330
330340 Nova Friburgo;178653;16.47;377.19;50.59;18.67;25.64;1.56;32083177.55;34734417.11;67386791.03;330340
330350 Nova Iguaçu;865089;16.29;214.09;13.2;6.03;46.96;2.28;147016403.94;38256563.52;185210557.02;330350
330360 Paracambi;45016;6.23;668.94;34.92;0.95;43.92;0.3;26539374.5;4913555.63;30113027.78;330360
330370 Paraíba do Sul;41679;9.78;323.52;35.27;3.76;33.45;6.72;8271321.38;6767287.7;13483803.83;330370
330380 Paraty;35730;9.95;755.67;40.02;9.33;28.71;6.69;0.0;13365427.34;27000267.43;330380
330385 Paty do Alferes;26196;6.25;366.62;58.78;5.26;15.84;1.14;3842946.2;5955761.62;9603848.12;330385
330390 Petrópolis;315119;19.93;421.41;48.65;1.7;42.5;0.39;68097320.76;69814645.72;132794265.57;330390
330395 Pinheiral;22382;8.78;487.82;64.17;3.44;16.06;2.18;4086118.28;6463998.99;10918385.74;330395
330400 Piraí;26114;9.31;905.22;46.23;3.79;13.26;1.54;5397867.14;17943315.68;23638972.79;330400
330410 Porciúncula;18444;6.28;426.15;42.39;5.54;40.82;1.94;3408769.27;4638381.67;7859895.76;330410
330411 Porto Real;16253;6.58;1351.74;45.89;4.58;21.18;20.75;3238066.25;21382476.37;21969793.28;330411
330412 Quatis;13137;3.3;541.07;22.34;0.99;70.61;0.19;5110208.29;2505360.44;7108092.28;330412
330414 Queimados;139378;11.35;131.94;87.3;2.42;4.9;0.96;6436763.6;14945138.94;18388983.64;330414
330415 Quissamă;19878;2.85;1814.12;41.6;3.46;45.34;1.19;3314859.97;11619169.37;36061076.86;330415
330420 Resende;130035;20.07;374.79;52.29;4.86;29.82;2.79;20416778.82;31691296.18;48736053.95;330420
330430 Rio Bonito;55051;22.78;350.08;35.37;2.2;31.43;2.85;5292800.96;12711785.04;19272296.92;330430
330440 Rio Claro;18366;5.76;513.1;70.8;2.4;6.62;6.35;2955508.02;5526609.26;9423515.79;330440
330450 Rio das Flores;8787;11.38;583.63;26.26;4.71;21.9;0.36;1597784.24;3730874.19;5128340.85;330450
330452 Rio das Ostras;96622;11.06;765.01;65.02;7.32;16.37;0.97;5381208.1;38207980.27;73917234.64;330452
330455 Rio de Janeiro;6186710;49.96;306.97;55.52;2.87;26.86;0.42;881613429.13;1158277554.75;1899125254.24;330455
330460 Santa Maria Madalena;10775;3.55;503.03;29.11;1.9;31.11;0.4;848112.36;4355256.54;5420162.54;330460
330470 Santo Antônio de Pádua;42405;7.2;300.65;49.27;12.92;24.21;2.88;4226424.41;7984220.84;12749059.9;330470
330480 Săo Fidélis;39256;4.35;189.56;44.15;2.98;27.03;1.86;2173905.2;5348538.91;7441520.74;330480
330475 Săo Francisco de Itabapoana;47832;4.56;255.16;59.57;5.24;17.52;3.87;3813761.03;8660766.05;12204861.2;330475
330490 Săo Gonçalo;991382;18.04;144.28;49.95;4.82;27.41;0.67;106647473.15;53319598.78;143040753.46;330490
330500 Săo Joăo da Barra;30595;5.28;902.35;39.61;8.59;14.06;3.26;1917804.04;9527041.44;27607449.16;330500
330510 Săo Joăo de Meriti;469827;17.36;152.99;43.73;5.31;36.49;2.47;47728978.12;22072613.71;71876718.78;330510
330513 Săo José de Ubá;7297;1.61;731.4;26.87;3.51;22.13;1.37;908869.17;4175340.43;5337007.2;330513
330515 Săo José do Vale do Rio Preto;20574;4.91;408.37;75.58;4.27;8.75;0.93;3098501.81;5628867.38;8401752.55;330515
330520 Săo Pedro da Aldeia;84866;15.76;246.54;67.33;1.84;10.44;3.82;8000552.8;12131936.3;20922967.75;330520
330530 Săo Sebastiăo do Alto;9052;3.09;867.64;41.16;1.66;5.32;4.69;1443305.44;5674970.47;7853850.26;330530
330540 Sapucaia;17356;27.05;507.03;68.83;9.33;6.55;3.01;2056107.5;7146708.71;8800017.45;330540
330550 Saquarema;69374;29.95;292.92;74.13;8.03;7.32;2.48;7465730.97;12835447.01;20320853.71;330550
330555 Seropédica;78819;11.85;256.21;54.44;8.83;21.67;1.57;9762826.49;11827796.88;20194169.24;330555
330560 Silva Jardim;22230;12.77;567.45;65.27;4.68;5.64;5.72;1995659.82;7984349.17;12614474.95;330560
330570 Sumidouro;15313;2.95;529.78;76.94;5.52;5.73;2.19;2410978.24;5205127.65;8112580.82;330570
330575 Tanguá;30531;7.18;275.02;54.48;0.0;27.82;1.85;3075394.65;5317437.25;8396560.05;330575
330580 Teresópolis;162075;19.93;301.85;27.09;3.02;55.9;0.15;30587943.89;20460652.68;48923081.39;330580
330590 Trajano de Moraes;9914;2.75;516.61;55.86;5.02;10.39;1.1;543687.53;3189134.34;5121677.29;330590
330600 Três Rios;76075;16.59;183.85;62.18;15.99;14.61;2.8;6127290.96;7938287.91;13986290.9;330600
330610 Valença;75819;10.05;335.96;38.04;0.21;43.29;1.51;12993791.12;11101832.8;25471936.5;330610
330615 Varre-Sai;8852;2.82;386.95;34.88;9.08;19.49;1.37;1346865.54;2248767.75;3425311.28;330615
330620 Vassouras;34259;4.11;573.33;35.6;6.2;55.8;0.94;15793432.34;4313128.32;19641795.93;330620
330630 Volta Redonda;261403;20.25;603.27;22.97;1.95;43.91;4.02;57188123.86;102743337.23;157697742.42;330630
350010 Adamantina;34424;10.84;383.65;23.66;7.65;63.61;1.02;7135971.84;6518275.45;13206890.99;350010
350020 Adolfo;3710;4.32;611.28;45.32;3.27;29.71;5.14;628816.11;1894182.44;2267859.81;350020
350030 Aguaí;32101;14.31;377.93;52.06;3.92;2.72;4.34;2713708.92;9570840.8;12131994.45;350030
350040 Águas da Prata;7734;18.54;363.52;70.25;4.97;13.21;0.39;466206.61;2437973.56;2811479.66;350040
350050 Águas de Lindóia;16341;32.12;440.61;41.65;3.38;23.4;1.04;830381.15;6247896.75;7200073.26;350050
350055 Águas de Santa Bárbara;5612;29.6;512.13;31.17;8.98;45.24;0.49;210840.41;2637905.03;2874083.98;350055
350060 Águas de Săo Pedro;2613;28.58;791.14;71.81;5.47;13.79;0.98;141028.61;1821282.11;2067253.2;350060
350070 Agudos;36188;7.6;348.83;38.34;21.2;5.34;1.58;1655932.74;10552493.56;12623280.16;350070
350075 Alambari;4391;11.3;383.94;58.57;6.33;14.35;2.8;192865.37;1468697.57;1685889.66;350075
350080 Alfredo Marcondes;4055;4.61;392.25;73.46;12.68;5.95;1.29;467089.7;1117282.95;1590562.62;350080
350090 Altair;3287;3.97;791.61;47.81;8.35;6.85;1.8;342527.81;2234379.0;2602030.1;350090
350100 Altinópolis;15554;7.64;569.74;22.98;2.91;4.53;0.67;2503200.99;6449577.03;8861720.23;350100
350110 Alto Alegre;4267;6.78;779.77;57.95;2.68;27.66;0.83;656126.75;2604875.36;3327284.73;350110
350115 Alumínio;16427;11.74;567.64;77.55;3.04;9.28;3.33;698556.67;9560858.94;9324607.61;350115
350120 Álvares Florence;3876;4.61;429.49;55.98;5.42;14.57;1.82;462912.72;1464304.94;1664721.84;350120
350130 Álvares Machado;23779;7.64;195.5;65.22;5.07;7.71;2.05;1834547.68;3182336.2;4648803.18;350130
350140 Álvaro de Carvalho;4984;2.79;464.14;31.41;26.59;15.05;0.2;430267.45;1844986.29;2313266.29;350140
350150 Alvinlândia;2869;2.57;624.54;47.08;11.52;5.06;4.16;364373.15;1410311.57;1791795.89;350150
350160 Americana;205229;22.68;458.0;64.88;4.49;17.48;2.7;26180959.48;54466916.79;93995333.64;350160
350170 Américo Brasiliense;33255;10.03;311.3;62.59;2.29;26.61;0.45;1672768.91;9151631.36;10352298.69;350170
350180 Américo de Campos;5488;5.68;417.39;59.18;0.44;11.32;1.05;260000.0;2030626.16;2290626.16;350180
350190 Amparo;65928;20.3;500.79;51.34;2.22;37.69;1.11;15257350.83;17698012.99;33016130.23;350190
350200 Analândia;4558;11.18;648.09;78.64;0.0;3.5;1.07;207455.41;2790276.3;2953990.45;350200
350210 Andradina;56593;15.74;234.43;60.3;0.93;9.65;3.23;3191890.53;10471416.24;13267320.12;350210
350220 Angatuba;23225;6.93;380.73;28.55;5.46;40.04;1.34;2975657.41;5885146.7;8842374.2;350220
350230 Anhembi;5766;10.02;539.84;47.53;4.28;32.99;1.71;287920.45;2863187.31;3112713.73;350230
350240 Anhumas;3947;2.38;473.18;54.09;12.29;9.99;9.16;431212.57;1384211.6;1867624.07;350240
350250 Aparecida;37629;14.12;211.68;20.15;0.22;53.22;3.0;2187536.53;5121306.15;7965289.76;350250
350260 Aparecida d'Oeste;4598;3.28;386.63;41.02;9.94;8.5;1.1;418311.54;1351160.87;1777705.73;350260
350270 Apiaí;25700;8.19;332.22;23.61;5.27;11.83;1.5;4580264.29;3862297.65;8537995.95;350270
350275 Araçariguama;13208;19.07;422.61;74.69;3.4;11.45;1.32;557519.19;5034936.27;5581871.54;350275
350280 Araçatuba;182204;24.73;341.56;45.01;2.93;41.79;1.13;23025690.13;40794007.71;62233162.07;350280
350290 Araçoiaba da Serra;26626;21.3;252.29;44.16;5.02;37.16;4.44;1501360.43;5335757.15;6717527.72;350290
350300 Aramina;5308;11.35;520.4;69.04;2.93;11.56;4.66;686472.89;2239771.33;2762277.43;350300
350310 Arandu;6212;11.95;500.2;65.89;9.81;12.16;0.69;558378.2;2097145.12;3107217.66;350310
350315 Arapeí;2582;31.88;881.3;47.36;4.55;15.57;0.34;286094.07;1971107.64;2275523.63;350315
350320 Araraquara;200666;22.79;506.15;54.23;2.88;33.26;1.12;34605442.68;60165250.54;101567495.8;350320
350330 Araras;114515;17.23;399.95;36.03;0.01;52.29;2.4;20467008.56;25649344.76;45800780.51;350330
350335 Arco-Íris;2010;1.92;784.92;40.01;9.42;10.73;6.83;367464.68;1167195.25;1577685.21;350335
350340 Arealva;7886;8.72;347.25;34.47;4.07;15.65;3.82;771834.06;1881212.17;2738440.2;350340
350350 Areias;3690;7.02;462.24;55.64;7.16;10.36;5.95;434803.15;1074640.56;1705680.06;350350
350360 Areiópolis;11157;3.02;295.01;27.37;3.02;9.42;3.06;1085020.49;2218726.07;3291436.16;350360
350370 Ariranha;8876;4.15;601.11;46.5;4.15;3.15;1.33;605718.51;4681944.95;5335496.46;350370
350380 Artur Nogueira;43499;14.82;308.87;54.88;1.11;5.21;1.62;3150750.61;9515434.42;13435741.33;350380
350390 Arujá;80922;30.54;243.37;35.59;1.36;51.49;8.25;3769673.62;16821188.05;19693743.62;350390
350395 Aspásia;1826;0.99;622.25;46.04;4.76;19.2;1.91;109527.38;1009997.34;1136234.86;350395
350400 Assis;98715;16.72;324.74;54.37;6.32;29.63;1.62;14434975.17;20721478.46;32056727.21;350400
350410 Atibaia;126757;33.63;286.13;46.36;2.85;39.93;1.88;8622043.0;28757302.52;36269289.88;350410
350420 Auriflama;14366;9.65;301.35;63.66;7.35;7.11;2.38;589649.6;3829479.01;4329251.34;350420
350430 Avaí;5170;6.76;350.63;61.03;12.01;11.71;3.01;218412.88;1475976.11;1812744.83;350430
350440 Avanhandava;12112;5.46;304.22;55.97;4.0;24.12;2.36;1221392.59;2202466.69;3684682.41;350440
350450 Avaré;84416;18.93;393.0;35.28;1.74;38.32;2.07;14176741.78;16495356.0;33175514.94;350450
350460 Bady Bassitt;14127;10.21;283.62;46.1;8.86;22.54;4.75;647898.69;3508501.83;4006757.54;350460
350470 Balbinos;4697;1.7;273.4;47.38;10.8;9.88;0.82;171699.49;1088176.42;1284161.63;350470
350480 Bálsamo;8227;5.12;305.91;63.18;10.24;9.27;3.24;451109.26;2198935.16;2516749.6;350480
350490 Bananal;10822;7.59;489.98;60.83;5.03;10.98;0.12;1793072.99;2576687.45;5302513.28;350490
350500 Barăo de Antonina;2835;2.38;581.35;38.52;8.95;22.06;10.57;378403.4;1269710.8;1648114.2;350500
350510 Barbosa;6944;4.29;378.72;63.05;5.87;10.93;4.53;316217.98;2163576.82;2629832.85;350510
350520 Bariri;33267;14.48;313.42;38.91;13.89;14.43;3.3;1931928.01;8538211.97;10426611.11;350520
350530 Barra Bonita;36214;15.9;275.1;50.12;3.24;8.16;1.55;900752.26;9279439.9;9962536.49;350530
350535 Barra do Chapéu;5358;1.97;339.73;26.13;4.43;7.61;2.61;538046.64;1192219.54;1820295.48;350535
350540 Barra do Turvo;7699;15.08;647.37;77.1;3.63;6.02;0.65;1110368.56;3554553.74;4984065.2;350540
350550 Barretos;113618;20.94;448.81;36.44;5.93;48.94;0.94;25766710.1;22082198.89;50993081.45;350550
350560 Barrinha;27169;4.64;240.43;35.01;1.46;35.47;1.29;2527314.63;3773474.1;6532131.07;350560
350570 Barueri;270173;40.12;911.34;30.17;3.53;59.36;1.28;24747425.74;226938627.51;246219255.87;350570
350580 Bastos;21380;7.18;347.66;64.95;2.04;19.2;1.33;2704709.79;4799346.35;7432953.94;350580
350590 Batatais;56476;13.13;386.3;53.49;2.76;20.92;1.87;9127957.7;12056314.39;21816459.04;350590
350600 Bauru;359429;19.18;222.55;70.49;3.77;11.05;1.27;17893966.29;63172954.89;79991408.96;350600
350610 Bebedouro;77630;15.5;342.58;61.95;2.41;16.08;1.52;11161868.25;14284808.35;26594225.9;350610
350620 Bento de Abreu;2982;6.85;701.19;67.4;6.81;6.22;4.76;266690.02;1974127.41;2090942.22;350620
350630 Bernardino de Campos;10776;9.9;354.77;22.83;7.6;16.18;2.33;856455.86;2936265.4;3823013.5;350630
350635 Bertioga;44233;45.41;700.03;60.22;1.36;17.92;1.52;4587717.44;28294095.79;30964377.61;350635
350640 Bilac;7494;8.23;330.2;54.82;5.18;10.13;1.1;707949.52;1843586.62;2474548.37;350640
350650 Birigui;110911;18.88;213.94;45.89;5.39;11.43;3.45;3713814.98;20396815.99;23728004.93;350650
350660 Biritiba-Mirim;29650;8.07;263.46;41.97;0.46;8.53;11.63;2478671.51;5116019.86;7811575.39;350660
350670 Boa Esperança do Sul;13953;4.15;345.45;39.69;6.99;27.41;3.21;950540.71;3742642.5;4820126.34;350670
350680 Bocaina;11028;9.11;385.2;51.56;14.27;10.42;0.18;1082288.33;2973364.38;4247993.18;350680
350690 Bofete;9375;14.72;333.57;56.68;2.81;9.88;1.03;425221.45;2612754.94;3127264.54;350690
350700 Boituva;44906;18.37;340.23;37.04;6.99;22.67;3.41;3230127.34;12048176.21;15278303.55;350700
350710 Bom Jesus dos Perdơes;17993;13.23;357.84;60.78;3.11;16.28;2.91;1090489.91;4574372.97;6438619.96;350710
350715 Bom Sucesso de Itararé;3968;2.11;384.27;23.59;7.58;13.89;0.5;415660.2;1093571.2;1524779.52;350715
350720 Borá;837;5.14;1326.94;39.17;11.85;15.07;15.48;86642.62;1043294.72;1110649.89;350720
350730 Boracéia;4439;3.59;513.39;57.26;9.52;4.84;0.71;366833.83;1912104.53;2278938.36;350730
350740 Borborema;14485;10.06;413.15;53.25;5.45;23.65;0.62;1329699.88;4543014.89;5984415.5;350740
350745 Borebi;2349;3.53;708.86;43.58;7.79;9.19;2.5;392313.16;1272788.87;1665102.03;350745
350750 Botucatu;130348;18.8;200.39;34.54;0.55;14.32;1.75;5486407.21;20406402.88;26120579.21;350750
350760 Bragança Paulista;145894;29.84;317.22;38.85;3.5;46.45;5.7;12901138.9;31544338.73;46280708.27;350760
350770 Braúna;5043;4.43;423.64;67.09;2.31;13.69;1.76;493460.15;1548740.42;2136429.55;350770
350775 Brejo Alegre;2573;4.7;748.47;42.6;4.1;10.52;7.04;443907.78;987602.96;1925806.54;350775
350780 Brodowski;20485;10.74;368.94;57.27;6.21;24.59;3.16;1338968.87;5442195.79;7557768.36;350780
350790 Brotas;22631;19.09;324.62;55.91;1.87;18.86;0.62;761611.74;6448624.47;7346488.14;350790
350800 Buri;18146;6.39;322.17;72.97;2.82;10.3;2.12;2211597.09;3600537.14;5846117.36;350800
350810 Buritama;15636;6.42;575.92;32.47;4.16;5.97;1.72;4257924.01;5454138.69;9005112.38;350810
350820 Buritizal;4096;6.28;726.84;47.15;10.59;12.36;2.15;368275.1;2527936.31;2977134.06;350820
350830 Cabrália Paulista;4369;2.92;486.29;42.46;3.65;5.51;5.77;387051.61;1826957.13;2124602.58;350830
350840 Cabreúva;42700;16.17;372.74;46.93;4.39;27.07;1.56;2236321.58;12951266.88;15916113.8;350840
350850 Caçapava;85181;17.39;447.54;43.13;3.67;29.88;2.69;10866671.47;25039382.97;38122205.12;350850
350860 Cachoeira Paulista;34666;16.98;334.5;16.47;1.56;3.31;2.4;4263195.45;7988937.32;11595719.82;350860
350870 Caconde;19304;6.54;204.48;45.18;9.68;15.94;0.42;676613.19;3326292.82;3947334.05;350870
350880 Cafelândia;16778;8.17;300.11;46.0;4.95;6.96;3.07;1086413.94;3370617.63;5035168.84;350880
350890 Caiabu;4131;2.32;441.05;67.28;0.77;3.07;1.78;417995.84;1401266.46;1821991.35;350890
350900 Caieiras;88212;30.94;219.87;68.55;9.57;17.73;1.04;5304335.9;13604361.61;19394980.77;350900
350910 Caiuá;5447;8.29;465.09;59.64;1.77;8.32;1.47;796753.65;1948551.41;2533350.22;350910
350920 Cajamar;63675;23.59;555.91;26.09;1.06;65.19;0.62;9191464.57;21698492.08;35397543.05;350920
350925 Cajati;28936;12.57;452.37;69.33;2.55;8.31;6.06;2786766.4;9446882.48;13089679.06;350925
350930 Cajobi;10009;4.26;385.44;49.92;2.58;35.58;1.35;1316034.48;2416617.49;3857879.84;350930
350940 Cajuru;24313;6.06;422.95;47.72;4.17;4.38;5.33;3500346.75;6206517.61;10283274.29;350940
350945 Campina do Monte Alegre;5560;9.76;405.22;37.51;2.78;6.56;0.18;570212.47;1678829.98;2252999.28;350945
350950 Campinas;1064669;42.5;613.48;48.51;3.26;39.62;2.44;186786128.78;425724272.47;653155748.89;350950
350960 Campo Limpo Paulista;74863;18.45;290.55;39.5;3.86;39.55;12.17;6667911.63;15715977.9;21751193.07;350960
350970 Campos do Jordăo;46505;32.25;379.17;15.13;1.48;73.31;2.48;3824882.03;12798212.29;17633386.07;350970
350980 Campos Novos Paulista;5014;5.53;453.36;45.53;14.18;17.89;1.5;547477.16;1629184.42;2273142.51;350980
350990 Cananéia;12374;15.94;450.71;79.44;2.36;6.33;1.35;1553506.84;3617478.77;5577038.7;350990
