Indicadores Municipais
População1.1 %R.Líquida Total2.1 D.Total Saúde/Hab2.2 %D.Pessoal/D.Total2.3 %D.com Medicamentos2.4 %D.Serv.Terc/D.Total2.5 %D.Invest/D.TotalR.Transf.SUSD.R.PrópriosD.Total Saúde por Munic-BR
Período:2016
"Munic-BR";"População";"1.1_%R.Líquida_Total";"2.1_D.Total_Saúde/Hab";"2.2_%D.Pessoal/D.Total";"2.3_%D.com_Medicamentos";"2.4_%D.Serv.Terc/D.Total";"2.5_%D.Invest/D.Total";"R.Transf.SUS";"D.R.Próprios";"D.Total_Saúde"
"230365 Catunda";10331;1,42;565,69;33,84;0,07;13,67;17,86;2267651,06;3814578,26;5844108,74
"230370 Caucaia";358164;10,39;300,38;65,61;1,08;20,05;1,61;71419642,56;37479533,69;107584021,13
"230380 Cedro";25038;5,03;569,21;51,30;0,91;34,76;3,99;9043160,36;5316538,01;14251994,51
"230390 Chaval";12931;2,17;531,80;100,00;0,00;0,00;0,00;2684273,99;2522268,05;6876676,83
"230393 Choró";13340;2,12;564,16;56,60;0,03;14,04;12,79;3551436,29;3635745,04;7525857,92
"230395 Chorozinho";19194;1,66;469,28;43,82;0,01;37,79;4,51;4540928,87;4224902,59;9007416,95
"230400 Coreaú";23000;1,70;459,22;100,00;0,00;0,00;0,00;6707563,97;6195321,31;10562114,26
"230410 Crateús";74350;16,73;864,86;68,24;0,30;16,52;6,62;27481100,23;38907289,55;64302400,27
"230420 Crato";129662;5,86;587,08;34,59;0,39;59,93;1,30;63886498,95;15875874,83;76121875,89
"230423 Croatá";17802;2,22;596,22;49,48;0,95;10,66;12,35;5473927,69;5322046,52;10613875,12
"230425 Cruz";23833;2,70;543,96;100,00;0,00;0,00;0,00;8385073,59;5936424,56;12964205,66
"230426 Deputado Irapuan Pinheiro";9483;2,88;682,05;52,95;0,01;9,86;5,80;3350088,06;2794927,04;6467875,80
"230427 Ererê";7134;1,84;793,43;58,90;1,21;9,20;1,86;1606619,31;3504200,44;5660295,62
"230428 Eusébio";51913;21,90;1238,66;68,24;0,30;16,52;6,62;27481100,23;39023797,37;64302400,27
"230430 Farias Brito";18789;1,88;671,53;61,01;1,48;9,08;7,13;6311759,19;5631771,06;12617298,12
"230435 Forquilha";23801;2,82;471,36;53,35;2,98;13,03;11,11;6602402,43;5397118,54;11218835,64
"230440 Fortaleza";2609716;22,32;670,98;50,86;1,30;22,37;0,76;944946585,21;872902314,47;1751075100,89
"230445 Fortim";16115;4,23;629,99;41,28;0,03;24,16;4,70;6308844,17;6000131,85;10152255,61
"230450 Frecheirinha";13606;1,92;503,75;100,00;0,00;0,00;0,00;2976275,34;3958139,52;6854087,36
"230460 General Sampaio";6845;1,38;655,88;52,69;0,59;9,13;2,47;2066916,89;2317499,65;4489499,69
"230465 Graça";15300;1,21;462,69;52,03;0,00;15,77;7,09;3318559,69;3329682,29;7079146,16
"230470 Granja";54146;2,38;414,47;100,00;0,00;0,00;0,00;17782013,33;7460380,95;22442061,02
"230480 Granjeiro";4459;2,11;779,64;36,48;0,33;23,90;5,83;1498529,70;1823998,51;3476419,89
"230490 Groaíras";10931;2,15;674,91;41,65;0,50;15,15;12,36;3763858,00;3579426,50;7377494,11
"230495 Guaiúba";26091;2,05;486,24;44,96;0,02;11,05;7,68;6348906,04;5460296,47;12686406,78
"230500 Guaraciaba do Norte";39301;3,97;364,62;48,41;13,06;9,09;3,50;6449216,53;6968327,34;14329782,18
"230510 Guaramiranga";3632;8,95;1411,54;54,01;0,53;10,73;4,38;1698148,45;3291695,04;5126718,84
"230520 Hidrolândia";20136;2,03;424,60;48,92;0,76;11,73;5,56;3966386,54;4512555,33;8549796,56
"230523 Horizonte";64673;6,63;733,92;71,19;0,11;5,84;5,03;22953091,15;26383654,26;47465120,37
"230526 Ibaretama";13203;0,97;493,52;100,00;0,00;0,00;0,00;4149493,65;3589394,61;6516006,70
"230530 Ibiapina";24739;2,67;548,80;49,61;9,56;17,78;10,99;6500544,11;7128678,69;13576691,23
"230533 Ibicuitinga";12242;1,71;493,34;71,10;0,27;7,98;0,00;3127139,41;2766021,40;6039518,62
"230535 Icapuí";19554;6,23;784,95;59,69;0,00;14,40;8,28;5727689,43;9492951,16;15348935,42
"230540 Icó";67345;4,59;467,83;63,47;3,87;16,24;1,85;18187367,86;12989041,28;31505768,96
"230550 Iguatu";102013;7,75;646,42;47,26;0,24;14,79;6,21;47027654,85;17395081,38;65942736,00
"230560 Independência";25962;3,63;466,15;34,91;0,39;41,61;5,48;6599057,41;4164904,32;12102093,94
"230565 Ipaporanga";11499;2,17;565,65;30,73;0,46;13,77;0,95;3554532,49;2550739,07;6504371,20
"230570 Ipaumirim";12327;2,06;622,09;62,56;2,40;6,39;10,44;2818728,97;3893072,87;7668550,71
"230580 Ipu";41485;4,07;546,00;38,09;0,00;17,86;4,09;15799724,69;7465495,12;22650789,59
"230590 Ipueiras";37957;2,11;359,26;48,77;0,62;19,68;0,94;7456162,39;6322449,27;13636417,13
"230600 Iracema";14098;2,17;836,19;59,26;0,00;4,11;7,73;6577775,42;5362267,21;11788561,79
"230610 Irauçuba";23704;2,51;450,40;66,25;0,20;12,14;2,33;4519879,03;6499941,04;10676273,64
"230620 Itaiçaba";7698;2,09;714,35;54,51;0,00;10,52;3,22;1914309,43;3471088,81;5499061,22
"230625 Itaitinga";38933;8,51;516,77;100,00;0,00;0,00;0,00;7347147,95;14033997,98;20119541,24
"230630 Itapagé";51538;2,25;420,13;0,00;0,00;0,00;0,00;9858991,45;11762264,84;21652641,84
"230640 Itapipoca";126234;3,89;462,55;43,78;0,27;40,65;2,75;43624087,98;17066018,10;58390101,63
"230650 Itapiúna";19872;1,48;526,69;100,00;0,00;0,00;0,00;4541167,52;2166451,31;10466451,31
"230655 Itarema";40822;5,76;386,33;100,00;0,00;0,00;0,00;15744173,49;9806469,61;15770756,09
"230660 Itatira";20484;3,16;455,29;32,40;0,08;23,87;2,00;3978353,16;5833040,87;9326237,31
"230670 Jaguaretama";17977;2,51;526,50;51,58;0,12;12,04;0,13;5777661,82;4896600,27;9464968,10
"230680 Jaguaribara";11200;2,41;601,87;58,82;0,03;8,40;3,63;2724194,62;4574243,09;6740962,62
"230690 Jaguaribe";34503;4,62;581,24;55,05;0,00;10,63;8,45;13598600,71;9641504,32;20054443,46
"230700 Jaguaruana";33607;2,23;523,85;53,19;0,18;5,95;5,49;13312482,68;6737158,74;17604978,54
"230710 Jardim";27074;2,85;406,12;74,83;0,96;6,10;0,00;6967671,46;4034857,84;10995187,88
"230720 Jati";7827;8,28;903,95;62,04;0,74;21,23;0,40;7300419,76;3135512,00;7075180,86
"230725 Jijoca de Jericoacoara";19224;9,56;641,99;71,87;0,02;10,52;2,14;7662660,28;6045067,02;12341571,47
"230730 Juazeiro do Norte";268248;9,16;472,25;56,97;0,63;27,10;4,00;76006580,74;38988796,24;126680940,90
"230740 Jucás";24540;3,51;506,19;43,75;1,11;23,20;3,55;5852322,51;7018466,55;12421884,95
"230750 Lavras da Mangabeira";31359;3,68;319,94;67,21;9,93;13,10;7,40;7499857,88;5032994,69;10032994,69
"230760 Limoeiro do Norte";58552;7,10;457,51;57,96;0,00;7,51;2,84;13914048,79;9552691,08;26788257,36
"230763 Madalena";19616;6,07;499,75;73,73;0,41;11,07;2,31;4053837,56;5478662,31;9803146,23
"230765 Maracanaú";223188;8,18;859,04;47,92;2,97;22,48;2,81;105884113,71;76922844,44;191727391,42
"230770 Maranguape";125058;4,08;405,58;53,95;0,48;16,56;4,39;36345913,25;16174456,12;50721202,22
"230780 Marco";26738;2,60;429,88;60,48;0,05;12,75;7,73;5500572,50;6976746,26;11494164,22
"230790 Martinópole";10990;0,38;437,31;57,81;0,47;16,01;3,09;2289453,97;2190512,31;4806062,31
"230800 Massapê";37892;2,14;369,45;52,05;0,04;7,83;3,92;6251052,86;7664100,02;13999164,12
"230810 Mauriti";46335;8,39;439,11;56,22;0,28;16,48;4,53;10664167,72;7952059,13;20346371,37
"230820 Meruoca";14814;2,50;496,07;68,67;3,44;12,35;1,41;4852188,32;4182105,60;7348802,52
"230830 Milagres";28292;3,58;508,21;60,49;1,26;21,37;0,11;10580005,65;5835674,12;14378333,49
"230835 Milhã";13152;2,64;631,73;57,66;9,52;14,99;4,36;3918302,94;4472840,86;8308450,43
"230837 Miraíma";13507;2,42;459,16;56,62;0,00;17,43;8,14;2704100,02;2773720,70;6201924,77
"230840 Missão Velha";35326;3,27;392,44;52,40;0,58;24,11;10,48;8537871,82;6542424,86;13863348,23
"230850 Mombaça";43678;2,75;393,68;39,02;0,00;8,67;7,60;9575299,33;7189460,45;17194982,83
"230860 Monsenhor Tabosa";17025;1,95;518,59;49,66;0,65;11,58;0,88;3774789,95;4981935,54;8828914,63
"230870 Morada Nova";61722;3,32;404,71;32,88;0,55;27,70;4,58;13258297,14;9962593,39;24979535,78
"230880 Moraújo";8579;1,69;455,28;47,76;3,07;17,76;0,12;1943090,92;2114047,19;3905861,44
"230890 Morrinhos";22067;1,67;383,20;56,97;8,83;17,80;2,43;3990903,86;3956013,33;8456013,33
"230900 Mucambo";14367;2,08;650,31;46,82;17,94;12,55;1,92;4660852,09;4374510,88;9342983,91
"230910 Mulungu";12682;2,27;511,69;100,00;0,00;0,00;0,00;2871967,49;3594534,15;6489231,76
"230920 Nova Olinda";15310;2,68;535,57;65,78;6,94;10,53;1,10;4578359,46;4862332,78;8199551,16
"230930 Nova Russas";31954;3,02;452,75;68,45;6,51;7,29;3,06;8717773,23;7798462,09;14467216,46
"230940 Novo Oriente";28288;1,87;410,55;48,96;0,66;11,65;0,05;5195103,08;7384203,67;11613614,98
"230945 Ocara";25261;1,74;564,81;59,65;0,04;7,93;2,22;8371163,10;6641028,45;14267598,01
"230950 Orós";21342;4,50;605,39;39,10;6,25;8,17;5,35;8835179,92;6288696,74;12920142,25
"230960 Pacajus";69877;4,54;346,37;64,72;0,38;6,25;5,49;11499320,42;13708007,47;24203247,20
"230970 Pacatuba";81627;3,52;314,28;54,72;0,12;9,94;5,67;14177932,50;10615566,26;25653363,78
"230980 Pacoti";11936;3,22;641,81;58,92;6,33;6,26;8,32;3402254,14;3864952,90;7660627,46
"230990 Pacujá";6186;0,84;668,42;53,40;0,09;13,78;5,66;1365522,86;3168175,52;4134840,35
"231000 Palhano";9248;2,02;573,94;51,10;0,00;10,95;3,05;2639508,38;2401971,52;5307781,38
"231010 Palmácia";13022;2,08;332,07;63,99;0,00;19,02;0,12;1857084,93;2314560,43;4324160,43
"231020 Paracuru";33665;5,30;629,37;57,80;0,08;28,23;1,95;10860558,00;9889216,15;21187720,25
"231025 Paraipaba";32256;4,85;469,47;47,93;1,22;14,42;4,06;7398529,78;7109549,18;15143154,48
"231030 Parambu";31213;2,04;434,87;28,92;4,57;13,36;7,64;9544931,34;4769254,54;13573719,90
"231040 Paramoti";11564;1,10;438,71;70,50;1,59;10,10;2,02;2258473,67;2228853,59;5073293,66
"231050 Pedra Branca";42795;2,53;418,81;46,46;0,98;15,24;2,41;10567451,95;8909888,06;17922817,66
"231060 Penaforte";8888;15,43;726,34;48,04;0,00;9,25;6,35;2873202,66;4141728,18;6455668,83
"231070 Pentecoste";36928;4,32;599,01;100,00;0,00;0,00;0,00;12724875,83;9851867,72;22120225,49
"231080 Pereiro";16139;2,64;398,52;62,57;0,00;7,65;0,00;3670951,40;3090510,32;6431689,57
"231085 Pindoretama";20430;2,72;632,23;33,06;0,03;14,36;9,02;6833586,14;7013166,48;12916382,59
"231090 Piquet Carneiro";16599;2,68;509,59;32,77;0,00;10,09;8,62;6046699,91;4076737,28;8458753,72
"231095 Pires Ferreira";10730;1,46;541,65;23,96;0,23;14,63;8,60;2150569,09;3491737,24;5811861,15
"231100 Poranga";12234;1,14;562,58;31,96;0,00;68,04;0,00;2101610,82;3186000,00;6882590,10
"231110 Porteiras";14965;3,60;604,21;66,00;2,06;12,21;4,14;3800227,64;4985000,77;9041944,25
"231120 Potengi";10856;1,81;537,76;64,54;0,53;9,86;5,32;2717814,54;2909496,44;5837950,53
"231123 Potiretama";6337;1,28;536,16;68,53;0,10;7,87;7,53;1173394,96;2253476,33;3397657,71
"231126 Quiterianópolis";20777;1,36;405,21;57,69;0,00;18,52;8,93;4088818,43;5182854,56;8419062,66
"231130 Quixadá";85991;6,72;572,15;43,42;0,00;30,26;1,25;30851328,02;14954042,09;49199478,15
"231135 Quixelô";14903;1,56;695,02;62,15;0,69;8,90;12,86;5529592,09;4647669,42;10357891,55
"231140 Quixeramobim";77931;3,77;544,46;32,59;1,05;19,69;5,08;23592573,38;17254394,72;42430615,45
"231150 Quixeré";21728;5,28;698,35;43,28;0,00;14,34;5,66;7211051,72;7862138,57;15173731,37
"231160 Redenção";27358;3,52;549,03;47,75;0,00;32,09;1,10;9891404,42;5610344,85;15020340,16
"231170 Reriutaba";18889;1,07;488,87;53,65;0,00;16,05;5,80;4688897,41;4173705,70;9234262,00
"231180 Russas";75762;4,23;548,75;34,53;0,20;37,11;3,98;30473206,44;11830196,35;41574674,98
"231190 Saboeiro";15715;0,61;488,22;57,09;0,00;13,29;1,12;3816663,87;3644049,17;7672400,57
"231195 Salitre";16248;2,80;683,38;37,00;0,07;11,72;8,94;6330322,37;4140137,75;11103515,21
"231220 Santa Quitéria";43359;3,02;416,94;57,48;0,00;9,58;2,82;10562675,11;9594651,01;18078031,72
"231200 Santana do Acaraú";31814;2,35;399,26;64,53;2,81;8,12;1,56;7464478,00;5695164,72;12702065,78
"231210 Santana do Cariri";17479;1,88;440,24;50,12;0,31;20,55;2,08;3745516,31;4146007,84;7694888,77
"231230 São Benedito";46414;3,13;539,26;46,92;4,38;11,08;10,18;15830125,32;7256795,31;25029320,85
"231240 São Gonçalo do Amarante";47791;37,86;1089,39;63,12;0,00;11,85;8,49;21755608,46;32217611,01;52063114,13
"231250 São João do Jaguaribe";7670;1,88;838,93;49,70;0,00;10,35;11,50;2241013,23;3497548,42;6434579,34
"231260 São Luís do Curu";12805;1,92;584,91;60,58;8,43;8,54;0,70;3580487,59;4125407,10;7489766,10
"231270 Senador Pompeu";26496;4,05;592,93;67,14;0,00;11,24;4,58;7006979,85;7465913,50;15710176,54
"231280 Senador Sá";7442;1,67;376,94;51,96;0,00;19,41;4,96;883548,58;2224848,86;2805156,75
"231290 Sobral";203682;6,33;1102,05;15,63;0,17;55,83;1,22;170763670,14;49907638,76;224467734,99
"231300 Solonópole";18127;2,89;540,29;64,72;9,95;15,08;1,22;5843771,97;4131769,52;9793762,60
"231310 Tabuleiro do Norte";30378;3,20;420,76;56,74;0,10;23,16;2,62;7566793,73;4881942,76;12781859,61
"231320 Tamboril";25560;2,90;518,71;52,90;3,74;4,13;3,99;8235597,56;5262705,38;13258248,98
"231325 Tarrafas";8875;1,54;509,52;64,89;0,20;9,51;9,83;2580513,57;2155915,70;4521957,92
"231330 Tauá";57914;6,09;658,17;20,46;0,34;39,88;2,99;32053806,29;8052914,03;38117396,00
"231335 Tejuçuoca";18709;0,74;466,12;100,00;0,00;0,00;0,00;4664274,84;3820876,18;8720716,70
"231340 Tianguá";74107;5,30;620,09;36,78;0,77;18,86;3,54;27325630,03;16846340,49;45952964,94
"231350 Trairi";54820;9,27;409,67;41,99;0,80;11,89;11,41;7339851,55;15706200,77;22458200,97
"231355 Tururu";15768;1,02;452,51;91,77;8,23;0,00;0,00;3534203,31;3984363,04;7135241,58
"231360 Ubajara";34068;5,15;471,17;42,45;0,81;8,22;7,68;7159809,63;6983227,99;16051710,86
"231370 Umari";7668;1,98;569,64;63,25;0,00;11,66;1,93;1976541,47;2031427,06;4367967,05
"231375 Umirim";19602;3,64;563,94;49,83;0,00;7,25;3,75;3380544,63;7204134,46;11054283,49
"231380 Uruburetama";21411;2,17;496,73;57,73;0,06;8,12;2,13;5329069,68;6180202,38;10635387,10
"231390 Uruoca";13600;1,13;437,30;60,39;3,19;11,95;16,47;2856171,26;3147463,32;5947273,26
"231395 Varjota";18188;2,93;491,91;66,61;1,45;11,57;4,12;3786714,94;5145668,61;8946883,38
"231400 Várzea Alegre";40255;2,10;476,67;47,62;0,00;9,05;2,16;12716860,46;6609799,07;19188404,85
"231410 Viçosa do Ceará";59487;4,12;335,92;48,41;1,13;20,87;11,42;10766924,91;7865082,65;19982899,95
"240010 Acari";11338;2,12;483,42;54,99;6,00;9,01;10,61;3148003,83;2271577,75;5480978,86
"240020 Açu";57743;10,75;519,82;67,33;3,14;6,71;4,12;14786030,30;15529821,56;30015745,11
"240030 Afonso Bezerra";11207;2,45;513,24;56,09;3,90;13,63;6,46;3044387,94;2747089,04;5751848,23
"240040 Água Nova";3235;2,04;964,46;19,31;0,01;18,03;9,14;1030870,48;1667076,13;3120033,96
"240050 Alexandria";13839;2,16;1007,98;23,48;0,00;57,55;2,23;11431753,13;2699334,64;13949487,77
"240060 Almino Afonso";4876;1,03;1136,62;21,54;0,00;13,67;11,92;2639413,78;2722578,50;5542168,17
"240070 Alto do Rodrigues";14143;9,98;811,80;64,05;0,55;11,23;2,21;3374493,86;6875580,73;11481304,32
"240080 Angicos";11908;1,73;546,00;68,41;0,24;6,03;7,02;3885713,68;2683183,43;6501801,37
"240090 Antônio Martins";7221;1,72;637,15;45,90;0,10;2,86;3,35;1810176,62;2798596,82;4600843,54
"240100 Apodi";36257;5,17;425,03;35,05;1,47;22,29;3,33;5351884,25;7077447,68;15410472,71
"240110 Areia Branca";27176;8,26;632,38;64,64;1,00;12,73;1,53;4871827,15;10828129,23;17185674,51
"240120 Arês";14176;3,60;661,94;66,20;12,23;11,84;6,78;3696922,94;5471791,41;9383604,65
"240130 Augusto Severo";9742;2,75;534,42;32,33;6,02;26,35;13,12;2089727,83;2560312,29;5206338,90
"240140 Baía Formosa";9247;2,86;457,98;48,33;0,00;11,39;0,25;1298365,07;3200700,00;4234908,69
"240145 Baraúna";27667;2,85;609,19;61,75;0,04;16,89;3,04;5712944,27;10450875,88;16854580,70
"240150 Barcelona";4065;1,47;859,09;62,57;5,40;5,71;5,64;1156767,31;2174182,86;3492200,04
"240160 Bento Fernandes";5493;0,93;529,39;42,99;0,83;6,16;14,95;1402257,70;1510777,62;2907912,62
"240165 Bodó";2332;10,31;1400,27;55,87;0,00;15,90;7,54;1048016,33;2391926,61;3265420,10
"240170 Bom Jesus";10185;2,77;453,98;29,97;4,95;7,79;0,69;2300158,66;2548497,57;4623796,24
"240180 Brejinho";12616;1,91;563,83;54,46;8,76;5,90;9,55;4372009,07;2695794,84;7113251,73
"240185 Caiçara do Norte";6606;0,31;518,72;57,98;0,66;12,78;0,27;1538227,28;1889836,74;3426640,70
"240190 Caiçara do Rio do Vento";3645;1,92;970,49;47,85;0,12;7,18;3,39;968749,61;2626277,56;3537420,56
"240200 Caicó";67747;8,72;625,54;39,27;3,27;21,27;1,41;23314103,03;18226885,04;42378501,68
"240210 Campo Redondo";11156;1,14;599,44;53,32;4,05;9,71;3,77;2597693,40;3529259,32;6687385,01
"240220 Canguaretama";33949;1,87;390,57;66,43;1,76;8,54;4,15;8598589,51;5115722,97;13259591,36
"240230 Caraúbas";20636;4,15;514,73;49,61;1,96;24,17;1,13;6396802,48;3917978,78;10621976,93
"240240 Carnaúba dos Dantas";8117;2,40;672,77;59,06;0,28;3,85;6,69;2223569,52;3393511,75;5460861,44
"240250 Carnaubais";10592;4,49;605,38;63,51;2,45;8,55;0,32;1863915,36;4028154,13;6412232,22
"240260 Ceará-Mirim";73370;5,66;389,23;67,43;13,98;3,25;3,69;14381654,20;12428965,47;28557991,55
"240270 Cerro Corá";11331;2,14;779,33;43,27;0,08;10,76;8,85;3892955,54;4452000,00;8830620,17
"240280 Coronel Ezequiel";5590;0,83;632,29;63,33;0,00;4,47;3,00;1311177,08;2038715,77;3534512,03
"240290 Coronel João Pessoa";4972;1,57;761,51;54,48;1,11;9,65;1,31;1605425,87;2061696,34;3786235,28
"240300 Cruzeta";8155;2,08;569,05;64,70;4,90;5,24;11,41;2085311,81;2451117,17;4640602,30
"240310 Currais Novos";45060;5,58;432,14;41,68;2,89;12,40;3,35;11259125,22;8333523,82;19472099,58
"240320 Doutor Severiano";7187;2,87;568,25;59,46;2,90;10,98;5,92;2773446,30;2077572,29;4084002,15
"240330 Encanto";5630;2,05;695,56;34,90;0,51;10,74;8,70;1552088,48;2377100,93;3916029,52
"240340 Equador";6103;1,81;715,00;36,98;6,61;7,93;5,61;2095898,71;2682323,97;4363624,64
"240350 Espírito Santo";10714;1,58;678,31;55,71;0,00;9,01;0,00;2538545,88;3828540,21;7267384,57
"240360 Extremoz";27933;16,60;577,14;55,57;2,52;14,68;17,67;8786739,21;7334447,07;16121186,28
"240370 Felipe Guerra";6033;5,60;1039,71;57,54;0,27;16,63;1,80;1658419,43;2640884,25;6272583,24
"240375 Fernando Pedroza";3055;1,68;812,39;41,56;6,07;6,03;1,48;958065,26;1757393,34;2481850,60
"240380 Florânia";9258;3,30;564,90;53,63;2,16;3,47;6,13;2317013,79;2717451,31;5229873,71
"240390 Francisco Dantas";2899;0,28;912,96;55,72;0,00;14,39;0,70;735047,85;1918899,54;2646675,61
"240400 Frutuoso Gomes";4204;1,45;816,90;58,49;12,81;0,00;2,91;1663338,34;1770890,28;3434228,62
"240410 Galinhos";2650;1,72;1211,02;49,30;18,70;20,62;0,19;790266,60;2057081,79;3209190,58
"240420 Goianinha";25685;3,53;760,86;41,46;0,09;12,16;1,99;10029730,35;8607783,83;19542769,17
"240430 Governador Dix-Sept Rosado";13103;5,03;646,94;47,62;3,71;11,34;15,90;3150013,88;5250728,36;8476917,42
"240440 Grossos";10293;0,54;802,85;50,31;4,08;15,53;5,34;2570559,53;5591974,60;8263683,61
"240450 Guamaré";14975;10,33;3168,10;52,01;6,77;23,19;4,98;3492076,61;38236894,46;47442364,41
"240460 Ielmo Marinho";13559;1,71;480,33;59,72;0,00;11,42;2,81;3046433,04;4394920,36;6512820,08
"240470 Ipanguaçu";15308;3,40;404,99;53,90;4,68;5,75;2,20;4015605,34;3057007,15;6199632,57
"240480 Ipueira";2236;2,22;1302,54;52,44;4,70;13,85;0,22;576501,73;2363821,33;2912479,13
"240485 Itajá";7515;0,64;504,39;60,57;0,00;8,33;2,96;1481669,46;2080736,07;3790480,16
"240490 Itaú";5904;1,26;647,72;39,11;2,76;12,49;5,22;1716321,42;2270476,85;3824114,96
"240500 Jaçanã";8949;1,10;570,40;52,92;0,12;5,22;9,17;2581335,66;2748094,98;5104507,22
"240510 Jandaíra";6920;9,80;497,36;20,30;10,81;9,54;6,12;1610848,53;1841093,25;3441717,65
"240520 Janduís";5402;1,47;885,82;55,19;0,62;3,17;11,44;1843604,14;2522341,58;4785224,93
"240530 Januário Cicco";9989;2,15;441,64;51,34;0,09;4,87;1,96;3609137,97;1881423,00;4411493,34
"240540 Japi";5306;0,52;701,33;61,87;0,00;1,70;2,58;1535760,61;2344571,89;3721279,85
"240550 Jardim de Angicos";2666;1,60;1161,73;60,36;2,09;8,36;17,12;863192,08;1921926,03;3097162,65
"240560 Jardim de Piranhas";14734;2,12;495,42;49,75;0,00;21,31;6,60;3459152,06;4051225,68;7299458,39
"240570 Jardim do Seridó";12566;2,51;443,39;59,47;5,13;14,36;2,73;2799459,28;2561550,04;5571581,80
"240580 João Câmara";34839;4,66;434,36;17,58;6,62;13,28;3,35;9668310,74;5077562,33;15132707,00
"240590 João Dias";2693;1,43;793,69;41,48;16,14;8,64;10,12;616673,20;1531596,34;2137401,95
"240600 José da Penha";6050;2,00;787,08;26,38;5,39;10,54;10,26;1797769,75;2859623,11;4761845,37
"240610 Jucurutu";18490;6,62;621,93;59,14;0,02;10,21;10,68;6647734,19;3997760,75;11499492,39
"240615 Jundiá";3881;0,69;810,52;66,76;0,00;11,59;0,11;1297102,60;1798042,74;3145634,37
"240620 Lagoa d'Anta";6743;1,38;692,86;61,69;0,37;10,06;3,88;1937556,71;2491194,53;4671963,84
"240630 Lagoa de Pedras";7529;1,18;606,42;54,75;5,36;10,13;3,61;2262154,71;1760000,00;4565726,75
"240640 Lagoa de Velhos";2768;1,27;1066,52;50,61;2,24;10,80;6,08;940067,57;1832662,46;2952141,08
"240650 Lagoa Nova";15434;7,71;424,62;47,50;15,42;4,84;6,93;2573403,14;3927627,13;6553513,47
"240660 Lagoa Salgada";8206;2,58;451,61;59,91;2,49;7,23;0,41;1662799,83;2018946,42;3705943,73
"240670 Lajes";11234;3,18;618,53;45,23;3,56;24,21;10,10;4558337,47;2848746,46;6948540,40
"240680 Lajes Pintadas";4813;1,73;732,54;56,31;3,05;6,03;7,59;1040426,71;2157874,40;3525723,27
"240690 Lucrécia";3968;1,30;993,71;25,73;8,64;5,64;11,22;2058050,44;2094051,63;3943053,63
"240700 Luís Gomes";10171;2,57;489,82;54,66;5,77;10,25;5,50;2617887,24;3200719,27;4981970,09
"240710 Macaíba";79211;8,34;438,56;58,43;3,41;28,48;1,23;17241004,44;17497377,65;34738382,09
"240720 Macau";31592;5,72;705,78;38,85;2,95;5,34;3,10;6947891,37;15975060,34;22297071,16
"240725 Major Sales";3955;1,45;1046,44;36,14;11,86;12,85;13,38;1584202,15;2531226,63;4138666,44
"240730 Marcelino Vieira";8495;2,22;380,30;47,48;4,29;21,29;0,32;1956971,65;1548598,78;3230661,56
"240740 Martins";8750;2,59;514,43;50,82;0,00;7,43;1,45;3160155,51;2001232,34;4501232,34
"240750 Maxaranguape";12030;4,91;493,42;47,19;1,61;4,31;26,60;3039815,32;2401022,00;5935869,12
"240760 Messias Targino";4569;1,57;773,86;29,14;2,78;4,84;12,71;1398879,08;2142007,97;3535788,25
"240770 Montanhas";11537;0,80;533,22;70,73;2,42;3,30;0,99;3603515,82;2570089,89;6151789,89
"240780 Monte Alegre";22311;2,64;500,51;70,23;3,45;8,49;7,12;6239178,67;4241488,27;11166806,35
"240790 Monte das Gameleiras";2198;1,21;1169,41;50,57;0,00;10,43;0,00;552033,75;1651527,78;2570358,06
"240800 Mossoró";291937;14,37;602,68;59,73;3,69;26,08;0,49;87173491,44;84874157,93;175943791,42
"240810 Natal";877662;22,77;735,62;41,20;0,88;40,96;1,76;295464441,87;331249270,29;645626251,99
"240820 Nísia Floresta";26994;8,56;420,81;63,75;6,58;20,04;0,76;7037235,35;4108250,25;11359347,24
"240830 Nova Cruz";37547;3,89;495,73;65,01;14,84;7,76;5,24;11006283,81;7633766,09;18613342,20
"240840 Olho-d'Água do Borges";4359;2,00;1110,99;28,77;0,00;9,41;36,84;1286812,45;2871156,98;4842786,29
"240850 Ouro Branco";4877;1,93;742,19;55,43;2,86;6,48;7,83;1618266,72;1951437,78;3619670,98
"240860 Paraná";4249;0,93;833,27;34,71;5,42;13,36;13,38;974767,87;2423625,99;3540555,06
"240870 Paraú";3875;1,45;727,59;33,02;1,03;4,78;0,00;1375613,55;1617570,40;2819424,82
"240880 Parazinho";5215;11,18;1007,80;39,67;0,00;8,34;5,20;1585673,04;3671909,70;5255676,66
"240890 Parelhas";21577;4,05;526,69;58,32;2,32;3,44;5,90;6737274,08;5656142,04;11364373,97
"240325 Parnamirim";248623;18,76;529,18;61,28;6,70;8,52;2,69;43396587,28;84815233,01;131565254,93
"240910 Passa e Fica";12880;2,16;562,90;75,27;9,13;4,58;6,81;3418665,74;2671993,41;7250105,15
"240920 Passagem";3092;0,75;872,98;42,55;0,53;3,62;8,94;933365,82;1597194,35;2699244,44
"240930 Patu";12776;3,07;730,03;37,87;0,10;2,08;37,65;4414929,41;2552413,75;9326820,16
"240940 Pau dos Ferros";30206;7,86;697,34;39,85;0,00;35,53;1,84;16237974,87;7017189,61;21063828,19
"240950 Pedra Grande";3392;17,56;1328,11;35,10;1,36;5,58;12,33;1252120,36;3253661,47;4504960,77
