Indicadores Municipais
População1.1 %R.Líquida Total2.1 D.Total Saúde/Hab2.2 %D.Pessoal/D.Total2.3 %D.com Medicamentos2.4 %D.Serv.Terc/D.Total2.5 %D.Invest/D.TotalR.Transf.SUSD.R.PrópriosD.Total Saúde por Munic-BR
Período:2016
"Munic-BR";"População";"1.1_%R.Líquida_Total";"2.1_D.Total_Saúde/Hab";"2.2_%D.Pessoal/D.Total";"2.3_%D.com_Medicamentos";"2.4_%D.Serv.Terc/D.Total";"2.5_%D.Invest/D.Total";"R.Transf.SUS";"D.R.Próprios";"D.Total_Saúde"
"110170 Urupá";13198;5,05;500,51;52,31;2,77;5,73;13,71;3194876,30;3621074,74;6605666,68
"110175 Vale do Anari";10999;4,60;543,94;66,31;3,53;9,33;12,19;2894106,34;2895110,36;5982749,71
"110180 Vale do Paraíso";8138;2,88;568,33;76,84;1,25;4,82;0,35;2088294,84;2826696,73;4625083,05
"110030 Vilhena";93745;11,88;667,73;61,47;5,43;8,49;0,24;44015147,02;29003967,08;62596079,09
"120001 Acrelândia";14120;1,58;406,60;54,52;5,06;9,06;19,53;3579066,32;1799363,12;5741157,07
"120005 Assis Brasil";6863;2,18;647,25;34,57;2,01;1,11;38,01;2932932,42;1460505,41;4442073,66
"120010 Brasiléia";24311;2,42;364,04;52,43;2,62;6,98;10,62;5996810,99;3458249,52;8850156,51
"120013 Bujari";9503;1,24;676,47;12,66;7,60;20,21;13,66;3800549,52;1476470,13;6428500,99
"120017 Capixaba";10820;4,36;415,65;46,80;0,00;11,99;3,53;2313192,65;2017030,26;4497288,06
"120020 Cruzeiro do Sul";82075;7,03;382,39;60,77;1,64;2,66;5,54;22368552,44;10167235,67;31384266,27
"120025 Epitaciolândia";17038;3,21;395,09;47,65;2,91;9,74;12,43;3838633,80;2280148,65;6731593,20
"120030 Feijó";32372;3,85;288,76;49,72;20,03;9,12;4,51;5172516,37;3763330,35;9347693,36
"120032 Jordão";7685;1,93;466,85;38,21;3,72;12,38;1,93;2475657,58;1836549,18;3587725,38
"120033 Mâncio Lima";17545;2,10;341,95;57,34;6,24;2,51;4,87;3894131,37;2628291,14;5999564,39
"120034 Manoel Urbano";8765;7,07;392,54;61,25;8,52;2,31;13,38;2541353,55;1666574,41;3440628,44
"120035 Marechal Thaumaturgo";17401;2,02;340,27;53,80;1,67;4,09;8,39;3854955,31;2020969,39;5920975,63
"120038 Plácido de Castro";18336;2,52;267,35;40,60;5,41;11,11;23,64;5341772,41;3134788,66;4902055,73
"120080 Porto Acre";17111;3,68;371,46;51,48;10,62;8,32;19,32;3642674,89;2458042,25;6356060,12
"120039 Porto Walter";11059;1,31;388,89;43,38;2,56;6,88;26,09;2632464,62;1738386,51;4300746,02
"120040 Rio Branco";377057;13,86;324,40;60,62;6,06;9,60;7,83;43785070,25;82731937,49;122318882,42
"120042 Rodrigues Alves";17464;1,43;374,78;40,60;10,25;6,32;6,63;4260653,01;1928878,38;6545145,81
"120043 Santa Rosa do Purus";6021;1,45;431,67;54,87;9,66;2,84;6,51;1724150,24;1587204,45;2599065,25
"120050 Sena Madureira";42451;2,85;274,16;54,03;17,70;2,68;0,13;8114646,83;4556235,10;11638480,93
"120045 Senador Guiomard";21369;2,99;354,89;59,13;28,27;3,58;0,05;4915376,55;3404961,28;7583538,00
"120060 Tarauacá";39427;5,49;301,66;48,53;7,73;18,03;6,62;7911534,94;4585531,66;11893446,19
"120070 Xapuri";17894;3,93;390,32;43,16;3,85;9,23;29,11;2347887,91;2901108,33;6984463,90
"130002 Alvarães";15729;0,33;313,80;60,25;6,50;1,58;6,31;2069925,42;2865794,46;4935719,88
"130006 Amaturá";11047;1,81;327,15;61,73;2,32;3,63;0,19;1598033,72;2782820,55;3614041,60
"130008 Anamã";12653;2,70;445,50;25,01;3,91;0,55;33,51;3469877,66;2394177,83;5636875,31
"130010 Anori";19749;2,03;284,93;68,25;8,87;1,38;1,93;3006997,83;3132820,21;5627066,02
"130014 Apuí";21031;2,87;385,57;36,86;2,45;1,90;0,40;3952001,85;4173859,11;8108835,78
"130020 Atalaia do Norte";18599;3,09;326,43;40,59;0,12;8,82;6,59;2515998,65;3555283,01;6071281,66
"130030 Autazes";37752;1,70;324,59;61,66;9,06;1,79;11,67;7828014,17;4425777,83;12253792,00
"130040 Barcelos";27589;1,40;326,01;52,66;5,00;3,08;0,13;4204654,68;4789634,14;8994288,82
"130050 Barreirinha";31105;2,31;287,67;65,48;0,00;5,84;7,04;5243274,88;3519012,68;8947931,06
"130060 Benjamin Constant";40417;2,15;318,97;63,42;0,22;4,96;11,31;6154236,03;5632866,38;12891993,22
"130063 Beruri";18579;1,33;378,76;41,77;8,27;2,69;26,85;3749429,33;3143098,40;7037051,73
"130068 Boa Vista do Ramos";18080;1,65;305,79;40,11;2,11;0,66;3,24;2119820,08;2990764,94;5528643,13
"130070 Boca do Acre";33840;1,82;305,91;62,66;1,78;3,08;0,05;4654242,39;5593665,26;10352070,22
"130080 Borba";39885;3,31;472,10;30,51;1,35;10,86;7,30;10336240,30;6338178,91;18829722,08
"130083 Caapiranga";12622;1,89;361,50;51,80;12,11;1,23;0,00;2147257,82;2415658,18;4562916,00
"130090 Canutama";15312;2,60;489,99;81,84;0,00;2,76;0,35;2515757,28;3026418,22;7502691,12
"130100 Carauari";28111;2,49;287,84;51,46;2,43;1,49;7,47;3716222,63;3981251,15;8091475,81
"130115 Careiro da Várzea";28592;2,61;345,94;49,09;0,23;2,91;26,59;5737260,69;3733650,95;9891233,76
"130120 Coari";83929;12,49;722,29;61,01;0,90;4,40;4,06;18219329,37;36741390,11;60621054,11
"130130 Codajás";27303;2,31;277,71;68,68;1,50;5,48;2,92;3275328,90;4245219,54;7582361,66
"130140 Eirunepé";34461;0,02;280,60;51,61;0,00;9,28;1,12;4790628,56;5002450,76;9669709,02
"130150 Envira";19143;1,20;330,28;60,26;3,43;4,27;3,10;2778645,51;3511998,96;6322565,51
"130160 Fonte Boa";20199;1,56;496,47;53,16;7,02;11,65;8,02;6752015,44;3213738,12;10028157,45
"130165 Guajará";16085;0,88;422,42;56,21;0,00;1,39;0,00;2505158,21;2687819,08;6794575,00
"130170 Humaitá";52354;4,09;441,83;23,94;4,89;22,92;6,49;11028549,85;12955120,36;23131357,10
"130180 Ipixuna";27587;0,79;255,08;56,82;0,00;6,14;0,83;2841103,12;4349024,16;7036857,87
"130185 Iranduba";46703;6,78;369,70;40,95;20,74;8,97;6,82;11721049,96;5781909,70;17266326,30
"130190 Itacoatiara";98503;7,37;450,96;27,35;1,80;4,04;2,20;23088318,90;23369020,75;44420660,44
"130195 Itamarati";8153;1,86;482,10;41,35;15,43;1,71;4,62;1348215,16;2182387,50;3930576,99
"130200 Itapiranga";9040;1,57;358,72;48,08;1,70;9,67;7,92;2586519,67;2038006,92;3242819,02
"130210 Japurá";4660;1,35;1105,47;55,76;0,86;1,07;16,54;3057834,26;2739943,28;5151490,71
"130220 Juruá";13581;2,19;340,11;39,62;1,42;9,88;0,13;1936727,61;2780022,07;4619077,41
"130230 Jutaí";16200;1,81;626,29;37,21;5,40;4,32;20,26;4471382,21;3708477,60;10145872,42
"130240 Lábrea";44071;0,10;249,66;45,35;13,40;5,06;0,01;5338566,57;5689687,22;11002634,68
"130250 Manacapuru";95330;3,06;288,11;38,37;4,01;25,57;5,92;18360018,30;9105450,43;27465468,73
"130255 Manaquiri";29327;1,79;247,46;50,65;2,54;1,29;3,97;3292425,86;3492531,27;7257258,60
"130260 Manaus";2094391;18,44;378,70;68,96;4,82;13,94;1,53;208753365,97;627401720,44;793136152,14
"130270 Manicoré";53890;3,66;295,47;47,24;6,98;4,48;7,62;7849204,05;7931152,68;15923014,45
"130280 Maraã";18477;0,82;404,38;41,65;0,00;9,69;0,45;3974641,42;3277122,63;7471755,50
"130290 Maués";61110;2,07;399,08;52,72;5,32;6,51;13,85;10559225,74;10933040,71;24387920,20
"130300 Nhamundá";20633;0,56;448,76;43,60;0,00;2,19;25,38;3210037,07;3396288,35;9259211,80
"130310 Nova Olinda do Norte";35800;1,64;340,09;26,04;1,86;5,57;8,16;6627429,44;5018993,52;12175279,29
"130320 Novo Airão";18133;3,80;382,58;58,41;0,00;5,96;16,28;2490367,94;4346190,42;6937285,02
"130330 Novo Aripuanã";24718;1,05;288,36;32,53;1,76;13,55;2,44;3225326,68;3882454,22;7127714,56
"130340 Parintins";112716;4,88;373,71;51,88;1,42;9,01;5,77;21870772,01;20147468,71;42123240,72
"130350 Pauini";19488;0,56;436,27;48,76;12,56;5,56;21,78;4056194,07;3308705,94;8502000,96
"130353 Presidente Figueiredo";33703;7,77;856,15;83,74;1,42;2,82;0,33;8821550,61;20675516,87;28854919,12
"130356 Rio Preto da Eva";31274;3,43;323,14;35,47;1,35;9,09;0,00;6059385,74;4046521,21;10105906,95
"130360 Santa Isabel do Rio Negro";23092;0,41;193,71;64,21;0,00;6,09;0,00;2580502,56;3356286,66;4473138,56
"130370 Santo Antônio do Içá";23378;1,49;391,04;63,90;3,27;8,60;0,75;5450658,30;4084140,36;9141812,99
"130380 São Gabriel da Cachoeira";43831;1,96;260,94;67,79;0,76;4,96;0,26;6545326,69;6605710,41;11437104,30
"130390 São Paulo de Olivença";37300;0,46;326,19;33,01;13,93;2,96;16,88;5498786,88;3901300,70;12166851,60
"130395 São Sebastião do Uatumã";13105;2,24;370,31;56,25;1,12;6,95;14,65;2546481,34;2470008,67;4852948,61
"130400 Silves";9147;3,22;436,40;58,91;0,00;4,16;0,00;1623077,12;2165259,74;3991778,20
"130410 Tapauá";18039;0,62;450,64;83,41;3,21;0,14;0,00;3204957,15;4062439,63;8129023,71
"130420 Tefé";62230;3,39;408,96;51,46;10,96;5,44;8,40;17339833,44;8109457,80;25449291,24
"130423 Tonantins";18632;1,53;467,76;50,49;8,76;2,32;0,04;4415418,08;4803263,09;8715267,30
"130426 Uarini";13276;0,81;393,20;69,58;0,00;1,14;0,00;2434099,69;2765944,68;5220119,73
"130430 Urucará";17065;1,45;469,25;18,07;6,90;41,88;9,66;3805496,56;4202274,69;8007771,25
"130440 Urucurituba";21650;0,29;340,23;78,56;0,00;0,96;12,43;2784988,11;3060805,50;7365909,42
"140005 Alto Alegre";16053;0,17;324,57;58,49;0,00;14,05;0,14;3916128,15;1423795,75;5210305,80
"140002 Amajari";11285;5,94;390,57;49,06;0,00;6,58;24,39;3016452,51;1520211,28;4407579,29
"140010 Boa Vista";326419;9,23;577,76;67,98;4,35;9,88;11,69;82800725,00;111233125,72;188592327,60
"140015 Bonfim";11843;4,77;470,41;67,27;0,00;5,39;11,01;3653294,43;1511882,02;5571090,26
"140017 Cantá";16516;7,75;460,18;68,14;0,00;5,69;0,00;2857246,05;1729014,15;7600327,50
"140020 Caracaraí";20537;5,09;418,34;56,42;1,29;9,70;22,12;4572296,56;2813884,13;8591548,65
"140023 Caroebe";9331;3,70;642,81;45,76;0,00;8,74;19,79;2906005,63;1278958,61;5998031,47
"140028 Iracema";10592;1,52;339,20;75,86;0,00;4,59;0,31;2364847,05;1330321,86;3592842,68
"140030 Mucajaí";16618;3,47;484,58;49,67;1,40;2,40;28,15;4213034,45;2614025,72;8052832,81
"140040 Normandia";10339;2,07;448,45;28,59;0,00;20,27;27,19;3077496,14;1290769,91;4636558,72
"140045 Pacaraima";12144;5,46;398,25;63,98;0,92;14,19;11,58;2787934,28;1808233,22;4836406,08
"140047 Rorainópolis";27756;2,57;303,27;59,54;0,00;3,50;6,25;6606865,51;2145623,43;8417428,77
"140050 São João da Baliza";7629;2,02;381,27;69,90;1,71;7,34;4,41;1883721,93;1355335,72;2908741,93
"140060 São Luiz";7503;4,56;421,69;59,53;1,07;6,18;14,86;1994227,56;1147180,84;3163920,71
"140070 Uiramutã";9664;0,70;347,88;46,92;3,35;9,01;19,72;2182566,89;1147435,36;3361954,75
"150010 Abaetetuba";151934;2,94;321,77;54,63;0,00;21,75;4,48;28167638,88;17280679,61;48887764,11
"150013 Abel Figueiredo";7179;2,06;676,31;100,00;0,00;0,00;0,00;2382604,36;2776952,76;4855246,48
"150020 Acará";54080;4,01;286,45;63,18;8,84;4,82;6,15;9440276,35;5616661,34;15491371,09
"150030 Afuá";37778;1,37;264,01;60,91;9,08;4,55;0,15;4562929,28;5356539,95;9973769,23
"150034 Água Azul do Norte";26497;3,35;440,38;54,18;7,56;21,68;1,56;6549368,82;4908581,66;11668730,95
"150040 Alenquer";54960;0,72;439,06;24,96;3,35;65,67;0,00;10582995,69;5500000,00;24130874,25
"150050 Almeirim";33282;3,80;402,04;45,79;3,62;3,04;1,45;7975765,31;6257764,29;13380574,10
"150060 Altamira";109938;14,98;487,84;38,33;0,00;10,03;1,77;24899527,03;30020001,23;53632509,37
"150070 Anajás";28012;0,41;318,08;51,27;7,49;5,71;11,70;3627785,27;3782284,44;8910069,71
"150080 Ananindeua";510834;9,36;395,47;55,23;0,27;29,28;0,24;143860986,52;41644766,07;202017217,70
"150085 Anapu";26271;18,09;455,76;50,35;2,27;4,05;7,66;5269526,20;7215845,35;11973153,93
"150090 Augusto Corrêa";44227;2,11;289,23;55,36;4,11;6,88;8,18;9670925,06;3648401,16;12791780,52
"150095 Aurora do Pará";29991;2,22;394,71;44,41;19,86;9,43;3,18;5288808,30;3020831,61;11837816,17
"150100 Aveiro";15950;0,00;276,51;51,79;2,43;6,40;9,21;2046701,81;1960107,00;4410407,00
"150110 Bagre";29065;1,27;217,24;32,20;0,00;5,20;7,43;2230905,45;3886523,25;6314212,56
"150120 Baião";44956;1,90;272,22;50,16;4,39;4,32;3,95;7571837,87;4348809,28;12238047,95
"150125 Bannach";3233;4,02;1323,47;55,68;20,25;10,69;7,00;2185459,60;1839949,00;4278790,74
"150130 Barcarena";118537;26,51;499,51;64,66;7,64;7,63;6,56;19018786,58;41433236,93;59210088,93
"150140 Belém";1446042;19,34;541,63;45,38;1,68;31,16;1,86;427471466,96;371644665,21;783217411,95
"150145 Belterra";17145;1,21;422,20;68,67;0,00;4,51;1,42;3368820,24;3362368,18;7238682,84
"150150 Benevides";59836;7,02;381,31;58,49;4,20;7,32;8,07;13078488,27;8622783,28;22816284,92
"150157 Bom Jesus do Tocantins";16375;3,37;547,36;51,80;7,81;20,11;0,00;6477464,80;2769474,54;8963050,22
"150160 Bonito";15563;1,66;438,49;7,31;0,00;2,21;0,00;3632175,99;3632175,99;6824230,68
"150170 Bragança";122881;3,39;203,49;67,05;0,00;11,21;8,42;23303422,56;10348228,72;25005131,70
"150172 Brasil Novo";14834;5,18;664,78;45,10;2,91;6,04;5,74;6737161,35;3163243,46;9861373,32
"150175 Brejo Grande do Araguaia";7206;3,96;535,23;35,64;5,05;2,11;8,94;2405318,40;1843170,32;3856882,35
"150178 Breu Branco";62737;5,03;331,79;51,46;0,15;17,54;3,71;12192980,86;6889459,54;20815369,58
"150180 Breves";99080;3,24;327,22;73,64;3,39;3,33;3,09;23058577,58;7850089,19;32420728,02
"150190 Bujaru";28016;0,60;258,32;42,48;12,01;0,00;0,34;3603428,22;2974612,42;7237059,24
"150200 Cachoeira do Arari";22786;1,97;338,09;60,02;6,85;0,61;10,82;4242092,01;3161622,03;7703694,78
"150195 Cachoeira do Piriá";32139;0,48;266,28;62,14;14,74;6,98;2,42;5232520,13;3812300,00;8557833,03
"150210 Cametá";132515;3,05;228,46;46,11;0,00;24,12;6,19;23258178,58;8559854,34;30273855,51
"150215 Canaã dos Carajás";34853;49,92;2321,91;60,86;0,00;10,20;1,67;7853993,79;74636856,48;80925663,77
"150220 Capanema";66759;5,79;606,89;28,51;1,56;23,21;0,80;28455985,57;8099100,39;40515244,73
"150230 Capitão Poço";52768;2,47;209,24;34,23;0,00;32,02;10,65;6552821,71;3450366,12;11041096,89
"150240 Castanhal";192571;8,27;542,63;46,44;0,00;39,34;2,53;71612482,63;27921426,83;104494105,17
"150250 Chaves";22821;0,26;257,22;66,69;3,14;8,38;3,16;6259396,14;2947424,53;5869983,04
"150260 Colares";11721;2,92;450,21;63,35;9,91;6,20;4,98;2501858,37;1912694,93;5276936,39
"150270 Conceição do Araguaia";46485;5,23;520,39;51,82;2,65;16,29;5,38;17453439,35;7376748,45;24190540,59
"150275 Concórdia do Pará";31884;3,59;311,26;51,60;4,04;8,56;5,87;5649107,02;4857426,55;9924175,22
"150276 Cumaru do Norte";12765;1,67;551,13;51,74;0,00;43,35;0,51;3070677,67;3927734,17;7035185,23
"150277 Curionópolis";17578;9,36;588,91;42,55;3,21;6,20;0,23;4407800,70;5665006,11;10351777,01
"150280 Curralinho";32881;0,13;325,30;44,26;6,74;1,21;10,02;6819317,95;3197959,95;10696191,51
"150285 Curuá";13783;0,28;291,67;71,96;8,12;4,01;7,28;1927924,30;1877140,83;4020070,21
"150290 Curuçá";38391;1,61;356,80;47,05;0,76;6,98;5,18;8887068,74;5157786,95;13698090,22
"150293 Dom Eliseu";57251;5,54;324,18;36,42;7,09;20,25;7,61;11638835,86;6731053,08;18559700,11
"150295 Eldorado dos Carajás";32780;1,82;333,61;49,76;0,00;27,65;1,05;6540827,02;4459547,00;10935610,63
"150300 Faro";7168;0,56;615,48;70,90;4,36;3,55;6,17;3101328,37;1887594,56;4411769,98
"150304 Floresta do Araguaia";19508;3,77;640,76;40,99;0,48;4,95;24,68;7088680,44;5849730,67;12499979,96
"150307 Garrafão do Norte";25345;0,44;435,89;67,09;2,23;7,81;7,24;5223400,67;4095842,69;11047750,81
"150309 Goianésia do Pará";38677;1,24;390,20;50,92;0,00;19,42;0,00;6869321,84;6869321,84;15091851,79
"150310 Gurupá";32049;2,86;259,53;31,42;0,56;15,39;8,62;6145348,53;8317000,00;8317787,60
"150320 Igarapé-Açu";37547;1,80;369,67;42,49;2,80;6,98;3,80;11200401,63;3832215,64;13879969,69
"150330 Igarapé-Miri";60675;2,96;318,89;50,77;15,64;9,84;2,24;14446856,78;6377006,90;19348347,75
"150340 Inhangapi";11224;1,63;476,45;53,73;0,00;8,46;0,52;2932250,78;1990601,23;5347639,75
"150345 Ipixuna do Pará";60433;6,18;256,71;49,64;0,00;6,37;9,04;9913364,37;5653139,57;15514055,92
"150350 Irituia";31664;1,98;401,75;43,09;4,72;3,67;11,83;8877337,87;4078710,29;12720938,21
"150360 Itaituba";98485;12,05;404,74;46,47;5,85;7,54;13,95;28450570,39;15276166,90;39860785,64
"150370 Itupiranga";51806;2,64;297,53;60,10;3,86;13,90;1,77;8768128,66;7372385,56;15413748,24
"150375 Jacareacanga";41487;26,97;346,30;37,49;0,94;9,05;8,56;3913166,47;10720820,90;14367054,64
"150380 Jacundá";56781;3,08;322,05;57,25;0,00;14,02;3,22;9828512,89;6051149,26;18286483,78
"150390 Juruti";55179;9,28;422,53;66,77;4,06;11,57;1,21;9096324,38;14337581,49;23314541,37
"150400 Limoeiro do Ajuru";27760;0,29;222,51;63,98;8,50;4,32;6,00;3347858,18;2829116,30;6176974,48
"150405 Mãe do Rio";29112;3,28;353,15;35,89;4,72;6,17;0,99;8058857,88;3358349,24;10280818,44
"150410 Magalhães Barata";8298;0,61;278,53;68,56;2,05;0,65;3,09;1752269,28;1388150,00;2311230,62
"150420 Marabá";266932;10,89;574,86;64,64;7,43;10,92;1,02;51311682,69;96045798,82;153448223,99
"150430 Maracanã";28668;0,71;355,03;59,21;5,39;3,38;7,69;6761262,65;3047756,70;10178014,33
"150442 Marituba";125435;6,74;365,68;49,69;0,00;14,65;1,72;32944851,87;13839430,02;45869483,66
"150445 Medicilândia";30315;2,90;354,54;50,63;1,98;3,20;4,62;7141552,83;4276134,70;10747999,03
"150450 Melgaço";26652;0,86;357,22;62,25;5,24;0,00;10,63;6651953,10;3449561,40;9520558,06
"150460 Mocajuba";29846;0,58;263,57;52,48;0,00;8,66;0,53;6898811,43;3103001,97;7866570,59
"150470 Moju";78629;3,65;247,74;56,56;12,98;15,11;3,44;10886204,58;8275801,71;19479647,02
"150475 Mojuí dos Campos";15548;2,43;334,40;49,07;3,21;14,58;10,51;2779126,38;3513045,77;5199262,50
"150480 Monte Alegre";56391;0,63;389,19;69,01;2,74;15,44;1,43;11508261,73;11442101,31;21946676,69
"150490 Muaná";38616;0,07;242,60;16,01;0,00;21,35;41,24;6573469,96;3041843,29;9368228,51
"150495 Nova Esperança do Piriá";20727;0,61;381,34;61,03;8,38;10,60;4,67;4267619,48;2919998,98;7903996,91
"150497 Nova Ipixuna";16032;2,59;468,82;39,80;0,00;7,57;2,40;5030341,16;2543718,09;7516082,14
"150500 Nova Timboteua";14791;0,38;303,51;68,48;1,70;6,18;0,28;2305126,88;2599589,23;4489281,85
"150503 Novo Progresso";25102;8,28;622,45;63,76;7,24;10,51;8,26;5244526,85;8061104,57;15624708,37
"150506 Novo Repartimento";72347;3,95;359,25;56,64;7,15;4,81;4,95;10396429,32;17101779,31;25990971,04
"150510 Óbidos";50596;1,41;297,13;53,52;0,00;16,43;4,13;8567784,92;6623558,00;15033370,88
"150520 Oeiras do Pará";31257;2,97;260,59;53,36;2,79;12,80;1,92;3053518,01;4569947,86;8145417,07
"150530 Oriximiná";70071;9,32;659,73;51,33;0,09;10,24;1,58;11074434,00;26496003,99;46228287,68
"150540 Ourém";17237;3,48;597,56;30,08;10,51;2,82;11,10;6067861,14;3230639,28;10300095,02
"150543 Ourilândia do Norte";31359;6,84;605,38;49,49;3,40;27,21;2,78;9073972,91;8058038,42;18984256,91
"150548 Pacajá";45596;4,90;376,95;52,70;0,00;12,97;9,49;10654760,37;6426059,70;17187432,52
"150549 Palestina do Pará";7404;2,50;716,14;32,12;0,00;5,62;20,69;3045478,00;2419985,11;5302286,04
