Indicadores Municipais
População1.1 %R.Líquida Total2.1 D.Total Saúde/Hab2.2 %D.Pessoal/D.Total2.3 %D.com Medicamentos2.4 %D.Serv.Terc/D.Total2.5 %D.Invest/D.TotalR.Transf.SUSD.R.PrópriosD.Total Saúde por Munic-BR
Período:2009
"Munic-BR";"População";"1.1_%R.Líquida_Total";"2.1_D.Total_Saúde/Hab";"2.2_%D.Pessoal/D.Total";"2.3_%D.com_Medicamentos";"2.4_%D.Serv.Terc/D.Total";"2.5_%D.Invest/D.Total";"R.Transf.SUS";"D.R.Próprios";"D.Total_Saúde"
"330050 Bom Jardim";26549;6,71;356,14;32,18;4,35;28,99;0,49;2566413,06;7195602,57;9455172,49
"330060 Bom Jesus do Itabapoana";35303;7,26;270,19;59,18;10,34;15,01;0,94;5512119,48;4928419,04;9538633,54
"330070 Cabo Frio";186004;15,25;442,07;77,91;2,79;7,73;0,42;12768743,59;43076501,93;82227083,66
"330080 Cachoeiras de Macacu";57300;20,55;491,86;36,19;6,57;11,57;0,45;5744048,49;20877516,43;28183450,67
"330090 Cambuci";14770;2,50;346,16;36,23;9,22;5,39;2,02;1685104,75;3490727,47;5112826,10
"330100 Campos dos Goytacazes";434008;5,95;694,89;58,52;7,25;9,92;1,44;20822375,35;271949078,21;301586734,78
"330110 Cantagalo";20540;8,58;473,97;57,23;3,21;9,76;2,18;2001748,55;6740750,09;9735417,78
"330093 Carapebus";11939;2,66;1146,06;66,72;2,84;18,99;0,01;869344,07;6798386,94;13682836,11
"330115 Cardoso Moreira";12481;2,26;450,70;53,44;7,51;26,72;0,00;1346357,67;4119072,50;5625140,12
"330120 Carmo";18024;3,29;593,45;46,18;4,74;13,92;1,66;4802465,39;5790642,36;10696297,98
"330130 Casimiro de Abreu";30572;12,64;714,35;78,68;3,56;8,53;0,36;4159142,83;20268171,88;21839251,51
"330095 Comendador Levy Gasparian";8839;10,15;629,11;48,96;3,54;15,72;4,08;1842932,13;3676149,48;5560686,98
"330140 Conceição de Macabu";20687;4,22;359,24;78,24;4,31;4,35;0,92;2175197,60;4909471,13;7431687,00
"330150 Cordeiro";19902;7,72;380,91;21,83;2,50;38,76;0,52;1605383,78;4785633,63;7580887,23
"330160 Duas Barras";10891;2,84;592,45;55,26;5,06;4,57;10,05;1932413,16;4194713,78;6452398,10
"330170 Duque de Caxias";872762;26,53;341,53;48,60;7,77;39,24;0,43;109198407,47;180392233,47;298078145,50
"330180 Engenheiro Paulo de Frontin";13214;3,65;503,67;47,13;17,47;19,96;1,04;4790170,25;5135083,15;6655550,44
"330185 Guapimirim";49748;11,36;353,11;47,11;12,05;10,89;1,08;4315046,65;8571864,76;17566510,81
"330187 Iguaba Grande";22947;13,56;464,43;69,46;4,22;6,26;8,05;2224805,62;7522395,22;10657285,02
"330190 Itaboraí";228996;19,36;238,39;51,52;3,37;35,01;0,45;36288115,02;22005509,45;54589740,78
"330200 Itaguaí";105633;41,11;445,54;72,19;2,41;8,90;2,76;15954358,60;29876098,94;47064113,22
"330205 Italva";14676;3,96;458,99;74,37;3,83;5,76;2,53;1469096,53;4461129,07;6736143,35
"330210 Itaocara";22452;6,46;412,32;45,72;10,50;8,24;5,36;3637398,71;4800677,84;9257330,38
"330220 Itaperuna";99454;8,66;743,72;12,84;6,62;62,58;0,23;61669681,25;12748774,28;73965815,62
"330225 Itatiaia";35577;13,79;327,32;68,18;1,44;11,47;1,03;3581392,09;9074218,68;11644933,53
"330227 Japeri";101690;5,26;183,23;65,21;6,04;5,99;5,26;5325984,80;15655924,48;18633041,19
"330230 Laje do Muriaé";7997;1,56;563,56;58,08;19,61;5,51;1,26;1572659,41;2753118,75;4506792,30
"330240 Macaé";194413;28,57;936,52;57,13;11,58;12,23;1,12;13754901,20;131048300,30;182070737,23
"330245 Macuco";5626;4,62;737,00;37,31;2,41;15,08;0,87;786594,66;3102204,77;4146342,43
"330250 Magé";244334;15,88;180,49;54,90;6,51;9,63;8,32;23179556,59;21186587,24;44099018,77
"330260 Mangaratiba";32533;25,84;712,50;70,64;4,40;6,34;1,91;2421651,68;20949758,26;23179908,10
"330270 Maricá";123492;23,78;208,53;31,13;1,58;53,16;0,81;7553234,10;17924816,32;25751556,10
"330280 Mendes";17880;3,61;432,70;39,44;6,91;14,29;9,59;3083590,45;4648841,14;7736664,97
"330285 Mesquita";190056;8,73;130,68;73,82;4,00;14,33;0,73;15412056,90;13830821,73;24836265,87
"330290 Miguel Pereira";25866;11,87;453,73;50,47;4,60;29,52;0,22;6201592,98;5943696,68;11736163,01
"330300 Miracema";26824;4,73;326,29;41,62;14,77;32,07;0,59;1808538,16;6599154,11;8752303,80
"330310 Natividade";15406;3,38;554,84;25,31;3,80;7,98;2,95;6494601,45;3325416,42;8547915,52
"330320 Nilópolis";159408;13,44;147,49;72,99;6,82;9,96;2,49;14432744,54;11760065,42;23511463,69
"330330 Niterói";479384;43,02;393,65;49,98;2,08;19,51;0,52;94790454,06;92896611,66;188709705,07
"330340 Nova Friburgo";178653;16,47;377,19;50,59;18,67;25,64;1,56;32083177,55;34734417,11;67386791,03
"330350 Nova Iguaçu";865089;16,29;214,09;13,20;6,03;46,96;2,28;147016403,94;38256563,52;185210557,02
"330360 Paracambi";45016;6,23;668,94;34,92;0,95;43,92;0,30;26539374,50;4913555,63;30113027,78
"330370 Paraíba do Sul";41679;9,78;323,52;35,27;3,76;33,45;6,72;8271321,38;6767287,70;13483803,83
"330380 Paraty";35730;9,95;755,67;40,02;9,33;28,71;6,69;0,00;13365427,34;27000267,43
"330385 Paty do Alferes";26196;6,25;366,62;58,78;5,26;15,84;1,14;3842946,20;5955761,62;9603848,12
"330390 Petrópolis";315119;19,93;421,41;48,65;1,70;42,50;0,39;68097320,76;69814645,72;132794265,57
"330395 Pinheiral";22382;8,78;487,82;64,17;3,44;16,06;2,18;4086118,28;6463998,99;10918385,74
"330400 Piraí";26114;9,31;905,22;46,23;3,79;13,26;1,54;5397867,14;17943315,68;23638972,79
"330410 Porciúncula";18444;6,28;426,15;42,39;5,54;40,82;1,94;3408769,27;4638381,67;7859895,76
"330411 Porto Real";16253;6,58;1351,74;45,89;4,58;21,18;20,75;3238066,25;21382476,37;21969793,28
"330412 Quatis";13137;3,30;541,07;22,34;0,99;70,61;0,19;5110208,29;2505360,44;7108092,28
"330414 Queimados";139378;11,35;131,94;87,30;2,42;4,90;0,96;6436763,60;14945138,94;18388983,64
"330415 Quissamã";19878;2,85;1814,12;41,60;3,46;45,34;1,19;3314859,97;11619169,37;36061076,86
"330420 Resende";130035;20,07;374,79;52,29;4,86;29,82;2,79;20416778,82;31691296,18;48736053,95
"330430 Rio Bonito";55051;22,78;350,08;35,37;2,20;31,43;2,85;5292800,96;12711785,04;19272296,92
"330440 Rio Claro";18366;5,76;513,10;70,80;2,40;6,62;6,35;2955508,02;5526609,26;9423515,79
"330450 Rio das Flores";8787;11,38;583,63;26,26;4,71;21,90;0,36;1597784,24;3730874,19;5128340,85
"330452 Rio das Ostras";96622;11,06;765,01;65,02;7,32;16,37;0,97;5381208,10;38207980,27;73917234,64
"330455 Rio de Janeiro";6186710;49,96;306,97;55,52;2,87;26,86;0,42;881613429,13;1158277554,75;1899125254,24
"330460 Santa Maria Madalena";10775;3,55;503,03;29,11;1,90;31,11;0,40;848112,36;4355256,54;5420162,54
"330470 Santo Antônio de Pádua";42405;7,20;300,65;49,27;12,92;24,21;2,88;4226424,41;7984220,84;12749059,90
"330480 São Fidélis";39256;4,35;189,56;44,15;2,98;27,03;1,86;2173905,20;5348538,91;7441520,74
"330475 São Francisco de Itabapoana";47832;4,56;255,16;59,57;5,24;17,52;3,87;3813761,03;8660766,05;12204861,20
"330490 São Gonçalo";991382;18,04;144,28;49,95;4,82;27,41;0,67;106647473,15;53319598,78;143040753,46
"330500 São João da Barra";30595;5,28;902,35;39,61;8,59;14,06;3,26;1917804,04;9527041,44;27607449,16
"330510 São João de Meriti";469827;17,36;152,99;43,73;5,31;36,49;2,47;47728978,12;22072613,71;71876718,78
"330513 São José de Ubá";7297;1,61;731,40;26,87;3,51;22,13;1,37;908869,17;4175340,43;5337007,20
"330515 São José do Vale do Rio Preto";20574;4,91;408,37;75,58;4,27;8,75;0,93;3098501,81;5628867,38;8401752,55
"330520 São Pedro da Aldeia";84866;15,76;246,54;67,33;1,84;10,44;3,82;8000552,80;12131936,30;20922967,75
"330530 São Sebastião do Alto";9052;3,09;867,64;41,16;1,66;5,32;4,69;1443305,44;5674970,47;7853850,26
"330540 Sapucaia";17356;27,05;507,03;68,83;9,33;6,55;3,01;2056107,50;7146708,71;8800017,45
"330550 Saquarema";69374;29,95;292,92;74,13;8,03;7,32;2,48;7465730,97;12835447,01;20320853,71
"330555 Seropédica";78819;11,85;256,21;54,44;8,83;21,67;1,57;9762826,49;11827796,88;20194169,24
"330560 Silva Jardim";22230;12,77;567,45;65,27;4,68;5,64;5,72;1995659,82;7984349,17;12614474,95
"330570 Sumidouro";15313;2,95;529,78;76,94;5,52;5,73;2,19;2410978,24;5205127,65;8112580,82
"330575 Tanguá";30531;7,18;275,02;54,48;0,00;27,82;1,85;3075394,65;5317437,25;8396560,05
"330580 Teresópolis";162075;19,93;301,85;27,09;3,02;55,90;0,15;30587943,89;20460652,68;48923081,39
"330590 Trajano de Moraes";9914;2,75;516,61;55,86;5,02;10,39;1,10;543687,53;3189134,34;5121677,29
"330600 Três Rios";76075;16,59;183,85;62,18;15,99;14,61;2,80;6127290,96;7938287,91;13986290,90
"330610 Valença";75819;10,05;335,96;38,04;0,21;43,29;1,51;12993791,12;11101832,80;25471936,50
"330615 Varre-Sai";8852;2,82;386,95;34,88;9,08;19,49;1,37;1346865,54;2248767,75;3425311,28
"330620 Vassouras";34259;4,11;573,33;35,60;6,20;55,80;0,94;15793432,34;4313128,32;19641795,93
"330630 Volta Redonda";261403;20,25;603,27;22,97;1,95;43,91;4,02;57188123,86;102743337,23;157697742,42
"350010 Adamantina";34424;10,84;383,65;23,66;7,65;63,61;1,02;7135971,84;6518275,45;13206890,99
"350020 Adolfo";3710;4,32;611,28;45,32;3,27;29,71;5,14;628816,11;1894182,44;2267859,81
"350030 Aguaí";32101;14,31;377,93;52,06;3,92;2,72;4,34;2713708,92;9570840,80;12131994,45
"350040 Águas da Prata";7734;18,54;363,52;70,25;4,97;13,21;0,39;466206,61;2437973,56;2811479,66
"350050 Águas de Lindóia";16341;32,12;440,61;41,65;3,38;23,40;1,04;830381,15;6247896,75;7200073,26
"350055 Águas de Santa Bárbara";5612;29,60;512,13;31,17;8,98;45,24;0,49;210840,41;2637905,03;2874083,98
"350060 Águas de São Pedro";2613;28,58;791,14;71,81;5,47;13,79;0,98;141028,61;1821282,11;2067253,20
"350070 Agudos";36188;7,60;348,83;38,34;21,20;5,34;1,58;1655932,74;10552493,56;12623280,16
"350075 Alambari";4391;11,30;383,94;58,57;6,33;14,35;2,80;192865,37;1468697,57;1685889,66
"350080 Alfredo Marcondes";4055;4,61;392,25;73,46;12,68;5,95;1,29;467089,70;1117282,95;1590562,62
"350090 Altair";3287;3,97;791,61;47,81;8,35;6,85;1,80;342527,81;2234379,00;2602030,10
"350100 Altinópolis";15554;7,64;569,74;22,98;2,91;4,53;0,67;2503200,99;6449577,03;8861720,23
"350110 Alto Alegre";4267;6,78;779,77;57,95;2,68;27,66;0,83;656126,75;2604875,36;3327284,73
"350115 Alumínio";16427;11,74;567,64;77,55;3,04;9,28;3,33;698556,67;9560858,94;9324607,61
"350120 Álvares Florence";3876;4,61;429,49;55,98;5,42;14,57;1,82;462912,72;1464304,94;1664721,84
"350130 Álvares Machado";23779;7,64;195,50;65,22;5,07;7,71;2,05;1834547,68;3182336,20;4648803,18
"350140 Álvaro de Carvalho";4984;2,79;464,14;31,41;26,59;15,05;0,20;430267,45;1844986,29;2313266,29
"350150 Alvinlândia";2869;2,57;624,54;47,08;11,52;5,06;4,16;364373,15;1410311,57;1791795,89
"350160 Americana";205229;22,68;458,00;64,88;4,49;17,48;2,70;26180959,48;54466916,79;93995333,64
"350170 Américo Brasiliense";33255;10,03;311,30;62,59;2,29;26,61;0,45;1672768,91;9151631,36;10352298,69
"350180 Américo de Campos";5488;5,68;417,39;59,18;0,44;11,32;1,05;260000,00;2030626,16;2290626,16
"350190 Amparo";65928;20,30;500,79;51,34;2,22;37,69;1,11;15257350,83;17698012,99;33016130,23
"350200 Analândia";4558;11,18;648,09;78,64;0,00;3,50;1,07;207455,41;2790276,30;2953990,45
"350210 Andradina";56593;15,74;234,43;60,30;0,93;9,65;3,23;3191890,53;10471416,24;13267320,12
"350220 Angatuba";23225;6,93;380,73;28,55;5,46;40,04;1,34;2975657,41;5885146,70;8842374,20
"350230 Anhembi";5766;10,02;539,84;47,53;4,28;32,99;1,71;287920,45;2863187,31;3112713,73
"350240 Anhumas";3947;2,38;473,18;54,09;12,29;9,99;9,16;431212,57;1384211,60;1867624,07
"350250 Aparecida";37629;14,12;211,68;20,15;0,22;53,22;3,00;2187536,53;5121306,15;7965289,76
"350260 Aparecida d'Oeste";4598;3,28;386,63;41,02;9,94;8,50;1,10;418311,54;1351160,87;1777705,73
"350270 Apiaí";25700;8,19;332,22;23,61;5,27;11,83;1,50;4580264,29;3862297,65;8537995,95
"350275 Araçariguama";13208;19,07;422,61;74,69;3,40;11,45;1,32;557519,19;5034936,27;5581871,54
"350280 Araçatuba";182204;24,73;341,56;45,01;2,93;41,79;1,13;23025690,13;40794007,71;62233162,07
"350290 Araçoiaba da Serra";26626;21,30;252,29;44,16;5,02;37,16;4,44;1501360,43;5335757,15;6717527,72
"350300 Aramina";5308;11,35;520,40;69,04;2,93;11,56;4,66;686472,89;2239771,33;2762277,43
"350310 Arandu";6212;11,95;500,20;65,89;9,81;12,16;0,69;558378,20;2097145,12;3107217,66
"350315 Arapeí";2582;31,88;881,30;47,36;4,55;15,57;0,34;286094,07;1971107,64;2275523,63
"350320 Araraquara";200666;22,79;506,15;54,23;2,88;33,26;1,12;34605442,68;60165250,54;101567495,80
"350330 Araras";114515;17,23;399,95;36,03;0,01;52,29;2,40;20467008,56;25649344,76;45800780,51
"350335 Arco-Íris";2010;1,92;784,92;40,01;9,42;10,73;6,83;367464,68;1167195,25;1577685,21
"350340 Arealva";7886;8,72;347,25;34,47;4,07;15,65;3,82;771834,06;1881212,17;2738440,20
"350350 Areias";3690;7,02;462,24;55,64;7,16;10,36;5,95;434803,15;1074640,56;1705680,06
"350360 Areiópolis";11157;3,02;295,01;27,37;3,02;9,42;3,06;1085020,49;2218726,07;3291436,16
"350370 Ariranha";8876;4,15;601,11;46,50;4,15;3,15;1,33;605718,51;4681944,95;5335496,46
"350380 Artur Nogueira";43499;14,82;308,87;54,88;1,11;5,21;1,62;3150750,61;9515434,42;13435741,33
"350390 Arujá";80922;30,54;243,37;35,59;1,36;51,49;8,25;3769673,62;16821188,05;19693743,62
"350395 Aspásia";1826;0,99;622,25;46,04;4,76;19,20;1,91;109527,38;1009997,34;1136234,86
"350400 Assis";98715;16,72;324,74;54,37;6,32;29,63;1,62;14434975,17;20721478,46;32056727,21
"350410 Atibaia";126757;33,63;286,13;46,36;2,85;39,93;1,88;8622043,00;28757302,52;36269289,88
"350420 Auriflama";14366;9,65;301,35;63,66;7,35;7,11;2,38;589649,60;3829479,01;4329251,34
"350430 Avaí";5170;6,76;350,63;61,03;12,01;11,71;3,01;218412,88;1475976,11;1812744,83
"350440 Avanhandava";12112;5,46;304,22;55,97;4,00;24,12;2,36;1221392,59;2202466,69;3684682,41
"350450 Avaré";84416;18,93;393,00;35,28;1,74;38,32;2,07;14176741,78;16495356,00;33175514,94
"350460 Bady Bassitt";14127;10,21;283,62;46,10;8,86;22,54;4,75;647898,69;3508501,83;4006757,54
"350470 Balbinos";4697;1,70;273,40;47,38;10,80;9,88;0,82;171699,49;1088176,42;1284161,63
"350480 Bálsamo";8227;5,12;305,91;63,18;10,24;9,27;3,24;451109,26;2198935,16;2516749,60
"350490 Bananal";10822;7,59;489,98;60,83;5,03;10,98;0,12;1793072,99;2576687,45;5302513,28
"350500 Barão de Antonina";2835;2,38;581,35;38,52;8,95;22,06;10,57;378403,40;1269710,80;1648114,20
"350510 Barbosa";6944;4,29;378,72;63,05;5,87;10,93;4,53;316217,98;2163576,82;2629832,85
"350520 Bariri";33267;14,48;313,42;38,91;13,89;14,43;3,30;1931928,01;8538211,97;10426611,11
"350530 Barra Bonita";36214;15,90;275,10;50,12;3,24;8,16;1,55;900752,26;9279439,90;9962536,49
"350535 Barra do Chapéu";5358;1,97;339,73;26,13;4,43;7,61;2,61;538046,64;1192219,54;1820295,48
"350540 Barra do Turvo";7699;15,08;647,37;77,10;3,63;6,02;0,65;1110368,56;3554553,74;4984065,20
"350550 Barretos";113618;20,94;448,81;36,44;5,93;48,94;0,94;25766710,10;22082198,89;50993081,45
"350560 Barrinha";27169;4,64;240,43;35,01;1,46;35,47;1,29;2527314,63;3773474,10;6532131,07
"350570 Barueri";270173;40,12;911,34;30,17;3,53;59,36;1,28;24747425,74;226938627,51;246219255,87
"350580 Bastos";21380;7,18;347,66;64,95;2,04;19,20;1,33;2704709,79;4799346,35;7432953,94
"350590 Batatais";56476;13,13;386,30;53,49;2,76;20,92;1,87;9127957,70;12056314,39;21816459,04
"350600 Bauru";359429;19,18;222,55;70,49;3,77;11,05;1,27;17893966,29;63172954,89;79991408,96
"350610 Bebedouro";77630;15,50;342,58;61,95;2,41;16,08;1,52;11161868,25;14284808,35;26594225,90
"350620 Bento de Abreu";2982;6,85;701,19;67,40;6,81;6,22;4,76;266690,02;1974127,41;2090942,22
"350630 Bernardino de Campos";10776;9,90;354,77;22,83;7,60;16,18;2,33;856455,86;2936265,40;3823013,50
"350635 Bertioga";44233;45,41;700,03;60,22;1,36;17,92;1,52;4587717,44;28294095,79;30964377,61
"350640 Bilac";7494;8,23;330,20;54,82;5,18;10,13;1,10;707949,52;1843586,62;2474548,37
"350650 Birigui";110911;18,88;213,94;45,89;5,39;11,43;3,45;3713814,98;20396815,99;23728004,93
"350660 Biritiba-Mirim";29650;8,07;263,46;41,97;0,46;8,53;11,63;2478671,51;5116019,86;7811575,39
"350670 Boa Esperança do Sul";13953;4,15;345,45;39,69;6,99;27,41;3,21;950540,71;3742642,50;4820126,34
"350680 Bocaina";11028;9,11;385,20;51,56;14,27;10,42;0,18;1082288,33;2973364,38;4247993,18
"350690 Bofete";9375;14,72;333,57;56,68;2,81;9,88;1,03;425221,45;2612754,94;3127264,54
"350700 Boituva";44906;18,37;340,23;37,04;6,99;22,67;3,41;3230127,34;12048176,21;15278303,55
"350710 Bom Jesus dos Perdões";17993;13,23;357,84;60,78;3,11;16,28;2,91;1090489,91;4574372,97;6438619,96
"350715 Bom Sucesso de Itararé";3968;2,11;384,27;23,59;7,58;13,89;0,50;415660,20;1093571,20;1524779,52
"350720 Borá";837;5,14;1326,94;39,17;11,85;15,07;15,48;86642,62;1043294,72;1110649,89
"350730 Boracéia";4439;3,59;513,39;57,26;9,52;4,84;0,71;366833,83;1912104,53;2278938,36
"350740 Borborema";14485;10,06;413,15;53,25;5,45;23,65;0,62;1329699,88;4543014,89;5984415,50
"350745 Borebi";2349;3,53;708,86;43,58;7,79;9,19;2,50;392313,16;1272788,87;1665102,03
"350750 Botucatu";130348;18,80;200,39;34,54;0,55;14,32;1,75;5486407,21;20406402,88;26120579,21
"350760 Bragança Paulista";145894;29,84;317,22;38,85;3,50;46,45;5,70;12901138,90;31544338,73;46280708,27
"350770 Braúna";5043;4,43;423,64;67,09;2,31;13,69;1,76;493460,15;1548740,42;2136429,55
"350775 Brejo Alegre";2573;4,70;748,47;42,60;4,10;10,52;7,04;443907,78;987602,96;1925806,54
"350780 Brodowski";20485;10,74;368,94;57,27;6,21;24,59;3,16;1338968,87;5442195,79;7557768,36
"350790 Brotas";22631;19,09;324,62;55,91;1,87;18,86;0,62;761611,74;6448624,47;7346488,14
"350800 Buri";18146;6,39;322,17;72,97;2,82;10,30;2,12;2211597,09;3600537,14;5846117,36
"350810 Buritama";15636;6,42;575,92;32,47;4,16;5,97;1,72;4257924,01;5454138,69;9005112,38
"350820 Buritizal";4096;6,28;726,84;47,15;10,59;12,36;2,15;368275,10;2527936,31;2977134,06
"350830 Cabrália Paulista";4369;2,92;486,29;42,46;3,65;5,51;5,77;387051,61;1826957,13;2124602,58
"350840 Cabreúva";42700;16,17;372,74;46,93;4,39;27,07;1,56;2236321,58;12951266,88;15916113,80
"350850 Caçapava";85181;17,39;447,54;43,13;3,67;29,88;2,69;10866671,47;25039382,97;38122205,12
"350860 Cachoeira Paulista";34666;16,98;334,50;16,47;1,56;3,31;2,40;4263195,45;7988937,32;11595719,82
"350870 Caconde";19304;6,54;204,48;45,18;9,68;15,94;0,42;676613,19;3326292,82;3947334,05
"350880 Cafelândia";16778;8,17;300,11;46,00;4,95;6,96;3,07;1086413,94;3370617,63;5035168,84
"350890 Caiabu";4131;2,32;441,05;67,28;0,77;3,07;1,78;417995,84;1401266,46;1821991,35
"350900 Caieiras";88212;30,94;219,87;68,55;9,57;17,73;1,04;5304335,90;13604361,61;19394980,77
"350910 Caiuá";5447;8,29;465,09;59,64;1,77;8,32;1,47;796753,65;1948551,41;2533350,22
"350920 Cajamar";63675;23,59;555,91;26,09;1,06;65,19;0,62;9191464,57;21698492,08;35397543,05
"350925 Cajati";28936;12,57;452,37;69,33;2,55;8,31;6,06;2786766,40;9446882,48;13089679,06
"350930 Cajobi";10009;4,26;385,44;49,92;2,58;35,58;1,35;1316034,48;2416617,49;3857879,84
"350940 Cajuru";24313;6,06;422,95;47,72;4,17;4,38;5,33;3500346,75;6206517,61;10283274,29
"350945 Campina do Monte Alegre";5560;9,76;405,22;37,51;2,78;6,56;0,18;570212,47;1678829,98;2252999,28
"350950 Campinas";1064669;42,50;613,48;48,51;3,26;39,62;2,44;186786128,78;425724272,47;653155748,89
"350960 Campo Limpo Paulista";74863;18,45;290,55;39,50;3,86;39,55;12,17;6667911,63;15715977,90;21751193,07
"350970 Campos do Jordão";46505;32,25;379,17;15,13;1,48;73,31;2,48;3824882,03;12798212,29;17633386,07
"350980 Campos Novos Paulista";5014;5,53;453,36;45,53;14,18;17,89;1,50;547477,16;1629184,42;2273142,51
"350990 Cananéia";12374;15,94;450,71;79,44;2,36;6,33;1,35;1553506,84;3617478,77;5577038,70
"350995 Canas";4765;9,61;323,46;59,38;5,85;6,56;4,93;375990,31;1139446,61;1541278,31
"351000 Cândido Mota";30776;9,60;336,63;38,65;5,95;38,57;0,65;3717685,24;6892893,32;10360209,09
"351010 Cândido Rodrigues";2770;3,85;709,36;46,36;12,11;12,84;17,56;699073,57;1129840,49;1964940,94
"351015 Canitar";4743;6,44;348,26;44,56;5,07;27,17;1,89;388622,57;1225957,82;1651779,56
"351020 Capão Bonito";46338;12,33;308,06;30,65;1,15;6,99;0,42;6618370,00;8223957,00;14275016,00
"351030 Capela do Alto";17232;8,89;243,16;58,69;3,74;25,54;0,33;776856,32;3119041,19;4190113,77
"351040 Capivari";46331;13,11;358,67;42,84;4,11;31,75;1,59;6965056,21;9638491,24;16617757,74
"351050 Caraguatatuba";96125;42,25;440,19;26,56;3,61;6,63;3,67;10417462,59;32498200,19;42313113,63
"351060 Carapicuíba";392701;19,12;151,28;76,89;3,59;7,87;0,21;17149339,00;38641955,00;59407052,00
"351070 Cardoso";11624;5,14;284,49;59,00;8,95;13,10;3,40;667020,61;2641784,21;3306925,20
"351080 Casa Branca";28189;18,00;280,99;49,93;2,61;33,01;2,83;1559413,94;6435979,64;7920707,98
"351100 Castilho";16165;6,25;631,63;41,60;7,16;24,90;0,94;1225173,80;9335915,76;10210330,06
"351110 Catanduva";114812;25,29;319,55;36,22;5,14;43,02;5,41;14532645,51;23280728,52;36687772,39
"351120 Catiguá";7250;8,01;250,02;56,84;10,11;10,62;2,03;282901,46;1496871,89;1812614,17
"351130 Cedral";8258;11,52;299,71;68,76;3,98;11,80;2,07;316561,60;2087203,65;2475015,63
"351140 Cerqueira César";17337;12,39;313,37;42,87;6,03;10,58;4,00;1211858,04;4043340,31;5432967,84
"351150 Cerquilho";38199;9,50;381,29;21,59;3,97;48,69;6,59;3680219,97;10738078,81;14564964,62
"351160 Cesário Lange";14979;8,46;265,99;34,81;6,58;35,08;0,12;1138790,88;2775212,96;3984315,68
"351170 Charqueada";15423;10,07;277,85;23,35;13,35;31,76;0,89;1106998,75;3238441,41;4285355,11
"355720 Chavantes";12688;7,77;269,10;52,78;2,41;9,21;0,45;418269,88;3114707,01;3414315,20
"351190 Clementina";6582;6,62;434,46;20,05;0,75;6,36;3,62;677046,11;2198774,31;2859637,03
"351200 Colina";17745;9,02;376,63;39,39;5,27;40,06;1,51;1621638,47;4840080,33;6683358,14
"351210 Colômbia";6345;4,61;916,38;53,16;7,21;5,67;5,70;1095255,44;4706737,12;5814448,61
"351220 Conchal";24485;14,52;402,71;44,37;3,51;28,51;1,60;3303823,93;6633120,12;9860285,67
"351230 Conchas";16274;10,22;391,37;45,86;1,55;22,59;0,89;2114586,25;4396859,47;6369132,69
"351240 Cordeirópolis";20720;13,13;657,79;64,94;7,09;14,89;0,72;1902757,36;11451429,85;13629371,96
"351250 Coroados";5250;5,86;459,50;67,63;7,67;7,50;1,27;509140,60;1901496,96;2412374,61
"351260 Coronel Macedo";5343;1,99;380,61;58,95;7,72;14,73;0,41;307384,77;1715479,34;2033600,03
"351270 Corumbataí";4138;13,66;674,76;47,31;0,00;11,58;0,35;158399,27;2524085,05;2792170,69
"351280 Cosmópolis";59297;14,60;312,05;62,88;2,77;17,57;0,99;5179577,83;13099151,12;18503499,54
"351290 Cosmorama";7033;7,29;348,01;55,01;6,53;20,24;0,00;469387,52;1879669,05;2447531,48
"351300 Cotia";182045;31,90;306,99;60,20;5,39;14,61;5,07;8892574,20;44085130,66;55885621,66
"351310 Cravinhos";30849;20,07;285,48;52,30;9,88;13,01;0,78;1455457,79;7466031,12;8806775,93
"351320 Cristais Paulista";7436;4,04;322,06;67,37;6,26;11,25;4,88;368765,73;2028171,91;2394833,47
"351330 Cruzália";2356;2,87;810,87;35,49;1,95;18,40;12,83;487829,21;1469768,21;1910408,27
"351340 Cruzeiro";79957;13,34;305,86;47,82;0,35;39,45;0,62;10408780,53;14307300,53;24455597,14
"351350 Cubatão";129582;27,73;893,83;50,50;0,12;48,26;0,11;19186847,21;91879247,20;115824100,09
"351360 Cunha";23735;4,15;190,43;39,08;4,87;19,52;2,28;1634408,89;3023110,78;4519965,24
"351370 Descalvado";30867;10,36;419,37;37,25;11,93;25,48;2,31;2493772,14;10449149,24;12944711,43
"351380 Diadema";397738;28,54;553,81;60,02;0,17;21,66;0,83;58061369,39;147714202,97;220269296,90
"351385 Dirce Reis";1623;1,75;882,91;62,29;4,17;4,34;7,92;386795,38;1125212,12;1432964,29
"351390 Divinolândia";11343;6,45;211,06;64,22;6,79;7,41;6,54;455598,78;1935276,24;2394068,61
"351400 Dobrada";8214;7,44;270,25;66,24;8,96;5,79;1,29;531874,60;1899459,18;2219853,92
"351410 Dois Córregos";26040;11,61;280,38;37,63;6,83;21,59;4,99;1631523,01;5570321,48;7301181,55
"351420 Dolcinópolis";2272;1,59;595,90;53,97;10,20;17,79;0,53;335578,07;1086885,89;1353874,37
"351430 Dourado";9131;9,33;337,16;39,33;4,91;42,30;4,16;993535,52;2168347,04;3078565,34
"351440 Dracena";44309;16,25;408,09;37,82;2,31;46,64;1,00;9304931,34;9532683,41;18082240,69
"351450 Duartina";12796;18,08;277,77;50,55;6,43;3,70;2,33;788760,94;2722905,95;3554336,12
"351460 Dumont";8346;7,57;303,77;45,98;0,99;20,30;0,21;617012,07;1871037,78;2535276,23
