Indicadores Municipais
População1.1 %R.Líquida Total2.1 D.Total Saúde/Hab2.2 %D.Pessoal/D.Total2.3 %D.com Medicamentos2.4 %D.Serv.Terc/D.Total2.5 %D.Invest/D.TotalR.Transf.SUSD.R.PrópriosD.Total Saúde por Munic-BR
Período:2017
"Munic-BR";"População";"1.1_%R.Líquida_Total";"2.1_D.Total_Saúde/Hab";"2.2_%D.Pessoal/D.Total";"2.3_%D.com_Medicamentos";"2.4_%D.Serv.Terc/D.Total";"2.5_%D.Invest/D.Total";"R.Transf.SUS";"D.R.Próprios";"D.Total_Saúde"
"251276 Riachão do Poço";4519;6,31;581,29;67,70;1,37;6,02;3,27;1013552,43;1587633,20;2626848,24
"251278 Riacho de Santo Antônio";1985;1,27;1220,77;56,66;0,00;5,38;0,27;1227554,07;1518794,55;2423237,68
"251280 Riacho dos Cavalos";8609;2,31;516,07;47,73;9,93;6,44;0,16;2088796,81;1928563,22;4442862,00
"251290 Rio Tinto";24154;3,01;484,56;74,62;0,00;2,44;3,14;5740101,85;5526588,86;11704047,08
"251300 Salgadinho";3980;1,43;634,23;43,16;0,01;9,33;6,25;1033629,68;1755515,03;2524217,56
"251310 Salgado de São Félix";12145;3,20;473,82;56,00;1,30;6,34;5,26;3317624,34;2396073,37;5754587,77
"251315 Santa Cecília";6557;1,02;559,65;49,78;0,00;9,58;1,35;1278777,11;2388611,82;3669624,51
"251320 Santa Cruz";6585;2,09;646,48;61,30;0,17;8,23;3,47;2158034,78;2230337,33;4257096,33
"251330 Santa Helena";5887;3,62;572,88;54,70;6,24;10,40;3,23;1863208,23;1925929,21;3372558,83
"251335 Santa Inês";3596;1,16;827,51;46,83;3,01;8,41;14,99;1430328,91;1695345,36;2975713,89
"251340 Santa Luzia";15401;7,66;639,84;80,58;0,01;4,80;0,87;5198049,49;4656173,42;9854222,91
"251370 Santa Rita";136851;6,02;395,58;62,29;3,69;5,89;0,88;25385780,73;28565125,09;54135473,52
"251380 Santa Teresinha";4573;1,82;817,56;58,66;0,09;6,88;5,46;1970797,85;1717826,25;3738707,27
"251350 Santana de Mangueira";5159;1,17;578,51;57,21;8,08;2,73;0,78;1609818,80;1461075,99;2984521,30
"251360 Santana dos Garrotes";7024;1,33;635,45;57,74;0,00;6,20;12,48;2165517,71;2176003,51;4463386,18
"251385 Santo André";2519;1,48;1080,96;48,38;1,93;11,68;12,89;765505,61;1765434,78;2722941,61
"251392 São Bentinho";4540;1,16;634,01;65,76;0,17;6,61;8,79;935542,09;1653979,61;2878389,63
"251390 São Bento";34215;4,09;698,83;49,79;2,79;4,22;3,18;13594931,90;8000000,00;23910345,54
"251396 São Domingos";3120;1,49;853,64;55,28;6,29;7,45;9,71;1175319,92;1741355,96;2663353,49
"251394 São Domingos do Cariri";2601;2,13;1123,15;54,17;17,97;7,28;11,87;460072,04;2192598,74;2921309,38
"251398 São Francisco";3363;1,31;987,32;57,11;7,71;12,78;4,93;1683897,18;2251435,04;3320372,07
"251400 São João do Cariri";4296;1,42;887,45;55,15;6,96;8,74;9,69;1300213,06;2529376,54;3812500,06
"250070 São João do Rio do Peixe";17940;2,90;455,65;64,24;1,04;4,02;0,31;4666733,75;3924168,52;8174338,79
"251410 São João do Tigre";4423;1,43;637,76;51,18;0,19;11,84;5,94;1304013,35;1526792,40;2820813,92
"251420 São José da Lagoa Tapada";7679;1,50;517,72;55,95;0,74;12,66;4,80;1723206,27;2223784,85;3975583,91
"251430 São José de Caiana";6279;1,81;551,31;69,42;0,00;5,66;6,90;1384509,65;2023585,90;3461686,19
"251440 São José de Espinharas";4635;1,61;789,93;61,99;5,27;7,84;9,00;1499666,57;2379360,62;3661320,37
"251450 São José de Piranhas";20163;6,98;424,75;55,98;0,00;8,35;8,16;5371485,76;3450426,09;8564230,75
"251455 São José de Princesa";3842;1,33;644,48;38,81;0,12;20,01;0,50;1098996,78;1359851,95;2476075,97
"251460 São José do Bonfim";3566;3,17;856,67;36,37;16,68;11,90;2,78;720691,44;2022632,61;3054902,19
"251465 São José do Brejo do Cruz";1806;1,56;1277,84;62,34;8,78;5,72;3,88;364167,16;1721817,18;2307773,16
"251470 São José do Sabugi";4145;14,76;904,24;44,45;11,23;10,69;11,02;1526809,40;2799210,98;3748091,46
"251480 São José dos Cordeiros";3711;1,53;852,16;43,87;6,49;6,08;6,11;1029240,27;2038013,99;3162372,60
"251445 São José dos Ramos";5969;5,02;603,49;67,09;5,06;4,62;2,07;1854859,50;1914167,40;3602242,76
"251490 São Mamede";7721;2,72;634,57;63,15;2,98;6,23;7,27;2342011,49;2174256,64;4899508,73
"251500 São Miguel de Taipu";7180;1,84;386,55;62,56;7,23;5,84;0,40;1180005,67;1801910,40;2775445,32
"251510 São Sebastião de Lagoa de Roça";11845;1,58;449,46;82,07;2,69;2,58;3,13;3536182,56;2125900,00;5323870,68
"251520 São Sebastião do Umbuzeiro";3496;1,14;1006,72;35,52;0,01;8,92;7,87;1199838,60;1363603,65;3519484,06
"251530 Sapé";52697;3,96;465,03;75,36;0,00;5,30;5,95;14600282,17;8859385,50;24505674,26
"251540 Seridó";11084;0,45;496,38;66,77;0,01;10,13;3,49;2991319,74;2451568,73;5501871,32
"251550 Serra Branca";13707;2,74;614,51;60,84;0,19;4,26;3,55;3661458,18;3940673,65;8423059,67
"251560 Serra da Raiz";3121;0,92;864,55;61,56;3,83;7,79;10,74;1130241,94;1661398,73;2698263,14
"251570 Serra Grande";3100;1,59;1095,55;53,88;3,33;10,12;9,80;1292553,75;2274436,37;3396196,77
"251580 Serra Redonda";7020;1,19;497,70;69,89;4,28;9,32;0,68;1195094,21;1882435,64;3493836,02
"251590 Serraria";6093;1,56;630,30;60,53;6,92;3,92;6,79;2196957,11;1732100,85;3840393,96
"251593 Sertãozinho";5044;0,82;586,68;63,80;7,98;5,33;0,20;1400313,01;1692004,52;2959229,51
"251597 Sobrado";7795;3,40;605,25;54,31;1,24;3,74;23,14;1493668,08;1937585,00;4717923,64
"251600 Solânea";26376;3,22;394,28;75,17;0,58;5,96;1,31;5782678,37;4848063,85;10399457,15
"251610 Soledade";14987;2,55;639,36;74,85;3,42;7,11;1,10;5180233,53;3369513,48;9582070,39
"251615 Sossêgo";3567;0,93;783,40;57,67;6,35;6,80;4,32;1415979,52;1642838,00;2794394,27
"251620 Sousa";69554;5,89;653,99;65,92;4,82;16,62;1,72;30939459,01;9086896,54;45487423,00
"251630 Sumé";16957;3,58;901,23;48,91;9,20;24,73;1,38;9880822,53;3189077,86;15282189,16
"251640 Tacima";10967;1,76;417,89;63,25;4,15;4,86;5,18;2484726,68;2009493,75;4583051,28
"251650 Taperoá";15276;2,71;470,06;61,96;5,49;10,45;5,01;3831390,33;2996325,43;7180703,02
"251660 Tavares";14661;2,61;482,36;59,24;2,32;7,18;1,69;6513496,59;2413186,74;7071827,04
"251670 Teixeira";15191;2,25;485,10;69,23;2,86;10,06;2,55;3613057,44;3540456,49;7369203,82
"251675 Tenório";3066;1,05;917,60;47,52;11,12;9,76;5,97;1232821,16;1444189,72;2813373,86
"251680 Triunfo";9482;1,57;350,05;64,40;6,17;7,88;0,24;2295496,12;1473257,47;3319158,91
"251690 Uiraúna";15382;2,98;579,91;65,16;4,19;4,95;7,53;5496361,91;3132409,29;8920181,99
"251700 Umbuzeiro";9913;2,91;470,82;63,90;0,00;5,09;2,89;3132942,60;1714229,09;4667229,86
"251710 Várzea";2820;1,45;821,12;61,76;6,39;16,31;1,38;616115,57;1665763,65;2315560,09
"251720 Vieirópolis";5358;1,48;592,51;54,44;7,41;8,00;8,16;1270023,04;1915027,19;3174660,09
"250550 Vista Serrana";3808;2,18;1004,58;44,29;13,29;6,83;21,47;1948939,56;2458677,81;3825439,23
"251740 Zabelê";2245;1,22;1186,23;50,47;6,15;9,63;1,09;917394,56;1952901,44;2663093,50
"260005 Abreu e Lima";99364;7,37;482,00;53,35;5,01;23,25;3,35;20604885,79;27246550,41;47893817,10
"260010 Afogados da Ingazeira";37017;6,42;485,09;28,72;2,68;25,85;15,23;12001369,38;5792523,65;17956747,41
"260020 Afrânio";19411;1,55;618,38;60,20;0,00;9,79;1,38;4928648,04;7269047,62;12003356,94
"260030 Agrestina";24644;4,06;660,41;19,90;2,09;52,21;8,05;9327620,26;4349538,05;16275077,12
"260040 Água Preta";36371;2,18;432,54;65,42;7,68;10,91;2,73;10690522,60;4834866,74;15731843,59
"260050 Águas Belas";43087;3,12;342,41;48,97;2,14;14,81;8,45;9480219,25;5008637,33;14753217,76
"260060 Alagoinha";14517;2,38;523,46;67,26;0,00;5,42;6,34;3713763,77;3735860,05;7599057,03
"260070 Aliança";38267;2,69;354,37;71,00;3,19;8,98;3,34;6380886,20;6982478,67;13560601,16
"260080 Altinho";22896;2,64;419,12;76,87;2,30;3,81;0,88;4244954,33;4471275,39;9596184,85
"260090 Amaraji";22726;2,10;436,91;76,01;0,00;4,58;2,12;4635419,74;4127547,71;9929190,84
"260100 Angelim";11045;1,66;521,39;72,42;2,80;6,01;2,57;2928152,96;4602774,70;5758697,53
"260105 Araçoiaba";20268;4,33;490,59;49,40;0,01;23,35;6,76;4083463,20;6607785,49;9943285,89
"260110 Araripina";83757;4,11;385,23;48,92;1,45;36,40;0,74;21019661,09;15518000,45;32265819,87
"260120 Arcoverde";73667;7,68;433,52;35,95;2,47;18,79;4,62;21582378,37;10670921,73;31936424,29
"260130 Barra de Guabiraba";14224;1,73;587,68;63,50;0,02;6,55;7,52;3898708,20;4807021,97;8359196,18
"260140 Barreiros";42438;3,50;645,61;51,90;20,21;13,60;5,47;21497876,79;5902812,62;27398528,66
"260150 Belém de Maria";11992;3,33;452,56;27,90;0,99;48,33;7,43;3121304,06;2239113,79;5427104,68
"260160 Belém do São Francisco";20670;1,34;519,50;69,40;0,19;12,11;2,63;4105449,85;8012511,38;10738086,69
"260170 Belo Jardim";75986;6,05;431,49;72,29;2,20;9,44;3,87;15215470,57;15870737,39;32787075,53
"260180 Betânia";12637;2,20;461,41;66,78;0,59;8,73;4,77;3383597,36;2555523,92;5830867,54
"260190 Bezerros";60549;4,41;556,70;51,57;0,94;28,26;1,14;22520383,41;6790306,70;33707770,58
"260200 Bodocó";37816;2,16;331,84;37,96;5,69;10,50;3,01;7315970,11;5475062,41;12548832,94
"260210 Bom Conselho";48214;3,09;549,44;45,42;7,88;15,88;5,89;10689677,55;12705658,95;26490493,37
"260220 Bom Jardim";39025;2,52;444,66;56,95;3,68;11,31;5,53;6149164,05;7862182,36;17352849,61
"260230 Bonito";38044;4,17;363,70;70,29;5,36;5,14;1,79;7115065,06;6572510,74;13836507,72
"260240 Brejão";8973;0,99;730,05;59,20;17,80;11,32;8,42;3829463,32;2298787,63;6550696,85
"260250 Brejinho";7465;2,04;534,81;59,46;1,50;16,54;6,94;1864852,30;2153951,22;3992325,30
"260260 Brejo da Madre de Deus";50138;3,56;387,43;71,03;2,62;9,79;3,58;9304576,21;7598432,63;19425025,49
"260270 Buenos Aires";13085;1,81;519,62;60,25;7,29;12,52;5,82;3015788,53;4723315,00;6799197,47
"260280 Buíque";57696;3,45;266,32;47,96;1,98;17,67;9,02;7622514,51;8399545,71;15365545,94
"260290 Cabo de Santo Agostinho";204653;12,48;617,86;73,84;0,01;16,33;1,38;30917175,08;98070701,60;126446923,45
"260300 Cabrobó";33856;5,41;487,44;69,31;2,46;3,45;2,98;7546027,64;9922113,12;16502785,85
"260310 Cachoeirinha";20209;2,84;485,22;55,16;5,34;23,71;4,87;5233188,37;5401285,16;9805854,48
"260320 Caetés";28500;2,29;442,39;65,09;1,22;5,07;11,09;6730552,12;4669751,50;12608060,90
"260330 Calçado";11055;1,09;582,22;44,84;5,22;13,76;10,18;3188038,06;2180175,30;6436487,31
"260340 Calumbi";5736;1,85;601,62;0,00;0,00;0,00;0,00;1528793,79;2159701,42;3450874,86
"260345 Camaragibe";156361;9,11;523,26;73,65;9,28;9,09;0,96;47928534,45;38105484,24;81817258,61
"260350 Camocim de São Félix";18583;2,63;436,87;58,57;2,93;9,01;8,01;3527094,00;4516266,84;8118319,77
"260360 Camutanga";8493;3,33;721,64;56,23;2,82;4,86;0,50;1992653,95;4115951,80;6128921,48
"260370 Canhotinho";24762;2,27;567,05;58,14;0,93;3,98;10,95;7058827,57;5328334,79;14041379,99
"260380 Capoeiras";19991;1,02;440,08;63,54;0,72;14,01;3,06;5467207,80;3929904,71;8797554,77
"260390 Carnaíba";19440;3,41;440,47;51,75;1,89;6,07;7,46;5191133,37;4545627,07;8562692,75
"260392 Carnaubeira da Penha";12805;2,68;442,42;60,77;8,47;6,14;3,69;1190201,31;3842721,81;5665231,27
"260400 Carpina";82685;6,80;318,31;66,02;9,68;7,20;4,58;13823281,57;13976461,13;26319078,09
"260410 Caruaru";356128;16,71;474,96;79,02;4,15;6,39;1,95;80348001,18;93991500,24;169147918,56
"260415 Casinhas";14274;1,88;546,09;68,90;2,32;9,53;6,26;3547432,18;4276165,17;7794947,26
"260420 Catende";42343;2,22;374,02;35,80;1,71;47,88;1,81;6930544,83;8219856,81;15836929,62
"260430 Cedro";11695;1,59;578,77;65,81;0,00;6,52;9,06;2875597,84;3542101,79;6768708,34
"260440 Chã de Alegria";13396;2,39;443,48;51,79;0,86;4,56;1,59;3248819,67;2696326,03;5940894,84
"260450 Chã Grande";21525;2,48;513,36;67,68;1,82;6,14;4,65;5767601,87;3318023,36;11049997,10
"260460 Condado";26186;3,68;387,62;70,75;12,09;6,62;3,24;5860878,39;5105783,68;10150194,78
"260470 Correntes";18098;1,46;622,12;59,78;5,64;9,08;5,69;4453956,02;7639124,72;11259124,72
"260480 Cortês";12560;0,98;941,80;34,42;1,54;9,14;6,51;8143808,03;3486699,19;11828992,45
"260490 Cumaru";11559;3,09;524,66;73,14;0,01;10,79;0,04;3589996,30;3046454,52;6064581,22
"260500 Cupira";23977;3,33;512,36;73,70;3,41;3,04;10,61;5498407,04;6804292,33;12284819,54
"260510 Custódia";36753;6,23;387,90;69,59;0,83;10,58;1,46;7011641,72;7013242,35;14256552,57
"260515 Dormentes";18692;3,11;659,39;59,40;2,42;5,93;12,50;5245940,94;7623579,60;12325410,88
"260520 Escada";68281;6,51;435,17;41,77;0,00;37,89;0,01;9940382,46;16492074,90;29713502,32
"260530 Exu";31790;2,90;453,37;66,73;6,07;5,25;8,14;8012539,61;6723781,11;14412489,18
"260540 Feira Nova";21958;3,91;452,83;69,62;3,77;5,16;4,49;3953566,09;4678124,54;9943326,07
"260550 Ferreiros";12057;1,29;600,86;53,35;8,40;8,75;15,62;2381383,77;4830661,50;7244574,83
"260560 Flores";22567;2,82;355,37;59,99;1,52;13,83;5,92;4436303,52;4146271,76;8019663,20
"260570 Floresta";32483;5,78;544,78;51,22;9,78;14,68;3,46;7067079,16;10373817,37;17696061,11
"260580 Frei Miguelinho";15328;1,25;397,68;65,40;0,00;9,60;1,36;2370810,01;3662857,44;6095596,93
"260590 Gameleira";30709;3,42;310,81;72,55;0,00;5,86;1,89;5247769,12;4940379,86;9544547,68
"260600 Garanhuns";138642;9,29;401,93;53,80;5,25;24,23;5,15;32992086,21;18271369,59;55724805,97
"260610 Glória do Goitá";30425;2,97;475,90;64,04;1,56;3,15;7,01;4993030,72;8726461,31;14479386,94
"260620 Goiana";79249;15,01;366,87;79,41;0,79;5,93;2,11;14881872,91;20309318,89;29074165,36
"260630 Granito";7417;2,38;619,03;56,31;0,03;12,14;13,95;2101237,03;2454804,37;4591340,62
"260640 Gravatá";83241;15,76;340,02;70,74;3,63;8,96;4,03;15145231,46;12690541,03;28303496,51
"260650 Iati";19100;2,37;568,55;60,03;3,43;7,40;5,32;5413336,31;5037001,04;10859250,09
"260660 Ibimirim";28985;2,58;412,26;63,91;1,34;10,22;8,79;7675467,33;4366775,26;11949456,61
"260670 Ibirajuba";7735;1,43;588,55;61,36;0,07;8,81;6,42;1920232,83;2657000,00;4552422,07
"260680 Igarassu";115398;6,52;454,40;61,15;0,32;6,80;2,28;21047186,22;28674457,90;52436567,47
"260690 Iguaraci";12175;3,56;456,05;45,14;6,15;12,72;0,34;1998008,18;3689395,40;5552367,77
"260760 Ilha de Itamaracá";25789;6,18;454,57;77,45;6,33;5,94;0,93;5243852,36;6354848,24;11722954,05
"260700 Inajá";22801;0,91;334,46;61,27;1,98;8,74;2,17;2657899,95;4029355,84;7626065,60
"260710 Ingazeira";4542;2,88;882,35;36,11;4,73;8,76;6,20;1244954,40;3111482,64;4007645,24
"260720 Ipojuca";94533;26,14;1513,86;66,34;0,97;23,98;0,78;14131868,23;132275220,69;143109439,17
"260730 Ipubi";30447;2,07;468,25;55,09;0,01;4,14;3,71;8390840,71;5355219,53;14256825,10
"260740 Itacuruba";4858;1,28;878,44;52,33;0,09;20,06;1,95;940196,57;3676872,89;4267445,66
"260750 Itaíba";26314;2,43;417,17;63,83;7,88;7,72;2,22;6153767,15;5161326,35;10977381,32
"260765 Itambé";36320;1,84;429,69;63,76;3,92;7,04;3,42;7372363,39;8414786,56;15606383,27
"260770 Itapetim";13638;1,86;580,32;59,87;1,33;15,57;3,86;4818201,62;3797473,23;7914341,18
"260775 Itapissuma";26338;7,31;786,66;66,05;0,00;7,02;3,18;6078983,66;13562849,59;20718995,22
"260780 Itaquitinga";16859;2,47;501,52;70,38;0,32;10,68;4,62;3730471,68;3889511,59;8455084,43
"260790 Jaboatão dos Guararapes";695956;16,62;379,96;44,86;4,11;39,73;2,02;145862725,30;118190178,08;264435172,14
"260795 Jaqueira";11634;1,51;949,95;49,72;7,66;15,13;5,09;7369680,26;2520712,28;11051746,46
"260800 Jataúba";17026;2,71;594,76;43,75;9,85;21,64;5,31;3781013,37;4988292,53;10126433,91
"260805 Jatobá";14703;4,37;641,60;72,11;4,06;7,33;6,99;4915214,03;5135104,45;9433449,50
"260810 João Alfredo";33485;3,74;484,74;37,54;1,41;40,40;5,14;7137191,28;9362162,19;16231447,47
"260820 Joaquim Nabuco";15989;1,46;491,05;60,78;7,33;14,12;6,67;3837913,13;4515572,32;7851469,87
"260825 Jucati";11334;1,65;539,33;68,00;3,63;6,76;0,79;3279692,84;2899405,03;6112770,56
"260830 Jupi";14712;1,56;613,91;58,37;0,48;14,71;6,54;4960213,68;3799597,21;9031880,50
"260840 Jurema";15284;7,36;509,92;34,21;0,46;33,46;11,94;2691422,39;4377342,38;7793625,47
"260850 Lagoa de Itaenga";21338;2,47;579,88;71,61;5,04;4,43;4,16;5022711,95;6883852,96;12373389,45
"260845 Lagoa do Carro";17847;2,58;599,52;58,44;7,18;19,10;3,33;4580266,28;5422737,13;10699572,37
"260860 Lagoa do Ouro";13033;1,45;644,72;60,39;2,50;13,79;6,92;4772518,85;2548473,34;8402626,29
"260870 Lagoa dos Gatos";16218;2,06;473,67;36,03;0,84;4,54;11,49;3277085,26;3893981,75;7682007,48
"260875 Lagoa Grande";25294;1,66;591,20;51,77;0,00;13,64;5,61;6870305,51;5293673,24;14953891,13
"260880 Lajedo";39888;3,57;393,83;56,08;2,33;22,95;1,20;8691360,70;7450014,46;15709249,82
"260890 Limoeiro";56140;4,13;501,42;49,22;0,03;32,53;0,00;19650628,51;7455330,28;28149627,01
"260900 Macaparana";25214;2,81;486,33;72,93;1,72;4,81;4,75;4765891,06;6630497,08;12262395,71
"260910 Machados";15820;1,77;520,70;69,82;0,61;18,28;0,19;2768118,69;5387575,79;8237462,44
"260915 Manari";21047;2,14;423,80;57,52;0,89;8,24;0,31;3335560,26;5336215,68;8919765,10
"260920 Maraial";11433;1,58;686,26;62,14;0,08;20,77;5,05;4779703,75;2513955,83;7845954,76
"260930 Mirandiba";15270;0,70;451,00;72,08;0,35;6,56;3,88;3718914,91;3400000,00;6886823,00
"261430 Moreilândia";11238;2,23;657,03;56,19;0,00;4,53;7,00;3299695,95;3829608,41;7383719,59
"260940 Moreno";62119;5,82;297,21;71,56;4,93;11,42;1,85;12175761,70;7618685,24;18462691,66
"260950 Nazaré da Mata";32280;4,18;338,01;78,93;0,00;5,67;1,19;5462096,19;5395554,15;10910959,85
"260960 Olinda";390771;16,42;330,47;55,44;0,00;33,88;1,13;72632273,47;56224408,76;129139620,02
"260970 Orobó";23768;2,10;421,03;55,86;0,02;9,44;9,25;6826701,67;4165407,00;10007093,90
"260980 Orocó";14794;2,11;573,38;59,86;3,75;2,18;5,09;2187252,87;4284775,99;8482578,11
"260990 Ouricuri";68776;2,79;419,84;60,41;6,61;7,99;13,68;10881270,87;14923847,37;28874787,81
"261000 Palmares";62832;6,28;492,47;56,12;2,39;27,82;4,34;20841727,23;8261561,14;30942874,77
"261010 Palmeirina";7761;1,20;737,95;60,69;2,72;8,37;4,66;2642635,50;2665741,47;5727222,16
"261020 Panelas";26417;1,74;385,52;65,31;4,26;3,65;11,25;6418831,74;4319481,75;10184319,54
"261030 Paranatama";11449;5,23;737,75;61,25;7,06;12,43;8,97;4442060,69;4000215,25;8446531,38
"261040 Parnamirim";21383;3,15;460,34;69,37;1,59;5,92;7,15;5234052,32;5221162,23;9843503,81
"261050 Passira";28889;1,89;495,45;66,16;0,00;7,63;4,77;6080143,44;5858975,17;14313060,11
"261060 Paudalho";55942;4,41;357,47;62,72;4,43;5,39;8,66;13750059,00;10772402,00;19997577,98
"261070 Paulista";328353;13,42;260,72;64,07;0,00;16,25;2,29;46706358,45;38030544,56;85608443,54
"261080 Pedra";22505;1,98;455,17;63,37;0,00;6,52;0,71;5667811,46;4059338,75;10243592,17
"261090 Pesqueira";66881;7,08;463,83;70,35;0,00;8,02;4,86;14989709,01;14260971,37;31021260,50
"261100 Petrolândia";36108;3,30;565,09;63,83;10,90;6,77;2,10;6044007,36;14313068,96;20404397,98
"261110 Petrolina";343219;13,19;291,58;77,13;4,09;12,87;0,62;55838846,94;44765159,18;100076098,49
"261120 Poção";11268;1,64;553,14;68,07;3,74;4,83;4,35;3233619,14;2983889,99;6232779,23
"261130 Pombos";26960;3,26;439,89;71,29;0,83;2,18;0,59;4735166,79;7437516,37;11859476,30
"261140 Primavera";14798;1,91;435,97;55,84;0,69;9,68;7,44;2742980,01;3617011,03;6451521,89
"261150 Quipapá";25831;1,86;426,11;63,52;1,07;7,58;5,19;5724907,15;4454368,31;11006730,83
"261153 Quixaba";6802;1,68;601,55;44,76;1,29;9,33;4,18;1361672,14;2764120,69;4091719,76
"261160 Recife";1633697;33,13;650,18;50,68;2,07;9,54;1,18;399494993,77;557038068,18;1062202328,68
"261170 Riacho das Almas";20392;4,11;422,48;58,03;1,24;22,04;2,75;4891629,99;3920596,21;8615177,32
"261180 Ribeirão";47088;3,14;367,05;74,24;10,80;10,54;0,63;8196738,53;8281413,61;17283593,64
"261190 Rio Formoso";23379;2,67;474,35;55,33;8,61;7,62;4,86;4983705,55;6631870,42;11089914,87
"261200 Sairé";10065;4,39;716,51;62,91;0,16;6,89;2,87;2868956,59;3605550,97;7211705,37
"261210 Salgadinho";10747;1,75;552,16;61,46;0,81;4,58;7,55;1688663,78;3873473,01;5934086,36
"261220 Salgueiro";60453;9,84;392,73;72,51;3,37;13,86;0,97;10800791,53;11762370,47;23741860,22
"261230 Saloá";15779;1,71;560,85;71,68;0,11;5,56;0,81;4866881,12;3795090,11;8849673,20
"261240 Sanharó";25979;2,41;368,42;64,72;0,00;5,97;2,64;4104920,10;5789974,35;9571186,61
"261245 Santa Cruz";15202;2,01;473,15;48,69;0,16;13,65;3,78;3581754,61;3602906,08;7192875,63
"261247 Santa Cruz da Baixa Verde";12501;2,41;605,90;53,70;0,88;8,43;10,05;4895548,91;2717884,33;7574314,84
"261250 Santa Cruz do Capibaribe";105761;7,24;374,72;45,22;6,73;28,75;3,80;13407879,56;23669486,68;39630667,69
"261255 Santa Filomena";14355;2,49;458,05;63,68;4,02;8,67;2,46;3079316,73;3664430,12;6575339,93
"261260 Santa Maria da Boa Vista";41652;3,12;419,67;72,47;0,00;10,44;4,11;7618720,71;9588005,19;17480228,93
"261270 Santa Maria do Cambucá";14013;2,77;496,76;52,01;0,00;12,92;9,09;2304078,74;4492932,00;6961043,52
"261280 Santa Terezinha";11734;2,34;548,31;52,35;0,04;5,85;6,10;2045532,38;4042700,93;6433816,96
"261290 São Benedito do Sul";15683;1,15;366,40;63,93;4,38;10,14;3,33;1983685,23;3811849,68;5746180,54
"261300 São Bento do Una";58824;3,10;251,59;75,24;2,72;3,32;0,47;6939616,37;7286541,14;14799502,43
"261310 São Caitano";37023;3,63;338,77;71,85;4,63;3,01;1,61;5948478,26;5945134,21;12542232,14
"261320 São João";22628;1,73;537,06;71,00;0,83;6,21;4,57;7046887,26;4336617,26;12152673,59
"261330 São Joaquim do Monte";21257;2,35;699,49;28,97;1,12;26,38;3,81;7361788,61;4569384,53;14869080,35
"261340 São José da Coroa Grande";20963;5,97;405,05;56,15;2,71;15,39;0,36;4191521,92;4510679,29;8491070,46
"261350 São José do Belmonte";33804;2,57;397,17;60,46;0,00;11,45;10,58;5497299,66;8054909,53;13425950,69
"261360 São José do Egito";33704;4,10;537,13;61,24;1,42;16,29;3,97;9834176,64;5505189,61;18103577,07
"261370 São Lourenço da Mata";112099;6,68;240,01;80,30;4,15;5,59;2,20;21197693,90;10285436,44;26904542,86
"261380 São Vicente Ferrer";17904;2,64;567,48;51,83;6,24;9,60;15,50;4242739,37;5278629,70;10160226,47
"261390 Serra Talhada";85568;7,64;443,66;56,00;3,35;26,49;4,92;24148120,71;15346998,96;37962889,54
"261400 Serrita";19080;1,99;505,10;67,71;8,97;2,39;9,47;5897698,06;4146822,85;9637230,99
"261410 Sertânia";35670;5,26;444,97;67,81;14,24;3,82;4,44;6229840,41;9258187,88;15872115,94
"261420 Sirinhaém";45263;3,24;389,64;61,29;6,53;10,06;5,58;7355164,36;10381640,82;17636161,73
"261440 Solidão";5978;1,78;597,82;57,34;0,00;9,68;0,75;1620412,57;2037668,10;3573738,89
"261450 Surubim";64373;5,60;518,40;48,65;0,23;31,24;1,21;22217683,60;9475913,73;33370979,00
"261460 Tabira";28301;4,10;462,22;56,12;1,91;10,97;6,94;6229422,70;5646404,02;13081167,12
"261470 Tacaimbó";12853;4,57;413,63;61,04;2,00;5,24;13,97;2677141,82;2889371,78;5316361,42
"261480 Tacaratu";25368;3,54;504,00;57,10;0,00;15,60;5,77;2765075,83;9070321,37;12785398,31
"261485 Tamandaré";23100;15,58;651,58;48,34;7,75;4,95;6,19;5998106,11;8836078,18;15051505,20
"261500 Taquaritinga do Norte";28358;3,78;335,81;35,60;3,47;34,91;2,00;5325542,68;4837607,10;9523027,07
"261510 Terezinha";7120;1,57;653,76;57,27;0,57;9,02;10,89;2904899,20;2136120,03;4654783,15
"261520 Terra Nova";10437;2,11;569,49;56,99;5,78;0,03;11,16;1845645,59;4183955,06;5943791,29
"261530 Timbaúba";53083;4,64;580,72;46,06;1,51;40,77;4,66;17182520,92;10643723,90;30826211,78
"261540 Toritama";44189;6,34;386,91;64,46;0,00;3,43;8,86;6546809,79;10080347,07;17097219,05
"261550 Tracunhaém";13689;1,76;394,61;67,80;0,02;6,05;16,25;2346062,25;3009549,39;5401868,50
"261560 Trindade";30155;3,33;451,55;26,74;2,10;3,91;2,43;5683401,19;7280389,04;13616636,23
"261570 Triunfo";15221;4,38;600,06;50,28;1,41;7,13;9,17;2866728,68;4082985,80;9133511,66
"261580 Tupanatinga";26990;2,48;350,44;63,63;2,63;6,75;3,95;3007562,17;6665933,67;9458332,94
"261590 Tuparetama";8169;2,45;606,81;67,47;2,80;8,57;0,44;2272949,35;2703808,88;4957033,25
"261600 Venturosa";18258;1,85;583,46;52,47;0,95;21,87;3,96;4425255,31;6021971,29;10652815,69
"261610 Verdejante";9490;1,93;630,81;44,31;0,00;9,54;2,70;2278246,59;2251083,75;5986431,59
