Indicadores Municipais
População1.1 %R.Líquida Total2.1 D.Total Saúde/Hab2.2 %D.Pessoal/D.Total2.3 %D.com Medicamentos2.4 %D.Serv.Terc/D.Total2.5 %D.Invest/D.TotalR.Transf.SUSD.R.PrópriosD.Total Saúde por Munic-BR
Período:2014
"Munic-BR";"População";"1.1_%R.Líquida_Total";"2.1_D.Total_Saúde/Hab";"2.2_%D.Pessoal/D.Total";"2.3_%D.com_Medicamentos";"2.4_%D.Serv.Terc/D.Total";"2.5_%D.Invest/D.Total";"R.Transf.SUS";"D.R.Próprios";"D.Total_Saúde"
"231325 Tarrafas";8923;1,52;513,93;64,36;0,00;10,98;6,87;2551145,08;1804701,67;4585780,90
"231330 Tauá";57478;4,93;585,48;37,64;0,00;44,88;4,78;26536109,12;3420902,44;33652407,91
"231335 Tejuçuoca";18301;3,04;503,37;38,41;14,39;7,39;15,74;4552268,71;5209641,86;9212186,91
"231340 Tianguá";72803;4,08;514,45;34,06;0,00;22,61;5,18;18022088,59;14173189,20;37453361,57
"231350 Trairi";53998;8,36;276,29;57,53;2,68;12,12;5,74;7868053,56;7629930,01;14919253,83
"231355 Tururu";15413;1,00;415,57;82,40;12,30;5,30;0,00;3027697,72;3377461,77;6405159,49
"231360 Ubajara";33505;3,12;428,14;39,36;0,00;8,21;4,62;6279645,97;7858892,63;14344695,78
"231370 Umari";7662;7,92;506,53;54,77;0,00;11,49;11,53;1618753,29;1701087,94;3881025,26
"231375 Umirim";19437;2,77;484,56;58,39;0,00;17,27;9,60;3078264,51;5972672,61;9418440,24
"231380 Uruburetama";20991;6,34;415,57;53,47;0,00;12,86;1,49;4149676,09;4158315,27;8723130,97
"231390 Uruoca";13435;1,98;370,46;55,08;3,26;17,33;6,22;2185126,13;2791937,10;4977063,23
"231395 Varjota";18081;5,10;463,33;44,71;1,46;16,53;13,69;3708009,55;4813650,57;8377424,03
"231400 Várzea Alegre";39861;3,11;446,33;42,48;0,00;12,85;7,26;11223849,50;5263316,41;17791191,79
"231410 Viçosa do Ceará";58332;4,02;271,17;47,04;3,17;7,35;9,78;8420705,30;6831133,62;15817654,64
"240010 Acari";11349;2,86;406,64;46,15;3,78;6,14;7,11;2580934,75;2112855,52;4614945,82
"240020 Açu";56829;11,32;428,11;56,20;3,87;10,45;5,65;13193361,06;11301298,12;24328816,40
"240030 Afonso Bezerra";11197;2,26;484,44;47,19;0,85;5,42;20,13;2608691,06;1995338,57;5424225,52
"240040 Água Nova";3183;2,15;894,16;18,57;0,00;8,71;17,42;982789,35;1266998,51;2846117,85
"240050 Alexandria";13864;2,35;999,54;17,10;0,40;60,99;5,81;10834117,86;3023571,32;13857689,18
"240060 Almino Afonso";4922;1,42;865,85;23,71;0,00;6,34;2,00;2117951,44;1795713,84;4261708,44
"240070 Alto do Rodrigues";13680;10,58;1209,57;51,46;0,00;11,71;4,17;2778589,71;5940308,84;16546925,50
"240080 Angicos";11906;4,97;453,08;64,90;0,00;6,95;4,70;2469241,33;2191160,79;5394401,46
"240090 Antônio Martins";7188;2,14;606,97;42,62;0,00;3,80;8,85;1545777,17;2761687,90;4362869,75
"240100 Apodi";36120;9,00;366,88;37,66;0,00;21,38;6,18;5095021,19;7266099,86;13251718,10
"240110 Areia Branca";27115;20,61;578,91;54,75;0,00;10,43;3,59;4402207,12;7815595,22;15697139,97
"240120 Arês";13905;2,57;572,05;66,38;1,65;10,84;6,70;2612637,14;3875276,42;7954312,64
"240130 Augusto Severo";9688;5,98;406,40;31,69;4,56;4,90;5,89;1783231,59;2108568,48;3937180,25
"240140 Baía Formosa";9116;1,88;514,00;53,73;0,00;15,09;6,60;1101984,98;3564983,71;4685626,97
"240145 Baraúna";26799;8,06;298,83;45,37;0,00;13,32;4,50;4438956,36;4617808,60;8008384,75
"240150 Barcelona";4067;1,74;814,23;53,93;2,88;5,96;2,80;880318,17;2389521,09;3311479,40
"240160 Bento Fernandes";5422;1,01;500,72;55,12;0,00;5,61;16,29;973296,26;1875567,28;2714897,31
"240165 Bodó";2385;8,04;985,51;36,77;7,30;14,57;3,60;526719,50;1779214,07;2350443,33
"240170 Bom Jesus";10040;3,23;448,25;47,96;0,21;12,61;10,20;2175872,43;1939465,97;4500391,96
"240180 Brejinho";12399;2,05;501,52;55,46;15,36;8,07;2,35;2775543,97;2874221,27;6218360,55
"240185 Caiçara do Norte";6568;1,07;447,53;43,20;5,37;14,14;2,33;1406533,65;1690645,04;2939377,76
"240190 Caiçara do Rio do Vento";3570;2,04;792,03;45,65;0,00;16,85;11,12;975359,70;1975548,10;2827548,10
"240200 Caicó";66759;10,29;499,50;43,77;3,88;19,84;10,92;18669838,68;13993991,65;33346277,70
"240210 Campo Redondo";10974;0,89;509,78;55,09;0,00;9,04;2,14;1756816,13;2605094,34;5594314,19
"240220 Canguaretama";33289;2,17;393,57;31,24;2,30;14,06;14,22;8280922,54;4174530,05;13101511,35
"240230 Caraúbas";21750;5,08;459,20;48,42;0,00;24,01;2,94;5802091,12;3495470,37;9987618,37
"240240 Carnaúba dos Dantas";7972;2,92;543,61;51,95;3,12;7,44;3,59;1431010,62;2757852,95;4333697,35
"240250 Carnaubais";10628;6,13;523,42;58,25;0,00;11,15;1,49;1723929,99;3229092,08;5562900,38
"240260 Ceará-Mirim";72374;13,28;407,52;37,92;13,67;4,69;7,15;10970533,31;16498071,14;29493528,93
"240270 Cerro Corá";11305;3,08;544,88;43,80;4,50;0,10;14,16;3166431,95;2913000,19;6159917,87
"240280 Coronel Ezequiel";5583;1,86;512,80;60,35;22,05;5,43;2,25;1157977,23;1940620,59;2862989,92
"240290 Coronel João Pessoa";4955;1,78;806,28;32,48;14,15;12,70;15,29;1410322,80;2262319,27;3995095,78
"240300 Cruzeta";8173;3,06;541,25;67,78;3,87;5,52;8,61;1648569,73;2507498,56;4423652,24
"240310 Currais Novos";44710;6,59;423,20;37,77;0,00;17,63;8,80;10402919,55;5900840,19;18921441,68
"240320 Doutor Severiano";7181;1,91;575,84;51,05;5,11;10,18;18,81;1884216,86;1858434,68;4135082,52
"240330 Encanto";5554;2,06;822,52;35,96;0,00;10,91;11,69;1236693,87;2349180,51;4568295,26
"240340 Equador";6070;2,27;724,09;29,39;6,51;13,06;13,63;1431402,00;2923493,69;4395229,02
"240350 Espírito Santo";10739;1,10;428,69;57,13;0,00;11,31;4,26;2254327,76;2290920,59;4603698,65
"240360 Extremoz";27107;16,39;535,07;60,23;13,75;9,41;5,62;6781910,57;8543255,78;14504041,41
"240370 Felipe Guerra";5994;0,46;540,48;54,95;15,59;3,44;13,91;1998209,53;1343263,60;3239618,60
"240375 Fernando Pedroza";3019;1,53;823,26;39,32;0,64;10,53;2,79;603863,29;1843085,62;2485411,14
"240380 Florânia";9250;3,14;550,65;41,01;2,04;7,71;9,04;1935536,02;2986203,18;5093477,68
"240390 Francisco Dantas";2919;0,63;866,63;34,55;20,26;20,73;5,63;664249,54;1476517,73;2529696,10
"240400 Frutuoso Gomes";4254;1,38;955,77;26,12;13,03;2,93;5,34;1189175,42;2876657,81;4065833,23
"240410 Galinhos";2516;3,71;1400,52;27,87;0,00;12,77;4,93;451371,48;2133046,17;3523720,85
"240420 Goianinha";24889;3,74;723,95;57,37;1,46;13,57;6,38;8954294,71;6307814,25;18018356,38
"240430 Governador Dix-Sept Rosado";12992;7,99;629,07;51,87;2,85;12,08;7,71;2386054,70;5311449,64;8172840,90
"240440 Grossos";10099;0,56;703,08;37,61;0,27;20,35;5,48;1685756,51;2130854,48;7100359,13
"240450 Guamaré";14282;14,58;2387,29;67,62;4,87;11,23;3,82;3697436,96;27479866,47;34095289,17
"240460 Ielmo Marinho";13237;1,13;533,59;57,34;0,00;15,43;3,21;2491411,15;4078806,68;7063181,99
"240470 Ipanguaçu";14983;2,72;473,17;33,53;0,00;4,77;10,43;2814453,55;3672238,91;7089475,15
"240480 Ipueira";2206;2,59;1232,68;41,12;0,89;13,57;21,08;612455,56;1658104,55;2719297,02
"240485 Itajá";7397;1,85;458,85;55,84;0,00;8,66;8,00;1263085,91;2281220,83;3394099,58
"240490 Itaú";5850;0,36;577,65;27,86;0,51;6,60;6,65;1581154,01;1503988,32;3379227,41
"240500 Jaçanã";8702;1,14;409,12;65,61;0,00;2,72;5,74;2110506,13;1701209,27;3560197,59
"240510 Jandaíra";6875;4,61;476,15;22,43;9,85;5,24;0,34;1555458,34;1723539,55;3273539,55
"240520 Janduís";5436;1,82;875,08;49,08;0,00;3,09;9,26;1836416,25;1926021,97;4756924,92
"240530 Januário Cicco";9767;0,80;475,62;45,94;10,18;8,25;14,56;2254060,66;2665503,64;4645370,58
"240540 Japi";5427;0,76;548,24;58,14;0,00;2,42;1,83;1066326,08;2087772,62;2975312,96
"240550 Jardim de Angicos";2673;0,63;946,99;56,50;0,00;16,40;7,44;659799,79;2151556,16;2531313,21
"240560 Jardim de Piranhas";14476;5,85;445,84;53,01;0,00;22,40;3,42;2569177,07;3313822,16;6453941,46
"240570 Jardim do Seridó";12540;3,10;403,88;47,69;5,82;15,64;9,64;2425910,15;2414619,66;5064702,77
"240580 João Câmara";34324;12,44;414,66;18,16;10,54;12,81;5,28;8763655,74;4960102,39;14232812,67
"240590 João Dias";2689;1,92;930,45;30,58;18,98;17,59;10,07;491394,08;1749241,10;2501972,68
"240600 José da Penha";6049;1,14;661,45;26,43;8,01;13,86;7,79;1621901,52;2339101,27;4001115,22
"240610 Jucurutu";18409;6,88;577,11;47,14;14,24;11,82;22,34;5609869,96;4239090,53;10624097,73
"240615 Jundiá";3821;0,63;765,52;56,34;0,00;8,66;13,86;998014,37;1943447,57;2925040,82
"240620 Lagoa d'Anta";6640;0,91;613,74;40,12;1,74;9,11;9,20;1619882,22;2646053,70;4075232,31
"240630 Lagoa de Pedras";7425;1,06;471,76;54,83;4,05;8,20;5,53;1622865,71;2182127,04;3502828,39
"240640 Lagoa de Velhos";2762;1,11;996,88;42,85;3,42;7,89;17,55;839473,67;1867878,33;2753378,33
"240650 Lagoa Nova";15110;4,62;369,44;45,26;14,31;7,25;0,95;2360089,79;2958463,27;5582311,60
"240660 Lagoa Salgada";8076;1,02;484,05;48,41;0,00;6,12;8,99;1798876,91;1621388,29;3909151,08
"240670 Lajes";11065;4,09;534,19;52,73;2,88;7,33;5,65;3289895,87;2407071,53;5910866,68
"240680 Lajes Pintadas";4794;1,27;538,09;56,41;0,92;7,98;9,47;771119,14;1561804,93;2579602,64
"240690 Lucrécia";3897;2,39;824,83;32,94;0,00;6,72;2,57;1112796,97;2071845,99;3214361,77
"240700 Luís Gomes";10086;1,96;545,00;45,83;5,78;5,24;18,79;2246511,32;2272044,45;5496868,94
"240710 Macaíba";76801;10,14;407,17;57,50;3,58;29,75;1,38;13024580,11;16895953,71;31270955,31
"240720 Macau";31037;8,39;724,06;18,43;12,66;8,32;5,10;6138893,67;16039674,60;22472508,64
"240725 Major Sales";3856;1,81;859,94;30,83;10,04;11,34;18,20;926244,88;1792919,45;3315932,07
"240730 Marcelino Vieira";8502;2,40;475,53;31,84;8,98;18,23;6,53;1836777,09;1756712,27;4042977,79
"240740 Martins";8661;3,32;484,03;44,24;0,00;9,81;9,74;1778508,01;2042170,43;4192207,74
"240750 Maxaranguape";11628;4,40;540,67;48,53;2,72;10,78;13,54;2097028,15;2559303,40;6286944,49
"240760 Messias Targino";4489;1,77;780,60;26,01;0,00;7,03;17,47;1065948,79;2102913,05;3504095,23
"240770 Montanhas";11608;0,51;504,70;65,89;0,00;5,26;5,38;3318552,50;2555573,18;5858542,25
"240780 Monte Alegre";21996;2,63;460,04;67,25;0,00;5,90;10,45;4051487,44;4845149,76;10119107,29
"240790 Monte das Gameleiras";2240;1,20;1255,45;41,47;0,00;7,43;0,21;711350,71;2616058,90;2812211,41
"240800 Mossoró";284288;16,37;576,03;58,34;2,13;32,08;0,82;72351261,72;81778566,63;163757555,40
"240810 Natal";862044;22,83;611,48;42,19;2,32;40,22;2,90;215246966,23;274586490,55;527120232,47
"240820 Nísia Floresta";26208;8,81;418,02;51,39;8,70;18,11;8,65;6445780,03;3561443,02;10955562,41
"240830 Nova Cruz";37239;3,59;389,62;63,01;0,00;9,42;6,59;9212531,26;4327201,44;14509086,59
"240840 Olho-d'Água do Borges";4380;2,74;835,89;33,21;1,10;7,71;26,66;2198460,29;1309614,95;3661209,80
"240850 Ouro Branco";4866;2,32;630,96;54,10;0,51;6,43;9,42;1501067,32;1902450,08;3070275,66
"240860 Paraná";4194;1,21;765,16;44,23;0,00;9,56;9,51;1121187,39;1421042,56;3209089,31
"240870 Paraú";3907;1,84;585,48;28,08;0,00;4,91;0,91;786933,87;1353984,06;2287451,24
"240880 Parazinho";5127;16,60;753,09;55,40;0,00;9,15;6,48;1552283,32;2651540,18;3861079,01
"240890 Parelhas";21387;4,53;473,27;33,09;2,74;6,80;9,36;5638002,30;4533429,42;10121749,11
"240325 Parnamirim";235983;22,63;428,55;63,93;3,29;8,23;3,80;36246856,49;64884533,26;101131389,75
"240910 Passa e Fica";12424;2,00;520,64;64,21;0,10;4,63;17,67;4213303,50;3561454,75;6468439,16
"240920 Passagem";3057;1,33;574,13;56,03;0,00;1,87;2,67;511855,47;1308064,44;1755114,84
"240930 Patu";12635;1,99;487,13;52,94;17,45;7,33;7,90;4485912,27;2494386,79;6154911,32
"240940 Pau dos Ferros";29696;11,52;785,92;33,31;9,45;30,08;8,43;14370918,95;10022666,25;23338604,33
"240950 Pedra Grande";3467;6,21;763,92;40,81;3,30;10,91;14,99;1235347,45;1563743,15;2648515,21
"240960 Pedra Preta";2587;2,05;1076,42;50,85;1,88;14,54;6,05;1210424,16;1736311,00;2784701,33
"240970 Pedro Avelino";7122;2,91;519,86;38,42;0,00;8,60;13,15;1879508,61;2462481,16;3702461,66
"240980 Pedro Velho";14787;3,35;494,79;31,05;1,24;5,01;10,45;3353582,97;3147175,28;7316530,13
"240990 Pendências";14579;8,66;733,88;64,22;21,87;10,48;1,31;2658172,12;6704768,40;10699198,97
"241000 Pilões";3723;3,08;926,10;36,21;9,43;11,36;11,93;1037838,31;2617527,32;3447888,08
"241010 Poço Branco";14994;2,16;389,74;74,99;2,32;5,12;3,93;2568733,21;3560614,36;5843797,26
"241020 Portalegre";7760;1,57;402,59;50,82;9,54;12,85;5,73;1606054,70;1558206,61;3124091,20
"241025 Porto do Mangue";5788;3,38;835,19;65,90;0,00;6,45;1,79;1302332,19;3527130,45;4834051,67
"241030 Presidente Juscelino";9666;1,80;530,68;43,31;0,00;4,19;21,67;2554993,40;2596931,58;5129586,92
"241040 Pureza";9208;1,39;370,09;26,39;11,05;8,50;0,35;1815659,46;1850000,00;3407818,52
"241050 Rafael Fernandes";5001;1,19;579,20;28,56;9,31;13,14;0,63;1396864,21;1350269,23;2896558,08
"241060 Rafael Godeiro";3202;1,31;1118,76;20,53;0,00;2,84;2,94;644607,61;2825375,47;3582262,12
"241070 Riacho da Cruz";3442;2,50;706,29;51,65;9,01;11,22;2,83;788965,44;1689414,21;2431051,52
"241080 Riacho de Santana";4279;1,86;939,67;22,20;0,00;19,72;10,99;1243990,98;1735730,50;4020828,52
"241090 Riachuelo";7753;1,31;474,00;41,22;1,36;8,58;10,11;2196987,42;1379413,44;3674928,40
"240895 Rio do Fogo";10684;4,64;756,82;30,78;0,00;10,89;20,26;4396491,59;2643231,70;8085845,34
"241100 Rodolfo Fernandes";4548;2,33;706,13;29,67;0,06;15,66;1,58;1307849,03;1947597,86;3211498,57
"241110 Ruy Barbosa";3683;2,39;784,79;64,49;0,00;5,19;3,84;1045589,17;1779992,54;2890365,84
"241120 Santa Cruz";38538;6,14;490,55;56,48;8,07;9,95;8,01;9714848,36;8415918,95;18904886,33
"240933 Santa Maria";5259;1,91;695,02;58,47;0,00;17,09;7,78;1818962,22;2037065,54;3655119,41
"241140 Santana do Matos";13768;6,85;594,96;48,65;5,07;10,12;17,51;3950183,51;3410568,64;8191355,15
"241142 Santana do Seridó";2661;2,40;938,10;38,99;14,16;5,89;11,79;710422,20;1785861,68;2496283,88
"241150 Santo Antônio";23681;2,68;452,56;24,94;0,84;18,81;7,07;6766705,61;4325022,62;10716992,76
"241160 São Bento do Norte";2935;5,92;1437,22;40,89;0,00;12,62;9,74;778065,32;1991546,04;4218243,08
"241170 São Bento do Trairí";4262;1,20;707,12;62,63;0,75;5,80;13,48;1112069,73;2074716,40;3013764,78
"241180 São Fernando";3572;1,28;676,23;48,83;0,00;7,45;6,29;1039141,79;1314427,33;2415486,19
"241190 São Francisco do Oeste";4138;0,78;663,43;36,28;4,83;12,56;14,85;752464,99;1961487,82;2745290,57
"241200 São Gonçalo do Amarante";96759;18,98;383,65;55,44;0,00;28,22;4,47;18250124,38;18558409,19;37121194,09
"241210 São João do Sabugi";6196;2,53;440,06;40,66;3,11;7,29;2,50;1081832,52;1633299,72;2726629,23
"241220 São José de Mipibu";42773;7,62;485,05;43,60;2,14;9,04;11,76;14731903,61;6214236,43;20747138,33
"241230 São José do Campestre";12896;0,43;568,62;58,43;0,00;5,20;14,61;3515558,56;3250683,26;7332934,08
"241240 São José do Seridó";4528;2,33;692,46;39,35;7,01;7,84;10,53;1047928,44;2040663,70;3135468,96
"241250 São Miguel";23100;3,38;410,00;49,53;8,73;15,80;13,67;5999575,63;3807927,59;9470947,38
"241255 São Miguel do Gostoso";9333;5,93;466,95;62,48;0,84;12,88;6,11;1855387,72;1947556,25;4358047,13
"241260 São Paulo do Potengi";17066;3,31;525,91;36,10;0,33;21,88;17,24;4775487,32;3299197,90;8975154,67
"241270 São Pedro";6255;1,32;515,71;42,22;8,94;11,27;9,39;1335968,91;1652447,68;3225780,91
"241280 São Rafael";8349;2,00;512,56;51,41;0,00;20,97;9,11;2069020,25;2173997,46;4279382,18
"241290 São Tomé";11196;2,84;483,36;49,90;0,00;4,72;18,06;2789048,63;2400000,00;5411647,81
"241300 São Vicente";6364;3,33;712,77;26,86;22,67;10,28;13,58;1781898,04;2754135,59;4536066,13
"241310 Senador Elói de Souza";6034;2,47;542,03;53,44;0,00;11,56;0,85;1459142,38;1761592,27;3270624,43
"241320 Senador Georgino Avelino";4269;4,00;834,35;37,00;1,05;5,69;17,94;1562742,61;1710519,99;3561819,99
"241330 Serra de São Bento";5890;0,96;573,30;37,48;0,00;16,00;0,86;1158756,96;2033358,72;3376753,55
"241335 Serra do Mel";11336;6,77;579,33;64,21;4,67;8,67;2,74;1366847,07;4776956,70;6567250,58
"241340 Serra Negra do Norte";8106;2,57;427,43;41,16;8,35;5,28;6,58;1709193,13;1540676,73;3464725,16
"241350 Serrinha";6568;1,66;575,03;39,20;0,00;14,70;11,16;2729872,75;2525745,30;3776827,40
"241355 Serrinha dos Pintos";4775;1,79;737,29;44,64;0,00;12,47;8,30;1490588,96;1815483,50;3520547,15
"241360 Severiano Melo";4278;1,60;820,86;43,28;3,63;4,37;3,35;1882296,94;1982528,71;3511640,31
"241370 Sítio Novo";5384;0,57;563,31;54,69;0,70;10,13;3,12;1040081,92;1684266,80;3032837,08
"241380 Taboleiro Grande";2494;1,71;1197,92;26,21;0,00;8,52;25,71;808519,60;1799973,30;2987618,94
"241390 Taipu";12334;2,47;581,69;62,11;0,00;8,57;14,32;2548585,19;3767630,87;7174525,69
"241400 Tangará";15354;3,30;455,12;51,03;0,05;3,21;8,26;3195178,24;3496052,08;6987948,23
"241410 Tenente Ananias";10558;2,04;613,55;44,31;10,53;20,65;12,34;2482148,51;3983624,71;6477863,01
"241415 Tenente Laurentino Cruz";5677;4,49;528,29;46,86;0,00;9,16;13,21;1645464,44;1727983,69;2999126,06
"241105 Tibau";3978;2,78;1175,02;26,59;0,00;13,72;5,92;935235,30;2869797,14;4674217,35
"241420 Tibau do Sul";13017;19,27;565,35;56,11;0,00;8,46;9,01;3654803,64;4329451,38;7359225,75
"241430 Timbaúba dos Batistas";2408;1,44;789,62;39,96;9,65;7,70;1,35;588429,73;1406642,96;1901415,17
"241440 Touros";33228;3,68;407,28;59,13;0,00;13,51;8,10;8039486,34;5677257,11;13533247,56
"241445 Triunfo Potiguar";3386;1,40;894,19;29,25;2,14;3,72;2,49;799384,38;2140610,69;3027737,90
"241450 Umarizal";10864;2,52;483,68;33,61;0,00;10,57;21,78;3279246,63;3877081,25;5254738,94
"241460 Upanema";12853;6,36;771,21;43,61;0,00;10,10;22,78;3698701,43;4088177,45;9912313,56
"241470 Várzea";5490;2,06;435,37;30,89;0,00;10,50;6,54;770632,22;1527458,18;2390171,04
"241475 Venha-Ver";4086;1,54;832,14;15,87;6,48;8,76;28,98;2067612,82;1567984,97;3400127,76
"241480 Vera Cruz";11832;1,76;556,76;64,86;3,34;7,49;5,83;2770635,58;3816567,52;6587560,10
"241490 Viçosa";1705;0,43;1315,13;42,64;13,79;7,40;11,77;787251,29;1538734,87;2242290,10
"241500 Vila Flor";3086;0,75;1112,57;53,10;2,15;4,72;21,24;1379172,37;2046938,09;3433394,76
"250010 Água Branca";9990;2,34;525,02;60,37;10,32;4,08;14,26;3216582,29;1701855,57;5244942,00
"250020 Aguiar";5580;1,32;649,75;38,25;1,93;9,57;17,87;1804048,40;1660483,66;3625612,15
"250030 Alagoa Grande";28689;2,94;367,62;73,26;0,00;12,04;1,23;6485865,75;3909962,74;10546508,08
"250040 Alagoa Nova";20399;2,32;499,80;72,06;5,33;6,23;4,42;4522082,03;5249917,87;10195476,81
"250050 Alagoinha";14188;2,45;360,25;68,24;10,65;6,36;4,10;2499990,00;2854362,23;5111211,28
"250053 Alcantil";5425;5,60;664,41;57,88;0,00;6,26;10,36;1543583,50;1764531,08;3604429,20
"250057 Algodão de Jandaíra";2461;2,44;826,85;50,48;4,15;4,40;9,69;688717,94;1497958,67;2034874,47
"250060 Alhandra";19057;4,67;891,79;67,64;15,17;7,77;7,29;5145864,03;10836913,41;16994822,86
"250073 Amparo";2195;0,71;1102,07;46,62;17,21;11,69;12,81;1078123,53;1809840,77;2419034,75
"250077 Aparecida";8174;4,05;457,43;62,01;5,47;4,22;13,34;1611922,10;1680803,26;3739014,28
"250080 Araçagi";17186;1,94;411,58;70,10;0,00;3,72;4,75;4154587,59;3071262,28;7073399,90
"250090 Arara";13258;2,34;391,15;68,24;3,35;3,19;9,68;2264502,04;2399014,70;5185815,26
"250100 Araruna";19855;2,39;519,57;61,91;2,40;5,24;4,18;6176259,36;3289900,04;10316135,82
"250110 Areia";23288;3,26;407,37;67,57;19,27;5,60;2,46;4203600,00;4686018,13;9486906,29
"250115 Areia de Baraúnas";1894;1,74;960,31;41,92;9,65;8,47;4,38;379584,61;1439234,72;1818819,33
"250120 Areial";6860;2,28;452,06;73,50;4,35;5,82;5,46;1470067,77;1408874,47;3101156,16
"250130 Aroeiras";19231;2,32;507,97;67,13;5,56;10,24;7,11;4914992,70;4644104,76;9768826,04
"250135 Assunção";3782;1,56;654,48;33,50;9,63;10,36;15,26;915645,88;1500169,99;2475256,80
"250140 Baía da Traição";8696;1,95;347,56;71,86;2,47;7,42;4,21;1298572,39;1563393,66;3022343,64
"250150 Bananeiras";21276;4,99;438,70;61,38;1,92;5,56;6,55;5352316,70;4432220,10;9333823,95
"250153 Baraúna";4669;1,55;548,01;50,50;9,68;5,46;1,94;767821,22;1755829,92;2558660,41
"250160 Barra de Santa Rosa";14999;2,87;431,69;74,41;1,64;4,61;3,48;3390111,26;2171057,71;6474966,73
"250157 Barra de Santana";8300;2,91;472,39;70,55;0,00;4,71;5,08;2299183,64;1730605,49;3920875,05
"250170 Barra de São Miguel";5865;1,90;446,25;51,64;0,00;4,37;4,56;949179,69;1413005,60;2617279,67
"250180 Bayeux";95677;7,93;301,72;71,39;0,00;13,43;2,65;15784042,08;12303285,75;28867785,27
"250190 Belém";17545;2,37;434,43;74,10;9,73;7,20;0,73;4641535,45;3616343,66;7622011,41
"250200 Belém do Brejo do Cruz";7306;3,31;878,97;46,31;0,00;5,44;21,62;3885107,97;2356932,61;6421756,22
"250205 Bernardino Batista";3312;1,81;838,46;36,12;3,11;9,88;24,17;1195470,89;1331472,51;2776965,24
"250210 Boa Ventura";5540;1,16;455,67;64,90;3,12;7,89;2,64;1277193,96;1626519,04;2524432,17
"250215 Boa Vista";6779;1,50;504,17;70,07;6,80;5,67;0,64;840632,71;2964828,93;3417742,69
"250220 Bom Jesus";2514;1,30;983,54;40,60;4,99;7,68;26,63;916698,78;1353855,26;2472629,35
"250230 Bom Sucesso";5025;1,65;553,34;60,04;0,00;3,95;3,25;1026019,47;1714946,78;2780539,25
"250240 Bonito de Santa Fé";11549;1,93;501,90;70,47;0,42;3,23;5,26;2176442,21;2078337,30;5796402,26
"250250 Boqueirão";17530;2,46;612,34;63,43;0,00;7,33;8,17;5921277,42;4455104,58;10734370,03
"250270 Borborema";5332;1,34;482,11;68,21;4,84;2,66;6,49;971336,08;1429077,89;2570611,85
"250280 Brejo do Cruz";13790;2,18;453,45;70,55;4,48;5,02;2,89;3035824,67;3664442,80;6253081,51
"250290 Brejo dos Santos";6389;2,02;591,10;47,14;0,00;13,06;5,05;1333195,88;2280078,57;3776529,15
"250300 Caaporã";21387;6,58;696,83;55,49;1,15;7,62;16,04;5805881,84;5676453,16;14902999,04
"250310 Cabaceiras";5386;2,53;580,16;45,39;0,00;16,48;4,95;1340653,59;1730287,01;3124749,96
"250320 Cabedelo";64360;14,26;728,70;75,79;5,74;8,40;0,95;11597476,81;33546529,80;46898998,78
"250330 Cachoeira dos Índios";10034;1,05;374,07;58,76;4,60;9,48;8,25;1644517,49;1992591,96;3753385,61
"250340 Cacimba de Areia";3693;1,36;679,98;60,07;0,99;8,78;1,08;765014,31;1427773,62;2511168,07
"250350 Cacimba de Dentro";17145;1,84;391,19;46,98;0,00;3,52;10,13;2741813,61;2540655,13;6706916,28
"250355 Cacimbas";7075;2,44;462,24;59,29;1,12;12,12;9,61;1419132,47;1715551,91;3270361,03
"250360 Caiçara";7298;1,33;436,55;71,86;1,63;4,06;4,83;1528532,35;1625061,64;3185943,97
"250370 Cajazeiras";61030;9,69;448,73;70,01;0,00;8,41;5,21;16412604,56;11363244,43;27385726,02
"250375 Cajazeirinhas";3148;1,27;851,50;51,03;0,63;19,72;11,27;1109498,35;1357428,09;2680515,56
"250380 Caldas Brandão";5903;1,62;466,56;60,13;4,19;4,02;19,83;1248035,60;1364066,46;2754109,46
"250390 Camalaú";5945;4,20;556,82;43,67;0,00;10,37;7,04;1014825,80;1915369,20;3310275,17
"250400 Campina Grande";402912;12,73;630,47;47,56;0,00;34,58;2,66;174441334,38;75103173,45;254023472,43
"250403 Capim";6206;0,96;433,24;58,27;15,09;8,83;14,76;1092144,49;1758133,37;2688703,48
"250407 Caraúbas";4085;3,76;552,46;52,94;0,00;6,29;16,61;879663,33;1372974,29;2256786,76
"250410 Carrapateira";2566;2,03;582,14;61,02;21,14;4,15;3,02;338980,37;1178797,37;1493766,77
"250415 Casserengue";7350;1,77;400,48;71,54;2,16;4,63;3,05;1490322,78;1625865,30;2943492,10
"250420 Catingueira";4912;1,38;562,54;50,14;1,06;4,47;9,76;1068497,28;1439805,49;2763196,15
"250430 Catolé do Rocha";29990;5,24;459,50;70,96;0,00;4,82;7,73;9044514,20;5804659,24;13780437,39
"250435 Caturité";4747;1,68;747,85;61,21;0,00;7,03;7,31;1436985,94;1835029,71;3550032,72
"250440 Conceição";18816;3,41;616,52;69,70;1,52;7,06;6,92;6186384,01;4414362,14;11600384,35
"250450 Condado";6722;1,44;548,37;66,42;2,81;5,51;9,63;1619363,59;2071255,61;3686169,99
"250460 Conde";23554;12,71;476,69;62,93;14,38;8,66;11,30;5876601,52;6616771,41;11228016,55
"250470 Congo";4775;1,97;573,78;47,47;0,00;10,61;6,58;1093205,42;1725235,69;2739789,77
