Indicadores Municipais
População1.1 %R.Líquida Total2.1 D.Total Saúde/Hab2.2 %D.Pessoal/D.Total2.3 %D.com Medicamentos2.4 %D.Serv.Terc/D.Total2.5 %D.Invest/D.TotalR.Transf.SUSD.R.PrópriosD.Total Saúde por Munic-BR
Período:2014
"Munic-BR";"População";"1.1_%R.Líquida_Total";"2.1_D.Total_Saúde/Hab";"2.2_%D.Pessoal/D.Total";"2.3_%D.com_Medicamentos";"2.4_%D.Serv.Terc/D.Total";"2.5_%D.Invest/D.Total";"R.Transf.SUS";"D.R.Próprios";"D.Total_Saúde"
"110014 Nova Brasilândia D'Oeste";21511;5,09;418,30;70,91;2,52;3,66;0,32;3641369,90;5245861,90;8998041,60
"110033 Nova Mamoré";26925;4,46;403,16;56,29;0,00;5,39;16,75;4341251,79;6415085,70;10854951,77
"110143 Nova União";7853;3,53;547,06;47,80;6,43;6,16;10,30;1576122,04;2312700,00;4296085,53
"110050 Novo Horizonte do Oeste";10393;4,00;477,22;74,30;3,84;5,18;4,56;1529349,22;3212236,03;4959795,16
"110015 Ouro Preto do Oeste";40010;9,58;429,03;72,47;3,14;4,38;11,19;6854908,42;9478427,42;17165673,41
"110145 Parecis";5589;5,81;490,27;67,55;16,53;6,13;0,54;1129261,82;1982669,59;2740124,84
"110018 Pimenta Bueno";37230;12,82;529,89;60,02;2,72;11,50;9,46;6374991,60;12221478,97;19727910,35
"110146 Pimenteiras do Oeste";2432;6,59;1349,45;75,42;1,06;5,55;6,25;587598,45;2741963,28;3281865,68
"110020 Porto Velho";494013;26,37;471,93;68,40;2,56;8,43;3,18;76800769,36;141836627,99;233138352,92
"110025 Presidente Médici";22783;7,64;484,69;66,89;5,39;4,52;9,22;5070983,00;5263944,74;11042755,75
"110147 Primavera de Rondônia";3548;2,72;813,12;65,55;2,28;3,50;14,09;1068656,54;1672424,77;2884951,17
"110026 Rio Crespo";3709;6,48;977,35;72,51;1,83;5,14;12,50;772274,36;2565548,09;3624993,38
"110028 Rolim de Moura";55807;11,04;612,50;66,78;0,00;4,67;6,77;15256270,04;19618958,64;34181888,25
"110029 Santa Luzia D'Oeste";8706;4,19;551,32;61,93;0,00;7,14;16,19;2216538,77;2703808,96;4799774,31
"110148 São Felipe D'Oeste";6160;3,39;538,59;69,22;2,99;6,42;1,78;879606,55;2303587,75;3317698,30
"110149 São Francisco do Guaporé";18640;5,37;585,67;48,06;0,00;12,52;17,91;3518473,62;6079372,32;10916822,72
"110032 São Miguel do Guaporé";23803;2,72;472,88;70,31;1,05;4,90;7,33;3292248,23;7221951,21;11256019,08
"110150 Seringueiras";12543;3,22;513,48;68,84;2,67;4,21;4,27;2567236,28;4007624,61;6440535,60
"110155 Teixeirópolis";5041;4,84;684,12;73,17;3,53;6,36;4,43;1000690,34;2334063,76;3448640,86
"110160 Theobroma";11345;3,34;480,92;70,74;0,00;7,71;6,85;2366260,05;2728037,01;5456074,02
"110170 Urupá";13391;4,29;441,93;51,68;4,63;6,25;23,04;2612642,63;2278661,71;5917822,29
"110175 Vale do Anari";10682;3,22;481,86;63,22;0,00;9,75;13,75;1872089,47;2573613,31;5147226,62
"110180 Vale do Paraíso";8327;3,78;603,76;71,77;2,07;4,10;9,79;2143311,95;2539831,84;5027535,95
"110030 Vilhena";89797;13,90;703,17;41,59;3,03;8,40;15,83;34364131,42;20252671,72;63142307,92
"120001 Acrelândia";13613;4,17;349,37;64,85;8,54;9,18;8,64;2157366,13;2153161,03;4755931,08
"120005 Assis Brasil";6610;2,88;385,45;36,16;22,90;11,45;8,59;1070805,07;1297863,87;2547846,64
"120010 Brasiléia";23378;3,53;346,75;44,41;0,00;4,49;11,13;3370122,06;3976016,68;8106412,47
"120013 Bujari";9173;2,82;312,15;23,68;0,00;11,73;11,13;2382824,24;1324112,86;2863362,42
"120017 Capixaba";10170;4,88;312,10;55,95;2,63;3,50;3,71;1498851,31;1664114,02;3174039,86
"120020 Cruzeiro do Sul";80953;9,55;369,55;59,31;5,02;3,04;16,56;15541408,63;9014488,10;29915981,55
"120025 Epitaciolândia";16417;3,27;259,92;42,88;23,64;3,08;2,82;2287925,67;1587710,56;4267086,79
"120030 Feijó";32398;3,88;244,80;15,50;15,47;3,03;8,54;4376162,07;3500529,00;7930946,99
"120032 Jordão";7330;3,80;435,88;39,84;1,17;0,00;10,04;1108768,15;1248381,81;3195001,12
"120033 Mâncio Lima";16795;2,76;346,58;53,11;8,14;3,25;11,01;2918360,69;2156311,40;5820892,51
"120034 Manoel Urbano";8514;3,02;300,76;67,25;5,09;2,15;6,60;1113268,34;1439238,53;2560652,15
"120035 Marechal Thaumaturgo";16380;1,78;335,12;48,46;0,00;2,02;12,99;2700332,56;1831042,91;5489299,51
"120038 Plácido de Castro";17979;2,07;241,42;48,50;0,00;13,38;19,89;3284800,47;3092802,68;4340515,96
"120080 Porto Acre";16396;3,73;338,45;56,00;10,81;3,44;15,22;2664563,12;2194903,77;5549290,03
"120039 Porto Walter";10453;1,40;276,12;46,73;15,38;4,27;15,74;1266647,12;1224679,14;2886315,66
"120040 Rio Branco";363928;14,13;312,17;52,38;18,26;8,63;12,65;40622537,09;72286816,77;113607886,96
"120042 Rodrigues Alves";16475;1,41;284,93;58,46;15,75;3,95;8,11;2498273,51;1957973,99;4694145,65
"120043 Santa Rosa do Purus";5593;0,88;349,04;53,67;25,94;5,89;0,78;674240,01;1242943,47;1952154,40
"120050 Sena Madureira";41036;5,85;257,25;57,77;9,31;4,88;1,53;5598125,80;4232541,98;10556310,23
"120045 Senador Guiomard";20992;4,72;337,73;58,61;0,00;8,82;2,11;4195694,06;3602949,50;7089672,96
"120060 Tarauacá";38201;3,92;266,13;44,01;0,00;11,19;13,50;5920733,33;3821245,15;10166298,12
"120070 Xapuri";17317;4,90;457,20;22,35;6,70;4,54;6,95;2201958,89;2752182,40;7917336,01
"130002 Alvarães";15357;0,96;330,50;51,28;10,84;2,48;9,45;2109705,68;2555566,45;5075445,19
"130006 Amaturá";10644;1,86;381,50;47,91;0,36;6,46;6,75;1245501,11;2944849,77;4060671,94
"130008 Anamã";11981;2,23;416,68;32,47;1,37;1,25;20,50;1824059,52;2441610,15;4992300,94
"130010 Anori";18826;2,83;336,76;43,23;3,42;1,88;1,45;2365376,59;4068667,08;6339806,90
"130014 Apuí";20258;4,43;477,29;30,44;1,80;1,46;8,82;4237944,32;4510898,60;9668975,17
"130020 Atalaia do Norte";17658;2,23;353,70;47,29;0,00;8,57;17,05;2835835,80;3394191,47;6245710,00
"130030 Autazes";36301;0,20;902,91;18,52;2,44;6,10;7,17;7691000,13;4126614,87;32776422,29
"130040 Barcelos";27273;1,05;304,97;55,55;0,00;14,14;11,03;4048461,02;4230424,02;8317525,04
"130050 Barreirinha";30202;3,76;293,63;61,79;1,43;0,69;30,02;3798715,90;3521638,15;8868162,71
"130060 Benjamin Constant";38533;2,58;282,54;67,48;1,22;3,36;7,86;5725528,67;5317658,68;10886990,13
"130063 Beruri";17755;2,69;335,36;40,78;0,00;3,67;5,08;2496452,69;3273992,61;5954323,02
"130068 Boa Vista do Ramos";17248;3,17;290,64;35,20;1,36;6,15;9,92;2554627,92;2725838,66;5012901,77
"130070 Boca do Acre";33148;3,47;338,13;65,14;1,81;2,30;10,35;4525797,33;5712238,27;11208476,96
"130080 Borba";38688;3,41;316,66;44,70;3,27;4,65;5,53;9093308,87;4715868,94;12251134,00
"130083 Caapiranga";12214;2,59;393,87;66,57;0,93;8,54;6,03;2362816,14;2368213,37;4810730,52
"130090 Canutama";14944;3,43;394,75;62,51;0,00;4,17;5,12;4098838,75;4749524,44;5899084,06
"130100 Carauari";27645;6,73;318,57;39,87;2,26;7,03;22,08;3610823,83;4235907,08;8806946,25
"130110 Careiro";35938;3,04;366,77;41,02;3,06;10,02;26,39;8034617,33;4219632,09;13180840,31
"130115 Careiro da Várzea";27357;3,19;279,84;60,53;2,00;4,18;8,02;3155953,10;4066917,85;7655510,01
"130120 Coari";82209;15,93;764,75;56,41;0,00;11,69;0,33;13379564,66;28605240,74;62869453,81
"130130 Codajás";26242;2,85;292,99;66,79;1,68;6,84;5,67;2547701,73;5842761,96;7688605,15
"130140 Eirunepé";33580;0,41;267,88;72,73;0,00;1,74;11,02;4535940,09;4383184,40;8995476,49
"130150 Envira";18422;2,30;307,76;42,75;1,43;4,71;4,61;2339265,58;3814073,67;5669607,42
"130160 Fonte Boa";21295;2,37;428,31;51,84;12,06;1,81;3,88;5098349,26;3989856,35;9120864,87
"130165 Guajará";15561;0,79;312,99;52,17;0,00;6,85;1,88;2165946,95;2695065,72;4870422,76
"130170 Humaitá";50230;5,87;442,09;44,55;0,75;3,91;3,61;11321884,64;10666810,25;22206410,53
"130180 Ipixuna";26118;1,32;243,36;63,63;0,00;8,28;0,17;2138771,02;4025994,39;6355993,68
"130185 Iranduba";45250;5,72;407,41;35,53;0,00;16,18;18,80;8912663,40;4610039,65;18435469,50
"130190 Itacoatiara";95714;7,27;517,24;37,49;0,85;6,19;3,00;19684089,04;26304877,97;49507209,84
"130195 Itamarati";8205;2,65;715,47;20,05;0,13;1,24;50,02;4111263,88;2198447,61;5870420,54
"130200 Itapiranga";8864;19,45;444,52;60,05;0,00;1,19;5,85;3262938,95;3940248,47;3940248,47
"130210 Japurá";5599;1,67;834,58;58,10;1,19;10,73;6,61;2220728,49;2560898,29;4672827,22
"130220 Juruá";12807;3,63;408,44;39,47;2,08;4,95;19,49;2775486,15;2699987,81;5230842,46
"130230 Jutaí";16977;2,30;424,48;67,79;0,59;4,44;1,08;2581664,18;4472198,95;7206336,20
"130240 Lábrea";42439;2,78;292,92;34,43;1,35;8,76;14,33;7510114,36;6381929,95;12431201,79
"130250 Manacapuru";92996;4,22;368,10;51,84;0,00;40,27;4,63;19136587,60;12962150,11;34231885,50
"130255 Manaquiri";27480;2,40;281,41;45,05;2,76;4,95;13,71;2806710,29;3493265,84;7733281,95
"130260 Manaus";2020301;23,99;346,79;70,91;1,70;15,24;1,75;149999186,97;544229296,80;700613675,34
"130270 Manicoré";52200;2,62;294,20;50,54;1,35;3,48;15,16;6929762,30;7566194,09;15357127,38
"130280 Maraã";18367;1,04;336,32;49,69;0,00;15,69;13,22;2673149,67;2899090,94;6177275,57
"130290 Maués";58834;3,00;437,62;56,64;2,01;5,75;2,18;10548860,34;12034831,15;25746759,29
"130300 Nhamundá";20078;1,00;402,10;27,77;19,59;16,86;9,07;2997111,25;3459331,91;8073396,45
"130310 Nova Olinda do Norte";34498;3,20;327,28;45,54;1,15;29,56;6,19;6202525,62;6103989,32;11290445,74
"130320 Novo Airão";17199;4,18;254,68;61,01;0,00;9,51;7,92;2010089,99;3090428,80;4380252,22
"130330 Novo Aripuanã";23905;1,28;295,70;54,30;0,00;20,18;0,29;2716290,11;4293665,69;7068741,83
"130340 Parintins";110411;5,42;387,39;33,34;3,60;10,84;3,32;22036733,40;18588877,74;42771763,76
"130350 Pauini";19265;0,84;523,91;78,94;0,00;1,07;10,24;2389883,18;5978057,37;10093039,72
"130353 Presidente Figueiredo";31903;7,69;938,75;74,80;0,75;2,52;7,80;7317250,65;20881372,48;29948807,18
"130356 Rio Preto da Eva";29771;3,01;330,35;44,66;5,74;3,75;15,62;6210648,56;3583648,97;9834919,19
"130360 Santa Isabel do Rio Negro";21702;1,03;264,57;45,25;19,48;11,38;6,78;1923263,23;3577439,14;5741728,36
"130370 Santo Antônio do Içá";24005;2,95;365,66;50,29;0,72;9,22;12,75;4813290,44;3848889,37;8777708,87
"130380 São Gabriel da Cachoeira";42342;2,77;375,32;43,29;1,38;4,56;13,25;7341807,03;8601531,02;15891766,35
"130390 São Paulo de Olivença";35757;2,20;347,29;34,13;0,00;6,60;42,18;4679127,12;3714124,76;12418035,64
"130395 São Sebastião do Uatumã";12451;4,21;338,35;48,01;2,13;3,23;6,08;1906004,43;2379421,64;4212738,12
"130400 Silves";9014;3,27;383,52;58,51;2,89;3,38;1,06;1590376,28;2135606,40;3457093,49
"130406 Tabatinga";59684;3,55;221,68;52,40;13,57;6,53;13,00;7673933,56;5604639,87;13230890,16
"130410 Tapauá";18266;2,30;455,44;56,86;0,00;2,74;0,16;2885847,81;5311878,84;8319157,19
"130420 Tefé";62662;5,51;360,78;41,13;1,11;3,96;5,20;13813970,40;7394580,66;22607493,44
"130423 Tonantins";18322;2,02;471,36;48,36;0,29;1,40;21,01;4025806,00;4531198,87;8636259,30
"130426 Uarini";12963;0,65;362,61;61,86;0,00;0,36;8,62;2101173,29;2181825,99;4700532,61
"130430 Urucará";17264;3,92;446,35;83,77;0,00;3,42;0,86;3545776,34;3705547,07;7705796,59
"130440 Urucurituba";20621;1,70;372,61;28,69;0,00;19,01;20,56;2912022,55;2910998,55;7683592,34
"140005 Alto Alegre";16301;5,41;584,04;45,69;0,00;18,74;18,49;6091200,14;1366893,91;9520482,41
"140002 Amajari";10721;3,45;364,11;39,50;0,00;3,00;34,29;3689654,49;1489872,98;3903579,18
"140010 Boa Vista";314900;11,68;468,69;75,01;0,00;10,38;4,53;40645867,11;96291509,23;147590277,40
"140015 Bonfim";11632;5,53;379,20;68,62;2,73;6,43;6,22;2956980,40;1257896,28;4410813,74
"140017 Cantá";15774;9,90;313,87;40,07;0,00;4,78;27,01;3805349,24;1625986,75;4950941,20
"140020 Caracaraí";19981;5,24;458,67;56,99;0,00;5,40;18,07;4429729,77;3587347,63;9164687,98
"140023 Caroebe";8997;6,56;567,87;40,99;0,00;7,29;24,04;1946924,94;1173600,87;5109094,26
"140028 Iracema";10043;2,14;386,08;55,33;5,05;14,76;3,27;2153456,37;966394,57;3877414,09
"140030 Mucajaí";16137;4,08;385,79;45,03;1,72;10,03;7,80;4437812,19;1875832,94;6225483,94
"140040 Normandia";9953;2,39;401,74;46,53;1,00;7,87;37,12;3315460,77;1075431,62;3998475,93
"140045 Pacaraima";11667;5,91;450,82;60,61;0,76;13,74;16,22;4244362,93;1224598,19;5259691,08
"140047 Rorainópolis";26811;5,53;390,23;45,29;3,34;3,73;31,32;5404388,20;2248807,29;10462497,55
"140050 São João da Baliza";7401;4,11;394,03;64,24;1,11;3,11;0,45;1134474,71;1236973,79;2916188,55
"140060 São Luiz";7309;6,82;400,68;56,25;0,00;9,66;12,62;1560613,02;974799,09;2928581,68
"140070 Uiramutã";9309;0,19;242,28;59,48;0,00;5,39;5,99;1571991,82;1184281,29;2255378,85
"150010 Abaetetuba";148873;2,96;295,15;47,50;0,00;14,97;8,58;27335367,38;16602303,84;43940037,69
"150013 Abel Figueiredo";7070;3,96;701,62;23,13;1,01;8,16;16,77;1929212,45;1609846,91;4960469,26
"150020 Acará";54047;4,30;267,47;56,28;0,50;13,88;13,56;8897710,06;4965506,82;14455917,97
"150030 Afuá";37004;1,96;219,06;54,44;6,60;5,47;2,69;3634226,38;4407003,35;8106041,32
"150034 Água Azul do Norte";26105;4,32;350,14;55,74;0,00;9,27;6,87;5598675,72;3541705,81;9140381,53
"150040 Alenquer";54353;2,07;345,98;36,58;0,00;32,11;14,78;14466964,01;5773636,48;18805206,23
"150050 Almeirim";33466;11,05;561,20;43,05;3,37;3,83;5,47;8357774,13;10423368,79;18781142,92
"150060 Altamira";106768;32,31;490,41;34,33;0,00;10,56;9,34;23917616,51;21009000,03;52359675,40
"150070 Anajás";27051;0,87;325,73;55,40;0,00;1,68;8,71;3442181,72;5153558,03;8811242,19
"150080 Ananindeua";499776;11,10;368,23;49,64;1,27;31,24;6,04;128670489,52;37630431,83;184033922,24
"150085 Anapu";24525;6,95;362,74;57,67;0,00;4,19;2,75;4093405,53;4289654,90;8896313,39
"150090 Augusto Corrêa";43154;2,38;296,27;32,46;2,61;5,18;22,15;9050495,05;3403405,78;12785207,03
"150095 Aurora do Pará";28974;4,82;342,06;43,71;3,94;11,27;0,00;5210235,23;2950198,34;9910982,86
"150100 Aveiro";15956;1,10;361,38;59,33;9,70;2,22;1,03;2017087,42;3255732,93;5766122,78
"150110 Bagre";27491;0,40;205,99;45,91;0,00;1,06;12,72;2312774,24;3209749,71;5662817,31
"150120 Baião";42513;2,58;297,54;38,71;3,22;3,35;23,93;8298391,46;3440985,14;12649487,77
"150125 Bannach";3303;4,00;1170,87;42,15;10,48;8,79;24,17;2243526,37;1598077,98;3867397,57
"150130 Barcarena";112921;21,79;487,79;64,64;0,00;7,16;11,67;23529734,00;24843848,16;55081869,36
"150140 Belém";1432844;21,98;597,14;35,91;1,85;46,30;2,01;525770156,78;304539262,12;855606087,37
"150145 Belterra";16924;4,17;362,12;69,22;1,91;1,88;2,23;3164639,30;2914082,04;6128480,78
"150150 Benevides";57393;13,25;434,42;43,20;1,97;8,19;11,71;11729454,43;8600527,69;24932901,62
"150157 Bom Jesus do Tocantins";16074;4,73;555,90;37,75;2,74;3,95;8,13;3444642,98;3112674,67;8935459,18
"150160 Bonito";14990;1,48;431,89;21,79;3,30;9,89;26,89;7155285,93;3048999,55;6473994,70
"150170 Bragança";120124;3,87;211,56;38,87;0,00;15,68;8,38;15127987,39;10732007,41;25413940,29
"150172 Brasil Novo";15139;6,37;571,61;37,81;2,29;13,15;1,25;4936679,55;2688183,65;8653655,70
"150175 Brejo Grande do Araguaia";7258;4,51;546,89;26,80;2,52;2,40;26,06;2485819,08;1662457,88;3969304,37
"150178 Breu Branco";59651;5,42;348,27;47,13;3,34;15,07;14,21;12479883,27;8811209,60;20774745,98
"150180 Breves";97351;2,99;299,50;64,47;17,15;11,27;2,72;20403471,33;7123044,82;29156912,57
"150190 Bujaru";27349;0,27;238,10;40,40;11,55;18,41;2,04;3425932,32;3085891,43;6511823,75
"150200 Cachoeira do Arari";22100;1,81;336,23;61,56;1,33;1,41;13,16;4394249,98;2573669,37;7430757,71
"150195 Cachoeira do Piriá";30430;1,22;254,04;60,06;0,00;10,60;4,20;3879849,00;3256660,00;7730443,86
"150210 Cametá";129161;2,00;229,07;50,46;3,41;30,43;7,19;20684585,70;7811569,33;29587122,24
"150215 Canaã dos Carajás";32366;42,51;1736,10;62,86;0,00;9,98;4,64;5876090,90;50723163,93;56190499,53
"150220 Capanema";65932;7,22;514,81;31,25;1,64;28,73;2,13;24591168,13;7329258,22;33942577,44
"150230 Capitão Poço";52616;3,46;242,80;41,63;0,00;25,81;4,36;8047850,06;4512000,00;12775358,46
"150240 Castanhal";186895;7,07;468,34;53,78;0,00;33,16;3,35;56306952,75;24259000,00;87530988,47
"150250 Chaves";22302;0,61;562,85;20,97;2,99;2,45;58,68;4474641,08;2947348,28;12552603,03
"150260 Colares";11641;0,53;442,73;55,29;0,00;10,66;14,48;2260677,13;2092000,00;5153807,59
"150270 Conceição do Araguaia";46302;5,06;440,39;44,35;2,11;20,31;2,36;13910626,21;6389892,85;20391120,42
"150275 Concórdia do Pará";30801;3,14;261,27;38,69;0,00;8,12;5,34;3770654,23;2416048,00;8047274,60
"150276 Cumaru do Norte";12069;3,55;499,94;41,48;6,97;33,93;0,15;3206020,74;2780110,06;6033767,25
"150277 Curionópolis";17844;9,92;498,53;39,92;2,50;2,68;0,76;3685588,28;4806850,01;8895688,62
"150280 Curralinho";31591;0,10;272,98;63,01;2,79;3,99;9,60;6304665,39;3671767,14;8623601,26
"150285 Curuá";13333;0,40;393,87;45,55;5,36;7,31;18,46;2405568,28;2885189,13;5251442,93
"150290 Curuçá";37188;2,58;328,87;55,31;3,61;5,87;3,99;7486284,64;3130147,87;12230147,87
"150293 Dom Eliseu";55513;6,15;336,60;32,78;2,69;18,88;8,28;9617093,73;6260908,39;18685828,14
"150295 Eldorado dos Carajás";32544;3,68;343,85;45,85;5,81;20,83;4,87;6702789,04;3846149,44;11190323,29
"150300 Faro";7504;1,21;626,65;50,93;4,60;6,62;14,18;2336514,25;2203640,37;4702381,70
"150304 Floresta do Araguaia";19005;5,04;448,17;41,86;5,62;5,20;12,04;4008041,44;4487812,94;8517379,21
"150307 Garrafão do Norte";25307;0,48;424,51;51,68;2,56;13,19;10,79;4434838,37;3858845,68;10742976,95
"150309 Goianésia do Pará";37249;5,15;429,88;63,31;0,00;5,56;13,20;6470227,38;8595867,53;16012551,74
"150310 Gurupá";31182;1,09;302,27;29,70;4,52;8,36;4,35;3996658,14;5428776,59;9425434,73
"150320 Igarapé-Açu";37112;4,33;376,20;37,38;2,70;5,28;7,54;9119354,95;4416907,54;13961712,01
"150330 Igarapé-Miri";59998;1,27;300,98;46,27;0,00;15,57;5,79;12340720,59;4165209,05;18058486,68
"150340 Inhangapi";10876;0,44;459,22;46,58;0,00;7,21;14,76;2218487,04;2599000,00;4994499,10
"150345 Ipixuna do Pará";56613;5,67;340,46;33,93;3,36;21,09;16,08;10281483,59;6231886,86;19274697,19
"150350 Irituia";31644;1,80;343,17;38,87;5,31;6,45;9,70;6607241,04;4271256,53;10859389,37
"150360 Itaituba";98405;13,41;406,90;35,37;0,46;7,43;6,41;19969012,56;15500137,37;40041000,92
"150370 Itupiranga";51743;3,98;336,27;47,77;2,57;12,68;13,78;10629456,43;6639854,35;17399398,98
"150375 Jacareacanga";41487;29,97;255,99;43,23;0,00;8,52;2,71;2484776,42;7881830,37;10620251,21
"150380 Jacundá";55204;4,31;312,94;59,16;14,37;18,35;1,57;9280272,19;6791030,97;17275781,68
"150390 Juruti";52755;12,27;388,96;55,19;0,00;12,59;9,14;8659914,57;10256635,94;20519681,74
"150400 Limoeiro do Ajuru";26961;1,32;302,02;59,10;0,00;2,49;3,91;4371338,58;3890057,01;8142757,01
"150405 Mãe do Rio";28800;2,38;357,61;44,75;0,00;11,18;11,44;6724577,09;3574498,88;10299075,97
"150410 Magalhães Barata";8260;1,72;521,79;35,78;0,00;7,47;39,13;2923977,41;1356793,68;4309958,52
"150420 Marabá";257062;19,90;591,71;48,45;0,00;11,77;5,42;42108012,36;82242667,14;152106120,49
"150430 Maracanã";28643;1,98;346,51;53,45;3,17;10,87;5,26;5499678,03;2770684,71;9925140,21
"150440 Marapanim";27262;3,01;322,94;66,78;0,00;5,64;12,29;4235300,51;3392000,00;8803860,15
"150442 Marituba";120305;6,22;513,17;35,57;0,00;27,44;10,76;38672785,64;17295424,81;61737041,48
"150445 Medicilândia";29444;4,95;331,06;44,83;4,42;7,49;4,40;5129672,95;3748401,46;9747798,63
"150450 Melgaço";26133;0,36;323,12;59,78;5,39;3,60;12,64;3811789,25;4763487,60;8444221,83
"150460 Mocajuba";28933;0,82;258,88;14,53;0,00;2,15;0,06;5328638,98;2424757,59;7490232,19
"150470 Moju";76096;4,71;271,91;36,88;2,32;19,32;6,20;11467255,13;6459942,73;20691452,32
"150475 Mojuí dos Campos";15341;2,50;259,05;46,32;0,00;26,35;11,34;971389,19;2772224,39;3974046,94
"150480 Monte Alegre";56231;2,73;520,14;37,10;7,01;12,86;15,33;8414935,70;8680905,44;29248258,33
"150490 Muaná";37314;0,82;250,74;21,55;0,00;4,53;22,16;4736131,84;3000000,00;9356015,96
"150495 Nova Esperança do Piriá";20596;1,49;324,42;53,28;8,66;7,93;8,26;4144191,09;2377187,08;6681692,64
"150497 Nova Ipixuna";15632;5,22;386,44;54,49;0,00;16,22;3,87;3593536,11;2408135,17;6040845,54
"150500 Nova Timboteua";14472;1,62;402,86;45,93;3,75;4,54;21,91;3901132,87;1929727,40;5830223,66
"150503 Novo Progresso";25169;9,75;635,19;58,47;2,99;4,19;20,13;5771382,29;6357562,10;15987160,35
"150506 Novo Repartimento";69267;3,76;359,49;51,91;2,55;3,60;7,19;8300141,51;13700804,21;24901134,47
"150510 Óbidos";50317;2,93;303,21;58,46;0,00;15,95;15,11;9565705,47;4677729,41;15256727,65
"150520 Oeiras do Pará";30490;2,73;269,69;51,27;0,00;12,42;1,68;4387245,82;4459363,52;8222764,28
"150530 Oriximiná";67939;10,16;529,44;67,14;1,56;12,21;1,61;9703420,09;27089982,42;35969350,65
"150540 Ourém";16986;5,35;475,45;24,83;0,00;4,60;13,43;4273851,01;3467549,27;8076067,80
