Indicadores Municipais
População1.1 %R.Líquida Total2.1 D.Total Saúde/Hab2.2 %D.Pessoal/D.Total2.3 %D.com Medicamentos2.4 %D.Serv.Terc/D.Total2.5 %D.Invest/D.TotalR.Transf.SUSD.R.PrópriosD.Total Saúde por Munic-BR
Período:2012
"Munic-BR";"População";"1.1_%R.Líquida_Total";"2.1_D.Total_Saúde/Hab";"2.2_%D.Pessoal/D.Total";"2.3_%D.com_Medicamentos";"2.4_%D.Serv.Terc/D.Total";"2.5_%D.Invest/D.Total";"R.Transf.SUS";"D.R.Próprios";"D.Total_Saúde"
"240050 Alexandria";13467;2,89;587,28;21,99;1,12;54,46;6,22;7165339,25;1723417,45;7908956,08
"240060 Almino Afonso";4823;0,66;824,46;22,94;8,96;5,59;9,89;2255217,51;1721162,63;3976380,14
"240070 Alto do Rodrigues";12729;11,22;660,06;48,61;1,32;16,35;1,44;1876218,66;6460118,69;8401893,67
"240080 Angicos";11538;3,84;398,44;67,54;1,44;5,28;3,63;3307121,17;1728769,95;4597194,97
"240090 Antônio Martins";6930;1,20;395,81;41,71;12,28;2,99;9,00;1197785,38;1490332,44;2742930,76
"240100 Apodi";34852;7,47;297,81;37,69;2,68;16,59;0,96;5777800,79;4461589,04;10379412,36
"240110 Areia Branca";25736;12,01;598,64;40,90;7,34;7,65;18,48;5757741,58;9708317,01;15406526,59
"240120 Arês";13166;3,28;453,15;73,01;1,68;13,35;2,19;2591139,06;3375011,84;5966150,90
"240130 Augusto Severo";9330;3,10;352,83;20,26;7,18;5,17;8,84;1483424,78;1631932,65;3291888,05
"240140 Baía Formosa";8687;4,07;620,27;28,13;8,75;30,36;4,10;1220066,40;4168243,89;5388311,19
"240145 Baraúna";24977;9,18;386,69;57,10;11,15;9,23;1,12;4114932,80;5682404,05;9658309,74
"240150 Barcelona";3944;1,55;789,02;52,72;7,09;4,11;9,01;894735,03;2217175,44;3111910,47
"240160 Bento Fernandes";5175;1,07;398,72;51,27;8,28;3,67;2,37;913950,77;1153391,49;2063391,49
"240165 Bodó";2373;2,72;1218,88;30,05;5,91;8,47;40,37;498488,90;2393909,34;2892398,24
"240170 Bom Jesus";9566;1,36;397,11;43,66;3,70;10,91;11,77;2375826,84;1742829,30;3798769,10
"240180 Brejinho";11769;1,52;410,45;57,06;2,71;3,30;3,57;3102467,60;1543976,72;4830614,96
"240185 Caiçara do Norte";6043;4,26;641,25;51,15;0,54;3,91;1,31;1141190,87;1926242,55;3875099,24
"240190 Caiçara do Rio do Vento";3375;2,48;645,44;68,15;8,45;13,83;0,95;497354,47;1647386,27;2178350,08
"240200 Caicó";63571;7,20;409,35;41,69;2,49;24,79;4,48;17816196,19;9501676,61;26023052,14
"240210 Campo Redondo";10427;1,50;368,81;57,47;2,56;11,43;0,33;2047519,69;1785279,16;3845591,85
"240220 Canguaretama";31506;4,21;482,44;33,94;3,29;4,14;1,13;11436951,68;3761800,39;15199816,01
"240230 Caraúbas";19692;3,88;533,02;63,61;3,28;1,25;3,89;9276922,80;3646840,51;10496294,47
"240240 Carnaúba dos Dantas";7559;2,00;383,74;64,90;10,17;5,67;2,56;1379249,63;1578235,93;2900703,55
"240250 Carnaubais";10000;7,18;491,46;67,30;2,43;4,44;3,63;1881580,10;3021332,88;4914609,21
"240260 Ceará-Mirim";69005;6,61;282,61;70,10;9,49;3,68;1,86;11567539,08;7953767,76;19501511,03
"240270 Cerro Corá";10928;2,92;371,34;39,78;9,87;2,18;2,37;2200306,88;2078001,19;4058001,19
"240290 Coronel João Pessoa";4783;1,71;641,79;39,95;14,05;13,06;3,72;1169946,13;1878109,87;3069692,98
"240300 Cruzeta";7942;2,85;424,23;47,54;1,21;11,58;0,26;1230569,66;1884753,00;3369204,63
"240310 Currais Novos";42934;5,18;313,67;32,64;3,25;50,24;0,37;8840271,74;4345171,35;13467191,91
"240320 Doutor Severiano";6954;1,94;443,09;46,15;14,59;9,68;7,29;1764835,07;1320225,42;3081282,22
"240330 Encanto";5297;1,47;532,16;27,14;3,55;10,78;4,23;1059408,59;1743645,95;2818873,93
"240340 Equador";5846;1,12;553,04;32,45;0,88;0,84;0,24;898212,79;2356470,58;3233055,85
"240350 Espírito Santo";10439;0,80;356,71;38,02;13,19;4,63;1,56;1646280,89;1917087,95;3723700,59
"240360 Extremoz";25324;12,48;413,02;68,83;3,15;8,03;9,42;6561833,68;3540512,39;10459231,05
"240375 Fernando Pedroza";2885;1,76;623,50;41,03;3,58;8,78;0,75;521448,25;1284059,81;1798796,67
"240380 Florânia";8957;2,05;434,67;40,03;18,60;8,37;3,73;1651649,78;2241625,15;3893319,86
"240390 Francisco Dantas";2852;1,69;665,29;42,53;1,82;13,61;9,57;475242,97;1143838,61;1897393,42
"240400 Frutuoso Gomes";4181;2,71;883,07;35,61;1,64;2,13;14,50;1485736,96;2206386,08;3692123,04
"240420 Goianinha";23209;4,01;504,36;58,09;1,18;14,42;5,89;6549490,01;5408152,27;11705805,55
"240430 Governador Dix-Sept Rosado";12465;10,64;480,69;43,45;0,83;10,68;4,66;2588820,68;3402983,85;5991804,53
"240440 Grossos";9566;2,75;477,94;47,70;7,04;3,62;13,08;1983395,85;2556075,72;4572020,31
"240450 Guamaré";13047;19,13;2299,49;60,21;1,44;17,31;2,03;2550453,91;26687219,27;30001423,99
"240460 Ielmo Marinho";12462;0,89;428,67;50,67;4,77;8,06;8,47;2433082,76;3217987,82;5342116,59
"240470 Ipanguaçu";14148;2,74;376,77;33,58;5,74;5,41;1,54;2630857,28;2175376,22;5330471,33
"240480 Ipueira";2104;2,21;871,56;47,43;1,45;20,26;0,80;364348,23;1492578,75;1833770,10
"240485 Itajá";7036;1,48;466,51;36,98;2,59;8,10;9,91;1241215,39;1828785,95;3282337,37
"240490 Itaú";5609;0,92;427,36;60,84;11,21;7,86;6,28;1186075,85;1341094,34;2397041,98
"240500 Jaçanã";8150;1,89;514,45;39,85;2,73;2,57;30,61;2768215,40;1756581,49;4192755,88
"240510 Jandaíra";6838;3,73;501,74;28,79;14,61;7,49;3,70;1304547,29;2087745,72;3430900,91
"240520 Janduís";5307;1,49;774,60;41,48;1,53;4,46;33,45;979921,05;1403040,94;4110801,24
"240530 Januário Cicco";9211;1,50;340,97;62,80;9,51;7,01;4,04;1797936,55;1253817,04;3140668,90
"240540 Japi";5401;1,07;469,35;49,12;9,86;4,53;1,41;1193692,29;1305801,47;2534973,13
"240560 Jardim de Piranhas";13735;2,76;400,30;26,28;1,01;6,12;0,29;2271624,55;2995015,88;5498056,51
"240570 Jardim do Seridó";12124;3,20;360,63;43,51;5,91;16,06;0,38;1818474,90;2557100,84;4372239,30
"240580 João Câmara";32677;13,67;357,08;18,39;11,68;13,39;5,58;8809093,22;4953612,44;11668155,12
"240590 João Dias";2602;1,87;714,46;27,62;25,85;6,77;8,68;563627,82;1291027,35;1859016,88
"240600 José da Penha";5862;1,81;539,08;14,79;1,70;10,62;8,37;1672712,41;1485175,41;3160079,28
"240610 Jucurutu";17749;3,37;433,05;71,41;10,08;6,68;0,72;4220343,54;3465782,32;7686125,86
"240615 Jundiá";3635;1,60;561,71;59,63;6,96;6,97;8,26;544101,30;1446261,02;2041832,35
"240620 Lagoa d'Anta";6318;2,15;485,80;57,47;1,13;6,10;5,65;1087405,25;1787196,88;3069266,05
"240630 Lagoa de Pedras";7079;1,45;388,10;56,47;3,64;10,91;4,42;1617918,83;1109460,55;2747379,38
"240640 Lagoa de Velhos";2671;0,64;838,70;68,34;3,05;9,32;0,22;452070,70;1757353,79;2240156,08
"240650 Lagoa Nova";14274;1,90;323,47;51,68;24,47;5,15;1,41;2668784,69;1948316,08;4617164,83
"240660 Lagoa Salgada";7679;1,21;382,64;45,19;5,65;1,80;9,97;1547847,76;1247649,72;2938297,57
"240670 Lajes";10530;4,18;447,82;70,57;3,87;5,70;3,99;3540336,27;1931663,19;4715559,47
"240680 Lajes Pintadas";4625;2,88;467,62;48,91;3,65;4,83;3,40;739825,72;1404343,13;2162740,28
"240690 Lucrécia";3696;1,00;603,57;37,64;6,74;5,47;2,05;880477,60;1386848,30;2230779,06
"240700 Luís Gomes";9679;1,41;430,16;60,24;3,12;4,39;8,75;1959080,45;1842817,05;4163514,22
"240710 Macaíba";71670;8,33;325,38;62,50;3,99;16,02;9,63;12585842,20;10302115,20;23319762,30
"240720 Macau";29446;10,74;566,08;25,63;5,49;17,23;3,32;6041130,53;10200605,21;16668792,80
"240725 Major Sales";3625;1,38;598,30;32,28;15,91;11,21;6,08;843123,02;1528564,00;2168821,25
"240730 Marcelino Vieira";8249;2,29;298,61;39,70;4,18;19,20;1,61;1501871,12;1380914,80;2463200,01
"240740 Martins";8293;3,02;371,47;46,88;10,32;16,51;15,25;1598860,94;1751536,66;3080636,30
"240750 Maxaranguape";10810;4,95;367,09;56,79;2,52;11,04;3,05;2271703,08;1635567,90;3968255,02
"240760 Messias Targino";4259;2,55;768,07;18,17;3,35;5,33;37,17;1141779,35;1187990,78;3271224,70
"240770 Montanhas";11333;1,49;395,89;59,42;1,99;7,37;8,28;3028954,20;1715814,41;4486637,17
"240780 Monte Alegre";20959;3,03;367,21;42,59;6,44;3,65;4,10;4889140,25;2671313,33;7696364,47
"240800 Mossoró";266758;15,75;517,53;56,89;3,74;29,70;0,97;74460088,49;61515745,47;138054304,58
"240810 Natal";817590;24,10;500,10;48,03;5,00;32,71;0,19;204187448,87;210399935,43;408877121,94
"240820 Nísia Floresta";24501;10,50;389,36;52,63;2,61;9,11;7,58;4979476,99;3635301,97;9539722,36
"240830 Nova Cruz";35741;2,95;332,88;48,25;1,54;5,00;5,91;7359515,06;3137333,05;11897642,25
"240840 Olho-d'Água do Borges";4270;2,76;818,81;36,87;0,81;3,30;42,17;3294332,48;1183485,35;3496318,50
"240850 Ouro Branco";4704;1,68;528,40;57,74;12,53;3,30;12,94;1200391,57;1528290,02;2485599,64
"240860 Paraná";4001;0,66;643,70;27,93;8,69;14,62;3,02;924427,82;1677774,10;2575456,60
"240880 Parazinho";4924;37,48;684,93;27,16;4,37;4,44;4,94;1022753,78;2414648,07;3372601,85
"240890 Parelhas";20511;3,87;344,32;36,39;3,73;5,65;0,50;4442751,74;2605027,50;7062387,09
"240325 Parnamirim";214199;16,39;372,34;65,30;2,15;13,35;2,16;34930016,72;43884462,42;79754116,77
"240910 Passa e Fica";11519;1,90;321,43;68,03;3,79;4,99;2,62;2758295,63;1696340,95;3702507,28
"240920 Passagem";2925;1,90;547,19;52,42;2,46;7,21;6,67;465081,17;1131344,87;1600531,28
"240930 Patu";12084;3,59;417,57;57,44;4,50;3,75;3,16;2782306,78;1986860,33;5045945,96
"240940 Pau dos Ferros";28197;7,14;617,64;35,62;0,88;29,36;6,64;14750168,02;3924908,37;17415615,78
"240950 Pedra Grande";3447;21,10;727,70;49,71;5,31;2,50;5,34;804468,28;1704381,51;2508381,51
"240960 Pedra Preta";2552;1,99;799,97;62,91;9,80;4,95;1,61;658698,88;1376804,72;2041529,47
"240970 Pedro Avelino";7045;1,78;411,54;43,30;2,87;4,08;6,31;1339509,61;1359305,83;2899287,07
"240980 Pedro Velho";14204;1,13;385,75;54,50;2,27;7,00;3,05;3194111,62;2379907,26;5479240,19
"240990 Pendências";13739;5,49;764,88;62,28;15,90;10,33;8,27;2485019,15;4134799,75;10508647,52
"241000 Pilões";3522;2,59;804,26;43,67;19,23;6,82;3,56;739514,39;2032960,52;2832613,84
"241010 Poço Branco";14204;1,86;383,45;43,73;5,48;7,31;3,21;2200671,39;3217917,96;5446575,20
"241020 Portalegre";7407;1,47;545,10;39,13;5,14;5,30;35,34;1885377,52;1923947,27;4037537,36
"241025 Porto do Mangue";5392;3,00;749,29;56,05;3,74;11,53;0,01;800492,93;3154236,32;4040181,01
"241030 Presidente Juscelino";9035;1,75;372,00;47,55;7,64;5,07;9,77;1666833,14;1650129,91;3361007,31
"241040 Pureza";8645;1,59;357,29;56,51;6,42;19,44;0,53;1367007,18;1685939,52;3088780,14
"241050 Rafael Fernandes";4760;2,21;415,94;46,66;3,30;12,82;0,06;894053,67;1098966,42;1979855,08
"241060 Rafael Godeiro";3080;0,87;846,21;21,82;5,89;1,68;0,55;656181,51;1918750,57;2606331,93
"241070 Riacho da Cruz";3241;1,16;729,38;46,93;22,75;8,05;8,83;651291,79;1660682,42;2363912,11
"241080 Riacho de Santana";4150;1,29;591,27;38,34;19,22;15,08;2,83;816430,56;1280329,70;2453754,00
"241090 Riachuelo";7265;0,83;412,56;55,15;9,14;2,99;2,78;1264964,58;1733230,10;2997230,10
"240895 Rio do Fogo";10187;7,65;388,19;51,39;1,31;10,15;12,61;1972394,31;1921011,71;3954498,90
"241100 Rodolfo Fernandes";4411;1,07;580,73;25,69;9,16;13,86;3,73;971242,90;1590361,11;2561604,01
"241110 Ruy Barbosa";3582;2,76;671,34;65,80;8,31;3,64;1,15;1032978,69;1369949,60;2404733,29
"241120 Santa Cruz";36477;4,76;375,99;55,16;3,16;13,66;0,84;9165098,95;4063932,59;13715144,42
"241140 Santana do Matos";13481;4,22;421,17;54,46;3,22;4,57;8,07;3364693,21;2264714,02;5677844,50
"241142 Santana do Seridó";2549;2,23;746,22;44,77;16,75;6,45;0,90;733801,89;1232434,88;1902120,01
"241150 Santo Antônio";22535;2,09;316,44;66,25;9,77;5,43;2,71;5344565,80;763186,01;7130996,36
"241160 São Bento do Norte";2915;8,43;975,95;58,95;8,15;3,09;2,65;945339,05;1899544,62;2844883,67
"241180 São Fernando";3427;2,16;544,85;42,82;2,57;7,40;4,38;724779,60;1187019,44;1867215,42
"241190 São Francisco do Oeste";3934;0,74;332,99;22,14;19,08;22,90;0,00;804749,14;1114313,00;1310000,00
"241200 São Gonçalo do Amarante";90376;8,47;288,77;63,79;2,62;26,03;1,47;15917608,46;11968058,58;26098007,77
"241210 São João do Sabugi";5956;2,67;387,53;39,71;4,04;4,61;0,57;690800,36;1398941,94;2308102,79
"241220 São José de Mipibu";40511;5,72;356,23;71,59;1,92;9,79;2,60;11276169,61;4329285,52;14431108,85
"241240 São José do Seridó";4300;2,48;558,32;44,81;2,41;10,48;0,68;847918,29;1616219,95;2400778,03
"241250 São Miguel";21994;2,78;367,86;53,43;8,50;16,50;5,04;5271954,27;2609441,38;8090657,61
"241255 São Miguel do Gostoso";8835;4,99;413,64;47,14;2,01;5,42;13,09;1860870,33;1868689,06;3654527,35
"241260 São Paulo do Potengi";16149;3,86;492,32;55,08;2,29;13,20;1,11;5893915,30;1989187,13;7950413,11
"241270 São Pedro";6154;1,35;363,49;51,40;6,23;3,08;2,21;942365,19;1284685,63;2236898,77
"241280 São Rafael";8098;2,03;403,32;53,97;6,12;21,25;2,89;1752273,42;1544680,27;3266061,17
"241290 São Tomé";10832;2,47;392,65;36,85;6,46;5,90;3,58;2614382,75;1934134,15;4253190,83
"241300 São Vicente";6088;1,70;567,06;44,48;19,30;7,40;6,43;1377326,41;2074927,18;3452253,59
"241310 Senador Elói de Souza";5729;2,51;503,52;49,81;2,58;7,62;8,21;1324112,80;1647975,24;2884678,19
"241320 Senador Georgino Avelino";4018;5,99;608,72;51,33;0,53;12,61;4,45;1108865,00;1336975,61;2445840,61
"241335 Serra do Mel";10597;8,26;492,34;63,15;5,70;8,74;2,70;1683322,91;3480140,50;5217369,22
"241340 Serra Negra do Norte";7805;3,07;369,85;47,26;7,82;4,65;9,12;1815031,38;1286569,40;2886675,48
"241350 Serrinha";6480;2,01;506,20;45,92;1,85;10,89;8,85;1540043,79;1697544,30;3280201,63
"241355 Serrinha dos Pintos";4577;1,62;709,49;28,83;0,31;14,26;15,50;1020948,82;2115652,25;3247342,88
"241370 Sítio Novo";5107;2,04;584,57;43,15;4,99;1,11;18,51;727091,80;1671117,57;2985411,49
"241380 Taboleiro Grande";2361;1,09;728,06;36,63;10,76;15,44;2,00;623872,63;1075936,71;1718959,22
"241390 Taipu";11883;2,06;462,58;56,76;3,04;4,35;1,18;2279209,21;3195164,95;5496820,12
"241400 Tangará";14486;2,22;375,28;58,13;7,41;3,84;1,21;2526662,57;2903368,03;5436280,61
"241410 Tenente Ananias";10036;1,96;445,25;44,27;1,64;16,04;2,91;2474330,35;2238402,43;4468558,46
"241415 Tenente Laurentino Cruz";5557;1,70;588,25;42,76;23,00;6,20;0,06;897073,68;2371806,78;3268880,46
"241105 Tibau";3761;6,98;1172,01;32,87;10,51;1,43;38,14;771891,29;2202476,26;4407933,62
"241420 Tibau do Sul";11935;12,46;460,77;65,65;2,88;4,95;8,45;2264291,49;2940175,48;5499347,46
"241430 Timbaúba dos Batistas";2312;4,09;587,20;19,69;3,69;6,25;5,89;356541,16;1093026,52;1357607,26
"241440 Touros";31574;3,04;309,34;57,94;2,88;4,82;4,98;6396368,14;3740427,95;9767077,40
"241445 Triunfo Potiguar";3327;2,57;669,64;28,04;6,53;2,92;2,28;813531,56;1394156,02;2227877,61
"241450 Umarizal";10594;3,15;386,58;29,72;16,36;9,00;3,18;2808806,41;1749799,78;4095454,71
"241460 Upanema";13295;3,34;492,49;38,32;0,79;3,35;11,75;3036588,65;3143891,35;6547631,37
"241470 Várzea";5271;1,18;443,19;43,92;12,39;9,61;15,20;988174,18;1330934,32;2336065,19
"241475 Venha-Ver";3882;1,65;628,77;27,78;11,22;9,94;14,17;1204198,26;1246090,51;2440878,36
"241480 Vera Cruz";11051;1,06;387,10;51,14;5,19;11,06;6,76;1916097,29;2256328,16;4277893,79
"241490 Viçosa";1633;1,85;1208,09;12,31;10,46;5,19;8,30;524094,64;1452419,30;1972812,36
"241500 Vila Flor";2924;1,84;734,49;66,10;3,26;5,29;8,56;548272,22;1599370,28;2147642,50
"250010 Água Branca";9611;1,94;409,61;66,58;2,28;4,62;13,72;2810133,83;1381271,13;3936719,12
"250020 Aguiar";5514;1,23;494,48;53,33;15,99;7,24;8,21;1459339,19;1414923,82;2726569,56
"250030 Alagoa Grande";28375;3,55;371,90;72,84;0,33;3,30;2,90;6972101,26;3798500,57;10552721,83
"250040 Alagoa Nova";19849;1,66;424,67;68,65;8,34;5,08;4,10;4160419,59;3514573,10;8429340,42
"250050 Alagoinha";13740;1,74;395,47;68,49;2,25;9,87;10,97;2737177,65;2812791,73;5433795,71
"250053 Alcantil";5282;0,52;445,82;65,38;9,94;4,83;0,88;1021380,12;1369287,62;2354840,18
"250057 Algodão de Jandaíra";2390;2,22;956,14;39,80;6,30;2,48;2,18;393185,93;1575126,30;2285168,33
"250060 Alhandra";18324;3,24;550,64;48,21;9,08;4,70;8,46;3007180,81;7210253,41;10090015,22
"250073 Amparo";2119;1,78;818,86;51,60;3,48;8,56;0,81;344413,89;1357702,09;1735164,62
"250077 Aparecida";7832;3,05;365,18;62,07;8,06;7,69;4,58;1703842,16;1153491,52;2860059,09
"250080 Araçagi";17093;1,79;335,22;64,59;4,16;7,76;1,07;3501959,68;1967572,59;5729898,77
"250090 Arara";12820;2,11;315,68;71,25;4,23;5,27;3,89;2272736,62;1727280,47;4046986,94
"250100 Araruna";19076;1,39;480,71;59,68;4,60;15,02;0,84;5923327,69;2822948,03;9169933,41
"250110 Areia";23391;4,09;317,97;84,56;1,22;3,71;0,02;3856305,96;3861478,39;7437536,45
"250115 Areia de Baraúnas";1901;1,55;867,49;34,90;3,34;46,40;4,58;459641,99;1133425,94;1649105,89
"250120 Areial";6536;1,57;425,55;66,24;5,49;3,85;11,95;1222243,81;1243628,14;2781424,84
"250130 Aroeiras";19016;0,77;412,78;55,12;8,29;10,09;8,53;4638574,71;2095839,21;7849439,28
"250135 Assunção";3607;1,43;502,69;43,33;28,63;12,00;4,15;751342,08;1061860,88;1813202,96
"250140 Baía da Traição";8243;1,76;256,54;77,15;2,56;4,18;5,13;1101902,07;1091323,61;2114698,59
"250150 Bananeiras";21753;4,53;373,78;55,82;6,10;5,45;5,07;5175091,37;2724657,81;8130917,96
"250153 Baraúna";4379;1,44;478,46;52,02;8,02;4,22;5,41;657583,21;1496652,38;2095160,73
"250160 Barra de Santa Rosa";14413;2,28;390,14;69,74;7,59;4,06;1,86;2790216,28;2515325,60;5623082,34
"250157 Barra de Santana";8191;0,88;498,36;52,54;1,61;7,04;11,99;2794166,10;1190162,15;4082063,52
"250170 Barra de São Miguel";5679;1,68;338,50;50,64;17,55;5,52;10,31;824651,67;1097670,26;1922321,93
"250180 Bayeux";100543;6,03;261,07;70,42;3,76;5,93;0,68;15039445,86;10258726,93;26248281,42
"250190 Belém";17167;2,23;405,41;69,69;5,08;7,87;3,26;5249816,52;2301127,00;6959672,10
"250200 Belém do Brejo do Cruz";7163;2,99;497,53;58,43;2,31;10,04;10,21;1821274,57;1316429,12;3563784,14
"250205 Bernardino Batista";3153;1,76;621,58;40,53;5,37;9,95;12,34;996513,41;1108345,75;1959834,03
"250210 Boa Ventura";5625;0,84;489,22;52,22;6,88;21,48;5,39;1188429,22;1698164,61;2751878,21
"250215 Boa Vista";6415;1,48;463,81;68,73;5,72;5,23;0,78;781048,58;2194264,84;2975313,42
"250220 Bom Jesus";2432;0,99;647,99;42,22;3,17;14,96;3,14;403438,65;1170185,83;1575900,39
"250230 Bom Sucesso";4998;2,67;603,06;57,77;0,90;2,65;8,35;935434,00;1878803,66;3014091,55
"250240 Bonito de Santa Fé";11042;2,29;571,39;44,82;3,40;1,93;36,24;4242140,22;1601187,29;6309332,14
"250250 Boqueirão";17043;1,78;448,23;56,05;10,33;6,61;7,21;5141466,10;2071566,20;7639126,46
"250270 Borborema";5169;1,02;358,86;59,24;5,52;7,62;8,10;698797,18;1155424,26;1854943,76
"250280 Brejo do Cruz";13313;1,86;359,54;70,61;4,60;4,53;2,56;2377870,68;2548002,67;4786510,99
"250290 Brejo dos Santos";6236;1,26;441,03;52,40;9,83;8,57;2,59;974059,46;1656455,41;2750237,79
"250300 Caaporã";20653;4,80;469,66;54,49;3,06;2,16;4,13;5946008,34;4419583,60;9699873,34
"250310 Cabaceiras";5148;1,55;455,29;40,26;3,33;8,55;7,61;1272747,10;1199384,15;2343849,49
"250320 Cabedelo";60226;15,05;653,99;76,21;1,61;7,25;2,71;12366068,67;27021194,33;39387262,90
"250330 Cachoeira dos Índios";9685;1,92;353,60;61,07;2,92;9,62;11,11;2649550,12;1386576,94;3424601,32
"250340 Cacimba de Areia";3590;2,63;550,62;48,74;8,01;3,04;20,94;747254,20;1203214,66;1976719,48
"250350 Cacimba de Dentro";16885;1,77;295,92;56,94;22,75;3,25;4,57;2911305,01;2765625,83;4996630,84
"250355 Cacimbas";6877;1,43;400,16;52,22;2,35;21,48;5,39;1364332,83;1745537,33;2751878,21
"250360 Caiçara";7205;1,41;335,58;62,35;0,64;3,24;0,67;1266570,02;1178908,39;2417831,04
"250370 Cajazeiras";59130;5,83;405,54;66,66;2,08;12,59;1,05;17527350,48;6139433,61;23979762,06
"250375 Cajazeirinhas";3061;1,52;613,36;42,03;1,26;14,23;9,64;744683,65;1297385,29;1877480,06
"250380 Caldas Brandão";5710;2,12;321,02;53,92;2,51;11,76;1,75;809592,22;1084805,81;1833019,45
"250390 Camalaú";5793;1,93;416,51;50,35;12,09;10,33;1,86;1045062,73;1440698,33;2412844,33
"250400 Campina Grande";389995;9,95;577,71;44,16;4,04;40,23;4,14;163900985,65;44472313,23;225302513,48
"250403 Capim";5816;1,04;335,78;61,77;0,60;3,97;2,74;798663,63;1320753,32;1952904,35
"250407 Caraúbas";3951;2,38;517,55;66,71;2,67;6,42;6,32;707947,56;1372284,82;2044827,57
"250410 Carrapateira";2441;1,23;733,84;48,50;10,00;3,63;30,65;395485,11;1027892,41;1791303,04
"250415 Casserengue";7132;1,67;337,81;61,14;5,06;3,60;4,71;1275395,11;1265902,46;2409262,57
"250420 Catingueira";4822;2,16;451,63;59,74;3,51;3,31;3,50;1115006,02;1108756,02;2177778,86
"250430 Catolé do Rocha";29079;3,62;441,55;63,15;12,88;6,11;2,54;8786634,61;3087515,28;12839687,48
"250435 Caturité";4598;1,15;583,66;55,46;10,99;17,54;3,61;1512112,26;1425794,67;2683685,92
"250440 Conceição";18429;3,25;523,01;61,91;4,90;6,77;11,70;6155706,17;2971269,53;9638470,69
"250450 Condado";6598;1,52;457,53;61,26;6,34;2,44;3,11;1447297,36;1546941,33;3018777,44
"250460 Conde";22154;12,27;369,83;73,70;7,25;5,14;2,21;3770151,25;4565695,17;8193212,92
"250470 Congo";4692;1,25;609,64;38,81;2,68;9,62;26,63;1045947,11;1191344,44;2860449,42
"250480 Coremas";15152;5,97;519,87;20,24;2,85;8,59;3,25;4830139,74;2051794,93;7877045,27
"250485 Coxixola";1802;1,97;888,30;55,23;5,90;6,09;7,49;372158,42;1188491,62;1600724,35
"250490 Cruz do Espírito Santo";16317;1,78;276,19;56,73;19,30;6,99;2,08;2416552,10;2363682,05;4506588,24
"250500 Cubati";6939;1,51;388,23;58,02;2,79;6,42;6,38;1186650,34;1300325,26;2693900,33
"250510 Cuité";19983;3,29;431,46;76,95;2,31;4,18;4,01;6282203,29;2509874,74;8621932,73
"250523 Cuité de Mamanguape";6214;1,84;346,53;61,99;3,19;3,65;6,51;1006071,31;1147237,80;2153309,11
"250520 Cuitegi";6834;1,29;368,34;71,00;3,13;5,88;2,02;1384995,58;1144682,13;2517223,19
"250527 Curral de Cima";5192;0,93;353,93;63,54;5,44;3,12;2,81;826762,81;1242552,14;1837590,76
"250530 Curral Velho";2497;0,48;602,91;29,83;4,53;8,03;9,70;483879,11;1059485,47;1505474,50
"250535 Damião";4990;1,94;455,44;36,65;16,18;2,87;1,30;725512,14;1261264,37;2272625,85
"250540 Desterro";8035;0,80;346,16;75,28;1,19;7,55;2,27;1569394,10;1394117,42;2781357,42
"250560 Diamante";6571;1,77;547,36;44,69;3,25;4,00;29,44;2137765,70;1557538,94;3596726,20
"250570 Dona Inês";10438;2,91;425,96;74,75;6,39;3,70;4,42;2340726,91;2405425,13;4446154,06
"250580 Duas Estradas";3611;1,79;542,83;59,38;1,05;4,86;8,93;664241,52;1303582,34;1960158,99
"250590 Emas";3356;1,32;638,65;49,10;8,47;8,51;15,08;826791,31;1190586,21;2143325,91
"250600 Esperança";31538;2,80;495,46;67,75;4,71;10,28;1,96;8992713,94;5774972,57;15625679,44
"250610 Fagundes";11332;0,76;272,28;50,24;22,20;2,68;12,60;1702833,64;1450919,74;3085521,53
"250620 Frei Martinho";2935;1,80;666,40;58,64;6,08;3,81;6,76;479582,87;1216230,08;1955878,98
"250625 Gado Bravo";8355;1,30;304,78;54,75;7,86;19,04;2,31;1526638,82;1197724,53;2546464,96
"250630 Guarabira";55977;4,24;388,10;54,46;2,18;28,69;2,80;17133932,48;6198119,79;21724455,21
"250640 Gurinhém";13877;2,11;381,42;58,50;6,63;6,92;4,59;2717122,19;2219630,12;5292909,69
"250650 Gurjão";3215;1,40;522,23;53,22;2,00;5,19;1,05;531316,84;1155358,33;1678955,77
"250660 Ibiara";5978;1,65;460,33;52,22;1,33;21,48;5,39;1693549,88;1097404,75;2751878,21
"250260 Igaracy";6134;3,66;541,82;67,54;2,47;6,58;0,42;1685678,63;1644202,23;3323494,00
"250670 Imaculada";11423;2,48;449,54;50,19;4,52;3,60;8,93;2353973,72;2150859,79;5135148,69
"250680 Ingá";17555;2,08;456,10;57,32;6,79;18,77;2,38;4691874,30;2749398,59;8006899,97
"250690 Itabaiana";24372;2,16;394,28;50,77;7,02;15,18;0,46;5859494,28;3312499,25;9609457,88
"250700 Itaporanga";23505;3,91;407,77;71,91;3,02;6,06;2,25;7512182,01;2388249,91;9584630,55
"250710 Itapororoca";17354;1,77;278,12;68,85;8,27;5,77;0,94;2435832,98;2471245,45;4826527,59
"250720 Itatuba";10326;2,60;364,24;57,90;4,87;3,98;6,75;1875883,80;1710564,90;3761147,86
