Indicadores Municipais
População1.1 %R.Líquida Total2.1 D.Total Saúde/Hab2.2 %D.Pessoal/D.Total2.3 %D.com Medicamentos2.4 %D.Serv.Terc/D.Total2.5 %D.Invest/D.TotalR.Transf.SUSD.R.PrópriosD.Total Saúde por Munic-BR
Período:2012
"Munic-BR";"População";"1.1_%R.Líquida_Total";"2.1_D.Total_Saúde/Hab";"2.2_%D.Pessoal/D.Total";"2.3_%D.com_Medicamentos";"2.4_%D.Serv.Terc/D.Total";"2.5_%D.Invest/D.Total";"R.Transf.SUS";"D.R.Próprios";"D.Total_Saúde"
"110130 Mirante da Serra";11686;3,81;350,85;83,44;2,14;5,11;1,84;2257572,68;1889658,87;4100074,27
"110140 Monte Negro";14313;5,99;492,33;58,88;2,83;13,47;9,60;4154010,53;3387361,93;7046765,77
"110014 Nova Brasilândia D'Oeste";19891;3,46;520,95;46,19;3,39;4,24;32,15;6578544,55;3538653,77;10362244,04
"110033 Nova Mamoré";23719;4,67;322,46;64,22;3,18;9,06;3,67;2633185,26;4687921,07;7648521,99
"110143 Nova União";7382;3,06;442,08;54,07;0,97;5,57;5,88;1027255,32;1852330,07;3263419,99
"110050 Novo Horizonte do Oeste";9933;2,00;427,57;74,60;2,59;6,94;0,35;1644777,17;2091399,19;4247089,36
"110015 Ouro Preto do Oeste";37482;8,56;385,67;83,39;1,53;4,73;2,29;6838406,28;7146767,08;14455507,72
"110145 Parecis";4990;2,88;581,67;67,46;11,30;12,16;2,75;797038,06;1853023,77;2902535,71
"110018 Pimenta Bueno";34135;12,67;443,13;72,35;4,18;9,98;4,17;5797054,28;10130929,56;15126094,99
"110146 Pimenteiras do Oeste";2283;1,64;1272,06;68,07;2,82;8,06;1,22;616247,91;2022837,65;2904104,85
"110020 Porto Velho";442701;26,25;412,16;72,48;2,23;9,15;5,22;70953727,09;102565924,01;182464002,58
"110025 Presidente Médici";21709;6,21;431,99;71,54;0,94;5,67;4,30;4931195,53;4744477,40;9378175,45
"110147 Primavera de Rondônia";3406;3,25;650,41;66,66;2,26;5,50;7,91;702732,45;1380190,91;2215310,33
"110026 Rio Crespo";3374;3,90;814,14;67,87;4,49;5,79;10,34;558310,93;2075171,36;2746898,15
"110028 Rolim de Moura";51142;11,69;466,16;75,93;2,08;5,08;1,29;9810779,21;13663887,67;23840452,01
"110029 Santa Luzia D'Oeste";8476;3,13;460,67;78,35;2,07;8,95;0,78;1510081,67;2214419,92;3904649,47
"110148 São Felipe D'Oeste";5862;1,41;508,79;68,02;4,18;5,24;2,43;1631588,90;1743783,19;2982537,39
"110149 São Francisco do Guaporé";16636;5,68;431,97;59,57;3,44;15,87;7,67;3088324,96;4641043,61;7186298,17
"110032 São Miguel do Guaporé";21927;4,32;391,53;68,18;0,39;6,31;2,66;3244207,25;5726939,61;8585076,78
"110150 Seringueiras";11619;6,42;498,63;65,62;0,53;3,96;12,63;2972040,78;3263796,17;5793639,07
"110155 Teixeirópolis";4778;3,47;596,41;75,58;4,18;8,73;3,49;867988,88;1889176,22;2849634,67
"110160 Theobroma";10575;3,62;459,15;70,77;7,32;5,47;14,95;2142144,20;3000754,54;4855522,45
"110170 Urupá";12687;4,41;355,86;69,90;2,98;7,23;10,99;2219989,82;2492748,08;4514798,89
"110175 Vale do Anari";9633;2,88;347,94;76,04;4,85;11,92;0,00;1596122,17;1886129,02;3351748,94
"110180 Vale do Paraíso";7961;4,61;547,35;70,86;0,78;5,54;7,86;2097403,51;2136913,17;4357441,28
"110030 Vilhena";79616;12,68;573,81;57,38;8,57;4,72;4,31;16136275,67;22399815,10;45684691,06
"120001 Acrelândia";13011;2,94;255,83;65,94;7,09;6,81;4,16;2279811,16;1404340,11;3328616,42
"120005 Assis Brasil";6308;2,66;365,70;29,06;1,48;2,50;5,32;1484053,28;1073379,27;2306819,57
"120010 Brasiléia";22261;3,60;282,64;44,85;11,20;10,92;9,88;3808504,55;2925332,62;6291956,54
"120013 Bujari";8782;2,77;251,49;25,72;17,30;6,36;0,95;1194462,77;1123875,38;2208558,54
"120017 Capixaba";9368;3,58;245,74;50,65;3,96;3,18;0,28;1231864,70;1075557,74;2302092,33
"120020 Cruzeiro do Sul";79819;11,19;246,04;63,51;7,45;2,41;15,25;11960718,86;7719707,73;19638367,74
"120025 Epitaciolândia";15679;4,86;274,62;45,07;6,78;8,77;1,55;2146732,56;1819209,09;4305704,07
"120030 Feijó";32560;4,58;202,00;60,91;22,21;2,61;2,11;4033499,98;2706376,81;6577233,21
"120032 Jordão";6898;1,63;325,57;41,23;3,42;5,06;0,41;1148479,08;1131271,84;2245788,92
"120033 Mâncio Lima";15890;3,38;295,20;58,34;2,41;2,47;10,38;3078313,96;1782468,91;4690705,99
"120034 Manoel Urbano";8224;8,57;301,20;37,51;3,83;2,97;1,48;1716819,82;1134208,42;2477053,97
"120035 Marechal Thaumaturgo";15123;1,68;245,07;45,51;16,93;9,41;5,37;2256545,78;1519192,47;3706137,33
"120038 Plácido de Castro";17587;2,67;382,65;61,64;6,09;9,69;4,61;3486173,08;2692570,29;6729652,99
"120080 Porto Acre";15534;5,07;282,91;46,80;4,55;5,08;17,91;3406706,78;1552770,47;4394800,08
"120039 Porto Walter";9711;2,25;281,27;42,93;6,06;4,60;2,65;1709872,20;1121378,11;2731369,91
"120040 Rio Branco";348354;12,56;223,42;63,74;7,03;10,95;5,51;27281503,19;52946317,30;77828783,55
"120042 Rodrigues Alves";15260;2,49;250,66;33,54;9,73;5,94;21,57;2570405,75;1765555,47;3825136,40
"120043 Santa Rosa do Purus";5061;0,99;519,45;42,77;27,62;1,76;8,64;1533998,34;1170972,65;2628914,15
"120050 Sena Madureira";39366;4,93;223,70;46,02;5,99;3,07;7,20;5124970,88;3687889,42;8805984,49
"120045 Senador Guiomard";20588;4,40;277,73;47,02;15,37;1,36;3,03;3250481,13;2658417,29;5717952,13
"120060 Tarauacá";36763;3,83;233,54;46,72;5,93;4,34;10,54;4783886,38;3161557,47;8585485,54
"120070 Xapuri";16639;4,88;253,81;34,99;13,59;13,28;6,10;3009472,09;2161141,78;4223158,00
"130002 Alvarães";14381;1,88;289,73;72,35;8,94;0,01;5,19;2359304,26;443,85;4166668,11
"130006 Amaturá";9794;2,45;266,33;52,96;2,14;1,28;8,58;1073102,06;1796366,93;2608481,19
"130008 Anamã";10766;2,57;324,51;54,42;1,62;9,50;8,14;1350448,09;1952648,60;3493704,45
"130010 Anori";17072;2,68;245,76;58,13;1,79;9,00;0,02;1993126,65;2316207,02;4195675,09
"130014 Apuí";18633;2,92;323,91;16,82;1,56;0,39;0,24;2442192,32;3514960,25;6035394,34
"130030 Autazes";33312;3,86;297,61;46,75;0,44;1,99;10,63;6597086,09;3886111,97;9913970,99
"130040 Barcelos";25948;0,79;244,75;26,64;0,50;1,45;1,58;2329688,10;3754599,32;6350646,80
"130050 Barreirinha";28077;2,26;279,58;63,75;14,45;4,81;0,88;2698430,89;4912131,76;7849728,49
"130063 Beruri";16158;0,83;299,51;53,11;11,77;11,52;1,42;1497771,26;3341696,16;4839467,42
"130080 Borba";35919;2,55;427,38;46,77;1,44;4,76;21,17;10647462,78;4552678,07;15351166,20
"130083 Caapiranga";11303;1,76;422,77;20,01;1,40;2,99;44,22;2071911,83;2696088,17;4778599,74
"130090 Canutama";13986;3,16;275,16;74,83;1,45;5,81;0,11;1728746,95;2516526,20;3848330,40
"130100 Carauari";26130;7,38;195,78;27,16;3,46;6,26;6,70;2497845,78;4016394,01;5115645,20
"130110 Careiro";33517;3,43;267,36;41,96;2,33;5,62;4,73;5400860,29;3974596,45;8961130,35
"130115 Careiro da Várzea";24937;3,96;239,58;58,40;1,73;3,23;9,17;2709298,66;3024826,80;5974484,21
"130120 Coari";77305;15,13;587,21;58,78;0,73;13,99;2,47;12907054,79;26885345,74;45394481,42
"130140 Eirunepé";31364;1,43;270,73;32,57;15,81;5,92;0,14;4704983,50;4142675,74;8491258,49
"130150 Envira";16923;1,38;315,33;46,21;1,82;1,60;1,08;2423588,12;3530204,65;5336302,07
"130160 Fonte Boa";23198;3,53;345,06;56,62;1,62;0,57;0,10;4587099,60;3316022,54;8004635,89
"130165 Guajará";14396;2,54;238,85;61,21;10,05;5,51;11,44;2628400,24;2263080,92;3438498,09
"130170 Humaitá";45954;5,14;388,39;15,16;3,02;1,14;51,76;7962087,55;9844376,80;17847966,62
"130180 Ipixuna";23460;2,26;219,71;45,30;1,96;5,90;0,15;2450827,37;2888460,14;5154458,38
"130185 Iranduba";41947;4,21;296,76;22,84;1,68;5,72;66,29;8159705,86;4240682,07;12448377,49
"130190 Itacoatiara";89064;4,71;325,89;70,52;0,73;20,90;1,55;15926826,13;10370614,57;29025136,59
"130195 Itamarati";7983;2,33;367,91;43,43;14,86;0,45;1,74;1204518,70;1834186,07;2937064,37
"130200 Itapiranga";8348;19,56;406,27;60,11;0,49;7,84;4,74;1808522,35;2233278,10;3391511,82
"130210 Japurá";7448;1,80;543,82;61,24;0,63;4,08;12,03;2471224,77;2328080,57;4050360,60
"130220 Juruá";11439;3,51;282,01;62,48;1,52;2,68;7,50;1256012,71;2099265,99;3225896,34
"130240 Lábrea";39022;3,02;282,67;31,39;0,05;2,36;0,04;5089102,20;7128375,64;11030251,17
"130250 Manacapuru";86985;2,85;306,25;42,03;4,72;11,37;0,00;16654023,43;9984925,10;26638858,53
"130255 Manaquiri";24325;2,11;236,26;53,02;3,56;5,67;21,07;2569835,26;2591199,61;5746965,54
"130260 Manaus";1861838;23,92;316,73;66,99;3,16;10,66;4,62;123828736,34;490653229,33;589699179,33
"130270 Manicoré";48373;2,85;241,33;48,29;15,35;5,35;4,31;7463379,87;6031053,15;11673683,89
"130280 Maraã";17596;1,66;248,36;37,12;1,94;0,10;4,00;2331908,82;2929701,27;4370203,17
"130290 Maués";54079;4,09;452,02;28,08;1,49;0,32;46,23;10103200,02;14285922,01;24444874,56
"130300 Nhamundá";18720;3,38;265,72;19,43;3,28;9,41;43,12;2038256,76;2922425,88;4974221,05
"130310 Nova Olinda do Norte";31749;2,21;305,11;60,35;1,64;6,68;12,64;5045346,62;3774909,16;9686787,56
"130320 Novo Airão";15489;1,64;296,68;76,41;5,88;9,72;1,68;1543936,30;3051332,81;4595269,11
"130330 Novo Aripuanã";22106;1,82;341,93;27,43;1,43;24,12;3,15;2589858,65;4675210,27;7558659,43
"130340 Parintins";103828;5,20;374,60;55,48;2,34;11,83;2,45;19834321,63;19376696,20;38894447,59
"130350 Pauini";18329;2,14;314,75;55,53;1,69;4,36;2,56;2441628,76;3411306,52;5769069,78
"130353 Presidente Figueiredo";28652;6,62;780,92;77,63;0,73;4,89;5,04;5396949,94;18194070,36;22374949,71
"130356 Rio Preto da Eva";26948;5,28;338,71;46,13;1,39;4,21;3,68;5711776,71;4461068,43;9127584,48
"130360 Santa Isabel do Rio Negro";19292;1,39;218,86;45,47;26,03;5,29;1,38;1609193,76;2836438,60;4222214,59
"130370 Santo Antônio do Içá";24890;1,70;302,97;51,54;2,06;7,14;0,14;3209867,69;4243537,67;7541023,39
"130390 São Paulo de Olivença";32677;2,25;170,07;67,30;2,38;1,50;0,79;3503822,20;3273913,28;5557426,47
"130395 São Sebastião do Uatumã";11241;6,39;409,12;63,65;1,27;4,18;11,08;1529445,98;2923273,04;4598901,80
"130400 Silves";8544;24,33;394,98;56,29;1,10;5,80;20,10;1292205,85;2687960,10;3374725,81
"130406 Tabatinga";54440;3,42;33,76;71,39;12,82;2,96;11,29;5882252,03;1706209,55;1837832,90
"130410 Tapauá";17903;2,60;446,51;46,02;14,12;1,60;0,61;2806640,09;4665879,30;7993892,41
"130420 Tefé";61000;10,12;355,82;51,99;12,12;8,50;2,57;12620402,67;9713285,21;21705030,53
"130423 Tonantins";17316;1,28;333,82;57,95;1,67;1,30;1,75;2472539,17;3271016,75;5780396,24
"130426 Uarini";12139;0,75;458,82;43,93;22,99;7,67;1,01;1966576,40;3826151,01;5569667,41
"130430 Urucará";16902;14,10;437,46;68,65;1,18;3,26;6,62;2603416,85;4553290,62;7393896,28
"130440 Urucurituba";18679;1,87;315,36;54,54;2,67;12,37;12,38;2623982,22;2941009,03;5890589,96
"140005 Alto Alegre";16228;3,67;281,50;68,84;2,98;3,15;0,54;3803057,74;1158632,68;4568257,39
"140002 Amajari";9936;10,08;342,56;67,61;2,21;3,82;20,39;2555833,04;887751,32;3403673,08
"140010 Boa Vista";296959;12,23;320,69;86,44;0,11;3,09;0,92;42060326,02;49503597,06;95230351,94
"140015 Bonfim";11188;2,33;277,90;63,33;5,17;5,74;2,53;2293283,56;1083761,13;3109192,67
"140017 Cantá";14707;4,01;183,56;65,89;6,66;2,25;0,41;2026524,94;1157390,00;2699551,82
"140020 Caracaraí";19019;6,14;330,55;71,70;4,09;7,22;1,66;4018461,87;2706479,28;6286815,54
"140023 Caroebe";8480;2,53;273,54;79,68;2,38;3,52;2,08;1106381,17;821572,80;2319649,47
"140028 Iracema";9288;2,10;242,68;92,47;1,42;0,30;0,07;1846190,36;774979,99;2254020,36
"140030 Mucajaí";15328;3,38;251,95;74,43;1,97;3,46;5,94;2616000,79;1325034,09;3861845,47
"140040 Normandia";9364;0,16;278,23;42,57;7,24;8,86;1,50;1768330,15;795259,94;2605355,44
"140045 Pacaraima";10953;2,23;334,31;64,15;1,94;3,37;10,49;2343886,98;961990,65;3661646,49
"140047 Rorainópolis";25319;8,99;225,57;67,38;3,00;9,82;4,37;4424528,23;2065588,67;5711298,47
"140050 São João da Baliza";7023;8,45;355,43;63,85;1,00;6,18;1,39;1159353,26;833449,54;2496203,67
"140060 São Luiz";6968;5,56;286,30;70,56;1,53;2,11;1,01;1273610,82;831708,75;1994962,89
"140070 Uiramutã";8764;4,54;306,94;54,39;1,50;12,36;6,67;1598851,91;782431,18;2690064,00
"150010 Abaetetuba";144415;2,94;233,26;40,90;4,77;13,16;1,26;21007792,88;12073900,45;33686656,64
"150013 Abel Figueiredo";6905;2,14;513,16;34,06;2,54;7,19;13,98;1947159,13;1260168,15;3543402,29
"150020 Acará";53787;5,45;225,45;63,60;9,72;6,81;9,25;8746916,55;4089292,58;12126155,47
"150030 Afuá";35879;2,34;162,97;51,62;6,31;4,03;2,97;2653526,30;2830740,30;5847288,13
"150034 Água Azul do Norte";25506;2,66;325,82;37,93;4,15;14,28;1,32;5347853,12;3015624,86;8310477,98
"150040 Alenquer";53369;1,94;230,60;43,74;10,36;41,58;1,14;10134617,80;4282465,66;12307005,92
"150050 Almeirim";33563;20,67;459,09;38,52;2,52;6,38;3,61;7202646,43;7950625,00;15408373,90
"150060 Altamira";102343;14,36;325,18;38,27;4,39;9,84;1,02;19690542,93;13699380,56;33279515,52
"150080 Ananindeua";483821;10,82;282,43;52,46;2,73;23,00;7,97;99477288,64;34904986,63;136647796,28
"150085 Anapu";22225;10,55;287,19;45,64;1,63;4,77;5,97;3452964,61;2934112,37;6382716,22
"150090 Augusto Corrêa";41628;2,74;212,55;44,14;13,84;3,30;3,43;5485138,01;3353717,81;8847998,88
"150095 Aurora do Pará";27576;0,19;241,82;50,04;20,83;2,02;0,00;4360718,79;2207196,10;6668562,35
"150110 Bagre";25398;0,98;186,00;47,01;7,76;2,42;0,42;1817341,25;1947222,19;4724141,08
"150120 Baião";39263;1,80;275,04;36,41;4,50;26,40;6,70;6211865,28;2962572,56;10798799,79
"150125 Bannach";3379;1,81;932,98;51,62;8,59;16,13;13,90;1453875,99;1617216,47;3152554,86
"150130 Barcarena";105385;17,10;409,16;62,81;17,08;7,11;8,55;16632461,04;24043964,75;43118948,25
"150140 Belém";1410430;20,60;384,96;42,11;5,79;35,31;0,76;312116605,88;241940450,28;542955080,31
"150145 Belterra";16579;7,53;341,19;38,65;1,56;6,36;1,16;3226126,34;1817701,18;5656583,66
"150150 Benevides";54083;6,60;239,12;16,28;16,63;12,80;1,25;8117250,80;5313554,98;12932284,64
"150157 Bom Jesus do Tocantins";15629;5,85;437,95;36,01;2,32;7,30;2,71;6801522,17;2020001,60;6844783,50
"150160 Bonito";14207;1,71;341,66;39,37;10,61;6,40;22,10;2991022,86;2394113,70;4853988,14
"150170 Bragança";116164;3,93;168,73;62,87;5,11;10,56;8,63;12806613,62;5955578,85;19600477,21
"150172 Brasil Novo";15575;3,40;366,66;25,66;4,55;7,20;20,73;4101653,21;2475914,85;5710789,83
"150175 Brejo Grande do Araguaia";7295;0,44;460,75;41,39;0,56;6,02;0,41;1873897,92;1487289,10;3361187,02
"150178 Breu Branco";55521;4,61;249,98;52,34;3,82;8,21;12,04;7560288,64;6810342,85;13879102,65
"150180 Breves";94779;3,02;258,13;58,70;13,02;6,71;9,49;17973870,32;5600300,00;24465695,85
"150190 Bujaru";26400;0,65;207,16;60,02;1,26;14,56;1,27;2614827,45;2841354,29;5468969,13
"150200 Cachoeira do Arari";21147;1,37;215,72;34,08;16,90;1,33;3,61;2042573,54;1937034,67;4561910,79
"150195 Cachoeira do Piriá";28153;1,06;181,63;59,09;4,35;2,64;22,59;2943288,81;2634869,61;5113362,26
"150215 Canaã dos Carajás";29101;33,95;946,39;75,29;3,72;5,70;0,76;5363717,78;22177166,19;27540883,97
"150220 Capanema";64624;6,38;446,30;20,49;1,83;30,03;8,47;20539692,44;6241037,33;28841943,55
"150230 Capitão Poço";52214;3,14;250,36;34,69;1,26;31,04;8,18;8899849,71;3660188,19;13072451,20
"150240 Castanhal";178986;3,41;363,16;43,21;3,23;41,36;3,37;48883618,25;15000000,00;65000000,00
"150250 Chaves";21557;0,98;179,59;32,03;1,03;3,20;2,10;1735764,84;2135764,00;3871528,80
"150270 Conceição do Araguaia";45885;4,02;345,68;61,78;5,41;17,68;4,09;10041576,08;4767055,81;15861663,10
"150275 Concórdia do Pará";29313;3,73;236,68;44,91;4,19;4,13;4,08;4009135,07;2627118,67;6937904,78
"150276 Cumaru do Norte";11144;3,14;495,46;59,72;3,56;11,56;0,05;2420216,51;2038932,76;5521364,61
"150277 Curionópolis";18108;15,96;465,12;37,65;3,64;3,57;1,08;4586814,39;3845819,25;8422469,64
"150285 Curuá";12712;0,48;228,20;54,49;19,03;6,39;11,40;1273263,28;1477538,93;2900899,10
"150290 Curuçá";35523;0,23;268,83;48,69;1,96;5,73;12,15;7184665,07;2342983,92;9549484,83
"150293 Dom Eliseu";53100;5,13;254,54;34,42;7,61;12,88;3,06;9644370,98;4521313,92;13516173,69
"150295 Eldorado dos Carajás";32115;2,07;304,32;23,64;17,32;15,75;4,39;5793936,17;3886683,01;9773247,34
"150304 Floresta do Araguaia";18295;3,30;377,39;39,47;4,46;4,10;6,68;4400587,74;2670826,19;6904432,08
"150307 Garrafão do Norte";25157;0,42;264,34;48,41;11,87;13,94;1,17;4622793,74;1300128,67;6650117,12
"150309 Goianésia do Pará";35299;1,59;238,35;55,94;11,87;8,55;5,59;5102971,70;3294530,81;8413394,51
"150310 Gurupá";29963;0,28;287,33;45,51;9,63;19,89;0,00;4304689,79;4304689,79;8609379,58
"150320 Igarapé-Açu";36414;3,78;285,56;37,79;2,63;2,14;1,33;7604252,48;2974808,48;10398458,70
"150330 Igarapé-Miri";58904;2,98;277,53;48,59;4,45;11,78;0,24;13927687,43;4580356,33;16347586,59
"150340 Inhangapi";10393;1,59;269,41;41,56;5,71;7,89;9,61;1395811,96;1350000,00;2800000,00
"150360 Itaituba";97908;8,53;273,66;42,57;2,27;8,40;2,69;18302998,59;8756443,49;26793561,94
"150370 Itupiranga";51457;3,13;246,77;50,22;2,70;13,48;4,98;8334838,78;5534193,06;12698119,36
"150375 Jacareacanga";41487;31,30;224,79;36,11;6,62;4,93;8,51;2738003,74;6395599,82;9325663,78
"150380 Jacundá";52993;1,24;270,20;56,80;14,31;18,98;2,07;9084042,78;5473539,18;14318950,39
"150390 Juruti";49486;13,69;277,49;62,08;5,31;8,30;6,04;6898493,17;6469095,47;13731823,77
"150400 Limoeiro do Ajuru";25846;1,07;299,29;55,86;5,10;1,68;13,63;3718247,07;2646564,22;7735453,93
"150405 Mãe do Rio";28290;2,96;351,61;60,80;2,01;7,43;1,97;5867751,75;3469627,13;9947122,94
"150420 Marabá";243583;21,10;372,38;67,64;3,50;14,58;3,13;43554451,49;46440815,19;90705160,02
"150445 Medicilândia";28227;3,87;285,20;40,51;6,08;3,73;9,15;4766557,47;3140142,22;8050357,08
"150450 Melgaço";25374;2,84;265,09;71,80;9,77;4,50;1,04;3396942,22;2588432,63;6726464,35
"150460 Mocajuba";27666;0,96;285,48;28,84;12,53;2,14;0,00;5963433,23;2295442,49;7898196,09
"150470 Moju";72597;3,03;237,08;38,81;3,68;17,53;2,23;10036369,70;5066389,55;17211083,82
"150497 Nova Ipixuna";15065;2,33;351,71;59,87;3,74;8,48;4,76;3182499,97;2360379,02;5298494,64
"150500 Nova Timboteua";14012;1,18;312,07;37,43;5,85;9,80;16,26;2588975,40;1670010,64;4372719,35
"150503 Novo Progresso";25151;7,08;312,89;77,87;9,59;6,49;0,70;4576804,02;3426283,06;7869475,99
"150506 Novo Repartimento";65106;3,19;317,51;68,01;2,86;3,60;7,04;9737696,55;10570330,70;20671482,22
"150520 Oeiras do Pará";29402;0,49;225,12;44,28;5,22;2,40;0,15;3449772,05;2608898,04;6619089,74
"150530 Oriximiná";64978;16,70;498,35;55,70;3,67;16,45;5,06;10463252,21;21803942,99;32381746,06
"150540 Ourém";16601;2,56;333,61;49,83;4,59;6,64;3,63;3797041,60;1689988,95;5538250,63
"150543 Ourilândia do Norte";28551;37,56;499,39;44,36;1,49;28,35;8,71;5658782,65;8599412,73;14258195,38
"150548 Pacajá";41654;6,79;242,84;62,24;3,44;2,16;2,65;6595917,61;3813241,53;10115252,28
"150550 Paragominas";101046;9,70;349,35;71,08;0,33;9,01;6,60;17620105,87;17351975,84;35300086,43
"150553 Parauapebas";166342;26,84;681,00;44,53;3,78;10,27;9,66;24043418,69;94590749,29;113279437,14
"150555 Pau D'Arco";5869;1,29;690,81;40,32;5,34;30,73;5,64;2830469,70;1097889,42;4054334,95
"150560 Peixe-Boi";7869;2,67;341,32;51,96;7,14;3,39;14,10;1486586,45;1289613,84;2685880,85
"150563 Piçarra";12701;9,34;371,74;59,82;2,43;4,66;8,48;2264499,88;2494856,72;4721526,55
"150570 Ponta de Pedras";27103;2,53;208,42;39,06;11,25;6,61;8,95;3427414,75;2273672,21;5648759,88
"150580 Portel";54306;4,09;237,77;33,59;3,51;3,28;5,93;8592684,50;4916401,06;12912145,89
"150600 Prainha";29325;1,59;269,20;45,49;3,92;8,03;10,48;4926007,65;2968372,41;7894380,06
"150610 Primavera";10352;2,95;398,32;72,34;4,82;2,28;3,43;2276635,47;1413137,56;4123389,68
"150613 Redenção";77415;7,29;285,60;42,36;6,87;23,67;6,86;12427618,02;6914577,64;22109478,52
"150616 Rio Maria";17728;5,82;393,70;66,95;4,05;14,74;0,91;4337581,30;2872466,63;6979500,42
"150618 Rondon do Pará";48036;4,46;270,32;37,92;5,28;4,11;1,99;8332796,72;4632555,17;12985200,92
"150619 Rurópolis";42417;4,42;235,63;37,40;2,41;9,56;5,42;4551830,16;5405773,73;9994521,30
"150630 Salvaterra";20948;2,59;260,92;47,18;12,43;3,98;0,90;3567450,00;2681665,99;5465841,50
"150635 Santa Bárbara do Pará";18012;2,15;286,15;59,25;2,80;3,78;6,35;2503783,67;2686418,44;5154094,78
"150640 Santa Cruz do Arari";8593;0,17;245,18;69,25;0,10;9,61;1,57;791126,96;1310640,88;2106799,26
"150650 Santa Isabel do Pará";61919;2,70;225,01;65,13;5,92;8,03;5,45;8255474,82;4940997,83;13932437,50
"150658 Santa Maria das Barreiras";18150;9,99;422,51;62,92;3,92;13,37;2,02;4840012,29;3174375,59;7668583,26
"150660 Santa Maria do Pará";23355;2,67;332,00;41,28;4,02;16,81;4,68;5029072,03;2099091,89;7753892,23
"150670 Santana do Araguaia";59919;2,71;231,26;55,20;3,69;9,55;1,17;9229626,32;4414701,94;13856792,00
"150680 Santarém";284401;7,47;260,06;46,83;13,96;26,51;2,94;53795625,69;21495999,92;73960941,23
"150690 Santarém Novo";6248;2,42;457,52;36,60;34,23;22,11;7,05;1447685,45;1410906,00;2858591,45
