Indicadores Municipais
População1.1 %R.Líquida Total2.1 D.Total Saúde/Hab2.2 %D.Pessoal/D.Total2.3 %D.com Medicamentos2.4 %D.Serv.Terc/D.Total2.5 %D.Invest/D.TotalR.Transf.SUSD.R.PrópriosD.Total Saúde por Munic-BR
Período:2011
"Munic-BR";"População";"1.1_%R.Líquida_Total";"2.1_D.Total_Saúde/Hab";"2.2_%D.Pessoal/D.Total";"2.3_%D.com_Medicamentos";"2.4_%D.Serv.Terc/D.Total";"2.5_%D.Invest/D.Total";"R.Transf.SUS";"D.R.Próprios";"D.Total_Saúde"
"110149 São Francisco do Guaporé";16340;10,00;438,73;56,21;3,43;16,80;5,88;2739997,16;4829567,62;7168848,40
"110032 São Miguel do Guaporé";21878;5,53;359,89;69,60;0,35;4,18;6,96;3424076,38;5228943,21;7873746,77
"110150 Seringueiras";11624;6,14;479,60;57,50;1,07;3,13;22,07;1878859,03;2880956,05;5574813,78
"110155 Teixeirópolis";4832;5,72;573,82;65,45;2,46;5,47;11,97;789467,80;1861528,74;2772702,77
"110160 Theobroma";10611;2,55;382,11;67,23;10,88;6,15;7,60;1607221,53;3208685,47;4054522,97
"110170 Urupá";12828;5,62;320,85;69,15;3,42;7,72;7,33;1842201,51;1912952,34;4115864,88
"110175 Vale do Anari";9510;3,62;271,87;71,92;7,85;7,82;0,00;1416959,30;1495176,98;2585474,69
"110180 Vale do Paraíso";8083;4,44;422,00;73,11;0,20;6,56;1,65;1603894,89;1804724,17;3411016,35
"110030 Vilhena";77937;12,69;526,93;58,38;4,48;4,21;3,28;20726864,68;20617468,33;41067432,54
"120001 Acrelândia";12778;2,61;281,95;65,57;4,01;10,75;0,10;2814755,85;1498572,81;3602718,40
"120005 Assis Brasil";6192;2,99;535,61;16,96;6,33;1,74;0,95;2345525,98;936677,63;3316507,35
"120010 Brasiléia";21837;1,69;225,38;50,99;14,30;6,32;6,76;2604463,29;2512962,09;4921559,25
"120013 Bujari";8629;2,40;210,24;31,90;15,84;4,25;0,42;1296387,05;977194,40;1814187,23
"120017 Capixaba";9087;2,29;230,72;56,58;7,05;1,35;0,87;1178111,43;1001246,66;2096533,21
"120020 Cruzeiro do Sul";79173;10,50;219,23;60,82;12,39;3,22;6,92;10691498,14;6435856,76;17357027,68
"120025 Epitaciolândia";15394;3,46;239,79;45,78;5,46;4,94;5,67;1897075,77;1657723,55;3691323,43
"120030 Feijó";32487;7,18;227,27;51,31;18,24;2,74;6,42;3684593,84;3180371,48;7383383,15
"120032 Jordão";6740;2,10;346,29;31,22;4,55;2,20;2,87;2111438,51;998590,20;2334024,24
"120033 Mâncio Lima";15553;2,79;302,70;37,63;6,68;4,22;5,07;3193496,64;1540102,66;4707877,43
"120034 Manoel Urbano";8104;9,73;383,48;33,04;5,21;1,27;0,32;1887522,20;1161653,37;3107725,49
"120035 Marechal Thaumaturgo";14682;1,40;281,35;33,65;4,61;5,70;4,20;2930262,44;1377104,30;4130837,17
"120038 Plácido de Castro";17401;1,57;310,29;65,18;11,14;4,36;0,53;2895643,74;2186774,39;5399405,05
"120080 Porto Acre";15212;4,12;234,06;49,16;19,13;5,02;0,31;2398081,32;1432884,31;3560479,48
"120039 Porto Walter";9448;1,72;364,93;28,26;6,41;3,18;0,95;2667853,19;971298,90;3447902,58
"120040 Rio Branco";342298;12,46;181,25;59,85;6,40;14,28;3,55;21225965,64;47036323,09;62043154,56
"120042 Rodrigues Alves";14832;1,30;250,74;33,69;29,83;6,01;8,60;3324542,00;1673295,88;3719025,40
"120043 Santa Rosa do Purus";4879;0,78;795,78;42,84;5,77;1,01;1,27;2583907,75;1045666,77;3882630,86
"120050 Sena Madureira";38708;6,37;241,81;22,74;2,68;4,76;6,45;5751078,95;3282240,59;9359837,30
"120045 Senador Guiomard";20386;2,62;294,25;39,18;1,81;3,40;1,94;3708571,81;2729591,02;5998492,15
"120060 Tarauacá";36186;3,06;211,08;49,05;4,79;3,66;3,49;5176997,21;2721257,54;7638122,17
"120070 Xapuri";16369;3,53;215,73;38,77;18,24;14,05;0,82;2190998,86;1829154,12;3531345,34
"130002 Alvarães";14237;1,99;301,62;56,48;6,78;0,82;15,00;2100358,98;2167335,96;4294178,81
"130006 Amaturá";9633;2,90;267,20;69,74;1,54;9,88;6,44;1552419,99;1576591,37;2573962,71
"130008 Anamã";10494;10,63;347,85;40,28;1,17;2,48;4,95;1090171,70;2478980,77;3650335,16
"130010 Anori";16701;3,66;235,18;47,58;2,37;0,14;0,03;1527550,44;1872953,00;3927738,85
"130014 Apuí";18325;3,42;314,32;32,51;2,06;2,54;0,49;2331343,39;3428566,88;5759910,27
"130020 Atalaia do Norte";15545;1,23;547,21;42,72;8,23;0,37;2,06;4220761,99;3989315,10;8506307,73
"130030 Autazes";32733;3,60;316,50;45,64;1,43;2,02;2,65;6710106,82;4478094,65;10359847,69
"130040 Barcelos";25835;1,06;194,33;63,70;2,80;1,51;4,65;3092140,58;2805750,02;5020552,73
"130050 Barreirinha";27722;3,83;215,69;58,64;3,06;28,22;0,53;2327935,12;3650424,75;5979449,87
"130060 Benjamin Constant";34193;3,92;270,59;55,03;0,79;4,27;1,02;5228364,64;4617494,28;9252351,66
"130063 Beruri";15827;1,58;302,34;55,89;12,77;4,66;8,15;1482000,33;2965054,70;4785057,97
"130070 Boca do Acre";30906;2,81;281,22;61,71;1,98;5,10;1,04;4827688,88;3786043,19;8691413,26
"130080 Borba";35448;2,75;363,79;54,83;1,64;5,40;13,91;9971322,02;4394028,46;12895739,72
"130083 Caapiranga";11142;1,41;348,04;48,60;2,92;9,97;30,77;2158085,55;2222396,70;3877835,02
"130090 Canutama";12892;5,65;316,29;59,55;0,74;4,59;1,64;1292025,97;3054273,12;4077670,98
"130100 Carauari";25955;5,76;195,80;23,94;1,64;11,81;0,13;1938972,94;3516520,39;5081948,37
"130110 Careiro";33132;3,45;249,63;46,63;1,66;7,35;4,44;4590624,98;4264362,22;8270692,44
"130115 Careiro da Várzea";24441;3,57;203,63;57,37;2,75;4,29;6,26;2627783,66;2858752,15;4976806,78
"130120 Coari";76646;19,70;600,45;63,03;0,23;12,06;0,12;12050845,92;19545858,12;46022212,16
"130140 Eirunepé";31020;1,74;249,77;32,63;9,33;3,74;0,62;3819495,67;3928098,52;7747918,37
"130150 Envira";16635;1,68;285,92;54,09;1,82;1,72;1,53;1858809,78;2641692,11;4756223,90
"130160 Fonte Boa";23011;3,36;347,07;68,22;0,84;0,57;0,06;4771216,73;3669540,08;7986359,79
"130165 Guajará";14188;1,42;285,11;44,98;2,04;7,43;0,40;1614395,49;2450745,01;4045140,50
"130170 Humaitá";45104;5,40;373,15;29,11;3,45;9,62;15,27;6956461,32;9934090,38;16830551,70
"130180 Ipixuna";22867;2,87;205,21;48,84;1,98;3,81;0,25;1932638,09;2817615,34;4692589,36
"130185 Iranduba";41373;7,56;277,46;27,98;6,60;11,41;3,62;7765510,94;4147559,69;11479247,17
"130190 Itacoatiara";87970;4,59;330,77;70,76;0,17;16,21;0,03;14976880,96;16606176,02;29098101,53
"130195 Itamarati";8010;2,81;313,10;43,75;9,28;0,97;1,21;766412,58;1712900,49;2507902,97
"130200 Itapiranga";8280;11,40;328,36;63,39;2,40;3,17;0,38;1260751,71;1826080,90;2718801,48
"130210 Japurá";7388;2,12;643,87;46,20;0,59;0,58;36,18;2762099,59;1980531,01;4756919,44
"130220 Juruá";11126;3,41;266,87;60,74;1,54;0,70;20,02;1066367,97;1944703,06;2969188,51
"130240 Lábrea";38372;2,66;347,52;22,84;1,63;5,67;0,82;5580448,28;7971953,68;13335031,81
"130250 Manacapuru";86078;3,10;273,82;79,45;5,30;3,99;0,57;14303005,90;8196970,95;23570074,59
"130255 Manaquiri";23575;2,23;180,76;63,92;1,66;6,17;7,32;2504109,08;2506966,33;4261422,10
"130260 Manaus";1832423;23,89;271,19;70,31;2,23;10,62;5,29;112604036,89;365858124,14;496934596,28
"130270 Manicoré";47706;3,27;209,16;48,96;10,35;3,48;0,26;6128650,98;4430179,76;9977971,21
"130280 Maraã";17562;2,02;255,63;42,32;2,24;0,33;2,89;2408513,29;2707916,23;4489391,81
"130290 Maués";53172;4,24;336,11;60,48;5,88;1,73;2,45;9104538,64;8912369,10;17871852,52
"130300 Nhamundá";18502;3,52;145,06;43,54;19,51;13,27;11,20;1739338,82;2682140,88;2683984,67
"130310 Nova Olinda do Norte";31231;2,37;275,89;62,04;1,84;11,92;7,94;4875775,82;3312493,46;8616278,10
"130320 Novo Airão";15112;2,12;259,63;77,89;10,91;0,44;0,47;1215851,28;2548979,63;3923462,99
"130330 Novo Aripuanã";21784;2,50;204,49;47,93;6,80;13,00;3,35;1902064,69;2647439,35;4454504,04
"130340 Parintins";102945;5,50;275,35;54,80;1,93;12,94;1,92;18681458,26;11221466,80;28345664,92
"130350 Pauini";18248;2,34;369,79;55,11;1,08;2,10;10,32;5003340,92;2951214,34;6747837,33
"130353 Presidente Figueiredo";27926;7,82;638,38;76,89;0,84;3,21;6,69;5460938,39;14806759,56;17827467,27
"130356 Rio Preto da Eva";26344;6,71;336,45;43,79;1,47;6,78;1,09;5283383,42;4055635,49;8863446,80
"130360 Santa Isabel do Rio Negro";18728;2,07;255,72;53,05;2,13;3,67;5,07;2326529,08;2669411,18;4789203,71
"130370 Santo Antônio do Içá";24689;1,98;268,04;53,49;1,56;7,13;1,11;3066503,36;4270845,08;6617719,22
"130380 São Gabriel da Cachoeira";38506;1,63;258,82;49,50;6,92;7,02;6,83;5815371,78;3739509,37;9966134,26
"130390 São Paulo de Olivença";32060;2,59;186,82;69,67;1,74;2,29;3,49;3215730,18;3648153,27;5989501,46
"130395 São Sebastião do Uatumã";10977;4,04;344,57;69,48;1,51;6,06;7,83;1273524,44;2725182,91;3782339,71
"130400 Silves";8495;8,93;354,56;55,88;1,56;3,53;21,96;1270428,91;1863512,91;3012008,74
"130406 Tabatinga";53374;4,10;287,50;31,83;9,57;6,28;0,05;9961341,25;5702920,37;15345137,25
"130410 Tapauá";18960;1,77;370,31;71,11;3,92;1,22;0,20;3126167,92;3697596,05;7021058,65
"130420 Tefé";61222;6,76;369,38;57,26;7,12;12,90;1,33;11701855,16;13772257,91;22613914,68
"130423 Tonantins";17199;2,15;270,07;79,41;0,98;3,40;0,74;3418218,52;2401083,76;4644940,59
"130426 Uarini";12017;0,87;336,18;49,92;21,07;4,71;1,75;2032365,54;1901113,16;4039846,11
"130430 Urucará";16996;13,27;318,72;72,26;1,02;2,52;6,80;2302929,70;3372970,38;5416924,23
"130440 Urucurituba";18265;2,54;249,56;55,71;1,08;12,09;0,92;2365074,11;2495902,81;4558130,88
"140005 Alto Alegre";16336;3,63;433,73;71,09;1,07;3,54;6,64;5857694,44;1150723,77;7085365,94
"140002 Amajari";9637;6,95;346,28;72,22;1,36;3,02;15,22;2849269,53;829162,25;3337108,50
"140010 Boa Vista";290741;13,34;290,84;88,00;1,30;2,06;1,12;31143497,90;43581903,15;84559960,99
"140015 Bonfim";11067;1,98;420,42;54,06;1,27;29,12;1,35;3520776,18;1747456,87;4652774,11
"140017 Cantá";14311;6,78;262,10;67,91;1,36;2,20;3,95;2294980,91;1303040,68;3750862,82
"140020 Caracaraí";18714;8,70;264,19;79,03;1,99;6,30;0,52;3852847,55;2032705,29;4944071,73
"140023 Caroebe";8300;3,49;217,41;71,18;5,11;4,26;0,26;1468579,58;771011,23;1804506,69
"140028 Iracema";8997;1,10;232,59;51,57;13,67;4,47;0,22;1392368,45;700231,00;2092599,45
"140030 Mucajaí";15064;6,83;227,98;72,34;2,68;4,56;2,55;2631134,78;1355886,80;3434345,24
"140040 Normandia";9155;3,58;363,28;63,02;10,27;2,80;0,00;3325800,45;761623,87;3325800,45
"140045 Pacaraima";10697;1,61;442,55;63,34;1,76;2,97;4,92;3858617,55;1048277,62;4733956,48
"140047 Rorainópolis";24808;4,20;158,41;57,08;11,88;0,70;1,29;3042132,71;1600000,00;3929823,83
"140050 São João da Baliza";6898;3,03;284,59;70,31;1,47;2,51;0,29;1234649,97;736369,98;1963091,00
"140060 São Luiz";6860;3,49;286,00;49,28;1,68;1,69;6,94;1340067,83;748877,60;1961986,46
"140070 Uiramutã";8572;1,89;444,01;72,51;7,96;3,91;0,14;3206058,33;721314,72;3806038,49
"150010 Abaetetuba";142785;3,31;194,15;42,67;3,90;13,32;0,22;18069986,29;6667676,22;27721559,44
"150013 Abel Figueiredo";6843;2,02;434,29;48,38;4,03;7,34;0,39;1700139,01;1246240,98;2971812,56
"150020 Acará";53680;3,24;208,97;58,73;11,81;4,66;8,90;7615561,53;1799922,51;11217393,89
"150030 Afuá";35467;1,39;164,00;51,31;7,40;3,56;5,74;2981384,90;2360682,90;5816498,04
"150034 Água Azul do Norte";25285;1,65;338,04;40,64;12,26;19,86;0,25;5118891,64;3051560,00;8547256,57
"150040 Alenquer";53004;1,55;197,78;48,25;10,12;32,52;2,64;7060326,44;3488340,52;10483157,54
"150050 Almeirim";33588;15,05;394,81;43,23;2,74;10,33;2,62;6489622,63;6837092,45;13260984,92
"150060 Altamira";100736;9,76;302,78;39,37;4,48;6,98;1,74;19742446,00;10768227,57;30500673,57
"150070 Anajás";25253;1,66;297,56;50,76;7,62;3,60;1,71;4085089,18;3420875,22;7514357,07
"150080 Ananindeua";477999;11,17;211,38;49,21;3,76;30,47;5,09;70709489,12;30318945,91;101041196,28
"150085 Anapu";21398;5,97;252,25;33,99;3,58;6,10;4,47;2286785,28;2297000,00;5397660,29
"150090 Augusto Corrêa";41072;2,37;185,58;37,14;3,85;5,36;1,28;4670906,51;2794670,49;7622070,60
"150095 Aurora do Pará";27069;1,99;204,87;49,22;3,08;17,15;0,38;2990747,38;2491313,63;5545598,01
"150110 Bagre";24644;0,49;160,63;34,94;5,62;2,26;6,13;1804618,41;2169496,46;3958642,91
"150120 Baião";38092;2,00;220,50;37,94;11,91;5,07;2,08;5413729,28;2971573,38;8399382,27
"150125 Bannach";3404;4,64;833,03;47,42;12,31;16,90;5,29;1575430,08;1259412,12;2835627,18
"150130 Barcarena";102668;16,22;323,51;60,98;5,31;11,69;7,10;12247101,35;20282202,27;33214158,14
"150140 Belém";1402056;20,04;367,35;42,74;2,09;42,92;1,36;363795637,37;208816828,52;515049983,26
"150145 Belterra";16450;4,56;348,83;45,01;2,23;4,02;1,36;2978131,00;2760176,00;5738306,64
"150150 Benevides";52887;7,43;219,13;50,02;3,63;6,47;4,87;6876822,10;6121862,03;11589214,17
"150157 Bom Jesus do Tocantins";15466;4,12;462,61;18,23;56,19;2,46;0,51;4489554,17;2173323,49;7154760,59
"150160 Bonito";13923;1,90;290,89;39,94;5,35;7,45;22,80;2277802,81;1766798,78;4050077,76
"150170 Bragança";114720;3,34;155,96;66,05;6,21;10,72;6,82;13050969,33;5203030,87;17891190,99
"150172 Brasil Novo";15575;5,85;342,18;33,22;3,42;12,48;4,26;3016601,30;2110802,02;5329505,04
"150175 Brejo Grande do Araguaia";7306;0,39;473,99;24,00;15,96;6,39;26,87;1407422,48;2062955,37;3462955,37
"150178 Breu Branco";54032;3,80;184,86;57,97;6,62;7,94;6,49;4367376,87;6165481,87;9988504,54
"150180 Breves";93835;3,01;228,20;58,45;5,04;11,04;4,38;17115969,05;5095130,50;21413019,70
"150190 Bujaru";26053;0,56;168,64;59,07;11,12;10,93;1,89;2330778,56;2101867,81;4393683,40
"150200 Cachoeira do Arari";20801;0,98;211,67;66,98;11,94;1,24;1,11;2263023,40;1887617,18;4402893,55
"150195 Cachoeira do Piriá";27332;1,05;163,37;60,00;4,73;6,74;5,34;2307420,19;2135062,56;4465122,79
"150210 Cametá";122682;1,60;177,74;51,40;1,39;25,10;3,81;17966798,18;6217953,33;21805670,06
"150215 Canaã dos Carajás";27928;29,30;792,25;74,13;6,72;5,10;3,78;4719719,18;14637739,55;22125869,01
"150220 Capanema";64139;5,65;345,07;23,67;4,83;35,63;6,58;16627330,04;5242744,52;22132589,02
"150230 Capitão Poço";52056;2,13;291,30;28,35;28,78;24,65;4,75;8940693,46;4922050,00;15163766,89
"150240 Castanhal";176116;3,56;290,60;49,97;2,15;35,06;5,98;39098442,02;14000000,00;51180127,21
"150250 Chaves";21286;1,13;159,24;51,06;7,12;1,91;2,68;1578541,86;1984208,18;3389678,33
"150260 Colares";11438;2,06;304,58;46,04;3,21;2,12;26,24;1754544,34;1729255,66;3483800,00
"150270 Conceição do Araguaia";45724;4,61;292,48;58,78;1,97;21,46;3,90;9806346,58;3674928,13;13373302,05
"150275 Concórdia do Pará";28773;1,85;210,71;48,64;1,17;7,21;0,78;3461673,00;2269354,00;6062636,91
"150276 Cumaru do Norte";10810;1,87;485,99;48,02;2,41;20,05;0,84;2557417,00;2141542,41;5253539,22
"150277 Curionópolis";18196;6,79;375,57;40,74;2,83;2,38;1,33;3852480,55;2854611,32;6833851,74
"150280 Curralinho";29204;0,16;236,96;61,05;4,87;1,80;4,65;3794599,15;3125584,83;6920183,98
"150285 Curuá";12487;0,76;209,76;55,23;8,85;11,00;2,59;1230524,40;1365453,57;2619221,75
"150290 Curuçá";34918;0,45;274,85;69,45;5,89;6,83;1,02;6067906,98;2650210,00;9597201,85
"150293 Dom Eliseu";52224;5,59;254,07;26,73;6,36;10,54;19,47;7614031,74;4720072,68;13268593,03
"150295 Eldorado dos Carajás";31953;1,70;272,74;32,87;3,12;7,03;5,66;5215832,23;2673189,47;8714851,80
"150304 Floresta do Araguaia";18035;2,72;377,02;44,92;4,32;3,60;1,44;2875435,04;3553769,77;6799590,87
"150307 Garrafão do Norte";25096;0,12;261,21;42,16;14,66;8,22;0,65;2893029,37;2992839,54;6555355,81
"150309 Goianésia do Pará";31031;1,66;230,05;57,41;12,37;9,81;0,90;4289170,35;3084442,57;7138762,16
"150310 Gurupá";29520;1,87;210,72;41,25;9,79;7,08;3,15;3537424,42;2226198,95;6220532,65
"150320 Igarapé-Açu";36155;3,32;259,18;38,51;4,09;3,75;2,20;6188182,49;3190057,02;9370547,25
"150330 Igarapé-Miri";58497;1,85;244,99;43,01;6,09;7,06;5,33;10500085,64;3543515,40;14331019,46
"150340 Inhangapi";10218;3,30;239,77;56,11;5,12;5,75;12,32;1088433,76;1336566,24;2450000,00
"150345 Ipixuna do Pará";53318;10,43;198,58;33,68;13,49;20,54;1,94;5056232,61;5196746,39;10587710,35
"150360 Itaituba";97704;8,05;265,52;38,24;3,31;11,01;5,40;18923597,08;8033094,37;25942137,03
"150370 Itupiranga";51340;2,92;222,12;52,06;3,47;13,00;0,79;7053846,50;4638320,76;11403640,78
"150375 Jacareacanga";14223;8,88;372,25;45,26;4,39;5,11;2,08;2566656,93;2526741,40;5294443,97
"150380 Jacundá";52190;1,67;200,39;57,15;15,51;19,14;1,67;7305264,35;4000000,00;10458290,58
"150390 Juruti";48306;16,31;282,04;68,03;3,15;9,80;2,22;5885832,26;5919609,93;13624402,19
"150400 Limoeiro do Ajuru";25440;1,35;229,16;56,29;9,78;2,36;0,23;3457156,94;2250531,55;5829926,43
"150405 Mãe do Rio";28100;2,65;282,62;58,19;16,00;12,69;1,18;4444733,97;3823341,95;7941659,37
"150420 Marabá";238708;19,32;354,92;69,58;5,25;13,68;0,43;36412298,34;46475733,52;84721367,04
"150430 Maracanã";28438;1,71;248,18;49,86;3,74;3,97;1,04;4641201,38;2097122,16;7057793,22
"150442 Marituba";110842;4,00;342,59;40,21;4,60;33,05;5,11;30333766,08;7401051,52;37973496,16
"150445 Medicilândia";27785;2,54;299,72;33,65;3,97;3,38;23,18;3801866,60;2472631,13;8327609,55
"150450 Melgaço";25095;1,51;232,34;64,95;4,20;4,02;2,30;3045204,03;2556692,76;5830599,42
"150460 Mocajuba";27206;0,92;248,93;59,29;2,20;4,58;5,23;4240130,09;2460504,49;6772303,68
"150470 Moju";71329;3,99;211,76;39,92;6,32;17,58;2,32;9637494,18;4358184,02;15104360,36
"150480 Monte Alegre";55635;1,27;241,61;52,51;7,44;7,03;8,54;8579132,30;6796745,72;13441848,19
"150495 Nova Esperança do Piriá";20255;2,28;249,63;50,93;6,45;6,59;0,58;2946791,49;2294508,26;5056292,66
"150497 Nova Ipixuna";14858;2,32;276,35;62,80;5,10;10,78;2,39;1995997,49;2093394,20;4106054,90
"150500 Nova Timboteua";13844;1,07;263,19;48,74;0,00;7,87;18,53;1896635,88;1762743,84;3643539,79
"150503 Novo Progresso";25138;10,19;446,98;64,08;2,59;8,16;4,88;6790461,43;4149030,58;11236092,42
"150506 Novo Repartimento";63603;2,24;208,78;76,09;3,41;2,93;3,31;5520945,79;7129007,31;13278831,52
"150510 Óbidos";49551;1,27;184,05;53,22;2,19;27,28;6,06;7115089,89;4105022,55;9119861,90
"150520 Oeiras do Pará";29005;1,14;196,42;44,89;7,36;5,54;0,06;3197979,15;2099864,55;5697114,14
"150530 Oriximiná";63904;15,60;426,00;55,51;3,82;16,66;2,42;7686367,76;18576171,38;27222865,97
"150540 Ourém";16458;1,53;310,48;53,70;4,28;8,94;2,10;3544495,81;1590996,74;5109901,98
"150543 Ourilândia do Norte";27964;36,22;519,27;43,74;0,75;28,17;14,75;4948470,02;9230307,04;14520857,63
"150548 Pacajá";40830;4,20;201,48;60,57;1,65;4,47;2,08;7620012,53;148957,40;8226406,41
"150549 Palestina do Pará";7470;2,70;391,14;36,87;5,33;2,98;3,60;1798671,02;1366597,99;2921818,41
"150550 Paragominas";99459;11,37;290,54;69,08;4,60;7,94;2,77;14562070,47;13988560,59;28896426,78
"150553 Parauapebas";160228;17,35;763,09;35,97;1,21;22,53;34,89;18508890,68;103247426,71;122268282,55
"150555 Pau D'Arco";5949;0,58;767,25;44,44;6,94;22,10;1,09;2759164,67;1115924,77;4564362,88
"150560 Peixe-Boi";7861;1,86;311,08;52,02;9,54;3,99;3,83;1176332,96;1034072,95;2445367,31
"150563 Piçarra";12699;3,76;313,11;60,35;1,93;6,40;7,20;1650530,44;1807865,15;3976177,47
"150565 Placas";24743;2,17;216,82;45,08;6,00;8,16;6,03;2779152,99;3244782,28;5364890,40
"150570 Ponta de Pedras";26560;2,57;204,19;42,76;5,72;4,19;0,43;2464460,24;2281534,74;5423318,12
