Indicadores Municipais
População1.1 %R.Líquida Total2.1 D.Total Saúde/Hab2.2 %D.Pessoal/D.Total2.3 %D.com Medicamentos2.4 %D.Serv.Terc/D.Total2.5 %D.Invest/D.TotalR.Transf.SUSD.R.PrópriosD.Total Saúde por Munic-BR
Período:2011
"Munic-BR";"População";"1.1_%R.Líquida_Total";"2.1_D.Total_Saúde/Hab";"2.2_%D.Pessoal/D.Total";"2.3_%D.com_Medicamentos";"2.4_%D.Serv.Terc/D.Total";"2.5_%D.Invest/D.Total";"R.Transf.SUS";"D.R.Próprios";"D.Total_Saúde"
"240430 Governador Dix-Sept Rosado";12420;11,39;498,31;37,64;19,16;13,27;2,36;1853498,41;3752947,36;6188979,66
"240440 Grossos";9481;2,91;406,41;54,24;6,07;5,69;2,50;1503622,21;2165933,34;3853214,05
"240450 Guamaré";12731;19,75;1850,06;74,37;2,26;8,86;0,27;1471290,62;21903789,28;23553122,30
"240460 Ielmo Marinho";12319;2,33;413,70;44,68;9,18;5,42;18,65;2051959,65;2568200,05;5096322,11
"240470 Ipanguaçu";14004;2,95;347,44;35,31;2,06;5,82;3,94;2493085,27;2485727,41;4865578,59
"240480 Ipueira";2090;1,64;754,21;48,32;1,52;17,99;2,01;273263,15;1244993,12;1576307,91
"240485 Itajá";6984;1,73;411,16;37,62;0,25;4,54;12,33;963135,64;1621199,88;2871559,49
"240490 Itaú";5586;1,83;389,88;58,17;7,23;6,47;10,96;1010907,98;1129344,64;2177870,11
"240500 Jaçanã";8039;1,85;332,79;57,09;11,29;4,16;3,88;1134975,72;1517272,79;2675270,72
"240510 Jandaíra";6820;1,99;431,85;25,93;6,05;5,75;16,38;1239162,18;2198144,06;2945197,79
"240520 Janduís";5326;2,47;435,36;57,37;4,41;2,90;0,35;766621,74;1552115,62;2318737,36
"240530 Januário Cicco";9113;2,74;341,74;54,41;4,96;6,93;5,75;1576949,78;1468145,64;3114321,49
"240540 Japi";5460;1,38;445,61;50,33;1,71;4,88;0,31;1053875,21;1360787,88;2433046,08
"240560 Jardim de Piranhas";13622;2,61;339,98;26,19;11,41;3,84;0,72;2586343,20;1966861,16;4631258,01
"240570 Jardim do Seridó";12119;2,21;310,40;49,62;4,05;16,06;3,38;1842853,11;2150515,92;3761753,85
"240580 João Câmara";32456;7,48;288,94;21,49;9,90;7,64;4,89;5326668,51;4087340,45;9377782,19
"240590 João Dias";2601;1,39;773,25;23,27;34,40;7,26;6,64;712028,25;1219067,69;2011224,77
"240600 José da Penha";5865;2,18;534,26;17,50;2,58;7,97;3,80;1283931,28;1848083,96;3133411,51
"240610 Jucurutu";17721;3,80;403,60;69,69;4,29;5,86;2,13;4425007,18;2773673,81;7152234,18
"240615 Jundiá";3609;1,52;524,06;64,68;6,14;9,94;0,47;493183,48;1298174,96;1891320,24
"240620 Lagoa d'Anta";6273;2,58;470,96;55,14;5,18;3,47;1,27;1081707,66;2023184,70;2954326,58
"240630 Lagoa de Pedras";7035;0,84;261,09;62,08;5,31;7,27;2,20;1169319,98;1036789,47;1836789,47
"240640 Lagoa de Velhos";2669;1,46;790,87;65,74;4,30;4,94;1,16;318485,23;1701028,28;2110827,48
"240650 Lagoa Nova";14131;1,77;314,26;41,74;1,37;6,07;3,91;2297425,67;2143319,23;4440744,90
"240660 Lagoa Salgada";7622;1,63;327,05;45,47;3,21;1,39;4,90;1166756,54;1404987,05;2492800,02
"240670 Lajes";10456;3,07;326,96;57,09;2,93;5,82;8,56;2254476,16;1733880,17;3418705,76
"240680 Lajes Pintadas";4618;2,35;419,49;55,14;0,66;3,52;6,16;636806,47;1247776,25;1937210,16
"240690 Lucrécia";3665;1,24;528,20;34,88;3,10;2,25;0,63;665862,42;1331364,91;1935867,00
"240700 Luís Gomes";9645;2,65;363,59;51,55;5,07;4,26;7,83;1525449,51;1515052,31;3506793,04
"240710 Macaíba";70586;8,43;301,30;62,72;1,72;18,05;5,75;11589977,71;9369900,91;21267556,67
"240720 Macau";29204;5,82;435,18;21,49;9,44;9,48;0,69;5949414,23;6709004,99;12709004,99
"240725 Major Sales";3581;1,45;577,95;30,24;21,39;9,08;7,62;735574,37;1537937,01;2069627,70
"240730 Marcelino Vieira";8257;2,09;305,31;37,39;8,49;11,68;1,36;1145807,54;1200764,39;2520981,49
"240740 Martins";8256;3,40;286,69;56,27;10,26;16,68;4,70;1168010,64;1207854,71;2366924,91
"240750 Maxaranguape";10628;3,23;289,36;47,12;1,39;13,10;7,61;1227873,15;1840464,41;3075354,37
"240760 Messias Targino";4224;1,73;568,40;26,46;6,18;5,29;16,73;1028216,50;1010668,59;2400916,75
"240770 Montanhas";11372;2,28;347,20;59,65;1,46;4,41;8,55;1679576,74;2006566,80;3948333,69
"240780 Monte Alegre";20824;2,79;321,58;65,33;4,57;2,85;2,21;3542307,92;3246621,39;6696574,41
"240800 Mossoró";263344;15,53;492,10;57,42;4,20;29,45;1,87;71863854,85;58810794,26;129591885,78
"240810 Natal";810780;23,83;491,22;47,31;4,12;36,44;1,28;169042504,19;179308154,58;398269445,80
"240820 Nísia Floresta";24148;9,68;314,91;55,24;2,64;8,18;7,37;3851671,12;3752677,81;7604348,93
"240830 Nova Cruz";35617;2,92;278,76;49,20;4,63;3,13;3,30;5916996,36;3567963,31;9928451,19
"240840 Olho-d'Água do Borges";4282;2,99;494,55;58,20;2,36;4,08;15,15;701517,03;1369057,58;2117679,46
"240850 Ouro Branco";4701;2,24;574,92;57,59;3,70;2,86;0,56;650723,70;1978802,70;2702702,14
"240860 Paraná";3976;0,60;592,57;29,68;8,87;14,95;2,53;751621,98;1607151,49;2356058,64
"240880 Parazinho";4885;20,77;563,98;41,11;6,33;4,24;22,52;854374,74;1934833,19;2755050,79
"240890 Parelhas";20433;3,86;317,74;35,31;1,71;6,60;0,51;3748460,30;2464497,46;6492418,75
"240325 Parnamirim";208425;16,48;363,76;60,68;1,76;14,60;6,75;31045187,83;43770731,61;75815919,44
"240910 Passa e Fica";11313;1,23;408,85;62,69;6,04;4,15;7,83;2258415,51;2075718,83;4625361,33
"240920 Passagem";2910;1,59;550,88;60,63;8,80;1,35;15,15;491851,21;1198704,93;1603052,09
"240930 Patu";12025;3,43;371,85;34,52;2,38;5,07;7,26;2378354,92;2055636,59;4471480,62
"240940 Pau dos Ferros";27974;8,63;508,00;36,99;0,39;34,89;1,83;10877684,21;3913650,38;14210919,54
"240950 Pedra Grande";3483;1,48;546,82;53,52;7,63;9,04;1,03;748021,33;1340361,80;1904565,04
"240960 Pedra Preta";2570;1,08;790,11;63,38;1,98;3,51;3,83;648123,59;1401304,81;2030582,34
"240970 Pedro Avelino";7107;2,70;335,70;45,87;2,89;3,27;0,62;1219581,09;1185071,84;2385796,50
"240980 Pedro Velho";14160;2,40;314,57;52,00;0,19;8,53;1,44;2176501,47;2346199,84;4454366,02
"240990 Pendências";13588;5,92;669,92;54,61;22,34;10,61;10,72;1811738,14;4449787,98;9102867,15
"241000 Pilões";3488;2,01;764,79;23,82;0,17;6,59;14,98;543558,67;2123923,05;2667583,16
"241010 Poço Branco";14079;1,25;322,13;73,64;1,60;8,50;6,06;2795173,57;1998277,57;4535332,02
"241020 Portalegre";7364;1,74;286,66;48,31;6,94;4,30;5,60;1040758,53;1218484,98;2110997,31
"241025 Porto do Mangue";5305;2,33;686,42;65,22;5,00;2,10;3,01;884933,14;2672648,77;3641436,39
"241030 Presidente Juscelino";8903;2,49;330,92;28,67;9,11;3,81;9,18;1350270,54;1290366,92;2946200,91
"241040 Pureza";8536;1,57;335,82;53,79;2,70;14,01;3,57;1329477,72;1520891,07;2866560,58
"241050 Rafael Fernandes";4726;0,98;403,22;20,65;1,12;15,44;0,09;772176,51;1147056,30;1905625,10
"241060 Rafael Godeiro";3071;2,04;911,16;14,56;7,04;1,97;3,09;518507,08;2251306,87;2798158,41
"241070 Riacho da Cruz";3203;1,45;595,68;39,79;10,22;10,46;0,62;479005,80;1348339,71;1907952,67
"241080 Riacho de Santana";4153;2,29;425,88;48,84;11,03;12,05;2,06;721096,36;1052581,28;1768672,44
"241090 Riachuelo";7167;0,79;333,22;53,37;14,03;3,52;0,41;895971,29;1492193,58;2388164,87
"240895 Rio do Fogo";10124;5,56;315,66;38,64;1,53;9,82;7,50;1563558,63;1676159,60;3195734,42
"241100 Rodolfo Fernandes";4414;3,24;611,19;28,05;11,69;9,33;2,16;915945,23;1779715,57;2697781,70
"241110 Ruy Barbosa";3588;1,26;667,76;60,52;1,07;4,35;2,71;1075125,95;1488174,90;2395917,95
"241120 Santa Cruz";36143;5,40;321,20;55,04;5,03;6,48;2,88;6710533,90;4706467,99;11609005,77
"241140 Santana do Matos";13642;3,21;464,46;23,70;3,16;3,16;26,97;2790205,71;3347062,50;6336118,21
"241142 Santana do Seridó";2537;2,06;741,81;47,00;10,11;6,37;6,82;405721,39;1419321,80;1881967,02
"241150 Santo Antônio";22378;2,57;314,24;66,24;2,66;4,19;2,33;6406294,22;2455594,25;7032112,66
"241160 São Bento do Norte";2944;4,10;671,81;54,66;6,85;7,35;2,69;679800,34;1297994,61;1977794,95
"241170 São Bento do Trairí";3956;1,47;547,64;57,37;0,76;2,13;12,27;538181,78;1480100,60;2166464,64
"241180 São Fernando";3414;1,83;493,17;35,34;0,76;5,08;20,87;774694,48;1124752,77;1683670,39
"241190 São Francisco do Oeste";3904;1,52;337,27;40,11;1,10;12,20;4,56;485669,46;1060916,92;1316710,82
"241200 São Gonçalo do Amarante";89044;8,70;244,53;61,92;1,36;27,31;1,45;12328161,44;9446186,21;21774347,65
"241210 São João do Sabugi";5939;2,03;317,97;42,02;3,72;5,27;0,78;736356,38;1209994,14;1888396,37
"241220 São José de Mipibu";40149;4,42;320,94;61,92;3,34;10,30;4,95;8458221,62;4745212,06;12885310,37
"241230 São José do Campestre";12385;2,99;428,04;48,94;17,70;8,01;2,92;2560907,44;2694836,37;5301317,59
"241240 São José do Seridó";4266;2,28;515,38;41,07;5,29;5,90;8,74;1034625,85;1339776,07;2198627,63
"241250 São Miguel";22313;2,64;321,61;50,72;8,84;17,90;4,71;4358234,07;2248509,74;7176075,93
"241255 São Miguel do Gostoso";8754;3,09;355,83;53,51;8,48;5,82;2,42;1617270,38;1794407,29;3114926,91
"241260 São Paulo do Potengi";15998;3,31;358,91;63,79;3,52;14,22;1,72;3234319,94;2393698,80;5741798,08
"241270 São Pedro";6193;1,67;315,46;53,30;26,85;5,08;1,14;866402,70;1091462,75;1953672,07
"241280 São Rafael";8104;1,76;320,13;62,31;5,14;14,32;1,96;1191094,65;1349123,93;2594357,70
"241290 São Tomé";10829;2,24;381,34;38,54;2,82;8,61;6,67;2152286,44;2075810,22;4129500,77
"241300 São Vicente";6058;1,89;426,40;50,42;23,64;6,09;2,66;1422914,62;1160189,46;2583104,08
"241310 Senador Elói de Souza";5684;2,48;490,08;39,00;5,60;3,56;20,01;1483964,22;1468152,38;2785605,04
"241320 Senador Georgino Avelino";3972;2,56;532,66;52,87;6,49;10,40;2,13;863529,91;1348048,70;2115738,61
"241335 Serra do Mel";10444;6,84;454,03;61,46;5,89;7,25;3,24;1438202,13;3146170,08;4741913,86
"241340 Serra Negra do Norte";7787;2,97;307,25;51,83;10,25;4,62;1,84;1429677,88;1150830,76;2392561,77
"241350 Serrinha";6529;2,02;414,61;53,08;4,51;4,43;2,74;1269119,99;1445012,78;2707005,73
"241355 Serrinha dos Pintos";4559;2,61;568,12;36,11;3,31;14,37;5,47;626172,57;1961799,29;2590063,87
"241370 Sítio Novo";5064;2,18;454,69;45,40;4,60;1,71;5,27;770349,37;1470989,07;2302570,32
"241380 Taboleiro Grande";2339;1,03;669,47;35,03;6,08;14,84;0,82;460814,15;1180885,56;1565885,68
"241390 Taipu";11859;2,20;394,87;56,84;4,78;5,30;2,28;2057538,13;2757548,68;4682719,22
"241400 Tangará";14333;2,18;327,13;53,59;6,78;4,49;0,71;1961308,89;2867992,17;4688736,09
"241410 Tenente Ananias";9960;1,66;404,48;47,52;0,16;10,81;2,27;1703633,06;2320178,72;4028606,67
"241415 Tenente Laurentino Cruz";5482;3,41;470,10;46,97;10,99;6,23;0,29;788945,91;1845389,40;2577067,89
"241105 Tibau";3725;5,07;728,57;51,27;12,91;3,28;0,81;621172,12;1877713,21;2713929,17
"241420 Tibau do Sul";11664;15,97;398,11;67,50;1,72;3,32;6,80;1621373,53;3022181,92;4643555,45
"241430 Timbaúba dos Batistas";2303;4,14;589,50;19,69;3,69;6,25;5,89;264580,74;1093026,52;1357607,26
"241440 Touros";31335;3,16;299,20;54,52;3,46;5,99;12,43;6584959,38;3109411,74;9375587,83
"241445 Triunfo Potiguar";3347;2,97;623,70;24,98;10,36;5,03;2,59;865053,92;1179294,37;2087540,30
"241450 Umarizal";10626;3,23;329,86;29,72;3,40;8,46;4,20;2299270,72;1563131,39;3505113,87
"241460 Upanema";13146;6,82;453,53;39,85;10,39;3,30;3,26;2432928,87;2943214,24;5962109,08
"241470 Várzea";5254;1,42;330,02;40,67;4,92;7,83;10,20;672260,97;1043936,49;1733936,49
"241475 Venha-Ver";3852;1,75;500,73;23,48;11,45;14,52;3,96;664819,22;1108638,24;1928802,44
"241480 Vera Cruz";10888;1,49;324,93;53,31;21,87;9,92;1,02;1941220,21;1506167,91;3537823,27
"241490 Viçosa";1625;1,89;1047,51;12,44;18,51;5,06;1,36;468562,82;1233156,89;1702199,71
"250010 Água Branca";9531;1,64;287,94;73,61;3,99;5,73;0,49;1471167,08;1273220,91;2744387,99
"250020 Aguiar";5522;1,26;573,37;32,23;14,93;6,46;36,20;790929,20;1357473,91;3166167,55
"250030 Alagoa Grande";28426;4,27;287,93;75,08;1,83;3,40;2,32;6463270,95;2701904,00;8184613,74
"250040 Alagoa Nova";19766;1,51;323,79;66,81;11,55;4,27;1,79;3105208,80;2840827,56;6400094,08
"250050 Alagoinha";13659;1,61;272,51;69,88;2,38;4,28;6,98;2041540,81;1749300,49;3722226,49
"250053 Alcantil";5261;2,11;368,62;59,26;6,14;5,73;7,03;716099,16;1159958,42;1939332,57
"250057 Algodão de Jandaíra";2378;2,45;877,81;44,46;4,72;2,82;4,35;415592,58;1361374,97;2087427,34
"250060 Alhandra";18168;3,30;390,63;52,20;8,91;4,33;3,46;2709827,04;4735687,57;7097006,59
"250073 Amparo";2104;2,01;811,47;42,35;4,79;7,54;3,80;688306,42;1060697,77;1707326,08
"250077 Aparecida";7755;1,72;298,22;67,51;8,92;4,81;1,82;990249,33;1286554,35;2312665,54
"250080 Araçagi";17157;1,33;287,71;71,54;3,54;4,07;0,48;2728650,87;2213731,31;4936266,93
"250090 Arara";12738;2,49;254,90;67,82;5,06;5,11;4,91;1366747,48;1680586,07;3246974,47
"250100 Araruna";19054;2,60;395,00;51,33;12,18;16,75;5,99;4990406,71;2492573,71;7526308,92
"250110 Areia";23652;3,74;309,93;75,40;4,63;4,22;1,30;4098390,00;2677330,00;7330412,00
"250115 Areia de Baraúnas";1913;1,75;819,82;36,61;2,13;20,51;17,79;340475,52;1226607,80;1568309,33
"250120 Areial";6503;1,20;303,11;67,32;7,02;3,99;9,42;912744,21;1192254,70;1971135,34
"250130 Aroeiras";19048;1,39;283,22;58,26;8,36;12,38;5,44;3581542,26;1939550,97;5394801,94
"250135 Assunção";3565;1,34;485,28;41,05;4,60;13,19;5,40;452136,51;1324174,41;1730017,84
"250140 Baía da Traição";8129;1,66;349,63;85,28;2,64;2,48;1,73;1805209,32;1035260,79;2842104,23
"250150 Bananeiras";21801;3,94;336,77;56,62;6,90;4,21;2,02;4542200,61;2215204,33;7341917,07
"250153 Baraúna";4301;1,34;430,01;51,74;9,22;4,70;2,78;442619,69;1389892,36;1849483,52
"250160 Barra de Santa Rosa";14287;2,36;316,71;68,77;7,00;4,01;2,31;2226202,95;2445977,68;4524891,89
"250157 Barra de Santana";8198;1,91;431,26;57,91;2,92;6,80;5,68;2249487,28;1231696,98;3535441,59
"250170 Barra de São Miguel";5645;2,11;309,41;51,21;5,07;5,48;5,55;779010,85;1035434,45;1746635,00
"250180 Bayeux";100136;5,71;227,45;64,60;1,93;6,52;2,50;12864679,39;8947394,27;22775894,00
"250190 Belém";17130;1,84;323,16;69,00;3,87;6,73;5,12;3568275,34;2343056,48;5535705,54
"250200 Belém do Brejo do Cruz";7153;2,94;405,60;52,56;3,18;10,70;12,91;1074316,29;1826915,74;2901232,03
"250205 Bernardino Batista";3115;1,84;496,49;37,15;3,23;12,44;0,25;392680,62;1247916,42;1546555,34
"250210 Boa Ventura";5687;0,90;336,02;51,55;3,36;9,58;4,10;911723,87;999240,01;1910963,88
"250215 Boa Vista";6322;1,46;418,35;66,66;9,33;6,07;1,73;683450,61;2101873,57;2644826,51
"250220 Bom Jesus";2416;1,27;564,82;49,17;8,82;13,21;6,75;356997,49;991745,03;1364616,16
"250230 Bom Sucesso";5016;2,21;488,35;56,26;12,05;2,22;7,66;847448,55;1583446,82;2449587,12
"250240 Bonito de Santa Fé";10925;2,23;388,52;58,52;3,73;2,97;17,23;1478489,62;2296059,76;4244540,65
"250250 Boqueirão";16966;1,79;403,31;55,99;4,07;7,98;5,29;4454703,52;2097777,62;6842477,33
"250270 Borborema";5140;0,90;315,86;56,23;5,41;8,98;11,44;648428,86;987930,95;1623537,34
"250280 Brejo do Cruz";13219;1,88;305,85;65,85;3,55;3,74;4,64;1825254,39;2121400,63;4042993,70
"250290 Brejo dos Santos";6217;1,07;398,23;47,95;16,26;5,79;10,98;864852,69;1659079,96;2475792,52
"250300 Caaporã";20509;6,54;375,06;52,79;3,22;2,76;5,13;3882313,92;4330327,18;7692167,07
"250310 Cabaceiras";5092;1,88;418,91;38,49;5,54;7,79;11,06;844035,44;1228704,62;2133091,51
"250320 Cabedelo";59104;12,81;590,83;72,44;1,29;6,77;2,34;9370558,41;25549733,92;34920292,33
"250330 Cachoeira dos Índios";9617;1,33;299,47;27,80;12,81;5,31;50,55;1113887,88;1800000,00;2879965,76
"250340 Cacimba de Areia";3574;0,98;500,34;50,76;6,36;3,88;21,00;675736,51;1112487,42;1788223,93
"250350 Cacimba de Dentro";16743;1,80;250,62;55,37;17,96;3,90;2,67;2049895,08;2190168,54;4196087,96
"250355 Cacimbas";6846;1,89;340,84;61,52;8,33;11,19;2,26;807850,71;1525533,89;2333384,60
"250360 Caiçara";7212;1,29;327,20;61,93;6,13;3,41;5,30;1030356,79;1308891,33;2359783,21
"250370 Cajazeiras";58793;6,46;355,77;55,44;4,30;12,64;1,45;14039762,85;5347043,70;20916857,04
"250375 Cajazeirinhas";3047;1,81;560,95;51,68;2,31;11,17;9,08;703147,24;1006061,72;1709208,96
"250380 Caldas Brandão";5674;1,61;342,27;50,75;1,69;6,76;8,51;674076,18;1204702,41;1942021,20
"250390 Camalaú";5771;1,92;398,23;44,07;13,63;9,14;3,74;721460,52;1523913,01;2298204,31
"250400 Campina Grande";387643;10,43;478,04;35,87;3,84;47,22;3,40;147193632,57;39863086,78;185310370,58
"250403 Capim";5710;1,04;267,43;40,00;21,25;3,79;0,53;679413,36;1047633,96;1527047,32
"250407 Caraúbas";3925;2,71;451,90;67,00;5,51;4,33;4,91;620958,84;1250570,60;1773695,70
"250410 Carrapateira";2410;1,34;1013,21;31,66;11,44;4,71;44,86;348804,62;984039,00;2441829,16
"250415 Casserengue";7096;1,55;325,90;59,64;4,15;6,27;3,78;976776,62;1316595,46;2312592,04
"250420 Catingueira";4817;1,94;255,35;61,61;4,20;4,49;8,31;681778,95;123414,51;1230037,92
"250430 Catolé do Rocha";28922;3,71;390,47;58,06;1,15;10,97;6,05;6128939,42;4414448,00;11293123,50
"250435 Caturité";4571;1,55;433,96;66,59;8,69;6,61;2,87;780085,74;1131239,74;1983614,29
"250440 Conceição";18396;2,96;467,74;67,71;4,42;5,79;5,59;3797629,43;3439047,71;8604568,73
"250450 Condado";6591;1,67;446,87;57,01;4,46;1,58;14,84;1166692,52;1437713,86;2945288,00
"250460 Conde";21783;19,37;329,84;75,86;2,15;4,31;2,00;3433428,15;3900582,88;7184859,51
"250470 Congo";4690;1,18;416,62;53,79;6,43;8,27;6,55;666889,04;1287060,83;1953949,87
"250480 Coremas";15150;4,75;421,90;22,55;3,34;6,21;9,82;4493697,02;2055957,41;6391761,26
"250485 Coxixola";1787;1,45;808,61;47,54;0,61;5,93;9,49;316594,03;1077209,26;1444978,49
"250490 Cruz do Espírito Santo";16157;1,99;259,22;52,63;19,93;5,33;8,65;2123822,48;2064379,81;4188202,29
"250500 Cubati";6903;1,59;352,50;58,17;8,86;5,66;1,23;1112242,53;1238155,35;2433321,23
"250510 Cuité";19980;2,83;361,91;68,75;1,85;4,85;3,86;4786938,05;2438863,45;7230979,24
"250523 Cuité de Mamanguape";6208;1,56;344,71;57,48;4,60;3,41;7,16;857014,74;1282968,21;2139982,95
"250520 Cuitegi";6861;1,35;368,74;66,47;3,22;7,59;4,93;1414459,45;1108597,61;2529896,91
"250527 Curral de Cima";5200;1,20;346,45;58,64;6,00;3,89;12,13;695073,89;1106490,25;1801564,14
"250530 Curral Velho";2501;0,66;537,49;34,39;3,03;13,69;9,53;350535,04;993721,41;1344256,45
"250535 Damião";4946;2,48;482,02;35,55;14,47;3,26;0,34;602997,72;1553672,16;2384058,66
"250540 Desterro";8013;0,99;325,48;65,74;2,26;6,92;8,01;1493210,82;1114822,98;2608032,98
"250560 Diamante";6593;1,79;339,99;56,95;5,12;7,51;3,78;933359,82;1301159,89;2241579,17
"250570 Dona Inês";10476;2,54;355,34;75,15;5,10;5,00;2,01;1779212,89;1941403,59;3722540,14
"250580 Duas Estradas";3624;1,79;512,85;55,34;1,98;5,15;13,33;610847,33;1292625,08;1858567,77
"250590 Emas";3337;1,50;470,47;63,33;9,22;3,74;1,83;436297,19;1168574,32;1569954,65
"250600 Esperança";31320;2,93;416,78;68,93;8,93;9,09;0,44;7455913,48;4564500,45;13053679,59
"250610 Fagundes";11368;0,98;254,29;54,18;20,19;2,42;7,34;1471986,23;1418769,75;2890755,98
"250620 Frei Martinho";2934;1,57;668,74;58,68;4,97;2,63;7,32;697304,67;1287171,22;1962074,17
"250625 Gado Bravo";8365;1,37;328,12;51,66;5,45;17,96;5,85;1439093,64;1098156,23;2744737,11
"250630 Guarabira";55657;3,46;317,82;60,03;2,16;25,42;1,55;15280243,47;5457504,73;17689062,06
"250640 Gurinhém";13875;2,07;330,39;64,39;5,04;9,11;1,97;2488819,84;1947032,70;4584177,39
"250650 Gurjão";3187;2,01;488,64;48,01;1,78;3,95;12,50;635548,35;988382,01;1557287,57
"250660 Ibiara";6004;2,77;328,67;59,68;3,37;17,12;1,57;896866,27;1076461,45;1973327,72
"250260 Igaracy";6144;1,97;423,85;57,10;1,58;8,83;6,85;1324860,39;1279286,56;2604146,95
"250670 Imaculada";11388;1,18;332,90;50,97;6,09;1,61;2,37;1606586,61;2063216,24;3791045,01
"250680 Ingá";18234;2,17;313,61;65,02;6,95;7,77;3,96;2592991,09;3094172,77;5718301,24
"250690 Itabaiana";24425;2,08;332,69;53,30;0,43;16,95;0,12;5643050,67;2448553,62;8125985,77
"250700 Itaporanga";23351;3,29;383,25;66,73;2,32;6,69;5,47;5418362,85;3530841,52;8949204,37
"250710 Itapororoca";17178;1,64;228,81;70,70;6,46;4,32;2,16;2078033,53;2013325,70;3930535,24
"250720 Itatuba";10264;2,04;290,62;58,95;6,40;2,94;1,90;1346488,38;1942453,69;2982882,94
"250730 Jacaraú";13967;1,64;265,22;71,80;5,15;5,31;2,18;1876950,73;1827414,12;3704364,85
"250740 Jericó";7547;1,87;384,34;65,30;1,26;5,48;9,15;1106512,71;1614483,98;2900633,34
"250750 João Pessoa";733154;20,95;592,33;43,16;2,05;35,16;4,97;272162646,88;143205935,73;434265748,81
"251365 Joca Claudino";2619;3,25;690,87;43,07;4,83;12,18;4,90;673059,53;1156318,43;1809396,13
"250760 Juarez Távora";7505;1,94;314,74;56,53;3,49;4,51;0,45;1051151,74;1131686,65;2362097,90
"250770 Juazeirinho";16922;0,98;297,71;47,02;9,41;8,40;0,88;3136615,01;1793175,17;5037932,84
"250780 Junco do Seridó";6695;0,92;340,24;67,37;4,14;4,42;3,10;913830,27;1306088,44;2277931,97
"250790 Juripiranga";10282;1,15;297,60;62,02;9,77;6,53;6,24;1568100,46;1754902,65;3059899,82
"250800 Juru";9809;2,32;315,26;54,54;10,13;7,42;0,03;1525678,39;1255307,15;3092354,68
"250810 Lagoa";4668;1,12;439,16;51,98;20,50;3,06;4,37;636121,70;1226504,61;2049994,38
"250820 Lagoa de Dentro";7392;1,82;297,33;69,31;0,37;5,19;2,59;954022,46;1243836,92;2197859,38
"250830 Lagoa Seca";26034;1,72;262,64;73,67;2,14;4,79;2,88;4587238,63;2669099,78;6837501,62
"250840 Lastro";2820;2,61;629,45;50,12;5,82;12,39;4,63;567639,38;1110810,84;1775045,81
"250850 Livramento";7176;2,16;365,92;55,54;6,06;3,12;6,65;1088037,12;1527729,26;2625829,30
"250855 Logradouro";3984;1,88;526,59;42,39;2,28;4,71;20,72;666944,53;1191817,77;2097919,78
"250860 Lucena";11882;4,51;311,47;61,72;2,88;3,94;4,88;1568367,37;1748820,25;3700832,98
"250870 Mãe d'Água";4009;1,98;484,42;56,64;5,09;5,25;12,66;955352,80;1038150,03;1942023,10
"250880 Malta";5607;2,40;489,70;39,92;11,92;5,67;28,84;717661,52;1253691,59;2745721,25
"250890 Mamanguape";42602;4,45;269,57;64,71;1,78;7,32;9,72;6462070,58;5022299,68;11484370,26
"250900 Manaíra";10781;0,80;240,10;58,16;3,80;4,95;5,40;988640,19;1599891,45;2588531,64
"250905 Marcação";7717;0,59;385,53;72,09;0,51;5,91;0,38;1860931,65;1304149,61;2975098,45
"250910 Mari";21215;2,06;295,12;66,19;4,19;5,03;4,39;3759107,04;2463096,68;6261007,16
"250915 Marizópolis";6216;1,52;333,43;54,17;0,62;15,38;8,13;919159,40;1131917,82;2072595,06
"250920 Massaranduba";12994;1,75;326,19;44,78;4,05;7,57;6,18;2499819,49;2040096,97;4238550,24
"250930 Mataraca";7526;6,70;482,46;63,97;2,89;5,83;7,96;1040342,86;2591477,04;3631000,64
"250933 Matinhas";4339;1,78;360,91;54,95;3,45;10,93;0,69;919192,06;1009034,96;1566007,78
"250937 Mato Grosso";2723;1,55;761,53;26,31;17,06;4,04;21,53;344393,68;1721688,10;2073642,53
"250939 Maturéia";6009;1,83;357,49;55,17;2,02;3,46;8,12;816963,01;1490352,65;2148158,45
"250940 Mogeiro";12468;1,58;275,00;49,02;2,00;3,36;6,50;2264577,10;1639285,44;3428745,14
"250950 Montadas";5068;2,41;369,73;48,97;20,80;5,90;2,66;696832,05;1207243,42;1873814,64
"250960 Monte Horebe";4538;1,56;462,16;46,34;13,95;6,50;19,44;655812,86;1010704,42;2097280,25
"250970 Monteiro";31095;4,08;436,24;56,56;2,36;11,97;14,39;10702402,90;3162422,70;13564825,60
"250980 Mulungu";9506;1,93;300,13;65,22;5,19;8,41;1,96;1608574,36;1104100,29;2853061,88
"250990 Natuba";10566;1,83;303,27;71,85;0,26;8,47;2,01;1683676,17;1713435,96;3204324,87
"251000 Nazarezinho";7266;2,32;260,56;56,34;9,32;7,59;1,14;970718,90;1166561,23;1893222,30
"251010 Nova Floresta";10523;2,04;341,73;70,13;3,20;5,21;1,54;1472395,71;2078582,29;3595986,58
"251020 Nova Olinda";6040;3,89;444,10;43,41;1,85;3,45;6,89;1381922,10;1725861,16;2682385,89
"251030 Nova Palmeira";4421;1,18;399,02;56,50;16,49;4,25;2,58;628713,20;1135366,67;1764079,87
"251040 Olho d'Água";6862;1,91;327,15;68,71;6,98;2,45;2,85;984820,62;1276777,20;2244879,18
