Indicadores Municipais
População1.1 %R.Líquida Total2.1 D.Total Saúde/Hab2.2 %D.Pessoal/D.Total2.3 %D.com Medicamentos2.4 %D.Serv.Terc/D.Total2.5 %D.Invest/D.TotalR.Transf.SUSD.R.PrópriosD.Total Saúde por Munic-BR
Período:2019
"Munic-BR";"População";"1.1_%R.Líquida_Total";"2.1_D.Total_Saúde/Hab";"2.2_%D.Pessoal/D.Total";"2.3_%D.com_Medicamentos";"2.4_%D.Serv.Terc/D.Total";"2.5_%D.Invest/D.Total";"R.Transf.SUS";"D.R.Próprios";"D.Total_Saúde"
"316380 São Miguel do Anta";6933;2,83;834,73;41,09;6,72;6,65;0,42;1667161,14;3636189,99;5787196,10
"316390 São Pedro da União";4709;3,73;1245,24;45,66;5,93;7,20;7,32;2014568,39;3780496,12;5863812,76
"316410 São Pedro do Suaçuí";5291;2,39;764,10;47,22;7,28;15,00;5,04;2113639,49;2440806,46;4042839,66
"316400 São Pedro dos Ferros";7858;2,22;646,07;47,83;4,72;27,18;4,43;1742604,20;2706017,82;5076817,97
"316420 São Romão";12139;2,32;533,71;47,17;12,65;13,34;3,47;3170383,58;2870608,98;6478747,53
"316430 São Roque de Minas";7026;6,57;882,30;59,02;5,49;6,45;6,04;1041792,63;4178296,38;6199072,67
"316440 São Sebastião da Bela Vista";5455;6,82;924,34;58,75;3,84;16,32;7,99;1396995,12;3592765,38;5042261,16
"316443 São Sebastião da Vargem Alegre";2991;1,43;1530,68;51,02;0,00;13,00;3,33;1139057,09;3434175,25;4578254,37
"316447 São Sebastião do Anta";6479;2,15;609,54;56,61;3,15;7,28;0,17;1821166,54;2061424,10;3949183,47
"316450 São Sebastião do Maranhão";10129;1,22;551,26;49,67;2,02;16,04;4,48;5484381,06;2483009,58;5583687,96
"316460 São Sebastião do Oeste";6684;5,23;1135,88;53,30;7,19;8,12;1,97;1632859,62;5371825,30;7592189,46
"316470 São Sebastião do Paraíso";70450;12,43;1332,04;35,43;2,54;44,64;1,07;66233064,25;28477995,84;93842140,10
"316480 São Sebastião do Rio Preto";1520;1,73;2350,48;58,31;3,06;10,40;10,48;1091369,82;2682609,75;3572732,49
"316490 São Sebastião do Rio Verde";2231;2,63;1692,88;39,31;8,24;14,63;2,10;610282,64;3037236,95;3776813,40
"316520 São Thomé das Letras";7056;4,85;642,77;61,04;2,38;17,56;0,01;1232771,68;3214130,33;4535362,54
"316500 São Tiago";10922;4,49;615,44;42,46;4,92;5,69;3,29;1611788,30;4023947,71;6721849,72
"316510 São Tomás de Aquino";7042;5,62;1107,40;48,80;4,42;28,02;2,49;1866232,05;5291390,96;7798286,80
"316530 São Vicente de Minas";7687;4,59;804,43;46,07;3,30;8,18;5,18;2699537,19;3433958,13;6183673,61
"316540 Sapucaí-Mirim";6869;10,17;600,31;46,24;4,37;6,57;16,68;697601,55;3125559,66;4123560,67
"316550 Sardoá";6236;2,71;668,62;43,86;5,40;22,23;5,14;1685259,58;1972836,60;4169519,47
"316553 Sarzedo";32069;12,07;1102,17;48,32;0,00;11,69;2,85;10242302,67;23213489,40;35345526,06
"316556 Sem-Peixe";2661;1,77;1388,52;41,99;4,52;20,47;0,67;1109827,94;2626429,43;3694863,98
"316557 Senador Amaral";5352;2,48;943,65;51,59;6,29;17,00;1,08;1623118,41;4013586,91;5050421,78
"316560 Senador Cortes";2007;1,18;1382,17;38,44;7,39;8,82;6,82;596914,29;2125391,49;2774009,98
"316570 Senador Firmino";7764;3,18;720,95;48,17;3,78;17,99;0,79;2733735,63;4064844,48;5597462,02
"316580 Senador José Bento";1545;1,18;1730,48;44,92;10,22;23,03;4,48;1206766,58;2513564,19;2673583,88
"316590 Senador Modestino Gonçalves";4209;1,43;1005,45;46,43;4,13;21,20;4,55;1571563,71;3014430,41;4231924,51
"316600 Senhora de Oliveira";5786;2,28;828,19;54,07;0,00;7,52;0,91;2287565,89;3426067,55;4791911,41
"316610 Senhora do Porto";3527;1,76;574,95;45,83;6,51;14,25;0,00;2383439,66;1752072,56;2027849,01
"316620 Senhora dos Remédios";10451;2,45;639,28;65,40;5,70;7,63;0,56;3113916,15;3764169,62;6681148,96
"316630 Sericita";7319;2,44;679,27;28,13;2,89;19,11;6,70;3094382,22;2787538,27;4971584,47
"316640 Seritinga";1848;2,53;1965,94;46,53;0,57;14,72;7,35;652760,68;2803310,43;3633058,03
"316650 Serra Azul de Minas";4293;0,85;841,33;30,95;3,18;24,80;5,89;1755356,62;2242053,65;3611829,75
"316660 Serra da Saudade";786;2,32;4122,54;58,32;9,45;5,50;2,53;585224,90;2547942,61;3240316,00
"316680 Serra do Salitre";11493;31,65;1366,00;40,60;5,93;27,52;8,04;2967272,11;13334645,84;15699444,12
"316670 Serra dos Aimorés";8685;3,10;493,13;57,46;4,15;12,64;0,34;2116525,04;2176074,68;4282802,96
"316690 Serrania";7670;4,35;839,65;35,17;3,86;41,30;1,26;2227280,30;4174049,14;6440135,08
"316695 Serranópolis de Minas";4752;0,51;851,93;30,29;5,09;15,81;16,69;1189132,34;2097105,86;4048366,12
"316700 Serranos";1970;2,22;1467,82;38,31;0,00;15,30;3,95;900409,39;2253067,21;2891606,64
"316710 Serro";20993;4,96;606,83;59,59;2,92;3,98;1,41;5289322,03;7150399,15;12739147,60
"316720 Sete Lagoas";237286;17,39;947,30;62,66;0,00;25,83;0,68;106161632,09;121963431,44;224781568,62
"316555 Setubinha";12134;1,75;528,19;33,19;8,08;25,35;2,36;3711208,26;2942497,53;6409098,70
"316730 Silveirânia";2258;1,56;1496,62;52,44;7,28;9,57;15,26;1214937,06;1974957,00;3379360,23
"316740 Silvianópolis";6227;4,19;635,33;54,61;6,69;5,90;10,79;1920446,69;2483706,40;3956229,24
"316750 Simão Pereira";2612;7,92;1627,88;57,48;4,37;6,62;13,37;481474,23;3194953,14;4252025,47
"316760 Simonésia";19528;2,68;440,50;35,48;4,05;27,61;1,64;4984569,05;6233394,26;8602133,41
"316770 Sobrália";5594;2,11;676,96;56,69;3,07;5,14;1,58;3189693,80;1975002,78;3786896,70
"316780 Soledade de Minas";6112;4,64;664,78;54,30;3,99;4,75;3,96;1233268,72;2957418,54;4063108,06
"316790 Tabuleiro";3792;2,95;931,94;66,84;0,84;7,18;1,06;1164935,89;2609653,95;3533923,18
"316800 Taiobeiras";33858;4,44;1100,85;31,54;1,45;60,03;0,98;27848645,68;8974335,72;37272464,15
"316805 Taparuba";3119;1,74;1253,01;41,47;3,58;24,51;0,56;1596438,94;2504429,03;3908150,67
"316810 Tapira";4711;13,82;1971,50;49,53;1,21;22,87;6,26;1252032,88;7802621,13;9287730,08
"316820 Tapiraí";1879;3,39;1687,36;51,01;2,55;18,19;7,11;429962,82;2019944,15;3170544,19
"316830 Taquaraçu de Minas";4055;6,56;928,73;55,85;7,34;16,60;2,30;1059765,84;2745038,65;3766017,12
"316840 Tarumirim";14350;4,38;579,57;32,95;7,65;4,54;3,02;4621107,41;3593276,32;8316878,85
"316850 Teixeiras";11650;4,05;739,31;44,62;1,20;28,30;2,47;3376956,46;5169293,02;8612989,53
"316860 Teófilo Otoni";140235;8,78;1178,11;32,15;2,05;53,42;0,91;128571540,15;31005808,36;165212701,82
"316870 Timóteo";89090;19,81;541,95;65,90;4,99;7,06;3,25;13571732,86;33905410,02;48282519,19
"316880 Tiradentes";7886;13,96;746,93;67,12;4,69;3,68;3,21;1830121,24;4240862,91;5890274,32
"316890 Tiros";6539;6,39;1120,89;56,60;1,51;18,66;5,24;1862028,87;5030780,95;7329519,91
"316900 Tocantins";16602;6,68;517,93;46,95;6,21;12,58;1,99;2620634,57;5825301,57;8598615,77
"316905 Tocos do Moji";4093;1,63;849,71;65,53;8,53;9,39;0,64;801714,33;2651273,32;3477880,54
"316910 Toledo";6217;3,99;978,92;36,76;6,46;21,68;17,22;879893,26;4255412,77;6085955,82
"316920 Tombos";8201;5,40;479,97;51,59;0,00;30,67;0,64;3608538,47;3924427,64;3936248,21
"316930 Três Corações";78913;14,13;856,87;38,74;5,19;31,65;3,93;18102921,87;40122423,25;67617971,89
"316935 Três Marias";31984;10,70;935,94;32,00;2,40;46,50;0,64;9700268,24;20818415,46;29935104,77
"316940 Três Pontas";56546;10,01;923,63;44,81;3,07;28,54;1,40;25534094,05;27762443,70;52227690,87
"316950 Tumiritinga";6698;3,05;752,08;38,17;0,00;5,91;1,79;2320951,62;2667706,69;5037437,05
"316960 Tupaciguara";25253;9,55;945,96;45,88;3,62;26,60;8,68;9910204,96;15140226,24;23888301,67
"316970 Turmalina";19797;6,61;754,06;34,89;5,61;19,06;3,60;7114482,90;7873189,36;14928080,97
"316980 Turvolândia";5008;3,00;829,45;45,53;7,86;18,21;8,85;1447527,37;2840422,43;4153865,96
"316990 Ubá";114265;14,91;457,80;54,29;4,61;11,55;2,57;20779140,34;33693448,60;52310278,04
"317000 Ubaí";12466;1,99;640,75;40,64;6,75;17,06;4,65;3430687,36;4056497,82;7987633,18
"317005 Ubaporanga";12449;2,64;587,06;34,65;5,10;7,33;8,16;3206260,81;3323181,74;7308352,20
"317010 Uberaba";330361;14,35;852,98;34,50;1,18;25,64;2,26;134046620,72;139325774,02;281789962,51
"317020 Uberlândia";683247;18,48;954,55;12,55;2,43;12,39;2,76;205455796,05;433416920,96;652194678,44
"317030 Umburatiba";2626;3,65;899,02;0,00;0,00;0,00;0,00;840905,52;2360834,68;2360834,68
"317040 Unaí";83808;13,95;1004,53;58,20;3,79;12,53;4,77;23453159,26;58684404,78;84187957,15
"317043 União de Minas";4325;8,93;970,89;38,48;7,89;8,94;4,73;1205276,75;3382834,74;4199090,01
"317047 Uruana de Minas";3267;2,01;1204,83;43,10;6,85;14,75;1,08;1319476,66;2810345,37;3936185,42
"317050 Urucânia";10371;3,75;796,92;42,64;3,14;9,76;0,56;2364104,62;4710021,59;8264809,70
"317052 Urucuia";16547;2,68;535,48;50,36;3,71;23,18;6,41;5008233,21;4297164,64;8860505,51
"317057 Vargem Alegre";6491;2,99;673,42;54,30;4,95;14,65;0,55;2254537,30;2244251,40;4371197,09
"317060 Vargem Bonita";2158;2,61;1701,88;53,44;7,43;10,92;0,70;869164,22;2987301,34;3672654,93
"317065 Vargem Grande do Rio Pardo";4987;0,91;941,37;32,02;5,38;32,16;0,43;2574350,51;2816549,35;4694604,32
"317070 Varginha";134477;17,75;1654,58;37,03;4,93;31,59;1,34;102218424,44;83743765,83;222502699,24
"317075 Varjão de Minas";7071;3,00;886,08;60,29;3,41;21,17;7,57;1900234,56;4111663,80;6265465,86
"317080 Várzea da Palma";39173;5,90;548,07;44,57;3,68;14,94;1,25;10370206,28;10416343,70;21469411,42
"317090 Varzelândia";19335;1,80;559,93;20,15;3,34;25,39;0,98;6656294,28;4084637,84;10826238,47
"317100 Vazante";20537;14,06;878,27;56,71;5,22;13,82;3,53;5241886,01;13121102,38;18037051,55
"317103 Verdelândia";9265;2,18;524,26;34,13;1,99;12,62;7,58;2680897,16;2297097,27;4857258,68
"317107 Veredinha";5712;2,92;893,94;38,42;6,77;23,74;3,16;2962506,03;2614908,36;5106168,10
"317110 Veríssimo";3951;11,38;1236,27;55,13;7,54;17,99;6,91;976170,32;3616055,55;4884485,19
"317115 Vermelho Novo";4832;1,33;880,20;46,71;4,60;16,52;3,91;1341059,66;2717449,58;4253141,41
"317120 Vespasiano";125376;17,97;564,54;59,80;5,00;13,74;2,40;30692924,40;48145483,15;70779225,05
"317130 Viçosa";78286;15,22;872,82;34,46;4,23;49,10;1,51;46436264,26;20855884,27;68329410,25
"317140 Vieiras";3629;1,63;905,31;61,85;3,84;17,21;0,00;765238,96;2243772,94;3285378,97
"317160 Virgem da Lapa";13764;3,63;649,39;37,35;5,07;13,43;0,68;5344270,27;3278685,15;8938211,43
"317170 Virgínia";8685;4,63;542,42;32,86;2,96;6,30;2,40;2196114,54;2375568,11;4710905,28
"317180 Virginópolis";10537;4,10;602,42;50,14;4,81;6,71;0,42;2373858,81;3474436,35;6347650,63
"317190 Virgolândia";5420;2,16;925,21;57,70;4,85;15,81;0,64;2681093,64;2684077,97;5014627,27
"317200 Visconde do Rio Branco";42149;9,94;581,48;70,48;4,83;6,67;1,21;7699988,60;16371507,24;24508716,28
"317210 Volta Grande";5243;4,02;1022,04;47,01;0,00;22,71;0,53;995131,97;4233648,66;5358580,32
"317220 Wenceslau Braz";2558;1,81;989,71;60,92;5,19;4,57;7,25;1407709,72;1927048,60;2531687,78
"320010 Afonso Cláudio";30720;3,60;728,62;38,45;2,66;34,50;5,89;10001823,00;11215665,30;22383127,48
"320016 Água Doce do Norte";11131;4,10;706,06;59,78;3,04;7,33;7,67;4221327,74;3758899,38;7859106,72
"320013 Águia Branca";9653;3,82;762,66;68,68;2,30;7,10;0,18;4627313,16;4888234,33;7361916,25
"320020 Alegre";30568;4,88;586,29;52,12;3,00;20,83;2,12;8398466,45;8961092,71;17921670,89
"320030 Alfredo Chaves";14566;10,16;977,58;32,38;3,96;46,26;3,22;5673197,39;10592171,16;14239453,18
"320035 Alto Rio Novo";7798;1,98;658,02;50,83;0,00;11,73;2,68;5048549,66;3243275,44;5131249,74
"320040 Anchieta";28736;23,84;1787,37;54,50;1,42;10,14;1,07;11751215,34;34767435,36;51362003,55
"320050 Apiacá";7580;4,61;848,76;46,21;3,45;8,83;12,85;7501029,15;3688686,02;6433616,43
"320060 Aracruz";99305;20,97;808,83;47,53;2,69;26,48;5,34;23004532,68;48322870,87;80321355,37
"320070 Atilio Vivacqua";11765;3,27;903,41;46,92;0,31;31,71;3,40;2697230,02;7301877,00;10628572,72
"320080 Baixo Guandu";30862;5,06;432,93;57,98;2,53;17,02;1,36;7608985,90;8542183,65;13361021,23
"320090 Barra de São Francisco";44315;7,73;482,18;55,09;4,23;8,85;5,49;9915602,40;12331969,48;21367625,80
"320100 Boa Esperança";14982;2,78;687,72;39,19;2,57;21,88;13,40;7009228,45;5443291,82;10303488,72
"320110 Bom Jesus do Norte";9910;3,69;797,58;60,57;4,94;10,57;2,17;1976480,00;6323367,52;7903994,67
"320115 Brejetuba";12381;4,12;757,95;54,72;4,42;8,82;4,41;5330556,05;6411710,88;9384136,84
"320120 Cachoeiro de Itapemirim";207324;12,97;387,44;53,65;4,07;15,57;8,10;31452626,57;50839355,86;80324939,48
"320130 Cariacica";378603;14,23;263,04;40,91;6,16;35,13;5,81;46926442,21;62963442,60;99586774,35
"320140 Castelo";37317;6,38;638,16;47,69;3,13;4,80;8,21;11952942,48;14134515,49;23814170,03
"320150 Colatina";121580;9,53;883,86;23,24;1,13;57,81;2,19;74648895,75;33376164,65;107459523,29
"320160 Conceição da Barra";30849;7,42;564,66;65,38;2,81;11,53;1,19;4892322,93;10364884,76;17419296,20
"320170 Conceição do Castelo";12638;4,53;779,06;44,10;3,32;3,39;7,75;5388114,48;5554499,17;9845713,85
"320180 Divino de São Lourenço";4338;3,72;1243,11;52,65;1,79;6,25;11,43;2474868,06;2809333,85;5392614,50
"320190 Domingos Martins";33711;6,59;827,04;35,65;3,39;7,46;4,02;15299172,96;15872261,21;27880399,22
"320200 Dores do Rio Preto";6727;3,80;980,62;49,03;8,15;14,98;3,35;2710249,24;3904553,70;6596609,92
"320210 Ecoporanga";23014;4,88;828,08;41,88;2,73;14,67;8,58;9337036,69;12445619,76;19057399,56
"320220 Fundão";21061;7,97;632,82;59,01;1,81;12,28;6,05;3255717,75;9501397,14;13327735,00
"320230 Guaçuí";30607;6,42;537,04;48,74;1,51;13,60;3,05;12092317,98;8105824,29;16437116,91
"320240 Guarapari";122982;21,51;495,50;55,66;1,13;13,32;7,02;24236760,59;39738329,16;60937635,97
"320245 Ibatiba";25732;4,30;657,93;50,74;3,69;20,32;2,44;5729846,97;10905874,06;16929969,84
"320250 Ibiraçu";12365;6,44;776,10;48,01;3,69;13,82;8,82;5227396,76;6015262,87;9596451,76
"320255 Ibitirama";8919;3,27;739,04;54,06;3,42;11,91;0,83;3683180,14;4564185,59;6591532,42
"320260 Iconha";13745;7,69;884,12;50,21;2,41;4,75;4,68;3382844,56;7391111,16;12152200,24
"320265 Irupi";13226;2,48;710,82;55,89;7,06;9,22;6,03;5133281,30;5129270,81;9401320,72
"320270 Itaguaçu";14109;3,57;719,48;38,38;7,54;24,23;5,31;3153529,24;4956167,67;10151129,87
"320280 Itapemirim";34032;4,53;2030,74;43,29;3,51;3,92;5,72;7285991,39;17793674,30;69110148,57
"320290 Itarana";10619;3,73;848,91;49,56;5,50;12,36;0,95;4958554,85;6236632,92;9014627,89
"320300 Iúna";29030;4,44;532,42;50,90;3,25;10,51;4,01;5118880,12;11015446,99;15456185,16
"320305 Jaguaré";29904;6,85;686,43;70,07;0,61;23,57;0,89;7588811,99;16167364,30;20527099,76
"320310 Jerônimo Monteiro";11744;4,06;616,90;49,24;3,91;8,90;9,02;3934966,04;4106384,53;7244901,29
"320313 João Neiva";16614;5,19;794,61;36,55;1,96;19,22;6,03;4594337,49;7500963,41;13201580,28
"320316 Laranja da Terra";10961;4,37;961,61;55,12;3,30;4,04;7,58;4207518,41;6349865,56;10540208,50
"320320 Linhares";170364;11,31;1037,32;48,46;3,43;28,43;3,33;49622656,06;101549898,30;176722193,64
"320330 Mantenópolis";15194;4,41;594,66;63,26;0,65;9,35;7,94;5188205,74;4954730,82;9035201,19
"320332 Marataízes";38108;4,20;1705,61;31,53;3,85;4,59;4,28;6739650,86;11331576,03;64997422,73
"320334 Marechal Floriano";16464;7,20;796,71;46,56;1,97;27,06;7,87;4132416,96;8404518,29;13117020,34
"320335 Marilândia";12700;2,85;795,07;49,63;3,93;8,97;5,51;4883767,48;5065160,85;10097340,78
"320340 Mimoso do Sul";26191;5,75;602,41;47,40;3,21;3,56;3,16;10002653,17;7066465,85;15777780,87
"320350 Montanha";18770;5,50;809,76;40,28;2,42;25,95;1,95;6267212,07;8631448,84;15199269,11
"320360 Mucurici";5552;2,70;1531,92;47,81;3,76;12,89;4,09;2391677,68;5309084,46;8505197,69
"320370 Muniz Freire";17613;5,44;896,58;54,55;2,10;26,02;5,06;7771891,71;10197989,95;15791455,69
"320380 Muqui";15370;3,37;772,50;39,46;2,75;33,16;3,95;7222250,29;7463450,71;11873302,46
"320390 Nova Venécia";49780;5,58;724,42;40,56;2,92;35,67;3,87;22523859,93;16205932,59;36061657,73
"320400 Pancas";23059;1,94;397,03;40,68;2,98;36,58;7,11;13073416,98;6936237,72;9155040,36
"320405 Pedro Canário";25982;4,72;599,61;50,19;4,23;9,41;3,72;9696471,34;7035154,34;15579102,56
"320410 Pinheiros";26763;6,33;670,68;57,02;4,93;14,21;9,60;5215512,64;8708059,70;17949525,89
"320420 Piúma";21363;7,91;809,98;44,54;2,47;5,52;0,54;2530997,95;8818637,73;17303587,15
"320425 Ponto Belo";7784;3,25;849,92;46,84;2,35;17,07;8,67;2814670,81;3487205,72;6615787,19
"320430 Presidente Kennedy";11488;2,42;4364,00;37,84;6,95;19,30;0,27;3245066,13;6698497,46;50133687,24
"320435 Rio Bananal";19009;3,32;929,70;66,34;2,38;6,37;5,47;5543086,47;12913253,21;17672650,61
"320440 Rio Novo do Sul";11618;10,36;835,88;48,72;2,06;27,92;11,10;9210973,47;5595390,05;9711244,86
"320450 Santa Leopoldina";12300;3,42;747,70;37,24;2,98;7,10;8,49;4232279,63;5710344,29;9196746,09
"320455 Santa Maria de Jetibá";39849;4,51;794,58;51,59;3,94;3,93;2,04;15126891,11;21703961,45;31663284,48
"320460 Santa Teresa";23392;5,26;1259,44;24,94;1,81;2,98;6,04;19740109,10;9451136,31;29460794,33
"320465 São Domingos do Norte";8589;3,55;825,88;51,12;3,91;6,09;6,28;2844007,81;4232216,44;7093523,26
"320470 São Gabriel da Palha";37361;5,58;526,34;49,45;2,76;17,60;4,22;9103130,78;11836066,20;19664641,05
"320480 São José do Calçado";10566;5,36;657,23;57,14;4,09;12,76;4,34;4803381,24;3631136,94;6944245,17
"320490 São Mateus";128542;11,84;369,34;57,97;5,37;12,08;6,21;18659605,77;24570629,65;47476277,30
"320495 São Roque do Canaã";12318;3,19;698,92;44,71;3,59;11,88;8,91;3924516,86;5511740,94;8609304,70
"320500 Serra";507598;22,11;586,04;43,01;4,44;17,66;19,13;110421315,86;189603989,22;297473310,09
"320501 Sooretama";29449;3,33;491,34;56,76;2,26;6,13;3,37;6648136,57;9125979,41;14469334,82
"320503 Vargem Alta";21207;3,79;668,17;43,34;2,68;35,64;6,90;5173242,86;9486343,76;14169892,15
"320506 Venda Nova do Imigrante";24800;6,52;878,24;47,82;4,98;21,27;1,14;8913586,03;12873596,06;21780317,74
"320510 Viana";76954;12,31;476,27;48,84;5,68;19,20;5,90;12839805,26;25402169,28;36650557,49
"320515 Vila Pavão";9171;2,78;744,66;46,15;0,14;10,33;10,68;3199852,95;3954706,43;6829268,79
"320517 Vila Valério";14087;3,02;885,15;44,72;7,39;3,44;9,48;3046754,54;7600587,31;12469174,13
"320520 Vila Velha";486208;30,73;334,17;50,85;4,13;14,01;1,08;48214449,54;131517053,06;162476713,99
"320530 Vitória";358267;31,33;845,10;64,53;4,71;11,81;1,30;58096737,81;239215081,87;302770366,58
"330010 Angra dos Reis";200407;16,75;1601,79;0,00;0,00;0,00;100,00;96318252,17;84000000,00;321009475,63
"330020 Araruama";130439;14,82;655,82;43,30;14,37;20,20;7,46;47960917,64;30278364,99;85545063,28
"330022 Areal";12471;9,24;1421,83;68,59;1,61;9,29;5,56;10327694,15;10882841,23;17731657,32
"330023 Armação dos Búzios";33240;20,99;2141,21;65,63;1,19;21,90;4,66;17460168,23;42936083,79;71173919,37
"330025 Arraial do Cabo";30096;10,35;1095,44;44,75;13,00;25,21;2,96;6938577,79;10753365,12;32968373,63
"330030 Barra do Piraí";99969;7,83;795,82;23,49;2,32;63,68;2,33;51962911,32;29745265,76;79557708,55
"330040 Barra Mansa";183976;14,71;772,58;19,31;1,96;71,04;1,20;104711511,54;37014809,38;142135964,20
"330045 Belford Roxo";508614;8,78;343,70;38,32;0,06;39,23;3,35;163322168,20;54372302,06;174808389,62
"330050 Bom Jardim";27269;7,24;908,16;40,44;6,06;42,57;3,62;9181526,67;12662709,71;24764530,80
"330060 Bom Jesus do Itabapoana";36985;6,47;1064,03;20,19;16,89;40,14;2,95;23539339,87;14931752,25;39353317,67
"330070 Cabo Frio";222528;14,34;973,71;63,82;2,39;28,08;0,37;107420994,26;61021249,73;216678231,98
"330080 Cachoeiras de Macacu";58560;6,83;931,76;21,84;2,49;62,83;0,16;15196821,36;13504091,27;54564151,60
"330090 Cambuci";15496;2,51;1107,66;51,79;3,45;22,36;11,15;12204275,30;9078417,52;17164291,07
"330100 Campos dos Goytacazes";503424;12,58;1703,95;49,75;6,86;31,95;1,74;282280194,16;379984635,92;857810247,65
"330110 Cantagalo";20177;5,85;1291,86;48,06;4,40;35,93;1,30;11648305,97;16718521,61;26065778,72
"330115 Cardoso Moreira";12826;2,16;1136,09;63,12;8,88;11,16;0,91;8899421,91;9419489,65;14571512,18
"330120 Carmo";18755;4,94;1240,15;43,40;5,01;20,83;0,20;7603493,51;11832661,46;23258939,23
"330130 Casimiro de Abreu";43295;5,90;1523,92;33,69;14,69;43,99;2,29;12435106,38;20235829,66;65977993,18
"330095 Comendador Levy Gasparian";8544;5,11;1390,46;63,89;3,74;16,95;3,44;4666620,15;3973985,92;11880064,30
"330140 Conceição de Macabu";23064;3,50;941,68;56,47;1,56;6,02;6,69;12768805,29;13037788,03;21718926,11
"330150 Cordeiro";21806;7,98;1021,33;39,00;3,65;45,58;0,90;13662349,90;8001558,79;22271036,91
"330160 Duas Barras";11454;3,10;1319,26;42,97;1,11;24,90;7,56;4877589,08;8800282,41;15110777,50
"330170 Duque de Caxias";914383;20,21;794,99;36,51;0,35;46,62;2,73;369430996,78;250434780,73;726923627,93
"330180 Engenheiro Paulo de Frontin";13929;4,04;1229,45;61,92;14,07;7,17;8,53;17694945,24;7057050,75;17124990,17
"330185 Guapimirim";59613;10,25;856,31;65,24;7,09;11,00;1,43;22117162,94;26885108,71;51047021,09
"330187 Iguaba Grande";27762;9,96;1057,24;70,05;9,71;6,07;0,90;13346583,50;16862715,97;29350994,40
"330190 Itaboraí";238695;18,90;593,70;44,96;2,46;41,82;1,33;85437413,61;72608891,86;141714220,43
"330200 Itaguaí";125913;30,75;976,81;80,53;4,09;4,19;1,89;25117171,36;52124370,31;122992666,41
"330205 Italva";15113;3,41;871,69;67,75;0,03;13,37;4,13;6652107,32;8223919,77;13173846,17
"330210 Itaocara";23247;5,80;564,97;54,50;0,77;4,23;16,52;13009528,51;10977344,43;13133953,77
"330220 Itaperuna";102626;10,88;1492,51;34,04;1,42;58,78;0,67;121650454,20;32665494,81;153170102,15
"330225 Itatiaia";31537;15,52;1462,18;65,69;3,35;11,60;4,09;10647684,82;33896136,09;46112840,51
"330227 Japeri";103960;4,75;487,94;56,73;0,09;26,29;0,08;28449816,58;22524978,14;50725751,42
"330230 Laje do Muriaé";7386;1,24;2455,45;68,60;0,00;6,65;6,69;6118693,13;5995805,93;18135950,73
"330240 Macaé";251631;32,30;2407,29;71,31;0,00;12,16;1,61;57030340,97;454931996,65;605748839,07
"330245 Macuco";5574;3,41;2460,48;33,17;5,46;43,00;6,71;4088554,04;6688947,39;13714711,52
"330250 Magé";243657;8,65;605,46;49,44;0,00;19,69;1,72;106145076,12;53196002,70;147524775,90
"330260 Mangaratiba";43689;16,59;1421,82;72,73;10,11;7,86;0,31;26398939,67;41650278,13;62117946,69
"330270 Maricá";157789;6,40;1667,24;52,34;0,00;25,03;2,25;39663366,00;87323686,70;263072225,15
"330280 Mendes";18578;4,87;1038,84;59,34;0,75;22,77;4,87;12195534,42;7784963,82;19299640,43
"330285 Mesquita";175620;9,72;489,56;11,12;0,00;72,98;4,25;51352849,16;28535964,74;85976735,50
"330290 Miguel Pereira";25493;6,73;1761,51;33,27;2,67;49,09;8,95;44271259,53;12449620,41;44906075,39
"330300 Miracema";27195;5,13;1015,97;39,92;9,35;35,86;4,87;19205610,04;12705248,98;27629210,09
"330310 Natividade";15324;3,38;1426,84;25,73;6,02;58,92;2,31;14163606,44;5637932,23;21864959,60
"330320 Nilópolis";162269;14,21;487,70;40,89;11,11;40,44;3,74;71205835,65;23616014,19;79137999,78
"330330 Niterói";511786;22,38;1012,62;44,90;0,15;25,81;0,69;208663441,06;280979310,71;518246753,02
"330340 Nova Friburgo";190084;16,84;983,88;46,84;4,37;29,44;6,28;81129647,26;92933088,70;187020539,63
"330350 Nova Iguaçu";818875;17,15;605,91;41,07;0,00;11,88;1,91;480033884,24;126327276,33;496162447,87
"330360 Paracambi";51815;13,03;1037,63;15,88;0,86;66,33;3,44;33400272,76;19244606,92;53764993,26
"330370 Paraíba do Sul";44045;8,70;864,50;54,76;3,94;6,14;8,02;24076619,07;16684496,56;38077077,61
"330380 Paraty";42630;8,98;1946,29;36,02;0,00;46,06;8,85;11028368,55;34550625,48;82970327,03
"330385 Paty do Alferes";27678;5,35;1149,56;50,52;3,92;11,48;7,52;13639222,82;12922026,93;31817606,47
"330390 Petrópolis";305687;21,10;1301,43;36,34;1,91;53,37;1,86;156530371,04;201500829,93;397829725,92
"330395 Pinheiral";24941;4,41;1190,02;47,01;2,32;32,44;4,15;6487538,72;13800062,51;29680300,20
"330400 Piraí";28999;12,50;1959,64;34,70;2,54;18,41;2,26;18529632,40;26547494,55;56827514,77
"330410 Porciúncula";18730;7,03;1212,44;38,60;6,99;20,56;13,20;12228601,67;8786952,97;22709043,18
"330411 Porto Real";19381;10,09;2659,53;60,75;0,00;26,71;0,24;15240789,31;36782333,45;51544373,25
"330412 Quatis";14165;2,50;977,74;36,44;1,76;49,23;4,40;4834093,42;6023203,81;13849669,35
